Hawaii Ocean Time-series : 29-Jan-2024 23:39:31
https://hahana.soest.hawaii.edu/hot/hot-dogs/bextraction.html

botid, date, time, press, nit, 
#, mmddyy, hhmmss, dbar, umol/kg, 
0010200312, 103188, 015704,    4.7,   0.02,
0010200311, 103188, 015529,   39.4,   0.04,
0010200310, 103188, 015401,   99.4,   0.21,
0010200309, 103188, 015220,  150.3,   2.07,
0010200308, 103188, 015059,  191.8,   2.26,
0010200705, 103188, 150832,   10.7,   0.00,
0010200704, 103188, 150658,   25.5,   0.04,
0010200703, 103188, 150517,   42.9,   0.02,
0010200702, 103188, 150335,   68.3,   0.00,
0010200701, 103188, 150129,  114.4,   0.40,
0010201111, 110188, 120733,   16.6,   0.02,
0010201110, 110188, 120612,   36.5,   0.00,
0010201109, 110188, 120440,   56.4,   0.02,
0010201108, 110188, 120300,   77.8,   0.00,
0010201107, 110188, 120127,   97.8,   0.00,
0010201106, 110188, 120000,  117.3,   0.36,
0010201105, 110188, 115843,  137.8,   1.30,
0010201104, 110188, 115719,  157.7,   2.37,
0010201103, 110188, 115519,  181.8,   3.07,
0020200411, 120288, 104126,   15.6,   0.07,
0020200410, 120288, 103231,   99.5,   0.18,
0020200409, 120288, 103002,  136.4,   0.12,
0020200408, 120288, 102305,  173.3,   2.23,
0020200510, 120288, 142015,    1.5,   0.05,
0020200509, 120288, 141852,   21.2,   0.05,
0020200508, 120288, 141745,   46.2,   0.07,
0020200507, 120288, 141647,   71.1,   0.05,
0020200506, 120288, 141521,   97.9,   0.21,
0020200505, 120288, 141354,  122.9,   0.72,
0020200504, 120288, 141204,  148.6,   1.61,
0020200503, 120288, 140959,  177.6,   2.03,
0020200811, 120288, 225346,    1.6,   0.05,
0020200810, 120288, 225240,   16.2,   0.05,
0020200809, 120288, 225126,   37.8,   0.07,
0020200808, 120288, 225026,   57.9,   0.07,
0020200807, 120288, 224941,   79.2,   0.07,
0020200806, 120288, 224846,   98.9,   0.55,
0020200805, 120288, 224756,  119.7,   0.76,
0020200804, 120288, 224703,  139.8,   1.59,
0020200803, 120288, 224558,  161.5,   1.77,
0020200802, 120288, 224503,  181.1,   2.05,
0030200212, 010889, 071857,   35.9,   0.02,
0030200312, 010889, 104034,   19.7,   0.02,
0030200311, 010889, 103714,  118.8,   0.38,
0030200310, 010889, 103432,  186.0,   2.75,
0030200410, 010889, 143637,    4.9,   0.02,
0030200409, 010889, 143356,   22.8,   0.04,
0030200408, 010889, 143232,   43.3,   0.02,
0030200407, 010889, 143045,   72.7,   0.04,
0030200406, 010889, 142841,   97.7,   0.04,
0030200405, 010889, 142715,  122.2,   0.11,
0030200404, 010889, 142546,  146.8,   0.61,
0030200403, 010889, 142417,  176.8,   1.49,
0030200612, 010989, 000336,    2.8,   0.02,
0030200611, 010989, 000035,   18.4,   0.00,
0030200610, 010889, 235717,   38.2,   0.02,
0030200609, 010889, 235445,   56.7,   0.04,
0030200608, 010889, 235244,   79.4,   0.04,
0030200607, 010889, 235041,   96.6,   0.10,
0030200606, 010889, 234853,  117.5,   0.49,
0030200605, 010889, 234611,  139.2,   1.02,
0030200604, 010889, 234437,  151.6,   1.81,
0030200603, 010889, 234239,  163.4,   2.09,
0030200602, 010889, 234017,  186.7,   3.20,
0040200112, 022789, 223252,    8.7,   0.07,
0040200111, 022789, 223105,   18.8,   0.05,
0040200110, 022789, 222926,   38.5,   0.07,
0040200109, 022789, 222811,   58.4,   0.05,
0040200108, 022789, 222651,   78.4,   0.05,
0040200107, 022789, 222523,   98.4,   0.07,
0040200106, 022789, 222414,  108.2,   0.05,
0040200105, 022789, 222308,  118.3,   0.07,
0040200104, 022789, 222155,  131.3,   0.29,
0040200103, 022789, 222047,  141.4,   0.98,
0040200102, 022789, 221943,  151.3,   1.53,
0040200101, 022789, 221814,  163.0,   2.16,
0040200212, 022889, 013435,  179.4,   3.23,
0040200608, 022889, 151314,    5.8,   0.02,
0040200607, 022889, 151025,   22.1,   0.02,
0040200606, 022889, 150904,   41.8,   0.02,
0040200605, 022889, 150732,   71.8,   0.05,
0040200604, 022889, 150544,   99.6,   0.07,
0040200603, 022889, 150425,  123.2,   0.21,
0040200602, 022889, 150248,  151.1,   2.31,
0040200601, 022889, 150127,  177.4,   3.11,
0040200712, 022889, 183446,   47.0,   0.05,
0040200711, 022889, 183223,  131.0,   0.24,
0040200710, 022889, 183102,  162.1,   1.91,
0050200512, 032789, 084159,   26.7,   0.14,
0050200511, 032789, 083916,  111.1,   0.05,
0050200510, 032789, 083730,  144.1,   0.92,
0050201612, 032989, 013558,   40.8,   0.02,
0050201611, 032989, 013329,   71.7,   0.02,
0050201610, 032989, 013210,   81.6,   0.02,
0050201609, 032989, 013033,   92.5,   0.05,
0050201608, 032989, 012906,  101.9,   0.05,
0050201607, 032989, 012749,  111.7,   0.05,
0050201606, 032989, 012623,  121.6,   0.47,
0050201605, 032989, 012510,  127.4,   0.69,
0050201604, 032989, 012401,  133.7,   0.98,
0050201603, 032989, 012213,  143.6,   1.25,
0050201602, 032989, 012040,  152.5,   1.39,
0060200412, 051889, 071227,   30.7,  -0.03,
0060200411, 051889, 070912,   87.1,  -0.01,
0060200410, 051889, 070530,  136.1,   1.92,
0060200512, 051889, 094945,    4.5,   0.01,
0060200511, 051889, 094706,   19.5,  -0.03,
0060200510, 051889, 094545,   39.4,  -0.03,
0060200509, 051889, 093852,   59.4,  -0.01,
0060200508, 051889, 093731,   79.0,  -0.03,
0060200507, 051889, 093620,   99.0,   0.41,
0060200506, 051889, 093510,  108.7,   0.96,
0060200505, 051889, 092909,  119.1,   1.86,
0060200504, 051889, 092802,  129.0,   2.68,
0060200503, 051889, 092657,  139.8,   2.85,
0060200502, 051889, 092022,  159.7,   3.23,
0060200501, 051889, 091822,  179.6,   4.45,
0060200612, 051889, 131219,  199.7,   4.81,
0070200212, 062489, 033608,   15.3,   0.05,
0070200211, 062489, 033327,   79.6,   0.02,
0070200210, 062489, 033200,   99.5,   0.02,
0070200209, 062489, 032536,  139.5,   0.36,
0070200208, 062489, 032310,  199.2,   5.05,
0070200311, 062489, 071006,   49.1,   0.02,
0070200310, 062489, 070604,  127.6,   0.05,
0070200412, 062489, 095140,  105.2,   0.04,
0080200212, 072889, 230359,   54.3,   0.02,
0080200211, 072889, 230228,   98.5,   0.02,
0080200210, 072889, 230037,  148.5,   1.34,
0080200512, 072989, 073217,    5.6,   0.02,
0080200511, 072989, 073023,   27.4,   0.02,
0080200510, 072989, 072902,   46.8,   0.02,
0080200509, 072989, 072744,   61.7,   0.02,
0080200508, 072989, 072620,   77.3,   0.02,
0080200507, 072989, 072441,   87.8,   0.02,
0080200506, 072989, 072254,   98.5,   0.04,
0080200505, 072989, 072146,  109.3,   0.04,
0080200504, 072989, 072025,  119.2,   0.06,
0080200503, 072989, 071851,  130.5,   0.12,
0080200502, 072989, 071730,  156.0,   1.99,
0080200501, 072989, 071511,  181.1,   3.66,
0090200311, 082389, 235926,   59.9,   0.02,
0090200310, 082389, 235712,   91.6,   0.04,
0090200309, 082389, 235513,  139.3,   0.63,
0090200308, 082389, 235326,  191.7,   3.62,
0090200512, 082489, 055807,    4.8,   0.01,
0090200511, 082489, 055554,   25.8,   0.02,
0090200510, 082489, 055423,   45.8,   0.02,
0090200509, 082489, 055301,   61.6,   0.02,
0090200508, 082489, 055147,   76.1,   0.02,
0090200507, 082489, 055035,   87.3,   0.00,
0090200506, 082489, 054928,   97.4,   0.01,
0090200505, 082489, 054759,  109.0,   0.02,
0090200504, 082489, 054656,  118.0,   0.04,
0090200503, 082489, 054551,  130.5,   0.13,
0090200502, 082489, 054406,  157.0,   0.91,
0090200501, 082489, 054245,  181.8,   2.75,
0100200424, 092289, 073241,    7.2,   0.05,
0100200423, 092289, 072812,   86.7,   0.07,
0100200422, 092289, 072704,   96.6,   0.05,
0100200421, 092289, 072558,  108.3,   0.07,
0100200420, 092289, 072457,  123.4,   0.14,
0100200419, 092289, 072355,  132.9,   0.69,
0100200418, 092289, 072252,  143.8,   3.19,
0100200417, 092289, 072111,  182.8,   4.78,
0100201223, 092389, 102511,    6.3,   0.07,
0100201222, 092389, 102346,   26.5,   0.05,
0100201221, 092389, 102210,   47.4,   0.03,
0100201220, 092389, 102110,   63.2,   0.03,
0100201219, 092389, 102006,   79.0,   0.03,
0100201217, 092389, 101821,   98.6,   0.04,
0100201216, 092389, 101728,  111.2,   0.07,
0100201215, 092389, 101631,  119.9,   0.38,
0100201214, 092389, 101503,  131.7,   0.93,
0100201213, 092389, 101347,  157.5,   5.29,
0100201212, 092389, 101225,  182.1,   5.53,
0110200323, 101889, 063300,    9.5,  -0.01,
0110200322, 101889, 063217,   26.3,  -0.01,
0110200320, 101889, 062947,   78.9,  -0.01,
0110200319, 101889, 062828,  118.1,   0.01,
0110200318, 101889, 062736,  133.3,   0.18,
0110200317, 101889, 062557,  198.5,   2.63,
0110201617, 101989, 214946,    4.8,   0.01,
0110201616, 101989, 214725,   25.5,   0.04,
0110201615, 101989, 214629,   45.4,   0.01,
0110201614, 101989, 214545,   61.7,   0.01,
0110201613, 101989, 214504,   76.4,   0.01,
0110201612, 101989, 214425,   86.7,   0.01,
0110201611, 101989, 214344,   96.5,   0.04,
0110201610, 101989, 214309,  106.4,   0.16,
0110201609, 101989, 214234,  116.8,   0.27,
0110201608, 101989, 214149,  129.7,   0.42,
0110201607, 101989, 214059,  153.9,   0.84,
0110201606, 101989, 213958,  181.7,   1.60,
0120200322, 112889, 104548,   30.6,   0.04,
0120200321, 112889, 104436,   56.4,   0.01,
0120200320, 112889, 104319,   80.0,   0.04,
0120200319, 112889, 104210,   99.3,   0.06,
0120200318, 112889, 104055,  121.6,   0.41,
0120200317, 112889, 103938,  147.2,   1.35,
0120200613, 112889, 203245,    5.8,   0.01,
0120200612, 112889, 203153,   25.3,   0.04,
0120200611, 112889, 203109,   45.6,   0.01,
0120200610, 112889, 203027,   61.6,   0.01,
0120200609, 112889, 202949,   76.5,   0.01,
0120200608, 112889, 202912,   86.6,   0.01,
0120200607, 112889, 202834,   96.3,   0.06,
0120200606, 112889, 202758,  106.7,   0.24,
0120200605, 112889, 202715,  119.6,   0.53,
0120200604, 112889, 202629,  130.6,   0.67,
0120200603, 112889, 202534,  155.4,   1.58,
0120200602, 112889, 202436,  181.5,   2.66,
0130200222, 010490, 205157,   25.6,   0.02,
0130200221, 010490, 205033,   51.3,   0.00,
0130200220, 010490, 204859,   77.2,   0.02,
0130200219, 010490, 204717,   77.2,   0.00,
0130200218, 010490, 204549,  105.1,   0.00,
0130200217, 010490, 204357,  131.6,   0.31,
0130200216, 010490, 204212,  182.6,   0.99,
0130200215, 010490, 204009,  182.6,   0.98,
0130200411, 010590, 050532,   45.8,   0.02,
0130200410, 010590, 050424,   60.0,   0.00,
0130200409, 010590, 050321,   75.5,   0.02,
0130200408, 010590, 050156,   85.6,   0.02,
0130200407, 010590, 050059,   95.1,   0.11,
0130200406, 010590, 045956,  105.9,   0.12,
0130200405, 010590, 045822,  117.3,   0.23,
0130200404, 010590, 045652,  126.9,   0.50,
0130200403, 010590, 045410,  136.8,   1.29,
0130200521, 010590, 084421,   12.3,   0.00,
0130200519, 010590, 084005,   26.7,   0.00,
0130200518, 010590, 083802,  160.6,   0.93,
0140201121, 021690, 144751,   49.7,   0.00,
0140201120, 021690, 144639,   77.6,   0.21,
0140201119, 021690, 144519,  102.0,   0.27,
0140201118, 021690, 144344,  133.5,   1.51,
0140201117, 021690, 144157,  172.9,   2.79,
0140201223, 021690, 174137,    4.2,   0.00,
0140201222, 021690, 174024,   14.0,   0.00,
0140201221, 021690, 173923,   24.9,   0.00,
0140201220, 021690, 173834,   34.9,   0.00,
0140201219, 021690, 173743,   45.9,   0.02,
0140201218, 021690, 173651,   60.8,   0.02,
0140201217, 021690, 173556,   75.6,   0.02,
0140201216, 021690, 173508,   85.3,   0.08,
0140201215, 021690, 173419,   96.4,   0.45,
0140201214, 021690, 173327,  105.9,   0.32,
0140201213, 021690, 173238,  115.6,   0.40,
0140201212, 021690, 173151,  125.4,   0.96,
0140201211, 021690, 173058,  135.7,   1.21,
0140201210, 021690, 172959,  151.0,   1.62,
0140201208, 021690, 172753,  177.6,   2.74,
0150200423, 031990, 004347,    1.7,   0.00,
0150200422, 031990, 004234,   24.6,   0.02,
0150200421, 031990, 004056,   49.4,   0.00,
0150200420, 031990, 003933,   75.5,   0.00,
0150200419, 031990, 003803,  108.0,   0.00,
0150200418, 031990, 003545,  142.0,   0.96,
0150200417, 031990, 003431,  153.2,   1.65,
0150200416, 031990, 003320,  174.1,   3.85,
0150200415, 031990, 003122,  174.1,   3.85,
0150200623, 031990, 082925,  116.7,   0.00,
0150200622, 031990, 082816,  126.9,   0.02,
0150200621, 031990, 082706,  137.2,   0.20,
0150200620, 031990, 082556,  151.7,   1.01,
0150200618, 031990, 082356,  177.8,   2.91,
0150200713, 031990, 114727,    5.6,   0.00,
0150200712, 031990, 114631,   15.7,   0.00,
0150200711, 031990, 114529,   25.5,   0.00,
0150200710, 031990, 114432,   35.1,   0.00,
0150200709, 031990, 114336,   45.3,   0.02,
0150200708, 031990, 114227,   60.6,   0.00,
0150200707, 031990, 114116,   75.1,   0.00,
0150200706, 031990, 114005,   87.1,   0.00,
0150200705, 031990, 113852,   99.0,   0.04,
0150200704, 031990, 113734,  110.0,   0.05,
0160200224, 041290, 181121,    1.2,   0.02,
0160200223, 041290, 180925,   11.8,   0.02,
0160200222, 041290, 180652,   34.2,   0.00,
0160200221, 041290, 180414,   56.8,   0.02,
0160200220, 041290, 180119,  153.7,   0.10,
0160200219, 041290, 175830,  169.2,   0.07,
0160200623, 041390, 061646,   81.5,   0.00,
0160200622, 041390, 061446,  117.3,   0.00,
0160200621, 041390, 061327,  128.7,   0.00,
0160200620, 041390, 061157,  137.0,   0.07,
0160200619, 041390, 061027,  152.2,   0.26,
0160200618, 041390, 060917,  162.4,   0.45,
0160200617, 041390, 060801,  178.8,   0.93,
0160200616, 041390, 060623,  190.6,   1.14,
0160200714, 041390, 091344,    6.3,   0.00,
0160200713, 041390, 091248,   16.6,   0.00,
0160200712, 041390, 091158,   25.7,   0.02,
0160200710, 041390, 091046,   36.9,   0.05,
0160200709, 041390, 091000,   45.9,   0.02,
0160200708, 041390, 090901,   61.8,   0.00,
0160200707, 041390, 090806,   61.8,   0.02,
0160200706, 041390, 090709,   78.0,   0.00,
0160200705, 041390, 090614,   98.5,   0.00,
0160200704, 041390, 090513,  108.8,   0.00,
0170200315, 050890, 224057,   33.1,   0.01,
0170200314, 050890, 223859,   72.3,   0.04,
0170200313, 050890, 223653,  149.5,   1.80,
0170200523, 050990, 050946,    6.2,   0.01,
0170200520, 050990, 050727,   26.9,   0.01,
0170200518, 050990, 050615,   36.8,   0.01,
0170200517, 050990, 050442,   46.4,   0.00,
0170200516, 050990, 050338,   62.7,   0.00,
0170200515, 050990, 050235,   77.4,   0.00,
0170200514, 050990, 050140,   87.4,   0.01,
0170200513, 050990, 050027,   97.9,   0.00,
0170200512, 050990, 045923,  106.8,   0.01,
0170200511, 050990, 045819,  118.0,   0.01,
0170200510, 050990, 045652,  129.9,   0.20,
0170200509, 050990, 045459,  137.0,   0.69,
0170200507, 050990, 045316,  154.4,   1.24,
0170200505, 050990, 045055,  182.3,   2.70,
0180200223, 061290, 220822,   13.0,   0.05,
0180200222, 061290, 220718,   28.2,   0.00,
0180200221, 061290, 220609,   53.3,   0.00,
0180200220, 061290, 220452,   78.3,   0.00,
0180200219, 061290, 220324,  115.8,   0.38,
0180200218, 061290, 220150,  154.0,   1.41,
0180200217, 061290, 220017,  194.7,   1.46,
0180200522, 061390, 071330,    5.2,   0.00,
0180200520, 061390, 071021,   26.2,   0.00,
0180200518, 061390, 070904,   35.1,   0.00,
0180200517, 061390, 070813,   45.6,   0.03,
0180200516, 061390, 070703,   60.7,   0.00,
0180200515, 061390, 070606,   76.0,   0.00,
0180200513, 061390, 070415,   96.7,   0.00,
0180200512, 061390, 070321,  106.9,   0.00,
0180200511, 061390, 070223,  117.2,   0.00,
0180200510, 061390, 070127,  127.1,   0.43,
0180200509, 061390, 070024,  137.2,   0.53,
0180200507, 061390, 065807,  154.2,   0.75,
0180200505, 061390, 065543,  181.8,   1.93,
0190200222, 072590, 001639,    6.7,   0.00,
0190200221, 072590, 001538,   12.6,   0.00,
0190200220, 072590, 001402,   27.5,   0.03,
0190200219, 072590, 001252,   34.3,   0.00,
0190200218, 072590, 001113,   62.2,   0.00,
0190200217, 072590, 000853,  117.7,   0.40,
0190200216, 072590, 000652,  155.9,   1.70,
0190200620, 072590, 095515,    4.7,   0.00,
0190200618, 072590, 095128,   26.5,   0.00,
0190200617, 072590, 094952,   36.8,   0.00,
0190200616, 072590, 094838,   46.3,   0.00,
0190200615, 072590, 094647,   61.7,   0.00,
0190200614, 072590, 094530,   77.4,   0.00,
0190200613, 072590, 094410,   87.2,   0.00,
0190200612, 072590, 094244,   97.1,   0.00,
0190200611, 072590, 094129,  108.1,   0.03,
0190200610, 072590, 094009,  117.5,   0.13,
0190200608, 072590, 093610,  137.5,   1.51,
0190200607, 072590, 093433,  153.4,   2.15,
0190200606, 072590, 093318,  164.7,   1.21,
0190200605, 072590, 093109,  181.6,   2.22,
0220200221, 121790, 202627,   10.1,   0.02,
0220200220, 121790, 202531,   24.7,   0.00,
0220200219, 121790, 202356,   70.6,   0.00,
0220200218, 121790, 202256,   84.8,   0.02,
0220200217, 121790, 202153,   97.6,   0.09,
0220200216, 121790, 202059,  103.7,   0.39,
0220200215, 121790, 201921,  150.5,   1.96,
0220200214, 121790, 201805,  174.2,   2.92,
0220200422, 121890, 044140,  118.8,   0.49,
0220200421, 121890, 044047,  129.9,   0.75,
0220200420, 121890, 043950,  139.3,   1.35,
0220200418, 121890, 043731,  166.3,   2.35,
0220200416, 121890, 043533,  191.8,   3.28,
0220200523, 121890, 075016,    7.0,   0.00,
0220200521, 121890, 074904,   14.9,   0.00,
0220200520, 121890, 074741,   27.0,   0.02,
0220200518, 121890, 074554,   45.8,   0.00,
0220200517, 121890, 074452,   45.8,   0.00,
0220200516, 121890, 074348,   61.9,   0.00,
0220200515, 121890, 074258,   76.5,   0.00,
0220200514, 121890, 074208,   86.0,   0.00,
0220200513, 121890, 074113,   96.2,   0.01,
0220200512, 121890, 074032,  106.2,   0.05,
0220200510, 121890, 073855,  116.6,   0.29,
0220200508, 121890, 073700,  128.0,   1.70,
0220201123, 121990, 131939,    9.4,   0.00,
0230200123, 020391, 001713,   15.0,   0.00,
0230200122, 020391, 001220,  119.4,   0.54,
0230200223, 020391, 050607,   12.6,   0.00,
0230200222, 020391, 050415,   53.4,   0.00,
0230200221, 020391, 050233,   85.4,   0.00,
0230200220, 020391, 045954,  110.1,   0.00,
0230200219, 020391, 045753,  138.4,   0.89,
0230200323, 020391, 081547,    6.0,   0.00,
0230200320, 020391, 081311,   26.1,   0.00,
0230200318, 020391, 081152,   36.0,   0.00,
0230200317, 020391, 081055,   49.6,   0.00,
0230200316, 020391, 080922,   62.1,   0.00,
0230200315, 020391, 080754,   75.6,   0.00,
0230200314, 020391, 080650,   88.4,   0.00,
0230200313, 020391, 080536,   99.1,   0.00,
0230200312, 020391, 080427,  107.3,   0.00,
0230200311, 020391, 080314,  118.2,   0.03,
0230200310, 020391, 080211,  128.5,   0.06,
0230200309, 020391, 080056,  139.0,   1.04,
0230200308, 020391, 075909,  154.8,   1.41,
0230200306, 020391, 075620,  182.3,   2.22,
0240200123, 030691, 203200,    5.4,   0.00,
0240200120, 030691, 202900,   19.1,   0.00,
0240200118, 030691, 202700,   36.8,   0.00,
0240200117, 030691, 202600,   39.7,   0.00,
0240200116, 030691, 202100,   63.7,   0.00,
0240200115, 030691, 201900,   78.9,   0.00,
0240200114, 030691, 201800,   86.2,   0.00,
0240200113, 030691, 201700,   94.7,   0.00,
0240200112, 030691, 201600,  105.3,   0.00,
0240200111, 030691, 201500,  117.6,   0.06,
0240200110, 030691, 201300,  126.5,   0.25,
0240200109, 030691, 201100,  139.2,   0.65,
0240200108, 030691, 200900,  153.9,   1.49,
0240200214, 030791, 031400,  171.7,   2.78,
0240200723, 030891, 224749,    4.5,   0.00,
0240200722, 030891, 224618,   31.1,   0.00,
0240200721, 030891, 224450,   49.6,   0.00,
0240200720, 030891, 224313,   72.9,   0.06,
0240200719, 030891, 224152,  101.7,   0.23,
0240200717, 030891, 223903,  124.6,   0.69,
0240200716, 030891, 223721,  139.5,   1.35,
0240200714, 030891, 223433,  147.6,   2.81,
0240200713, 030891, 223322,  156.0,   2.15,
0240200712, 030891, 223201,  179.9,   2.18,
0250200223, 040991, 221520,   43.9,   0.00,
0250200222, 040991, 221351,   92.1,   0.03,
0250200221, 040991, 221249,  108.3,   0.13,
0250200220, 040991, 221108,  163.7,   1.21,
0250200219, 040991, 221001,  187.0,   2.22,
0250200518, 041091, 074802,   27.2,   0.00,
0250200517, 041091, 074701,   37.9,   0.00,
0250200516, 041091, 074557,   48.7,   0.00,
0250200515, 041091, 074428,   65.1,   0.00,
0250200514, 041091, 074317,   77.5,   0.00,
0250200513, 041091, 074223,   88.9,   0.10,
0250200512, 041091, 074123,   98.6,   0.14,
0250200511, 041091, 074027,  108.2,   0.60,
0250200510, 041091, 073931,  119.6,   0.79,
0250200509, 041091, 073841,  130.3,   1.21,
0250200507, 041091, 073633,  157.1,   2.04,
0250200505, 041091, 073425,  181.3,   2.34,
0260200222, 050891, 014134,   37.5,   0.00,
0260200221, 050891, 014030,   49.2,   0.00,
0260200220, 050891, 013846,   61.3,   0.00,
0260200219, 050891, 013702,   99.9,   0.00,
0260200218, 050891, 013513,  148.0,   0.14,
0260200420, 050891, 113631,   18.3,   0.03,
0260200418, 050891, 113524,   26.4,   0.03,
0260200417, 050891, 113413,   36.7,   0.00,
0260200416, 050891, 113254,   46.0,   0.00,
0260200415, 050891, 113151,   64.3,   0.00,
0260200414, 050891, 113100,   78.0,   0.00,
0260200413, 050891, 113007,   86.9,   0.00,
0260200412, 050891, 112835,   98.0,   0.00,
0260200411, 050891, 112740,  104.6,   0.00,
0260200410, 050891, 112641,  114.8,   0.00,
0260200409, 050891, 112543,  126.3,   0.00,
0260200408, 050891, 112431,  140.5,   0.00,
0260200406, 050891, 112241,  165.4,   0.44,
0260200404, 050891, 111957,  188.5,   2.02,
0270200124, 060491, 154204,  103.1,   0.00,
0270200223, 060491, 194722,    6.2,   0.00,
0270200222, 060491, 194543,   25.6,   0.00,
0270200221, 060491, 194357,   65.5,   0.00,
0270200220, 060491, 194256,   97.8,   0.00,
0270200219, 060491, 194047,  104.4,   0.03,
0270200218, 060491, 193949,  152.4,   1.13,
0270200217, 060491, 193700,  157.0,   1.44,
0270200623, 060591, 070845,    6.5,   0.00,
0270200620, 060591, 070701,   16.2,   0.03,
0270200619, 060591, 070603,   27.8,   0.00,
0270200618, 060591, 070512,   37.9,   0.00,
0270200617, 060591, 070421,   47.7,   0.00,
0270200616, 060591, 070315,   63.6,   0.00,
0270200615, 060591, 070211,   78.2,   0.00,
0270200614, 060591, 070106,   90.2,   0.00,
0270200613, 060591, 070010,   99.2,   0.00,
0270200612, 060591, 065911,  109.6,   0.00,
0270200611, 060591, 065819,  120.2,   0.03,
0270200610, 060591, 065723,  130.2,   0.13,
0270200609, 060591, 065633,  139.0,   0.27,
0270200607, 060591, 065410,  169.5,   1.52,
0270200605, 060591, 065219,  194.1,   1.98,
0280200223, 070991, 213538,   13.2,   0.00,
0280200222, 070991, 213356,   53.5,   0.00,
0280200221, 070991, 213235,   66.4,   0.00,
0280200220, 070991, 213044,  110.1,   0.03,
0280200219, 070991, 212901,  143.4,   0.35,
0280200218, 070991, 212712,  186.0,   1.30,
0280200521, 071091, 070401,    3.3,   0.00,
0280200520, 071091, 070313,   13.3,   0.00,
0280200518, 071091, 070208,   23.3,   0.00,
0280200517, 071091, 070122,   34.0,   0.00,
0280200516, 071091, 070037,   43.2,   0.03,
0280200515, 071091, 065939,   58.9,   0.00,
0280200514, 071091, 065843,   73.9,   0.00,
0280200513, 071091, 065751,   84.7,   0.00,
0280200512, 071091, 065656,   94.5,   0.00,
0280200511, 071091, 065603,  104.4,   0.00,
0280200510, 071091, 065511,  115.1,   0.10,
0280200509, 071091, 065405,  127.4,   0.15,
0280200508, 071091, 065257,  135.8,   0.43,
0280200507, 071091, 065155,  150.6,   0.45,
0280200505, 071091, 064937,  180.0,   1.05,
0290200223, 080991, 210751,   10.2,   0.00,
0290200222, 080991, 210657,   22.6,   0.00,
0290200221, 080991, 210550,   46.5,   0.00,
0290200220, 080991, 210443,   71.8,   0.02,
0290200219, 080991, 210217,  142.2,   0.52,
0290200218, 080991, 210112,  160.4,   0.68,
0290200217, 080991, 205959,  181.9,   1.23,
0290200623, 081091, 100542,    7.9,   0.00,
0290200620, 081091, 100225,   26.9,   0.00,
0290200618, 081091, 100104,   34.8,   0.00,
0290200617, 081091, 100003,   42.2,   0.00,
0290200616, 081091, 095848,   59.1,   0.00,
0290200615, 081091, 095735,   75.7,   0.02,
0290200614, 081091, 095639,   87.6,   0.00,
0290200613, 081091, 095545,   98.2,   0.00,
0290200612, 081091, 095417,  107.6,   0.00,
0290200611, 081091, 095321,  117.7,   0.02,
0290200610, 081091, 095219,  129.6,   0.07,
0290200609, 081091, 095121,  139.3,   0.19,
0290200608, 081091, 095016,  153.1,   0.55,
0290200606, 081091, 094757,  181.1,   1.11,
0300200124, 091791, 154055,   54.2,   0.00,
0300200223, 091791, 200648,   12.7,   0.00,
0300200222, 091791, 200549,   17.4,   0.00,
0300200221, 091791, 200444,   32.3,   0.00,
0300200220, 091791, 200321,   58.4,   0.00,
0300200219, 091791, 200209,   76.8,   0.00,
0300200218, 091791, 200057,   85.7,   0.00,
0300200217, 091791, 195830,  144.6,   0.33,
0300200514, 091891, 055457,  111.4,   0.00,
0300200513, 091891, 055406,  121.8,   0.02,
0300200512, 091891, 055306,  131.5,   0.25,
0300200511, 091891, 055209,  141.7,   0.37,
0300200508, 091891, 055000,  158.7,   0.75,
0300200506, 091891, 054755,  176.2,   1.14,
0300200504, 091891, 054513,  199.9,   1.89,
0300200615, 091891, 082714,   11.3,   0.00,
0300200612, 091891, 082414,   31.1,   0.00,
0300200611, 091891, 082254,   41.1,   0.00,
0300200610, 091891, 082113,   50.8,   0.00,
0300200608, 091891, 081922,   67.7,   0.00,
0300200607, 091891, 081804,   83.3,   0.00,
0300200606, 091891, 081650,   95.6,   0.00,
0300200605, 091891, 081542,  105.4,   0.00,
0310200123, 102091, 224442,    6.0,   0.00,
0310200223, 102191, 022823,   10.0,   0.00,
0310200222, 102191, 022625,   46.1,   0.00,
0310200221, 102191, 022445,   71.7,   0.00,
0310200220, 102191, 022247,   92.2,   0.00,
0310200219, 102191, 022105,  112.3,   0.08,
0310200218, 102191, 021943,  129.1,   0.23,
0310200217, 102191, 021753,  159.8,   0.57,
0310200416, 102191, 075430,  103.9,   0.05,
0310200415, 102191, 075327,  114.6,   0.20,
0310200413, 102191, 075154,  124.7,   0.34,
0310200412, 102191, 075100,  135.1,   0.47,
0310200410, 102191, 074916,  150.5,   0.13,
0310200406, 102191, 074503,  199.6,   2.53,
0310200518, 102191, 104230,    6.7,   0.00,
0310200516, 102191, 104112,   16.8,   0.00,
0310200515, 102191, 104021,   27.0,   0.00,
0310200513, 102191, 103902,   35.9,   0.00,
0310200512, 102191, 103810,   46.5,   0.00,
0310200511, 102191, 103710,   61.3,   0.00,
0310200510, 102191, 103606,   76.8,   0.00,
0310200509, 102191, 103514,   87.1,   0.00,
0310200508, 102191, 103421,   97.4,   0.00,
0320200123, 120591, 182741,    7.4,   0.00,
0320200122, 120591, 182534,   50.3,   0.01,
