Hawaii Ocean Time-series : 29-Jan-2024 23:39:31
https://hahana.soest.hawaii.edu/hot/hot-dogs/bextraction.html

botid, date, time, press, nit, 
#, mmddyy, hhmmss, dbar, umol/kg, 
0560200512, 083094, 063552,   94.4,   0.02,
0560200511, 083094, 063441,  105.5,   0.10,
0560200510, 083094, 063309,  115.0,   0.76,
0560200509, 083094, 063142,  125.1,   1.24,
0560200508, 083094, 063030,  135.4,   1.85,
0560200507, 083094, 062910,  150.4,   1.91,
0560200505, 083094, 062619,  175.6,   2.73,
0570200124, 092294, 222147,    4.9,   0.00,
0570200224, 092394, 020957,   10.1,   0.01,
0570200223, 092394, 020848,   39.1,   0.01,
0570200222, 092394, 020747,   64.6,   0.00,
0570200221, 092394, 020635,   96.9,   0.00,
0570200220, 092394, 020533,  118.1,   0.21,
0570200219, 092394, 020430,  134.1,   0.44,
0570200218, 092394, 020329,  148.7,   0.76,
0570200217, 092394, 020212,  181.5,   1.51,
0570200216, 092394, 020112,  200.0,   1.97,
0570200421, 092394, 080726,    5.4,   0.01,
0570200420, 092394, 080632,   15.1,   0.00,
0570200418, 092394, 080522,   25.0,   0.01,
0570200417, 092394, 080414,   35.0,   0.01,
0570200416, 092394, 080328,   44.6,   0.01,
0570200415, 092394, 080222,   59.9,   0.02,
0570200414, 092394, 080124,   75.2,   0.03,
0570200413, 092394, 080023,   84.9,   0.02,
0570200412, 092394, 075920,   95.1,   0.02,
0570200411, 092394, 075819,  105.2,   0.03,
0570200410, 092394, 075725,  115.6,   0.04,
0570200409, 092394, 075629,  124.1,   0.22,
0570200408, 092394, 075530,  135.5,   0.39,
0570200407, 092394, 075420,  149.6,   0.42,
0570200405, 092394, 075144,  174.4,   0.87,
0570200403, 092394, 074918,  200.0,   1.49,
0580200124, 101494, 192135,    4.7,   0.00,
0580200123, 101494, 191936,   80.4,   0.00,
0580200224, 101494, 221240,    4.8,   0.01,
0580200223, 101494, 221046,   60.2,   0.01,
0580200222, 101494, 221002,   70.9,   0.02,
0580200221, 101494, 220918,   82.1,   0.00,
0580200220, 101494, 220823,   99.9,   0.00,
0580200219, 101494, 220729,  120.1,   0.22,
0580200218, 101494, 220624,  150.7,   0.81,
0580200217, 101494, 220527,  177.2,   1.21,
0580200216, 101494, 220429,  199.8,   2.01,
0580200516, 101594, 063216,    4.4,   0.00,
0580200622, 101594, 090603,    5.0,   0.00,
0580200621, 101594, 090506,   14.6,   0.00,
0580200619, 101594, 090350,   25.0,   0.00,
0580200618, 101594, 090259,   34.3,   0.01,
0580200617, 101594, 090155,   44.6,   0.01,
0580200616, 101594, 090029,   59.5,   0.01,
0580200615, 101594, 085919,   74.5,   0.01,
0580200614, 101594, 085814,   84.2,   0.02,
0580200613, 101594, 085659,   94.7,   0.01,
0580200612, 101594, 085552,  104.7,   0.01,
0580200611, 101594, 085446,  115.3,   0.03,
0580200610, 101594, 085344,  124.7,   0.25,
0580200609, 101594, 085237,  134.8,   0.52,
0580200608, 101594, 085125,  149.5,   0.75,
0580200606, 101594, 084859,  174.4,   1.15,
0580202224, -00009, -00009,    5.3,   0.00,
0580202223, -00009, -00009,  142.9,   0.23,
0590200521, 112094, 074403,    5.3,   0.00,
0590200520, 112094, 074305,   14.8,   0.00,
0590200518, 112094, 074159,   25.2,   0.00,
0590200517, 112094, 074104,   34.2,   0.00,
0590200516, 112094, 074000,   43.2,   0.00,
0590200515, 112094, 073843,   58.7,   0.00,
0590200514, 112094, 073739,   74.0,   0.00,
0590200513, 112094, 073617,   86.5,   0.00,
0590200512, 112094, 073511,   94.9,   0.00,
0590200511, 112094, 073417,  102.3,   0.02,
0590200510, 112094, 073315,  115.7,   0.14,
0590200509, 112094, 073217,  125.2,   0.22,
0590200508, 112094, 073105,  135.4,   0.29,
0590200507, 112094, 072946,  150.6,   0.96,
0590200505, 112094, 072743,  173.0,   1.66,
0590201324, 112194, 074620,    4.7,   0.01,
0590201323, 112194, 074430,   49.5,   0.01,
0590201322, 112194, 074248,   90.9,   0.00,
0590201321, 112194, 074147,  103.8,   0.01,
0590201320, 112194, 074059,  109.5,   0.04,
0590201319, 112194, 074009,  117.7,   0.08,
0590201318, 112194, 073833,  136.4,   0.57,
0590201317, 112194, 073624,  160.4,   0.58,
0590201424, 112194, 124618,    5.9,   0.00,
0590201423, 112194, 124157,  121.6,   0.00,
0600200124, 020595, 202623,    4.7,   0.00,
0600200224, 020595, 231541,    5.3,   0.00,
0600200223, 020595, 231344,   41.2,   0.00,
0600200222, 020595, 231231,   49.8,   0.01,
0600200221, 020595, 231040,   74.2,   0.01,
0600200220, 020595, 230844,  118.8,   0.02,
0600200219, 020595, 230723,  129.6,   0.05,
0600200218, 020595, 230538,  159.0,   1.19,
0600200217, 020595, 230347,  193.9,   2.70,
0600200522, 020695, 075910,    4.9,   0.00,
0600200521, 020695, 075809,   14.9,   0.01,
0600200519, 020695, 075652,   23.2,   0.01,
0600200518, 020695, 075556,   34.1,   0.01,
0600200517, 020695, 075505,   43.8,   0.00,
0600200516, 020695, 075410,   59.8,   0.01,
0600200515, 020695, 075314,   74.9,   0.02,
0600200514, 020695, 075220,   84.8,   0.01,
0600200513, 020695, 075139,   95.5,   0.00,
0600200512, 020695, 075053,  104.3,   0.00,
0600200511, 020695, 075008,  113.5,   0.05,
0600200509, 020695, 074812,  123.8,   0.27,
0600200508, 020695, 074717,  133.6,   0.26,
0600200507, 020695, 074619,  149.8,   0.31,
0600200506, 020695, 074522,  160.2,   0.83,
0600200505, 020695, 074424,  175.1,   3.04,
0600200504, 020695, 074333,  184.4,   3.12,
0600200503, 020695, 074227,  199.5,   3.25,
0600201317, 020895, 080149,  124.5,   0.10,
0600201314, 020895, 075857,  150.0,   0.72,
0600201312, 020895, 075712,  175.5,   2.76,
0600201310, 020895, 075540,  199.4,   2.76,
0610200124, 030395, 231123,    5.1,   0.00,
0610200123, 030395, 230756,  101.3,   0.92,
0610200224, 030495, 022704,    6.0,   0.00,
0610200223, 030495, 022414,   53.2,   0.01,
0610200222, 030495, 022219,   75.9,   0.01,
0610200221, 030495, 022115,   90.4,   0.02,
0610200220, 030495, 021912,  140.1,   0.96,
0610200219, 030495, 021658,  197.0,   4.47,
0610200422, 030495, 080036,    5.5,   0.00,
0610200421, 030495, 075930,   15.0,   0.00,
0610200419, 030495, 075819,   25.5,   0.01,
0610200418, 030495, 075717,   34.0,   0.00,
0610200417, 030495, 075600,   44.7,   0.00,
0610200416, 030495, 075458,   57.9,   0.01,
0610200415, 030495, 075325,   78.0,   0.02,
0610200414, 030495, 075206,   85.2,   0.07,
0610200413, 030495, 075058,   96.0,   0.38,
0610200412, 030495, 074941,  106.3,   1.30,
0610200411, 030495, 074833,  111.9,   0.92,
0610200410, 030495, 074728,  123.6,   1.63,
0610200409, 030495, 074631,  134.2,   1.15,
0610200407, 030495, 074441,  149.2,   1.18,
0610200405, 030495, 074228,  174.9,   2.40,
0610200403, 030495, 074008,  200.0,   3.47,
0620201523, 040795, 131428,    4.8,   0.00,
0620201521, 040795, 131212,   24.6,   0.00,
0620201519, 040795, 131049,   44.2,   0.00,
0620201517, 040795, 130840,   74.3,   0.00,
0620201515, 040795, 130643,   99.0,   0.01,
0620201512, 040795, 130417,  115.1,   0.01,
0620201511, 040795, 130240,  124.3,   0.01,
0620201509, 040795, 130048,  149.5,   0.20,
0620201508, 040795, 125917,  174.4,   0.78,
0620201507, 040795, 125730,  199.5,   1.55,
0620201723, 040795, 191824,   63.8,   0.00,
0620201722, 040795, 191652,  109.4,   0.00,
0620201721, 040795, 191552,  118.7,   0.00,
0620201720, 040795, 191351,  179.5,   0.59,
0620201719, 040795, 191238,  199.9,   0.93,
0620201824, 040795, 234925,    5.0,   0.00,
0620201823, 040795, 234552,   99.8,   0.00,
0620201822, 040795, 234255,  194.6,   1.05,
0630200124, 050695, 202354,    4.6,   0.00,
0630200123, 050695, 202104,   99.5,   0.24,
0630200223, 050795, 000656,    4.8,   0.00,
0630200222, 050795, 000357,   65.6,   0.00,
0630200221, 050795, 000114,  122.1,   0.61,
0630200220, 050695, 235857,  166.7,   0.57,
0630200523, 050795, 090218,    5.0,   0.01,
0630200522, 050795, 090129,    9.7,   0.00,
0630200521, 050795, 090044,   15.0,   0.00,
0630200519, 050795, 085938,   24.7,   0.01,
0630200518, 050795, 085836,   34.3,   0.02,
0630200517, 050795, 085729,   45.0,   0.00,
0630200516, 050795, 085622,   59.5,   0.01,
0630200515, 050795, 085509,   75.6,   0.02,
0630200514, 050795, 085413,   84.3,   0.03,
0630200513, 050795, 085308,   95.2,   0.03,
0630200512, 050795, 085209,  104.8,   0.04,
0630200511, 050795, 085115,  115.0,   0.08,
0630200510, 050795, 085019,  124.3,   0.29,
0630200509, 050795, 084919,  135.3,   0.43,
0630200508, 050795, 084817,  149.8,   0.53,
0630200507, 050795, 084717,  159.4,   0.81,
0630200506, 050795, 084608,  174.7,   1.23,
0630200505, 050795, 084512,  184.9,   1.61,
0640200423, 073095, 042905,    9.0,   0.00,
0640200523, 073095, 082954,    5.0,   0.00,
0640200522, 073095, 082840,   14.7,   0.01,
0640200520, 073095, 082736,   24.4,   0.00,
0640200519, 073095, 082630,   35.0,   0.00,
0640200518, 073095, 082510,   45.1,   0.00,
0640200517, 073095, 082351,   60.1,   0.00,
0640200516, 073095, 082228,   74.9,   0.01,
0640200515, 073095, 082120,   85.0,   0.01,
0640200514, 073095, 082010,   95.6,   0.00,
0640200513, 073095, 081900,  104.7,   0.01,
0640200512, 073095, 081744,  114.6,   0.01,
0640200511, 073095, 081623,  124.5,   0.01,
0640200510, 073095, 081525,  133.8,   0.10,
0640200509, 073095, 081405,  149.5,   0.76,
0640200507, 073095, 081110,  174.3,   1.32,
0640201624, 073195, 211752,    4.2,   0.01,
0640201623, 073195, 211520,   48.4,   0.01,
0640201622, 073195, 211355,   63.0,   0.02,
0640201621, 073195, 211217,   90.0,   0.01,
0640201620, 073195, 211051,  110.7,   0.01,
0640201619, 073195, 210847,  161.3,   1.06,
0640201618, 073195, 210721,  180.0,   1.25,
0640201724, 080195, 024057,    4.5,   0.01,
0640201723, 080195, 023743,  129.5,   0.82,
0650200124, 082795, 221006,    4.9,   0.01,
0650200123, 082795, 220724,  106.4,   0.09,
0650200224, 082895, 014135,    5.0,   0.00,
0650200223, 082895, 013946,   43.1,   0.01,
0650200222, 082895, 013838,   57.9,   0.00,
0650200221, 082895, 013735,   75.3,   0.00,
0650200220, 082895, 013620,   98.7,   0.02,
0650200219, 082895, 013452,  136.5,   1.52,
0650200423, 082895, 073257,    4.7,   0.01,
0650200422, 082895, 073155,   14.3,   0.00,
0650200420, 082895, 073055,   25.0,   0.00,
0650200419, 082895, 073001,   44.3,   0.01,
0650200418, 082895, 072909,   60.3,   0.01,
0650200417, 082895, 072757,   74.4,   0.02,
0650200416, 082895, 072658,   84.3,   0.01,
0650200415, 082895, 072600,   89.3,   0.00,
0650200414, 082895, 072458,   94.7,   0.01,
0650200413, 082895, 072407,  100.2,   0.01,
0650200412, 082895, 072300,  105.2,   0.02,
0650200411, 082895, 072154,  114.8,   0.27,
0650200410, 082895, 072100,  124.8,   0.67,
0650200409, 082895, 072010,  135.4,   1.03,
0650200408, 082895, 071859,  149.6,   1.85,
0650200407, 082895, 071759,  160.0,   1.86,
0650200406, 082895, 071658,  173.3,   2.10,
0650200405, 082895, 071602,  184.8,   2.69,
0660200224, 092695, 211909,    4.9,   0.01,
0660200223, 092695, 211633,  119.9,   0.76,
0660200324, 092795, 010737,    4.4,   0.02,
0660200323, 092795, 010621,   27.4,   0.02,
0660200322, 092795, 010525,   42.5,   0.03,
0660200321, 092795, 010436,   49.0,   0.02,
0660200320, 092795, 010314,   70.2,   0.02,
0660200319, 092795, 010130,   87.6,   0.02,
0660200318, 092795, 010003,  110.5,   1.37,
0660200317, 092795, 005740,  196.6,   3.93,
0660200424, 092795, 041116,    4.8,   0.01,
0660200423, 092795, 040958,   14.7,   0.01,
0660200422, 092795, 040904,   24.5,   0.01,
0660200421, 092795, 040807,   44.3,   0.01,
0660200420, 092795, 040706,   73.9,   0.02,
0660200419, 092795, 040601,   99.5,   0.00,
0660200418, 092795, 040455,  124.8,   0.10,
0660200417, 092795, 040311,  173.6,   1.48,
0660200416, 092795, 040201,  199.9,   1.82,
0660200522, 092795, 070151,    5.0,   0.01,
0660200521, 092795, 070049,   14.1,   0.01,
0660200519, 092795, 065939,   24.8,   0.01,
0660200518, 092795, 065849,   35.0,   0.00,
0660200517, 092795, 065800,   45.5,   0.00,
0660200516, 092795, 065649,   60.4,   0.04,
0660200515, 092795, 065545,   74.5,   0.03,
0660200514, 092795, 065455,   85.0,   0.00,
0660200513, 092795, 065356,   93.9,   0.00,
0660200512, 092795, 065311,  104.1,   0.01,
0660200511, 092795, 065209,  114.4,   0.00,
0660200510, 092795, 065114,  124.0,   0.29,
0660200509, 092795, 065021,  134.1,   0.55,
0660200508, 092795, 064910,  149.1,   1.49,
0660200507, 092795, 064810,  160.5,   1.39,
0660200506, 092795, 064703,  174.4,   1.61,
0660200505, 092795, 064605,  185.1,   1.69,
0670200124, 102695, 151215,    4.5,   0.00,
0670200123, 102695, 150922,  104.9,   0.01,
0670200224, 102695, 181239,    4.8,   0.00,
0670200223, 102695, 181038,   67.5,   0.00,
0670200222, 102695, 180934,   83.6,   0.00,
0670200221, 102695, 180801,  113.8,   0.01,
0670200220, 102695, 180643,  139.6,   0.76,
0670200219, 102695, 180518,  165.8,   1.14,
0670200515, 102795, 025759,  199.4,   3.90,
0670200622, 102795, 060603,    4.6,   0.00,
0670200620, 102795, 060458,   13.6,   0.01,
0670200618, 102795, 060354,   24.4,   0.00,
0670200617, 102795, 060244,   44.3,   0.03,
0670200616, 102795, 060053,   59.4,   0.02,
0670200615, 102795, 055948,   75.0,   0.02,
0670200614, 102795, 055845,   84.9,   0.02,
0670200612, 102795, 055651,  104.1,   0.02,
0670200611, 102795, 055549,  114.9,   0.01,
0670200610, 102795, 055453,  124.8,   0.01,
0670200609, 102795, 055349,  134.7,   0.40,
0670200608, 102795, 055252,  149.1,   0.02,
0670200607, 102795, 055157,  158.3,   0.83,
0670200606, 102795, 055045,  174.3,   0.97,
0670200605, 102795, 054953,  185.0,   1.68,
0670200604, 102795, 054849,  199.6,   4.16,
0680200124, 111695, 144357,    4.9,   0.00,
0680200123, 111695, 144058,  133.0,   1.47,
0680200224, 111695, 180338,    5.0,   0.00,
0680200223, 111695, 180207,   53.7,   0.00,
0680200222, 111695, 180110,   62.4,   0.00,
0680200221, 111695, 180001,   77.6,   0.01,
0680200220, 111695, 175900,   95.0,   0.27,
0680200219, 111695, 175754,  125.1,   0.79,
0680200622, 111795, 060149,    5.0,   0.00,
0680200621, 111795, 060036,   14.1,   0.01,
0680200619, 111795, 055913,   24.0,   0.01,
0680200618, 111795, 055807,   34.5,   0.01,
0680200617, 111795, 055708,   44.3,   0.02,
0680200616, 111795, 055605,   60.9,   0.02,
0680200615, 111795, 055436,   74.5,   0.02,
0680200614, 111795, 055324,   85.5,   0.01,
0680200613, 111795, 055211,   94.1,   0.02,
0680200612, 111795, 055109,  104.3,   0.48,
0680200611, 111795, 054958,  114.3,   1.01,
0680200610, 111795, 054836,  125.0,   1.22,
0680200609, 111795, 054726,  134.5,   1.41,
0680200608, 111795, 054621,  149.9,   1.69,
0680200606, 111795, 054428,  175.1,   2.41,
0690200124, 011696, 135927,    4.5,   0.00,
0690200123, 011696, 135545,  149.6,   1.21,
0690200224, 011696, 171237,    5.0,   0.00,
0690200223, 011696, 171107,   41.6,   0.00,
0690200222, 011696, 170919,   91.3,   0.02,
0690200221, 011696, 170752,  114.8,   0.76,
0690200220, 011696, 170613,  155.3,   1.47,
0690200219, 011696, 170443,  174.3,   1.91,
0690200721, 011796, 075754,    4.6,   0.01,
0690200720, 011796, 075656,   14.5,   0.01,
0690200718, 011796, 075546,   24.9,   0.03,
0690200717, 011796, 075452,   34.8,   0.02,
0690200716, 011796, 075348,   44.8,   0.01,
0690200715, 011796, 075242,   59.6,   0.01,
0690200714, 011796, 075136,   74.6,   0.00,
0690200713, 011796, 075032,   84.3,   0.00,
0690200712, 011796, 074934,   94.4,   0.00,
0690200711, 011796, 074834,  104.4,   0.07,
0690200710, 011796, 074734,  114.4,   0.36,
0690200709, 011796, 074628,  124.8,   0.72,
0690200708, 011796, 074520,  134.9,   0.91,
0690200707, 011796, 074412,  149.5,   1.13,
0690200706, 011796, 074312,  160.0,   1.48,
0690200705, 011796, 074208,  174.4,   1.79,
0690200704, 011796, 074114,  184.4,   2.11,
0700200124, 032696, 162645,    4.4,   0.00,
0700200224, 032696, 195439,    8.9,   0.01,
0700200223, 032696, 195247,   49.7,   0.00,
0700200222, 032696, 195123,   68.7,   0.01,
0700200221, 032696, 194941,   95.0,   0.04,
0700200220, 032696, 194721,  154.5,   2.27,
0700200219, 032696, 194501,  200.0,   3.97,
0700200622, 032796, 080100,    4.8,   0.00,
0700200620, 032796, 075952,   13.1,   0.02,
0700200618, 032796, 075824,   24.4,   0.03,
0700200617, 032796, 075726,   34.0,   0.01,
0700200616, 032796, 075626,   44.3,   0.00,
0700200615, 032796, 075518,   58.8,   0.00,
0700200614, 032796, 075412,   72.8,   0.01,
0700200613, 032796, 075314,   84.4,   0.01,
0700200612, 032796, 075216,   95.2,   0.01,
0700200611, 032796, 075112,  104.6,   0.01,
0700200610, 032796, 075008,  114.7,   0.18,
0700200609, 032796, 074912,  123.7,   0.41,
0700200608, 032796, 074824,  134.0,   0.82,
0700200607, 032796, 074724,  148.7,   1.68,
0700200605, 032796, 074532,  173.0,   2.47,
0700200603, 032796, 074340,  199.6,   3.70,
0710200124, 042396, 155340,    4.2,   0.00,
0710200123, 042396, 154950,  162.7,   1.79,
0710200224, 042396, 191118,    4.5,   0.01,
0710200223, 042396, 190908,   76.6,   0.00,
0710200222, 042396, 190752,  100.6,   0.00,
0710200221, 042396, 190656,  115.0,   0.00,
0710200220, 042396, 190602,  130.4,   0.03,
0710200219, 042396, 190440,  155.8,   0.82,
0710200218, 042396, 190338,  171.4,   1.59,
0710200624, 042496, 070429,    2.2,   0.00,
0710200622, 042496, 070331,    4.6,   0.02,
0710200621, 042496, 070207,   14.9,   0.00,
0710200619, 042496, 070105,   23.6,   0.01,
0710200618, 042496, 065939,   34.3,   0.01,
0710200617, 042496, 065833,   44.1,   0.01,
0710200616, 042496, 065725,   59.0,   0.01,
0710200615, 042496, 065613,   74.1,   0.02,
0710200614, 042496, 065503,   84.4,   0.00,
0710200613, 042496, 065353,   94.2,   0.01,
0710200612, 042496, 065247,  104.1,   0.02,
0710200611, 042496, 065137,  114.8,   0.08,
0710200610, 042496, 065037,  123.9,   0.08,
0710200609, 042496, 064921,  134.5,   0.07,
0710200608, 042496, 064807,  150.5,   0.25,
0710200606, 042496, 064545,  174.5,   1.10,
0720200117, 052296, 030611,    4.3,   0.00,
0720200116, 052296, 030301,  125.4,   0.55,
0720200221, 052296, 060931,    5.1,   0.00,
0720200220, 052296, 060826,   15.3,   0.00,
0720200218, 052296, 060707,   24.6,   0.00,
0720200217, 052296, 060554,   35.1,   0.00,
0720200216, 052296, 060452,   44.5,   0.01,
0720200215, 052296, 060328,   61.1,   0.04,
0720200214, 052296, 060206,   75.1,   0.04,
0720200213, 052296, 060053,   85.0,   0.01,
0720200212, 052296, 055936,   94.3,   0.03,
0720200211, 052296, 055826,  105.1,   0.02,
0720200210, 052296, 055720,  116.3,   0.02,
0720200209, 052296, 055600,  125.0,   0.04,
0720200208, 052296, 055452,  134.8,   0.65,
0720200207, 052296, 055332,  149.0,   0.96,
0720200205, 052296, 055052,  175.1,   1.06,
0720201324, 052396, 150542,    4.4,   0.00,
0720201323, 052396, 150354,   21.0,   0.01,
0720201322, 052396, 150310,   30.2,   0.00,
0720201321, 052396, 150214,   43.7,   0.01,
0720201320, 052396, 150028,   94.5,   0.08,
0720201319, 052396, 145946,  101.3,   0.19,
0720201318, 052396, 145844,  119.9,   0.22,
0720201317, 052396, 145724,  158.9,   0.97,
0720201424, 052396, 201747,    4.7,   0.00,
0720201423, 052396, 201459,  114.8,   0.00,
0730200124, 062596, 155713,    4.6,   0.00,
0730200123, 062596, 155317,  184.0,   0.75,
0730200224, 062596, 190733,    5.0,   0.00,
0730200223, 062596, 190607,   48.5,   0.00,
0730200222, 062596, 190445,   60.3,   0.01,
0730200221, 062596, 190327,   80.4,   0.02,
0730200220, 062596, 190213,   90.1,   0.01,
0730200219, 062596, 190033,  131.1,   0.01,
0730200218, 062596, 185918,  159.9,   0.46,
0730200623, 062696, 070517,    4.0,   0.02,
0730200621, 062696, 070357,   14.7,   0.02,
0730200619, 062696, 070225,   24.6,   0.00,
0730200618, 062696, 070111,   35.2,   0.00,
0730200617, 062696, 065955,   45.0,   0.00,
0730200616, 062696, 065833,   59.3,   0.00,
0730200615, 062696, 065721,   74.4,   0.01,
0730200614, 062696, 065607,   84.5,   0.01,
0730200613, 062696, 065503,   94.9,   0.00,
0730200612, 062696, 065357,  104.7,   0.03,
0730200611, 062696, 065249,  114.5,   0.03,
0730200610, 062696, 065131,  124.1,   0.08,
0730200609, 062696, 065015,  134.0,   0.18,
0730200608, 062696, 064907,  150.0,   0.37,
0730200607, 062696, 064801,  159.0,   0.50,
0730200606, 062696, 064637,  174.6,   0.63,
0730200605, 062696, 064531,  184.6,   0.64,
0740200124, 072696, 163619,    4.7,   0.00,
0740200123, 072696, 163407,   89.3,   0.00,
0740200224, 072696, 193926,    4.5,   0.00,
0740200223, 072696, 193826,   14.8,   0.00,
0740200222, 072696, 193704,   44.8,   0.00,
0740200221, 072696, 193614,   55.0,   0.01,
0740200220, 072696, 193504,   89.8,   0.00,
0740200219, 072696, 193332,  134.4,   0.29,
0740200218, 072696, 193212,  173.9,   1.23,
0740200217, 072696, 193118,  185.7,   1.52,
0740200517, 072796, 040041,    9.5,   0.02,
0740200516, 072796, 035737,  140.3,   0.63,
0740200622, 072796, 065559,    4.5,   0.01,
0740200621, 072796, 065505,   14.4,   0.01,
0740200619, 072796, 065405,   24.3,   0.00,
0740200618, 072796, 065301,   33.9,   0.00,
0740200617, 072796, 065203,   44.6,   0.02,
0740200616, 072796, 065111,   58.9,   0.02,
0740200615, 072796, 065009,   74.8,   0.02,
0740200614, 072796, 064917,   84.5,   0.03,
0740200613, 072796, 064817,   95.1,   0.02,
0740200612, 072796, 064729,  103.8,   0.00,
0740200611, 072796, 064629,  113.7,   0.03,
0740200610, 072796, 064535,  124.2,   0.21,
0740200609, 072796, 064439,  134.2,   0.35,
0740200607, 072796, 064301,  150.2,   0.49,
0740200605, 072796, 064117,  174.3,   1.54,
0740200603, 072796, 063927,  199.9,   1.88,
0750200124, 082096, 175213,    4.7,   0.00,
0750200123, 082096, 174849,  149.6,   0.96,
0750200224, 082096, 202707,    4.7,   0.00,
0750200223, 082096, 202535,   51.1,   0.01,
0750200222, 082096, 202445,   64.1,  -0.02,
0750200221, 082096, 202337,   76.1,   0.00,
0750200220, 082096, 202243,   84.1,   0.00,
0750200219, 082096, 202101,  128.4,   0.45,
0750200218, 082096, 201925,  147.8,   0.80,
0750200217, 082096, 201807,  190.2,   1.74,
0750200623, 082196, 080151,    5.2,   0.00,
0750200622, 082196, 080029,   14.8,   0.00,
0750200620, 082196, 075919,   25.2,   0.00,
0750200619, 082196, 075829,   34.6,   0.00,
0750200618, 082196, 075721,   44.9,   0.00,
0750200617, 082196, 075618,   59.8,   0.00,
0750200616, 082196, 075507,   74.5,   0.01,
0750200615, 082196, 075405,   84.6,   0.00,
0750200614, 082196, 075259,   95.0,   0.00,
0750200613, 082196, 075203,  104.4,   0.00,
0750200612, 082196, 075105,  114.2,   0.01,
0750200611, 082196, 075007,  125.3,   0.43,
0750200610, 082196, 074851,  135.7,   0.60,
0750200609, 082196, 074727,  150.4,   0.88,
0750200607, 082196, 074509,  176.0,   1.42,
0750200605, 082196, 074259,  199.8,   1.90,
0760200124, 100196, 150010,    4.6,   0.00,
0760200123, 100196, 145712,   79.4,  -0.01,
0760200224, 100196, 181039,    4.8,   0.00,
0760200223, 100196, 180927,   24.9,   0.01,
0760200222, 100196, 180753,   54.4,   0.01,
0760200221, 100196, 180649,   70.0,   0.01,
0760200220, 100196, 180533,   85.5,   0.01,
0760200219, 100196, 180409,  109.8,   0.01,
0760200218, 100196, 180313,  115.2,   0.02,
0760200217, 100196, 180125,  169.4,   1.83,
0760200624, 100296, 065924,    3.8,   0.00,
0760200622, 100296, 065822,   14.2,   0.00,
0760200620, 100296, 065723,   24.2,   0.00,
0760200619, 100296, 065626,   34.9,   0.01,
0760200618, 100296, 065540,   43.6,   0.01,
0760200617, 100296, 065430,   59.6,   0.01,
0760200616, 100296, 065318,   73.8,   0.01,
0760200615, 100296, 065212,   84.6,   0.00,
0760200614, 100296, 065118,   94.5,   0.00,
0760200613, 100296, 065016,  103.7,   0.01,
0760200612, 100296, 064908,  115.3,   0.20,
0760200611, 100296, 064808,  124.3,   0.37,
0760200610, 100296, 064710,  134.8,   0.07,
0760200609, 100296, 064608,  148.7,   0.58,
0760200608, 100296, 064500,  159.4,   1.30,
0760200607, 100296, 064358,  175.1,   1.61,
0760200606, 100296, 064306,  183.8,   2.12,
0760200605, 100296, 064200,  199.9,   2.13,
0770200124, 102996, 213840,    4.8,   0.00,
0770200123, 102996, 213630,   86.7,   0.00,
0770200122, 102996, 213540,   92.9,   0.00,
0770200224, 103096, 011435,    4.1,   0.00,
0770200223, 103096, 011311,   25.2,   0.00,
0770200222, 103096, 011139,   52.6,   0.00,
0770200221, 103096, 011045,   58.3,   0.00,
0770200220, 103096, 010953,   61.2,  -0.01,
0770200219, 103096, 010839,   72.7,  -0.01,
0770200218, 103096, 010605,  130.3,   1.75,
0770200318, 103096, 035825,    4.2,   0.00,
0770200317, 103096, 035539,   80.2,   0.01,
0770200316, 103096, 035203,  188.6,   2.26,
0770200422, 103096, 070334,    4.3,   0.01,
0770200421, 103096, 070232,   14.7,   0.00,
0770200419, 103096, 070052,   24.2,   0.00,
0770200418, 103096, 065934,   34.9,   0.00,
0770200417, 103096, 065806,   43.7,   0.01,
0770200416, 103096, 065650,   59.6,   0.00,
0770200415, 103096, 065528,   74.1,   0.00,
0770200414, 103096, 065424,   84.4,   0.00,
0770200413, 103096, 065310,   95.4,  -0.00,
0770200412, 103096, 065202,  104.4,   0.04,
0770200411, 103096, 065052,  114.2,   0.27,
0770200410, 103096, 064946,  123.8,   0.68,
0770200409, 103096, 064844,  135.2,   1.15,
0770200408, 103096, 064722,  149.7,   1.64,
0770200406, 103096, 064438,  175.2,   2.14,
0780200124, 121096, 182520,    4.5,   0.00,
0780200123, 121096, 182242,  110.2,   0.03,
0780200224, 121096, 210905,    4.9,   0.00,
0780200223, 121096, 210659,   74.9,   0.00,
0780200222, 121096, 210549,   99.9,   0.07,
0780200221, 121096, 210449,  114.0,   0.26,
0780200220, 121096, 210349,  128.4,   0.96,
0780200621, 121196, 093257,    4.3,   0.00,
0780200620, 121196, 093133,   14.6,   0.01,
0780200618, 121196, 092945,   24.2,   0.02,
0780200617, 121196, 092821,   35.0,   0.04,
0780200616, 121196, 092653,   44.5,   0.03,
0780200615, 121196, 092535,   59.5,   0.04,
0780200614, 121196, 092411,   74.2,   0.02,
0780200613, 121196, 092249,   83.9,   0.04,
0780200612, 121196, 092127,   95.7,   0.01,
0780200611, 121196, 092011,  105.1,   0.02,
0780200610, 121196, 091853,  114.6,   0.27,
0780200609, 121196, 091743,  125.0,   0.33,
0780200608, 121196, 091611,  135.4,   0.59,
0780200607, 121196, 091445,  149.4,   1.18,
0780200605, 121196, 091213,  174.7,   2.50,
0780200603, 121196, 090913,  199.9,   3.68,
