Hawaii Ocean Time-series : 26-Jun-2024 04:20:14
https://hahana.soest.hawaii.edu/hot/hot-dogs/cextraction.html

crn, julian, press, temp, 
#, day, dbar, ITS-90, 
  1,   30,    0.0, 26.2693,
  1,   30,    2.0, 26.2695,
  1,   30,    4.0, 26.2737,
  1,   30,    6.0, 26.2724,
  1,   30,    8.0, 26.2705,
  1,   30,   10.0, 26.2697,
  1,   30,   12.0, 26.2679,
  1,   30,   14.0, 26.2644,
  1,   30,   16.0, 26.2609,
  1,   30,   18.0, 26.2593,
  1,   30,   20.0, 26.2588,
  1,   30,   22.0, 26.2565,
  1,   30,   24.0, 26.2563,
  1,   30,   26.0, 26.2558,
  1,   30,   28.0, 26.2541,
  1,   30,   30.0, 26.2519,
  1,   30,   32.0, 26.2436,
  1,   30,   34.0, 26.2311,
  1,   30,   36.0, 26.2227,
  1,   30,   38.0, 26.2157,
  1,   30,   40.0, 26.2044,
  1,   30,   42.0, 26.1742,
  1,   30,   44.0, 26.1439,
  1,   30,   46.0, 26.0263,
  1,   30,   48.0, 25.9751,
  1,   30,   50.0, 25.8361,
  1,   30,   52.0, 25.6489,
  1,   30,   54.0, 25.4551,
  1,   30,   56.0, 25.3915,
  1,   30,   58.0, 25.2496,
  1,   30,   60.0, 25.0020,
  1,   30,   62.0, 24.8955,
  1,   30,   64.0, 24.7184,
  1,   30,   66.0, 24.5462,
  1,   30,   68.0, 24.3141,
  1,   30,   70.0, 24.1510,
  1,   30,   72.0, 23.9278,
  1,   30,   74.0, 23.8363,
  1,   30,   76.0, 23.6803,
  1,   30,   78.0, 23.5649,
  1,   30,   80.0, 23.4059,
  1,   30,   82.0, 23.3886,
  1,   30,   84.0, 23.1795,
  1,   30,   86.0, 23.0956,
  1,   30,   88.0, 23.0176,
  1,   30,   90.0, 22.9255,
  1,   30,   92.0, 22.8277,
  1,   30,   94.0, 22.7210,
  1,   30,   96.0, 22.6108,
  1,   30,   98.0, 22.5055,
  1,   30,  100.0, 22.4026,
  1,   30,  102.0, 22.3009,
  1,   30,  104.0, 22.2253,
  1,   30,  106.0, 22.1344,
  1,   30,  108.0, 22.0358,
  1,   30,  110.0, 21.9472,
  1,   30,  112.0, 21.8746,
  1,   30,  114.0, 21.7782,
  1,   30,  116.0, 21.6774,
  1,   30,  118.0, 21.5457,
  1,   30,  120.0, 21.4876,
  1,   30,  122.0, 21.2931,
  1,   30,  124.0, 21.1770,
  1,   30,  126.0, 21.0376,
  1,   30,  128.0, 20.8714,
  1,   30,  130.0, 20.8962,
  1,   30,  132.0, 20.7431,
  1,   30,  134.0, 20.5947,
  1,   30,  136.0, 20.4776,
  1,   30,  138.0, 20.3811,
  1,   30,  140.0, 20.2803,
  1,   30,  142.0, 20.2101,
  1,   30,  144.0, 20.0939,
  1,   30,  146.0, 19.9781,
  1,   30,  148.0, 19.8818,
  1,   30,  150.0, 19.7668,
  1,   30,  152.0, 19.6333,
  1,   30,  154.0, 19.5276,
  1,   30,  156.0, 19.3987,
  1,   30,  158.0, 19.3244,
  1,   30,  160.0, 19.2250,
  1,   30,  162.0, 19.1133,
  1,   30,  164.0, 19.0307,
  1,   30,  166.0, 18.9210,
  1,   30,  168.0, 18.8312,
  1,   30,  170.0, 18.7065,
  1,   30,  172.0, 18.6246,
  1,   30,  174.0, 18.5481,
  1,   30,  176.0, 18.4190,
  1,   30,  178.0, 18.2611,
  1,   30,  180.0, 18.2152,
  1,   30,  182.0, 18.0926,
  1,   30,  184.0, 18.0191,
  1,   30,  186.0, 17.9009,
  1,   30,  188.0, 17.8079,
  1,   30,  190.0, 17.7553,
  1,   30,  192.0, 17.6082,
  1,   30,  194.0, 17.5254,
  1,   30,  196.0, 17.4970,
  1,   30,  198.0, 17.3311,
  1,   30,  200.0, 17.2287,
  2,   62,    0.0, 25.6554,
  2,   62,    2.0, 25.7045,
  2,   62,    4.0, 25.7012,
  2,   62,    6.0, 25.6900,
  2,   62,    8.0, 25.6871,
  2,   62,   10.0, 25.6832,
  2,   62,   12.0, 25.6822,
  2,   62,   14.0, 25.6760,
  2,   62,   16.0, 25.6777,
  2,   62,   18.0, 25.6739,
  2,   62,   20.0, 25.6715,
  2,   62,   22.0, 25.6701,
  2,   62,   24.0, 25.6686,
  2,   62,   26.0, 25.6723,
  2,   62,   28.0, 25.6654,
  2,   62,   30.0, 25.6632,
  2,   62,   32.0, 25.6639,
  2,   62,   34.0, 25.6581,
  2,   62,   36.0, 25.6544,
  2,   62,   38.0, 25.6474,
  2,   62,   40.0, 25.6412,
  2,   62,   42.0, 25.6373,
  2,   62,   44.0, 25.6344,
  2,   62,   46.0, 25.6312,
  2,   62,   48.0, 25.6271,
  2,   62,   50.0, 25.6235,
  2,   62,   52.0, 25.6209,
  2,   62,   54.0, 25.6140,
  2,   62,   56.0, 25.6043,
  2,   62,   58.0, 25.5910,
  2,   62,   60.0, 25.5668,
  2,   62,   62.0, 25.5311,
  2,   62,   64.0, 25.4887,
  2,   62,   66.0, 25.4120,
  2,   62,   68.0, 25.3472,
  2,   62,   70.0, 25.2641,
  2,   62,   72.0, 25.1653,
  2,   62,   74.0, 25.0730,
  2,   62,   76.0, 24.9404,
  2,   62,   78.0, 24.7686,
  2,   62,   80.0, 24.6724,
  2,   62,   82.0, 24.5611,
  2,   62,   84.0, 24.4102,
  2,   62,   86.0, 24.2684,
  2,   62,   88.0, 24.1869,
  2,   62,   90.0, 24.0696,
  2,   62,   92.0, 24.0169,
  2,   62,   94.0, 23.8846,
  2,   62,   96.0, 23.7918,
  2,   62,   98.0, 23.7393,
  2,   62,  100.0, 23.6128,
  2,   62,  102.0, 23.4868,
  2,   62,  104.0, 23.3900,
  2,   62,  106.0, 23.2305,
  2,   62,  108.0, 23.1282,
  2,   62,  110.0, 23.0269,
  2,   62,  112.0, 22.9258,
  2,   62,  114.0, 22.7914,
  2,   62,  116.0, 22.7134,
  2,   62,  118.0, 22.6245,
  2,   62,  120.0, 22.5597,
  2,   62,  122.0, 22.4860,
  2,   62,  124.0, 22.4385,
  2,   62,  126.0, 22.3364,
  2,   62,  128.0, 22.2393,
  2,   62,  130.0, 22.1452,
  2,   62,  132.0, 22.0455,
  2,   62,  134.0, 21.9381,
  2,   62,  136.0, 21.8407,
  2,   62,  138.0, 21.7620,
  2,   62,  140.0, 21.6503,
  2,   62,  142.0, 21.5078,
  2,   62,  144.0, 21.4118,
  2,   62,  146.0, 21.3253,
  2,   62,  148.0, 21.2242,
  2,   62,  150.0, 21.1367,
  2,   62,  152.0, 21.0363,
  2,   62,  154.0, 20.9580,
  2,   62,  156.0, 20.8653,
  2,   62,  158.0, 20.7529,
  2,   62,  160.0, 20.6776,
  2,   62,  162.0, 20.5772,
  2,   62,  164.0, 20.5187,
  2,   62,  166.0, 20.3765,
  2,   62,  168.0, 20.2808,
  2,   62,  170.0, 20.1728,
  2,   62,  172.0, 20.0921,
  2,   62,  174.0, 19.9510,
  2,   62,  176.0, 19.8640,
  2,   62,  178.0, 19.7952,
  2,   62,  180.0, 19.6781,
  2,   62,  182.0, 19.5648,
  2,   62,  184.0, 19.4180,
  2,   62,  186.0, 19.3194,
  2,   62,  188.0, 19.2154,
  2,   62,  190.0, 19.1162,
  2,   62,  192.0, 19.0005,
  2,   62,  194.0, 18.8779,
  2,   62,  196.0, 18.7955,
  2,   62,  198.0, 18.6835,
  2,   62,  200.0, 18.5519,
  3,   99,    0.0, 24.5943,
  3,   99,    2.0, 24.6227,
  3,   99,    4.0, 24.6169,
  3,   99,    6.0, 24.6187,
  3,   99,    8.0, 24.6178,
  3,   99,   10.0, 24.6181,
  3,   99,   12.0, 24.6185,
  3,   99,   14.0, 24.6199,
  3,   99,   16.0, 24.6213,
  3,   99,   18.0, 24.6228,
  3,   99,   20.0, 24.6238,
  3,   99,   22.0, 24.6244,
  3,   99,   24.0, 24.6240,
  3,   99,   26.0, 24.6246,
  3,   99,   28.0, 24.6246,
  3,   99,   30.0, 24.6250,
  3,   99,   32.0, 24.6256,
  3,   99,   34.0, 24.6303,
  3,   99,   36.0, 24.6268,
  3,   99,   38.0, 24.6275,
  3,   99,   40.0, 24.6279,
  3,   99,   42.0, 24.6245,
  3,   99,   44.0, 24.6290,
  3,   99,   46.0, 24.6288,
  3,   99,   48.0, 24.6253,
  3,   99,   50.0, 24.6298,
  3,   99,   52.0, 24.6301,
  3,   99,   54.0, 24.6304,
  3,   99,   56.0, 24.6321,
  3,   99,   58.0, 24.6313,
  3,   99,   60.0, 24.6317,
  3,   99,   62.0, 24.6331,
  3,   99,   64.0, 24.6325,
  3,   99,   66.0, 24.6328,
  3,   99,   68.0, 24.6298,
  3,   99,   70.0, 24.6338,
  3,   99,   72.0, 24.6270,
  3,   99,   74.0, 24.6342,
  3,   99,   76.0, 24.6266,
  3,   99,   78.0, 24.6351,
  3,   99,   80.0, 24.6350,
  3,   99,   82.0, 24.6348,
  3,   99,   84.0, 24.6362,
  3,   99,   86.0, 24.6345,
  3,   99,   88.0, 24.6345,
  3,   99,   90.0, 24.6351,
  3,   99,   92.0, 24.6356,
  3,   99,   94.0, 24.6396,
  3,   99,   96.0, 24.6308,
  3,   99,   98.0, 24.6222,
  3,   99,  100.0, 24.6211,
  3,   99,  102.0, 24.5985,
  3,   99,  104.0, 24.5886,
  3,   99,  106.0, 24.5516,
  3,   99,  108.0, 24.4995,
  3,   99,  110.0, 24.3910,
  3,   99,  112.0, 24.3027,
  3,   99,  114.0, 24.2073,
  3,   99,  116.0, 24.0302,
  3,   99,  118.0, 23.8575,
  3,   99,  120.0, 23.6389,
  3,   99,  122.0, 23.5076,
  3,   99,  124.0, 23.3855,
  3,   99,  126.0, 23.3634,
  3,   99,  128.0, 23.2533,
  3,   99,  130.0, 23.1662,
  3,   99,  132.0, 22.9968,
  3,   99,  134.0, 22.8829,
  3,   99,  136.0, 22.7798,
  3,   99,  138.0, 22.6334,
  3,   99,  140.0, 22.4815,
  3,   99,  142.0, 22.3628,
  3,   99,  144.0, 22.2597,
  3,   99,  146.0, 22.2638,
  3,   99,  148.0, 22.1501,
  3,   99,  150.0, 21.9714,
  3,   99,  152.0, 21.8746,
  3,   99,  154.0, 21.7852,
  3,   99,  156.0, 21.7016,
  3,   99,  158.0, 21.6074,
  3,   99,  160.0, 21.5038,
  3,   99,  162.0, 21.4381,
  3,   99,  164.0, 21.3336,
  3,   99,  166.0, 21.2371,
  3,   99,  168.0, 21.1918,
  3,   99,  170.0, 21.0386,
  3,   99,  172.0, 20.8829,
  3,   99,  174.0, 20.8063,
  3,   99,  176.0, 20.7780,
  3,   99,  178.0, 20.7255,
  3,   99,  180.0, 20.5714,
  3,   99,  182.0, 20.4613,
  3,   99,  184.0, 20.3771,
  3,   99,  186.0, 20.2574,
  3,   99,  188.0, 20.2369,
  3,   99,  190.0, 20.0814,
  3,   99,  192.0, 19.9845,
  3,   99,  194.0, 19.8430,
  3,   99,  196.0, 19.7617,
  3,   99,  198.0, 19.6449,
  3,   99,  200.0, 19.5100,
  4,  148,    0.0, 23.5319,
  4,  148,    2.0, 23.5255,
  4,  148,    4.0, 23.5290,
  4,  148,    6.0, 23.5330,
  4,  148,    8.0, 23.5336,
  4,  148,   10.0, 23.5353,
  4,  148,   12.0, 23.5371,
  4,  148,   14.0, 23.5393,
  4,  148,   16.0, 23.5410,
  4,  148,   18.0, 23.5418,
  4,  148,   20.0, 23.5419,
  4,  148,   22.0, 23.5429,
  4,  148,   24.0, 23.5454,
  4,  148,   26.0, 23.5500,
  4,  148,   28.0, 23.5559,
  4,  148,   30.0, 23.5617,
  4,  148,   32.0, 23.5672,
  4,  148,   34.0, 23.5685,
  4,  148,   36.0, 23.5620,
  4,  148,   38.0, 23.5661,
  4,  148,   40.0, 23.5591,
  4,  148,   42.0, 23.5584,
  4,  148,   44.0, 23.5491,
  4,  148,   46.0, 23.5065,
  4,  148,   48.0, 23.4170,
  4,  148,   50.0, 23.4367,
  4,  148,   52.0, 23.4982,
  4,  148,   54.0, 23.4219,
  4,  148,   56.0, 23.3961,
  4,  148,   58.0, 23.3242,
  4,  148,   60.0, 23.3309,
  4,  148,   62.0, 23.3091,
  4,  148,   64.0, 23.3041,
  4,  148,   66.0, 23.2917,
  4,  148,   68.0, 23.2799,
  4,  148,   70.0, 23.2578,
  4,  148,   72.0, 23.2411,
  4,  148,   74.0, 23.2259,
  4,  148,   76.0, 23.2158,
  4,  148,   78.0, 23.2088,
  4,  148,   80.0, 23.2020,
  4,  148,   82.0, 23.1858,
  4,  148,   84.0, 23.1749,
  4,  148,   86.0, 23.1578,
  4,  148,   88.0, 23.1523,
  4,  148,   90.0, 23.1442,
  4,  148,   92.0, 23.1359,
  4,  148,   94.0, 23.1631,
  4,  148,   96.0, 23.0939,
  4,  148,   98.0, 23.0424,
  4,  148,  100.0, 23.0460,
  4,  148,  102.0, 23.0056,
  4,  148,  104.0, 23.0616,
  4,  148,  106.0, 22.9265,
  4,  148,  108.0, 22.8959,
  4,  148,  110.0, 22.8462,
  4,  148,  112.0, 22.7862,
  4,  148,  114.0, 22.7190,
  4,  148,  116.0, 22.6660,
  4,  148,  118.0, 22.5847,
  4,  148,  120.0, 22.4326,
  4,  148,  122.0, 22.2953,
  4,  148,  124.0, 21.9885,
  4,  148,  126.0, 22.0533,
  4,  148,  128.0, 21.9069,
  4,  148,  130.0, 21.7256,
  4,  148,  132.0, 21.5454,
  4,  148,  134.0, 21.4073,
  4,  148,  136.0, 21.2922,
  4,  148,  138.0, 21.2002,
  4,  148,  140.0, 21.1048,
  4,  148,  142.0, 20.9589,
  4,  148,  144.0, 20.8214,
  4,  148,  146.0, 20.6524,
  4,  148,  148.0, 20.4272,
  4,  148,  150.0, 20.4161,
  4,  148,  152.0, 20.1692,
  4,  148,  154.0, 20.0371,
  4,  148,  156.0, 19.8984,
  4,  148,  158.0, 19.7258,
  4,  148,  160.0, 19.5976,
  4,  148,  162.0, 19.4898,
  4,  148,  164.0, 19.1628,
  4,  148,  166.0, 19.0915,
  4,  148,  168.0, 18.9571,
  4,  148,  170.0, 19.4572,
  4,  148,  172.0, 18.8169,
  4,  148,  174.0, 18.7636,
  4,  148,  176.0, 18.6549,
  4,  148,  178.0, 18.9444,
  4,  148,  180.0, 18.3569,
  4,  148,  182.0, 18.2228,
  4,  148,  184.0, 18.0207,
  4,  148,  186.0, 17.9769,
  4,  148,  188.0, 17.3560,
  4,  148,  190.0, 17.7359,
  4,  148,  192.0, 17.5936,
  4,  148,  194.0, 17.5190,
  4,  148,  196.0, 17.2562,
  4,  148,  198.0, 17.1185,
  4,  148,  200.0, 17.0030,
  5,  177,    0.0, 24.5155,
  5,  177,    2.0, 24.5098,
  5,  177,    4.0, 24.5040,
  5,  177,    6.0, 24.4947,
  5,  177,    8.0, 24.4661,
  5,  177,   10.0, 24.4434,
  5,  177,   12.0, 24.4188,
  5,  177,   14.0, 24.3903,
  5,  177,   16.0, 24.3714,
  5,  177,   18.0, 24.3597,
  5,  177,   20.0, 24.3382,
  5,  177,   22.0, 24.3073,
  5,  177,   24.0, 24.2795,
  5,  177,   26.0, 24.2550,
  5,  177,   28.0, 24.2111,
  5,  177,   30.0, 24.2125,
  5,  177,   32.0, 24.1612,
  5,  177,   34.0, 24.1333,
  5,  177,   36.0, 24.0599,
  5,  177,   38.0, 23.9972,
  5,  177,   40.0, 23.9313,
  5,  177,   42.0, 23.8929,
  5,  177,   44.0, 23.8622,
  5,  177,   46.0, 23.8313,
  5,  177,   48.0, 23.8058,
  5,  177,   50.0, 23.7896,
  5,  177,   52.0, 23.7719,
  5,  177,   54.0, 23.7620,
  5,  177,   56.0, 23.7501,
  5,  177,   58.0, 23.7395,
  5,  177,   60.0, 23.7317,
  5,  177,   62.0, 23.7188,
  5,  177,   64.0, 23.7077,
  5,  177,   66.0, 23.6826,
  5,  177,   68.0, 23.6787,
  5,  177,   70.0, 23.6433,
  5,  177,   72.0, 23.6112,
  5,  177,   74.0, 23.6111,
  5,  177,   76.0, 23.5886,
  5,  177,   78.0, 23.5958,
  5,  177,   80.0, 23.5894,
  5,  177,   82.0, 23.5744,
  5,  177,   84.0, 23.5720,
  5,  177,   86.0, 23.5595,
  5,  177,   88.0, 23.5467,
  5,  177,   90.0, 23.5364,
  5,  177,   92.0, 23.5177,
  5,  177,   94.0, 23.4984,
  5,  177,   96.0, 23.4764,
  5,  177,   98.0, 23.4953,
  5,  177,  100.0, 23.4450,
  5,  177,  102.0, 23.4251,
  5,  177,  104.0, 23.3840,
  5,  177,  106.0, 23.3498,
  5,  177,  108.0, 23.3343,
  5,  177,  110.0, 23.3052,
  5,  177,  112.0, 23.2540,
  5,  177,  114.0, 23.1608,
  5,  177,  116.0, 23.1169,
  5,  177,  118.0, 22.9687,
  5,  177,  120.0, 22.9710,
  5,  177,  122.0, 22.7732,
  5,  177,  124.0, 22.7137,
  5,  177,  126.0, 22.6405,
  5,  177,  128.0, 22.6270,
  5,  177,  130.0, 22.4484,
  5,  177,  132.0, 22.2849,
  5,  177,  134.0, 22.2471,
  5,  177,  136.0, 22.1582,
  5,  177,  138.0, 22.0645,
  5,  177,  140.0, 22.0052,
  5,  177,  142.0, 21.8584,
  5,  177,  144.0, 21.6956,
  5,  177,  146.0, 21.6322,
  5,  177,  148.0, 21.4778,
  5,  177,  150.0, 21.4143,
  5,  177,  152.0, 21.3555,
  5,  177,  154.0, 21.2330,
  5,  177,  156.0, 21.1450,
  5,  177,  158.0, 21.0998,
  5,  177,  160.0, 21.0121,
  5,  177,  162.0, 20.9510,
  5,  177,  164.0, 20.8975,
  5,  177,  166.0, 20.7767,
  5,  177,  168.0, 20.7091,
  5,  177,  170.0, 20.6675,
  5,  177,  172.0, 20.6260,
  5,  177,  174.0, 20.4787,
  5,  177,  176.0, 20.4104,
  5,  177,  178.0, 20.3175,
  5,  177,  180.0, 20.2474,
  5,  177,  182.0, 20.1200,
  5,  177,  184.0, 20.0787,
  5,  177,  186.0, 19.9964,
  5,  177,  188.0, 19.9218,
  5,  177,  190.0, 19.8528,
  5,  177,  192.0, 19.8004,
  5,  177,  194.0, 19.7319,
  5,  177,  196.0, 19.6257,
  5,  177,  198.0, 19.6726,
  5,  177,  200.0, 19.4974,
  6,  229,    0.0, 23.9700,
  6,  229,    2.0, 23.9919,
  6,  229,    4.0, 23.9943,
  6,  229,    6.0, 23.9894,
  6,  229,    8.0, 23.9870,
  6,  229,   10.0, 23.9832,
  6,  229,   12.0, 23.9775,
  6,  229,   14.0, 23.9649,
  6,  229,   16.0, 23.9519,
  6,  229,   18.0, 23.9454,
  6,  229,   20.0, 23.9314,
  6,  229,   22.0, 23.9043,
  6,  229,   24.0, 23.8304,
  6,  229,   26.0, 23.7714,
  6,  229,   28.0, 23.5903,
  6,  229,   30.0, 23.4493,
  6,  229,   32.0, 23.2873,
  6,  229,   34.0, 23.1752,
  6,  229,   36.0, 23.1213,
  6,  229,   38.0, 23.0704,
  6,  229,   40.0, 23.0370,
  6,  229,   42.0, 22.9904,
  6,  229,   44.0, 22.9657,
  6,  229,   46.0, 22.9318,
  6,  229,   48.0, 22.9016,
  6,  229,   50.0, 22.8807,
  6,  229,   52.0, 22.8548,
  6,  229,   54.0, 22.8172,
  6,  229,   56.0, 22.7824,
  6,  229,   58.0, 22.7412,
  6,  229,   60.0, 22.7199,
  6,  229,   62.0, 22.6863,
  6,  229,   64.0, 22.6521,
  6,  229,   66.0, 22.6091,
  6,  229,   68.0, 22.5459,
  6,  229,   70.0, 22.5189,
  6,  229,   72.0, 22.4810,
  6,  229,   74.0, 22.4382,
  6,  229,   76.0, 22.3900,
  6,  229,   78.0, 22.3432,
  6,  229,   80.0, 22.2956,
  6,  229,   82.0, 22.2307,
  6,  229,   84.0, 22.1538,
  6,  229,   86.0, 22.0520,
  6,  229,   88.0, 21.9650,
  6,  229,   90.0, 21.8469,
  6,  229,   92.0, 21.7879,
  6,  229,   94.0, 21.6807,
  6,  229,   96.0, 21.5203,
  6,  229,   98.0, 21.4114,
  6,  229,  100.0, 21.2659,
  6,  229,  102.0, 21.1162,
  6,  229,  104.0, 20.9813,
  6,  229,  106.0, 20.8816,
  6,  229,  108.0, 20.7423,
  6,  229,  110.0, 20.6210,
  6,  229,  112.0, 20.4814,
  6,  229,  114.0, 20.3700,
  6,  229,  116.0, 20.1979,
  6,  229,  118.0, 20.1164,
  6,  229,  120.0, 20.0069,
  6,  229,  122.0, 19.8319,
  6,  229,  124.0, 19.6610,
  6,  229,  126.0, 19.5921,
  6,  229,  128.0, 19.4825,
  6,  229,  130.0, 19.3891,
  6,  229,  132.0, 19.2663,
  6,  229,  134.0, 19.1781,
  6,  229,  136.0, 19.1026,
  6,  229,  138.0, 19.0210,
  6,  229,  140.0, 18.9315,
  6,  229,  142.0, 18.8396,
  6,  229,  144.0, 18.7454,
  6,  229,  146.0, 18.6370,
  6,  229,  148.0, 18.5233,
  6,  229,  150.0, 18.4149,
  6,  229,  152.0, 18.3339,
  6,  229,  154.0, 18.2351,
  6,  229,  156.0, 18.1636,
  6,  229,  158.0, 18.0718,
  6,  229,  160.0, 17.9629,
  6,  229,  162.0, 17.8768,
  6,  229,  164.0, 17.8134,
  6,  229,  166.0, 17.7016,
  6,  229,  168.0, 17.6094,
  6,  229,  170.0, 17.4933,
  6,  229,  172.0, 17.4170,
  6,  229,  174.0, 17.2504,
  6,  229,  176.0, 17.1192,
  6,  229,  178.0, 17.0137,
  6,  229,  180.0, 16.8908,
  6,  229,  182.0, 16.7935,
  6,  229,  184.0, 16.6669,
  6,  229,  186.0, 16.5823,
  6,  229,  188.0, 16.4861,
  6,  229,  190.0, 16.4001,
  6,  229,  192.0, 16.2647,
  6,  229,  194.0, 16.1222,
  6,  229,  196.0, 16.0306,
  6,  229,  198.0, 15.8879,
  6,  229,  200.0, 15.7367,
  7,  266,    0.0, 25.8986,
  7,  266,    2.0, 25.8828,
  7,  266,    4.0, 25.8783,
  7,  266,    6.0, 25.8627,
  7,  266,    8.0, 25.8510,
  7,  266,   10.0, 25.8351,
  7,  266,   12.0, 25.8257,
  7,  266,   14.0, 25.8266,
  7,  266,   16.0, 25.7994,
  7,  266,   18.0, 25.7811,
  7,  266,   20.0, 25.7602,
  7,  266,   22.0, 25.7362,
  7,  266,   24.0, 25.7292,
  7,  266,   26.0, 25.7095,
  7,  266,   28.0, 25.6914,
  7,  266,   30.0, 25.6757,
  7,  266,   32.0, 25.6595,
  7,  266,   34.0, 25.6521,
  7,  266,   36.0, 25.6537,
  7,  266,   38.0, 25.6546,
  7,  266,   40.0, 25.6523,
  7,  266,   42.0, 25.6486,
  7,  266,   44.0, 25.6427,
  7,  266,   46.0, 25.6335,
  7,  266,   48.0, 25.6197,
  7,  266,   50.0, 25.5963,
  7,  266,   52.0, 25.5401,
  7,  266,   54.0, 25.4712,
  7,  266,   56.0, 25.4228,
  7,  266,   58.0, 25.3617,
  7,  266,   60.0, 25.2817,
  7,  266,   62.0, 25.1779,
  7,  266,   64.0, 25.0924,
  7,  266,   66.0, 24.9879,
  7,  266,   68.0, 24.8465,
  7,  266,   70.0, 24.7637,
  7,  266,   72.0, 24.6865,
  7,  266,   74.0, 24.5210,
  7,  266,   76.0, 24.5072,
  7,  266,   78.0, 24.4151,
  7,  266,   80.0, 24.3444,
  7,  266,   82.0, 24.2998,
  7,  266,   84.0, 24.1775,
  7,  266,   86.0, 24.1556,
  7,  266,   88.0, 24.0958,
  7,  266,   90.0, 24.0310,
  7,  266,   92.0, 23.9418,
  7,  266,   94.0, 23.9209,
  7,  266,   96.0, 23.8896,
  7,  266,   98.0, 23.8315,
  7,  266,  100.0, 23.8252,
  7,  266,  102.0, 23.7458,
  7,  266,  104.0, 23.6525,
  7,  266,  106.0, 23.6023,
  7,  266,  108.0, 23.4839,
  7,  266,  110.0, 23.4652,
  7,  266,  112.0, 23.3969,
  7,  266,  114.0, 23.3203,
  7,  266,  116.0, 23.2792,
  7,  266,  118.0, 23.2320,
  7,  266,  120.0, 23.1745,
  7,  266,  122.0, 23.1258,
  7,  266,  124.0, 23.0492,
  7,  266,  126.0, 22.9440,
  7,  266,  128.0, 22.8858,
  7,  266,  130.0, 22.7638,
  7,  266,  132.0, 22.7115,
  7,  266,  134.0, 22.6230,
  7,  266,  136.0, 22.4575,
  7,  266,  138.0, 22.3731,
  7,  266,  140.0, 22.2738,
  7,  266,  142.0, 22.0845,
  7,  266,  144.0, 22.1380,
  7,  266,  146.0, 22.0531,
  7,  266,  148.0, 21.9101,
  7,  266,  150.0, 21.7609,
  7,  266,  152.0, 21.5347,
  7,  266,  154.0, 21.5656,
  7,  266,  156.0, 21.4562,
  7,  266,  158.0, 21.3678,
  7,  266,  160.0, 21.2702,
  7,  266,  162.0, 21.1924,
  7,  266,  164.0, 21.0944,
  7,  266,  166.0, 20.9287,
  7,  266,  168.0, 20.9212,
  7,  266,  170.0, 20.8201,
  7,  266,  172.0, 20.7528,
  7,  266,  174.0, 20.5752,
  7,  266,  176.0, 20.3898,
  7,  266,  178.0, 20.2475,
  7,  266,  180.0, 20.1480,
  7,  266,  182.0, 20.0651,
  7,  266,  184.0, 19.7902,
  7,  266,  186.0, 19.7658,
  7,  266,  188.0, 19.6202,
  7,  266,  190.0, 19.4327,
  7,  266,  192.0, 19.3144,
  7,  266,  194.0, 19.3832,
  7,  266,  196.0, 19.1314,
  7,  266,  198.0, 19.0106,
  7,  266,  200.0, 18.9366,
  8,  301,    0.0, 25.4452,
  8,  301,    2.0, 25.3863,
  8,  301,    4.0, 25.3839,
  8,  301,    6.0, 25.3824,
  8,  301,    8.0, 25.3801,
  8,  301,   10.0, 25.3818,
  8,  301,   12.0, 25.3789,
  8,  301,   14.0, 25.3765,
  8,  301,   16.0, 25.3756,
  8,  301,   18.0, 25.3714,
  8,  301,   20.0, 25.3677,
  8,  301,   22.0, 25.3669,
  8,  301,   24.0, 25.3584,
  8,  301,   26.0, 25.3560,
  8,  301,   28.0, 25.3483,
  8,  301,   30.0, 25.3465,
  8,  301,   32.0, 25.3408,
  8,  301,   34.0, 25.3187,
  8,  301,   36.0, 25.2667,
  8,  301,   38.0, 25.1540,
  8,  301,   40.0, 25.0595,
  8,  301,   42.0, 25.0011,
  8,  301,   44.0, 24.8851,
  8,  301,   46.0, 24.7015,
  8,  301,   48.0, 24.6092,
  8,  301,   50.0, 24.2700,
  8,  301,   52.0, 24.0345,
  8,  301,   54.0, 23.8714,
  8,  301,   56.0, 23.8160,
  8,  301,   58.0, 23.5483,
  8,  301,   60.0, 23.4503,
  8,  301,   62.0, 23.3816,
  8,  301,   64.0, 23.3042,
  8,  301,   66.0, 23.1850,
  8,  301,   68.0, 23.0832,
  8,  301,   70.0, 23.0951,
  8,  301,   72.0, 22.9791,
  8,  301,   74.0, 22.8731,
  8,  301,   76.0, 22.7890,
  8,  301,   78.0, 22.7257,
  8,  301,   80.0, 22.6701,
  8,  301,   82.0, 22.5854,
  8,  301,   84.0, 22.5218,
  8,  301,   86.0, 22.4320,
  8,  301,   88.0, 22.3504,
  8,  301,   90.0, 22.2915,
  8,  301,   92.0, 22.2453,
  8,  301,   94.0, 22.1623,
  8,  301,   96.0, 22.1069,
  8,  301,   98.0, 22.0393,
  8,  301,  100.0, 21.9698,
  8,  301,  102.0, 21.8768,
  8,  301,  104.0, 21.8081,
  8,  301,  106.0, 21.7605,
  8,  301,  108.0, 21.6844,
  8,  301,  110.0, 21.6315,
  8,  301,  112.0, 21.5321,
  8,  301,  114.0, 21.4576,
  8,  301,  116.0, 21.3248,
  8,  301,  118.0, 21.2638,
  8,  301,  120.0, 21.1422,
  8,  301,  122.0, 20.9926,
  8,  301,  124.0, 20.9395,
  8,  301,  126.0, 20.8197,
  8,  301,  128.0, 20.6902,
