Hawaii Ocean Time-series : 12-Sep-2023 23:56:22
https://hahana.soest.hawaii.edu/hot/hot-dogs/bextraction.html

botid, date, time, press, atp, 
#, mmddyy, hhmmss, dbar, ng/kg, 
1490201206, 062103, 004232,  124.9,  19.67,
1490201205, 062103, 004101,  149.7,  12.13,
1500201211, 072103, 004900,    4.5,  22.70,
1500201210, 072103, 004715,   24.5,  26.73,
1500201209, 072103, 004610,   45.8,  35.47,
1500201208, 072103, 004500,   74.1,  37.32,
1500201207, 072103, 004350,   99.9,  32.54,
1500201206, 072103, 004232,  126.2,  22.65,
1500201205, 072103, 004055,  150.2,  14.68,
1510201211, 082203, 011818,    4.9,  14.20,
1510201210, 082203, 011631,   25.1,  27.22,
1510201209, 082203, 011459,   44.7,  28.07,
1510201208, 082203, 011312,   75.6,  36.62,
1510201207, 082203, 011144,   99.6,  24.76,
1510201206, 082203, 011019,  123.8,  20.54,
1510201205, 082203, 010839,  149.9,  11.16,
1520201215, 101603, 012553,    5.5,  29.46,
1520201213, 101603, 012419,   24.9,  34.49,
1520201212, 101603, 012253,   43.9,  31.67,
1520201210, 101603, 012118,   74.9,  37.77,
1520201209, 101603, 012000,   99.2,  22.19,
1520201207, 101603, 011806,  125.3,  14.26,
1520201206, 101603, 011634,  150.5,   9.33,
1530201211, 111103, 012438,    8.5,  15.94,
1530201210, 111103, 012153,   25.7,  23.48,
1530201209, 111103, 012033,   46.5,  20.07,
1530201208, 111103, 011853,   75.4,  27.40,
1530201207, 111103, 011638,  102.1,  12.71,
1530201206, 111103, 011448,  125.7,   9.54,
1530201205, 111103, 011323,  150.6,   4.41,
1540201116, 122103, 023118,    8.2,  31.80,
1540201114, 122103, 022507,   24.5,  30.68,
1540201112, 122103, 022324,   43.4,  30.67,
1540201110, 122103, 022112,   74.1,  31.95,
1540201108, 122103, 021908,   99.2,  36.17,
1540201106, 122103, 021708,  122.9,  12.33,
1540201105, 122103, 021543,  149.1,   7.52,
1550201211, 012304, 012522,    4.9,  34.90,
1550201210, 012304, 012357,   24.1,  35.37,
1550201209, 012304, 012252,   44.0,  29.90,
1550201208, 012304, 012137,   75.6,  33.80,
1550201207, 012304, 012012,   99.3,  22.09,
1550201206, 012304, 011902,  123.9,  12.65,
1550201205, 012304, 011737,  147.9,   9.00,
1560201211, 022604, 005545,    4.8,  24.52,
1560201210, 022604, 005443,   23.6,  20.45,
1560201209, 022604, 005313,   43.8,  19.52,
1560201208, 022604, 005208,   74.2,  19.16,
1560201207, 022604, 005058,   98.1,  16.82,
1560201206, 022604, 004948,  124.0,  12.42,
1560201205, 022604, 004848,  149.0,   5.45,
1570201211, 032104, 012346,    8.5,  34.98,
1570201210, 032104, 012144,   24.3,  25.46,
1570201209, 032104, 012030,   46.2,  32.13,
1570201208, 032104, 011854,   69.8,  24.40,
1570201207, 032104, 011530,   99.8,  31.85,
1570201206, 032104, 011410,  122.6,  27.99,
1570201205, 032104, 011250,  148.6,  10.93,
1580201211, 042204, 005645,    4.0,  19.57,
1580201210, 042204, 005511,   24.3,  26.35,
1580201209, 042204, 005330,   45.3,  25.19,
1580201208, 042204, 005144,   74.5,  30.86,
1580201207, 042204, 005005,   98.8,  25.34,
1580201206, 042204, 004810,  124.4,  17.08,
1580201205, 042204, 004624,  149.3,  13.61,
1590201211, 052004, 005029,    4.2,  15.57,
1590201210, 052004, 004849,   24.1,  23.93,
1590201209, 052004, 004724,   44.4,  26.69,
1590201208, 052004, 004525,   74.2,  24.65,
1590201207, 052004, 004359,   99.3,  23.22,
1590201206, 052004, 004214,  124.5,  14.01,
1590201205, 052004, 004049,  149.7,   9.73,
1600201311, 061704, 004630,    3.6,  21.79,
1600201310, 061704, 004527,   23.9,  26.61,
1600201309, 061704, 004423,   43.2,  26.77,
1600201308, 061704, 004312,   73.8,  24.11,
1600201307, 061704, 004205,   99.3,  17.28,
1600201306, 061704, 004104,  124.0,  12.86,
1600201305, 061704, 003916,  149.2,   7.74,
1610200424, 071404, 015243,    4.9,  24.34,
1610200421, 071404, 015054,   24.8,  20.72,
1610200416, 071404, 014824,   42.7,  33.69,
1610200415, 071404, 014703,   74.8,  27.58,
1610200412, 071404, 014514,  100.1,  22.45,
1610200409, 071404, 014314,  125.8,  10.30,
1610200406, 071404, 014123,  149.4,   5.32,
1620200818, 081604, 232016,    4.7,  22.71,
1620200816, 081604, 231910,   24.4,  25.14,
1620200814, 081604, 231805,   44.6,  32.56,
1620200812, 081604, 231651,   75.0,  15.79,
1620200810, 081604, 231530,   99.4,  28.69,
1620200808, 081604, 231415,  123.6,   9.57,
1620200806, 081604, 231307,  149.0,   8.73,
1630201311, 093004, 004753,    4.9,  21.09,
1630201310, 093004, 004624,   24.6,  25.49,
1630201309, 093004, 004453,   44.8,  30.03,
1630201308, 093004, 004323,   74.5,  28.90,
1630201307, 093004, 004153,   99.7,  34.20,
1630201306, 093004, 004033,  125.0,  16.63,
1630201305, 093004, 003913,  149.0,   9.99,
1640201218, 110104, 010036,    4.5,  29.18,
1640201216, 110104, 005905,   24.6,  31.13,
1640201214, 110104, 005735,   44.0,  31.64,
1640201212, 110104, 005555,   73.5,  34.49,
1640201210, 110104, 005416,   98.9,   9.98,
1640201208, 110104, 005222,  123.6,   9.62,
1640201206, 110104, 005042,  149.0,   3.62,
1650200516, 112804, 005603,    4.9,  21.30,
1650200513, 112804, 005354,   25.2,  31.08,
1650200512, 112804, 005222,   44.0,  33.83,
1650200511, 112804, 005023,   75.4,  33.55,
1650200507, 112804, 004705,  100.0,  27.51,
1650200506, 112804, 004448,  125.6,  13.05,
1650200505, 112804, 004303,  150.3,   6.33,
1660200611, 122104, 005348,    3.9,  37.19,
1660200610, 122104, 005233,   24.5,  38.31,
1660200609, 122104, 005131,   44.5,  40.15,
1660200608, 122104, 005008,   74.1,  31.69,
1660200607, 122104, 004858,   98.5,  18.57,
1660200606, 122104, 004748,  123.7,  10.49,
1660200605, 122104, 004618,  149.4,   7.30,
1670200511, 020205, 005347,    5.1,  28.62,
1670200510, 020205, 005231,   24.8,  27.07,
1670200509, 020205, 005122,   44.0,  27.81,
1670200508, 020205, 004937,   74.2,  19.62,
1670200507, 020205, 004813,  100.0,  15.12,
1670200506, 020205, 004651,  125.0,   6.89,
1670200505, 020205, 004507,  150.6,   6.56,
1680200514, 030505, 011111,    4.8,  32.03,
1680200510, 030505, 010920,   25.1,  37.54,
1680200509, 030505, 010745,   44.9,  36.35,
1680200508, 030505, 010610,   75.1,  33.96,
1680200507, 030505, 010431,   99.9,  21.70,
1680200506, 030505, 010245,  126.3,  16.65,
1680200505, 030505, 010118,  150.5,   8.29,
1690201016, 051905, 010803,    7.6,  27.99,
1690201015, 051905, 010425,   24.1,  38.86,
1690201014, 051905, 010152,   44.0,  35.77,
1690201013, 051905, 005938,   75.0,  42.43,
1690201010, 051905, 005648,  100.2,  30.77,
1690201008, 051905, 005438,  123.9,  24.97,
1690201006, 051905, 005233,  149.0,  21.80,
1700200519, 061505, 011110,   13.5,  30.41,
1700200518, 061505, 010933,   24.8,  31.41,
1700200514, 061505, 010541,   43.7,  46.94,
1700200512, 061505, 010248,   74.4,  41.18,
1700200511, 061505, 010102,  100.1,  40.14,
1700200509, 061505, 005717,  123.5,  21.87,
1700200507, 061505, 005525,  150.7,   9.54,
1710200616, 071705, 012402,    4.7,  20.18,
1710200615, 071705, 012252,   25.2,  28.35,
1710200614, 071705, 012132,   45.4,  31.08,
1710200613, 071705, 011951,   75.3,  27.56,
1710200612, 071705, 011822,  100.2,  18.74,
1710200611, 071705, 011651,  125.0,  21.47,
1710200610, 071705, 011521,  149.8,   9.32,
1720200517, 081405, 005119,    4.5,  16.23,
1720200515, 081405, 004958,   25.0,  28.84,
1720200513, 081405, 004846,   44.5,  28.23,
1720200510, 081405, 004718,   75.0,  33.41,
1720200508, 081405, 004601,  100.6,  32.13,
1720200506, 081405, 004331,  124.5,  15.25,
1720200505, 081405, 004226,  149.8,  11.83,
1730200521, 091005, 005603,    8.9,  26.81,
1730200519, 091005, 005353,   26.2,  29.55,
1730200517, 091005, 005245,   45.1,  42.37,
1730200514, 091005, 005113,   74.5,  23.05,
1730200511, 091005, 004953,   99.5,  15.40,
1730200508, 091005, 004733,  124.3,  12.07,
1730200507, 091005, 004628,  148.9,   6.09,
1740201311, 100905, 100613,    8.0,  14.50,
1740201310, 100905, 100333,   25.5,  16.44,
1740201309, 100905, 100059,   46.0,  21.24,
1740201308, 100905, 095935,   75.0,  14.39,
1740201307, 100905, 095814,  100.5,  21.92,
1740201306, 100905, 095634,  124.9,   9.65,
1740201305, 100905, 095508,  149.2,   5.58,
1750201824, 111305, 130726,    8.8,  41.04,
1750201823, 111305, 130511,   23.8,  42.77,
1750201811, 111305, 130151,   43.9,  33.96,
1750201810, 111305, 130021,   74.9,  33.47,
1750201809, 111305, 125850,   98.7,  30.61,
1750201808, 111305, 125701,  123.4,  20.75,
1750201807, 111305, 125542,  149.0,  10.10,
1760200518, 121305, 005551,    5.6,  27.50,
1760200516, 121305, 005401,   25.9,  24.75,
1760200514, 121305, 005231,   45.2,  19.09,
1760200512, 121305, 005032,   75.5,  23.78,
1760200510, 121305, 004826,  101.6,  25.28,
1760200508, 121305, 004631,  125.2,  13.26,
1760200506, 121305, 004451,  150.8,   7.10,
1770200221, 012506, 085329,    6.1,  26.93,
1770200213, 012506, 084710,   44.9,  30.10,
1770200210, 012506, 084439,   77.7,  24.27,
1770200207, 012506, 084240,  101.6,  29.46,
1770200204, 012506, 084016,  122.2,  18.76,
1770200203, 012506, 083829,  150.0,  20.68,
1780200623, 021506, 011331,    6.8,  29.97,
1780200622, 021506, 011043,   25.7,  22.57,
1780200610, 021506, 010644,   44.1,  24.12,
1780200609, 021506, 010443,   73.1,  19.69,
1780200608, 021506, 010319,  100.6,  27.00,
1780200607, 021506, 010148,  123.7,   9.45,
1780200606, 021506, 005954,  148.8,   4.52,
1790200811, 031006, 005518,    4.6,  29.69,
1790200810, 031006, 005323,   27.0,  22.29,
1790200809, 031006, 005153,   44.5,  23.84,
1790200808, 031006, 005033,   74.6,  19.41,
1790200807, 031006, 004913,   99.5,  22.91,
1790200806, 031006, 004732,  124.0,  22.67,
1790200805, 031006, 004607,  148.0,  10.36,
1800200519, 040206, 015627,    8.7,  34.97,
1800200518, 040206, 015317,   26.0,  44.67,
1800200517, 040206, 015128,   45.1,  36.47,
1800200516, 040206, 014937,   75.4,  37.89,
1800200514, 040206, 014758,   99.4,  23.33,
1800200512, 040206, 014548,  124.6,  15.94,
1800200510, 040206, 014352,  148.7,  13.70,
1810200622, 052706, 010438,    7.8,  18.43,
1810200621, 052706, 010204,   25.4,  19.71,
1810200619, 052706, 010033,   44.7,  31.91,
1810200618, 052706, 005913,   75.2,  33.71,
1810200615, 052706, 005738,  100.4,  27.85,
1810200613, 052706, 005624,  125.3,  12.79,
1810200610, 052706, 005503,  150.4,  12.62,
1820200519, 061406, 010007,    7.4,  31.97,
1820200518, 061406, 005703,   25.5,  24.84,
1820200517, 061406, 005554,   44.8,  38.00,
1820200516, 061406, 005423,   74.3,  41.99,
1820200514, 061406, 005243,  101.1,  36.01,
1820200512, 061406, 005133,  124.2,  20.22,
1820200510, 061406, 005013,  151.2,  10.24,
1830200619, 071306, 015808,    7.0,  19.68,
1830200618, 071306, 015359,   24.3,  30.22,
1830200617, 071306, 015159,   44.1,  39.70,
1830200616, 071306, 015023,   74.5,  37.59,
1830200614, 071306, 014833,  100.1,  26.14,
1830200612, 071306, 014700,  124.8,  25.21,
1830200610, 071306, 014429,  149.4,  11.46,
1840200620, 080906, 014737,    5.2,  31.30,
1840200619, 080906, 014536,   25.9,  12.42,
1840200618, 080906, 014349,   44.9,  33.67,
1840200617, 080906, 014142,   74.5,  44.76,
1840200615, 080906, 013947,   99.9,  20.43,
1840200613, 080906, 013727,  125.3,  21.77,
1840200611, 080906, 013524,  150.3,  11.03,
1850200524, 091606, 005642,    5.6,  36.19,
1850200523, 091606, 005524,   26.0,  49.39,
1850200522, 091606, 005413,   45.2,  36.62,
1850200521, 091606, 005242,   75.7,  43.19,
1850200519, 091606, 005105,  100.2,  29.22,
1850200517, 091606, 004939,  124.9,   9.50,
1850200515, 091606, 004817,  151.3,   8.97,
1860201424, 102106, 010325,    7.7,  27.48,
1860201423, 102106, 010114,   24.4,  19.77,
1860201422, 102106, 005909,   45.3,  29.32,
1860201419, 102106, 005654,   76.3,  11.74,
1860201416, 102106, 005309,  100.9,  17.60,
1860201414, 102106, 005136,  125.3,   7.56,
1860201412, 102106, 005013,  148.9,   9.68,
1870200524, 110906, 015138,    9.0,  33.61,
1870200523, 110906, 014803,   24.8,  44.39,
1870200522, 110906, 014633,   45.9,  29.14,
1870200521, 110906, 014439,   75.4,  38.92,
1870200519, 110906, 014243,   99.5,  38.64,
1870200517, 110906, 014053,  126.7,   9.69,
1870200515, 110906, 013853,  148.8,   9.81,
1880200524, 121006, 011023,    7.5,  17.83,
1880200523, 121006, 010838,   27.5,  16.66,
1880200522, 121006, 010609,   46.9,  25.97,
1880200521, 121006, 010439,   75.0,  13.08,
1880200519, 121006, 010307,  100.5,  22.49,
1880200517, 121006, 010140,  123.2,   9.91,
1880200515, 121006, 010008,  150.7,   5.86,
1890200624, 020707, 010658,    4.7,   7.46,
1890200623, 020707, 010441,   24.4,  10.95,
1890200622, 020707, 010230,   45.2,  13.25,
1890200621, 020707, 010030,   75.4,  11.48,
1890200619, 020707, 005739,   99.5,  10.78,
1890200617, 020707, 005504,  123.7,   9.06,
1890200615, 020707, 005239,  149.5,   1.81,
1900200620, 032107, 005550,    5.7,  24.01,
1900200619, 032107, 005425,   24.7,  22.57,
1900200618, 032107, 005311,   44.6,  38.79,
1900200617, 032107, 005149,   74.8,  29.56,
1900200615, 032107, 005029,  100.7,  14.95,
1900200613, 032107, 004850,  125.8,  13.65,
1900200611, 032107, 004713,  149.9,  22.66,
1910200621, 050507, 015023,    7.1,  34.07,
1910200619, 050507, 014658,   24.4,  29.25,
1910200618, 050507, 014505,   44.7,  19.99,
1910200617, 050507, 014253,   73.4,  37.66,
1910200615, 050507, 014038,   99.8,  21.44,
1910200613, 050507, 013825,  125.3,  19.08,
1910200611, 050507, 013544,  150.1,  12.85,
1920200520, 061007, 031734,    7.2,  40.14,
1920200519, 061007, 031324,   25.7,  37.08,
1920200518, 061007, 031123,   45.4,  43.22,
1920200517, 061007, 030913,   75.4,  34.89,
1920200515, 061007, 030654,  101.1,  36.71,
1920200513, 061007, 030422,  125.3,  28.65,
1920200511, 061007, 030149,  151.2,  27.85,
1930200320, 070807, 010122,    6.7,  33.60,
1930200319, 070807, 005831,   25.3,  27.13,
1930200318, 070807, 005546,   46.3,  25.28,
1930200317, 070807, 005346,   76.0,  32.75,
1930200315, 070807, 005151,  100.3,  21.39,
1930200313, 070807, 005016,  124.4,  19.96,
1930200311, 070807, 004841,  150.2,  13.90,
1940200521, 080407, 013157,    5.5,  34.56,
1940200520, 080407, 012932,   24.1,  21.61,
1940200518, 080407, 012718,   44.6,  40.62,
1940200517, 080407, 012528,   76.2,  37.33,
1940200515, 080407, 012332,  100.2,  40.02,
1940200513, 080407, 012132,  125.9,  18.61,
1940200511, 080407, 011942,  149.4,  15.16,
1950200524, 090307, 010832,    5.8,  17.05,
1950200523, 090307, 010337,   27.2,  17.34,
1950200522, 090307, 010152,   45.4,  21.35,
1950200521, 090307, 005952,   75.5,  16.99,
1950200519, 090307, 005754,  101.0,  13.69,
1950200517, 090307, 005602,  126.1,   4.55,
1950200515, 090307, 005432,  150.5,   2.09,
1960201324, 100407, 005857,    5.3,  28.39,
1960201323, 100407, 005742,   25.3,  31.65,
1960201322, 100407, 005634,   45.5,  38.42,
1960201321, 100407, 005457,   75.0,  36.12,
1960201319, 100407, 005332,  100.3,  28.01,
1960201317, 100407, 005142,  125.1,  14.78,
1960201315, 100407, 004942,  149.4,   4.45,
1970201324, 120307, 021801,    5.9,  41.31,
1970201323, 120307, 021325,   26.0,  34.45,
1970201322, 120307, 021145,   48.4,  29.80,
1970201321, 120307, 020950,   75.4,  28.17,
1970201319, 120307, 020740,  100.9,  22.02,
1970201317, 120307, 020540,  127.3,   9.27,
1970201315, 120307, 020335,  150.9,   4.83,
1980201420, 122207, 010907,    7.7,  29.11,
1980201419, 122207, 010647,   27.5,  31.06,
1980201418, 122207, 010436,   46.5,  28.81,
1980201417, 122207, 010304,   75.0,  46.18,
1980201415, 122207, 010124,   98.6,  29.32,
1980201413, 122207, 005942,  124.5,  18.37,
1980201411, 122207, 005731,  149.9,  11.32,
1990201323, 013108, 011215,    7.8,  28.91,
1990201322, 013108, 011031,   23.7,  25.74,
1990201321, 013108, 010736,   45.3,  22.16,
1990201320, 013108, 010508,   72.9,  21.69,
1990201318, 013108, 010221,   98.7,  25.34,
1990201316, 013108, 005943,  123.0,   8.32,
1990201314, 013108, 005721,  149.7,   6.33,
2000201320, 022508, 010834,    7.4,  42.49,
2000201319, 022508, 010531,   25.7,  30.19,
2000201318, 022508, 010340,   46.1,  34.45,
2000201317, 022508, 010150,   75.4,  15.48,
2000201315, 022508, 010000,  100.6,  32.26,
2000201313, 022508, 005806,  125.3,  10.67,
2000201311, 022508, 005555,  149.5,   4.69,
2010201324, 052908, 010818,    6.9,  27.29,
2010201323, 052908, 010524,   25.9,  41.86,
2010201322, 052908, 010349,   45.1,  49.49,
2010201321, 052908, 010214,   75.4,  34.82,
2010201320, 052908, 010048,  100.8,  30.23,
2010201319, 052908, 005918,  125.5,  19.86,
2010201318, 052908, 005748,  151.8,  18.63,
2020201324, 062708, 011302,    6.3,  18.43,
2020201323, 062708, 011035,   23.8,  17.39,
2020201322, 062708, 010749,   45.0,  33.65,
2020201321, 062708, 010602,   74.3,  19.71,
2020201320, 062708, 010426,   99.1,  35.66,
2020201319, 062708, 010221,  124.1,  25.64,
2020201318, 062708, 010046,  149.7,   7.87,
2030201424, 072808, 011626,    6.0,  17.74,
2030201423, 072808, 011305,   25.1,  24.37,
2030201422, 072808, 011110,   44.9,  36.24,
2030201421, 072808, 010855,   74.6,  24.08,
2030201420, 072808, 010615,   99.8,  16.02,
2030201419, 072808, 010345,  124.4,  18.05,
2030201418, 072808, 010105,  149.8,   6.78,
2040201324, 081808, 011551,    6.9,  34.04,
2040201323, 081808, 011301,   25.9,  30.61,
2040201322, 081808, 011106,   45.7,  48.01,
2040201321, 081808, 010911,   74.8,  38.91,
2040201320, 081808, 010726,  100.4,  35.37,
2040201319, 081808, 010541,  126.4,  22.71,
2040201318, 081808, 010356,  150.4,  14.69,
2050201324, 101208, 011526,    6.3,  48.08,
2050201323, 101208, 011050,   25.2,  46.93,
2050201322, 101208, 010906,   43.9,  48.00,
2050201321, 101208, 010725,   75.1,  42.18,
2050201320, 101208, 010515,   99.8,  37.41,
2050201319, 101208, 010321,  125.8,  13.72,
2050201318, 101208, 010106,  149.9,  12.59,
2060201224, 120208, 013657,    6.0,  45.26,
2060201223, 120208, 013322,   25.8,  48.71,
2060201222, 120208, 013123,   45.2,  42.74,
2060201221, 120208, 012848,   75.3,  39.27,
2060201220, 120208, 012618,   99.4,  28.31,
2060201219, 120208, 012400,  124.4,  18.66,
2060201218, 120208, 012243,  149.8,   7.26,
2080201224, 012209, 031802,    7.0,  23.88,
2080201223, 012209, 031437,   24.4,  24.16,
2080201222, 012209, 031247,   44.6,  24.96,
2080201221, 012209, 031031,   75.6,  25.37,
2080201220, 012209, 030832,   99.6,  21.68,
2080201219, 012209, 030622,  124.5,  14.16,
2080201218, 012209, 030337,  149.7,  12.04,
2090201324, 021909, 011009,    7.4,  27.34,
2090201323, 021909, 010711,   25.3,  29.71,
2090201322, 021909, 010551,   44.9,  26.66,
2090201321, 021909, 010436,   74.5,  32.97,
2090201320, 021909, 010326,  100.0,  33.20,
2090201319, 021909, 010213,  125.4,  13.61,
2090201318, 021909, 010059,  150.5,   7.02,
2100201324, 043009, 011652,    5.4,  26.39,
2100201323, 043009, 011458,   24.7,  27.47,
2100201322, 043009, 011328,   44.4,  42.49,
2100201321, 043009, 011128,   74.9,  29.94,
2100201320, 043009, 010938,  100.0,  31.74,
2100201319, 043009, 010753,  124.9,  21.12,
2100201318, 043009, 010628,  150.4,  18.67,
2110201321, 052909, 014412,    5.0,  27.69,
2110201319, 052909, 014156,   25.5,  27.50,
2110201317, 052909, 013945,   45.4,  36.05,
2110201315, 052909, 013711,   75.7,  32.74,
2110201313, 052909, 013456,  100.3,  30.18,
2110201311, 052909, 013242,  126.0,  24.38,
2110201310, 052909, 013057,  152.2,  13.51,
2120201424, 070509, 015343,    6.7,  20.76,
2120201423, 070509, 015031,   25.0,  17.38,
2120201422, 070509, 014856,   45.2,  34.33,
2120201421, 070509, 014701,   75.1,  43.36,
2120201420, 070509, 014412,  100.3,  30.64,
2120201419, 070509, 014147,  124.1,  22.83,
2120201418, 070509, 013948,  148.9,  13.52,
2130200924, 072609, 014011,    5.8,  33.08,
2130200923, 072609, 013646,   25.0,  38.32,
2130200922, 072609, 013503,   44.5,  48.16,
2130200921, 072609, 013236,   74.4,  46.70,
2130200920, 072609, 013051,   99.5,  33.80,
2130200919, 072609, 012856,  124.1,  32.00,
2130200918, 072609, 012546,  150.1,  12.64,
2140201324, 082009, 020054,    4.7,  41.57,
2140201323, 082009, 015853,   25.1,  47.62,
2140201322, 082009, 015559,   45.3,  73.38,
2140201321, 082009, 015314,   75.3,  43.00,
2140201320, 082009, 015044,   98.9,  23.11,
2140201319, 082009, 014915,  125.6,  11.04,
2140201318, 082009, 014700,  148.9,  13.94,
2150201424, 092609, 010933,    4.9,  26.95,
2150201423, 092609, 010804,   24.4,  27.86,
2150201422, 092609, 010638,   44.9,  24.62,
2150201421, 092609, 010513,   73.9,  27.10,
2150201420, 092609, 010323,   98.7,  21.61,
2150201419, 092609, 010155,  124.1,   9.75,
2150201418, 092609, 010043,  150.6,   4.25,
2160201324, 110509, 010812,    4.8,  28.09,
2160201323, 110509, 010656,   24.4,  33.75,
2160201322, 110509, 010532,   44.1,  26.89,
2160201321, 110509, 010341,   77.4,  32.29,
2160201320, 110509, 010142,   99.8,  22.16,
2160201319, 110509, 005947,  123.6,  14.66,
2160201318, 110509, 005827,  150.5,   4.11,
2170201424, 121109, 005913,    4.6,  16.50,
2170201423, 121109, 005800,   25.0,  26.02,
2170201422, 121109, 005648,   44.9,  22.39,
2170201421, 121109, 005511,   75.8,  29.87,
2170201420, 121109, 005354,   99.1,  21.56,
2170201419, 121109, 005237,  124.6,   7.47,
2170201418, 121109, 005114,  149.8,   7.22,
2190200622, 031010, 212254,    4.4,  19.70,
2190200620, 031010, 212134,   15.5,  18.84,
2190200619, 031010, 212046,   25.4,  20.37,
2190200615, 031010, 211047,   74.5,  32.82,
2190200612, 031010, 210652,  100.9,  21.93,
2190200611, 031010, 210523,  125.0,  22.98,
2190200610, 031010, 210352,  150.5,   8.14,
2200201324, 040810, 011750,    5.3,  18.22,
2200201323, 040810, 011629,   24.9,  26.21,
2200201322, 040810, 011516,   44.9,  30.20,
2200201321, 040810, 011351,   75.1,  37.82,
2200201320, 040810, 011220,  100.2,  33.62,
2200201319, 040810, 011100,  126.3,  24.39,
2200201318, 040810, 010930,  152.7,   9.51,
2210201424, 052010, 005755,    4.5,  29.51,
2210201422, 052010, 005529,   24.3,  37.80,
2210201421, 052010, 005419,   45.2,  42.77,
2210201420, 052010, 005248,   74.9,  30.98,
2210201419, 052010, 005134,   98.5,  27.98,
2210201418, 052010, 005020,  125.0,  18.39,
2210201417, 052010, 004905,  149.5,  10.13,
2220201424, 061010, 011050,    5.6,  25.23,
2220201423, 061010, 010925,   25.2,  27.59,
2220201422, 061010, 010806,   45.7,  45.28,
2220201421, 061010, 010635,   75.7,  33.01,
2220201420, 061010, 010512,  101.2,  29.80,
2220201419, 061010, 010351,  127.1,  35.27,
2220201418, 061010, 010226,  151.8,  25.79,
2230201424, 071010, 015306,    7.4,  35.08,
2230201423, 071010, 014957,   26.0,  55.58,
2230201420, 071010, 014657,   45.3,  42.62,
2230201419, 071010, 014447,   74.9,  43.04,
2230201418, 071010, 014246,  100.3,  28.75,
2230201417, 071010, 014041,  125.9,  23.90,
2230201416, 071010, 013801,  150.5,  13.43,
2240201424, 080910, 013404,    6.2,  22.74,
2240201422, 080910, 012918,   25.3,  34.12,
2240201421, 080910, 012750,   44.8,  32.13,
2240201420, 080910, 012547,   75.5,  36.28,
2240201419, 080910, 012356,  101.1,  25.57,
2240201418, 080910, 012218,  125.4,  19.03,
2240201417, 080910, 012037,  150.7,  13.76,
2250201323, 090510, 010127,    4.8,  20.56,
2250201322, 090510, 005804,   25.4,  31.30,
2250201321, 090510, 005635,   45.4,  36.60,
2250201320, 090510, 005456,   74.4,  41.17,
2250201319, 090510, 005321,  100.4,  34.71,
2250201318, 090510, 005155,  125.5,  18.47,
2250201317, 090510, 005033,  149.7,  13.21,
2260201423, 100510, 011344,    5.8,  27.37,
2260201422, 100510, 011154,   25.2,  28.87,
2260201421, 100510, 011013,   46.2,  30.67,
2260201420, 100510, 010804,   75.4,  30.93,
2260201419, 100510, 010614,  100.0,  26.42,
2260201418, 100510, 010410,  124.9,  13.50,
2260201417, 100510, 010204,  150.1,  10.51,
2270200624, 112110, 234614,    5.5,  17.07,
2270200623, 112110, 234426,   25.0,  20.75,
2270200612, 112110, 234113,   44.7,  22.65,
2270200610, 112110, 233829,   74.9,  19.58,
2270200608, 112110, 233545,  100.8,  27.47,
2270200607, 112110, 233419,  124.7,  12.11,
2270200606, 112110, 233253,  149.4,   8.11,
2290201324, 013011, 021805,    6.3,  22.17,
2290201323, 013011, 021440,   24.7,  20.27,
2290201322, 013011, 021239,   45.1,  27.66,
2290201321, 013011, 021010,   73.4,  19.45,
2290201320, 013011, 020750,  100.5,  27.26,
2290201319, 013011, 020524,  124.1,  12.20,
2290201318, 013011, 020314,  150.4,   6.27,
2300201323, 030211, 012454,    6.6,  27.02,
2300201322, 030211, 012233,   25.2,  22.36,
2300201321, 030211, 012103,   45.0,  22.30,
2300201320, 030211, 011908,   74.7,  25.45,
2300201319, 030211, 011738,   99.1,  40.52,
2300201318, 030211, 011603,  126.7,  17.20,
2300201317, 030211, 011438,  150.3,   8.22,
2310201224, 041311, 021659,    7.3,  29.52,
2310201223, 041311, 021438,   25.1,  27.02,
2310201222, 041311, 021253,   46.5,  33.98,
2310201221, 041311, 021119,   74.7,  30.99,
2310201220, 041311, 020949,   99.7,  26.17,
2310201219, 041311, 020823,  126.2,  20.32,
2310201218, 041311, 020653,  149.5,   8.33,
2320201323, 051111, 010009,    4.7,  30.16,
2320201322, 051111, 005849,   25.2,  25.43,
2320201321, 051111, 005738,   44.4,  43.84,
2320201320, 051111, 005629,   74.1,  23.23,
2320201319, 051111, 005514,   98.6,  29.96,
2320201318, 051111, 005404,  126.0,  15.10,
2320201317, 051111, 005249,  150.6,  10.77,
2330201424, 072111, 012033,    5.1,  18.50,
2330201423, 072111, 011818,   24.8,  26.05,
2330201422, 072111, 011643,   45.0,  28.92,
2330201421, 072111, 011503,   74.8,  31.72,
2330201420, 072111, 011323,   99.6,  22.13,
2330201419, 072111, 011148,  124.6,  17.46,
2330201417, 072111, 011008,  149.3,  14.49,
2340200523, 083111, 041040,    6.0,  43.21,
2340200522, 083111, 040910,   25.4,  31.03,
2340200521, 083111, 040810,   45.1,  46.04,
2340200520, 083111, 040652,   74.6,  28.43,
2340200519, 083111, 040540,   99.8,  35.94,
2340200518, 083111, 040425,  124.4,  18.02,
2340200517, 083111, 040310,  149.6,  17.13,
2350200424, 092711, 071834,    5.5,  32.63,
2350200423, 092711, 071704,   25.2,  35.89,
2350200422, 092711, 071534,   45.7,  42.40,
2350200421, 092711, 071353,   75.1,  34.00,
