Hawaii Ocean Time-series : 05-Sep-2023 23:00:10
https://hahana.soest.hawaii.edu/hot/hot-dogs/bextraction.html

botid, date, time, press, doc, 
#, mmddyy, hhmmss, dbar, umol/kg, 
0770200409, 103096, 064844,  135.2,  78.71,
0770200408, 103096, 064722,  149.7,  75.10,
0770200406, 103096, 064438,  175.2,  76.76,
0780200621, 121196, 093257,    4.3, 120.32,
0780200620, 121196, 093133,   14.6, 116.42,
0780200618, 121196, 092945,   24.2, 115.34,
0780200617, 121196, 092821,   35.0, 111.63,
0780200616, 121196, 092653,   44.5, 108.07,
0780200615, 121196, 092535,   59.5, 104.31,
0780200614, 121196, 092411,   74.2, 101.96,
0780200613, 121196, 092249,   83.9, 100.99,
0780200612, 121196, 092127,   95.7,  96.79,
0780200611, 121196, 092011,  105.1,  92.14,
0780200610, 121196, 091853,  114.6,  88.87,
0780200609, 121196, 091743,  125.0,  84.33,
0780200608, 121196, 091611,  135.4,  77.83,
0780200607, 121196, 091445,  149.4,  73.63,
0780200605, 121196, 091213,  174.7,  72.27,
0780200603, 121196, 090913,  199.9,  69.55,
0790200622, 010897, 080555,    4.3, 104.31,
0790200621, 010897, 080433,   14.2, 108.60,
0790200619, 010897, 080311,   24.3, 111.14,
0790200618, 010897, 080143,   34.4, 108.21,
0790200617, 010897, 080003,   44.2,  98.40,
0790200616, 010897, 075835,   59.3,  95.90,
0790200615, 010897, 075713,   75.0,  99.42,
0790200614, 010897, 075539,   84.8,  97.17,
0790200613, 010897, 075421,   94.4,  92.97,
0790200612, 010897, 075301,  104.5,  87.50,
0790200611, 010897, 075149,  114.1,  78.91,
0790200610, 010897, 075025,  124.9,  77.73,
0790200609, 010897, 074903,  134.9,  75.10,
0790200608, 010897, 074717,  149.9,  76.27,
0790200606, 010897, 074431,  175.0,  75.30,
0790200604, 010897, 074139,  199.8,  68.76,
0800200622, 021897, 070826,    4.5,  94.93,
0800200621, 021897, 070712,   15.2,  95.42,
0800200619, 021897, 070558,   24.5,  98.16,
0800200618, 021897, 070438,   33.9,  97.47,
0800200617, 021897, 070324,   44.4,  94.35,
0800200616, 021897, 070158,   60.1,  91.81,
0800200615, 021897, 070040,   74.5,  86.24,
0800200614, 021897, 065934,   84.4,  82.82,
0800200613, 021897, 065814,   94.2,  87.61,
0800200612, 021897, 065708,  104.7,  85.80,
0800200611, 021897, 065548,  114.4,  86.73,
0800200610, 021897, 065434,  124.5,  81.70,
0800200609, 021897, 065316,  135.8,  83.01,
0800200608, 021897, 065144,  150.0,  78.91,
0800200606, 021897, 064920,  174.1,  76.95,
0810200622, 031297, 070732,    4.5, 101.18,
0810200621, 031297, 070624,   14.5, 100.88,
0810200619, 031297, 070456,   24.8,  99.12,
0810200618, 031297, 070344,   35.5,  94.73,
0810200617, 031297, 070232,   44.6,  98.54,
0810200616, 031297, 070114,   59.9,  98.05,
0810200615, 031297, 065946,   75.2,  95.12,
0810200614, 031297, 065832,   85.5,  89.75,
0810200613, 031297, 065722,   95.0,  90.04,
0810200612, 031297, 065606,  105.0,  89.40,
0810200611, 031297, 065454,  115.4,  88.28,
0810200609, 031297, 065306,  124.2,  85.30,
0810200608, 031297, 065150,  134.9,  85.55,
0810200607, 031297, 065036,  150.2,  86.72,
0810200605, 031297, 064826,  174.6,  83.61,
0820200622, 040997, 070830,    5.1,  94.44,
0820200621, 040997, 070724,   15.2,  94.74,
0820200619, 040997, 070614,   25.4,  88.68,
0820200618, 040997, 070504,   34.9,  89.85,
0820200617, 040997, 070352,   44.3,  93.27,
0820200616, 040997, 070204,   60.1,  92.09,
0820200615, 040997, 070052,   75.0,  94.53,
0820200614, 040997, 065938,   85.1,  91.31,
0820200613, 040997, 065826,   95.0,  96.59,
0820200612, 040997, 065718,  105.1,  89.56,
0820200611, 040997, 065604,  115.1,  90.44,
0820200610, 040997, 065444,  125.0,  83.41,
0820200609, 040997, 065334,  134.8,  87.80,
0820200608, 040997, 065216,  149.9,  83.02,
0820200606, 040997, 065002,  175.1,  80.00,
0830200624, 050797, 070134,    4.2,  94.94,
0830200623, 050797, 070040,   14.7,  99.53,
0830200622, 050797, 065942,   25.0,  98.55,
0830200621, 050797, 065846,   34.6,  96.89,
0830200620, 050797, 065754,   45.3,  93.96,
0830200619, 050797, 065644,   59.9,  91.91,
0830200618, 050797, 065548,   74.6,  94.84,
0830200617, 050797, 065434,   85.0,  91.32,
0830200616, 050797, 065340,   95.1,  88.00,
0830200615, 050797, 065246,  104.5,  87.46,
0830200614, 050797, 065156,  115.3,  86.24,
0830200613, 050797, 065100,  124.6,  79.99,
0830200612, 050797, 065000,  134.4,  73.15,
0830200607, 050797, 064708,  149.1,  71.88,
0830200605, 050797, 064450,  174.1,  70.70,
0830200603, 050797, 064232,  199.8,  69.83,
0840200622, 060497, 065837,    5.2, 104.80,
0840200621, 060497, 065741,   15.3, 101.38,
0840200619, 060497, 065633,   24.7, 106.95,
0840200618, 060497, 065521,   35.2, 102.07,
0840200617, 060497, 065435,   45.6,  93.47,
0840200616, 060497, 065339,   60.6,  92.39,
0840200615, 060497, 065231,   75.4,  88.88,
0840200614, 060497, 065145,   85.1,  88.98,
0840200613, 060497, 065053,   94.9,  89.26,
0840200612, 060497, 064945,  104.6,  87.36,
0840200611, 060497, 064853,  114.6,  85.75,
0840200610, 060497, 064753,  124.6,  82.42,
0840200609, 060497, 064659,  134.8,  78.81,
0840200608, 060497, 064605,  149.3,  77.15,
0840200606, 060497, 064407,  175.0,  78.81,
0840200604, 060497, 064157,  199.9,  80.38,
0850200622, 070997, 070701,    5.1, 123.15,
0850200621, 070997, 070541,   14.8, 118.07,
0850200619, 070997, 070421,   24.4, 118.17,
0850200618, 070997, 070305,   35.8, 112.11,
0850200617, 070997, 070151,   45.3, 108.94,
0850200616, 070997, 070033,   59.4, 110.06,
0850200615, 070997, 065909,   75.3, 103.13,
0850200614, 070997, 065805,   84.0, 102.06,
0850200613, 070997, 065651,   94.3,  96.98,
0850200612, 070997, 065531,  104.3,  96.88,
0850200611, 070997, 065425,  115.0,  90.04,
0850200610, 070997, 065317,  124.3,  84.52,
0850200609, 070997, 065203,  134.5,  80.37,
0850200608, 070997, 065037,  150.1,  74.12,
0850200606, 070997, 064741,  174.2,  74.71,
0860200222, 080297, 080201,    4.6, 102.15,
0860200221, 080297, 080101,   14.3,  99.12,
0860200219, 080297, 075937,   24.9,  94.33,
0860200217, 080297, 075715,   43.9,  90.52,
0860200216, 080297, 075613,   59.9,  87.79,
0860200214, 080297, 075359,   85.1,  83.89,
0860200212, 080297, 075213,  101.7,  78.86,
0860200210, 080297, 074953,  124.7,  72.85,
0860200208, 080297, 074755,  149.5,  69.92,
0860200206, 080297, 074559,  175.0,  69.83,
0860200204, 080297, 074401,  199.6,  73.25,
0870200222, 092597, 090724,    4.5,  92.76,
0870200221, 092597, 090604,   14.0, 101.65,
0870200219, 092597, 090440,   25.2,  98.33,
0870200217, 092597, 090208,   44.7, 101.85,
0870200215, 092597, 085908,   75.5,  92.19,
0870200212, 092597, 085544,  104.6, 103.23,
0870200211, 092597, 085440,  114.1,  96.58,
0870200210, 092597, 085332,  125.0,  90.14,
0870200208, 092597, 085100,  149.6,  87.40,
0870200206, 092597, 084840,  174.3,  83.89,
0870200204, 092597, 084616,  198.4,  78.32,
0880200221, 120597, 050854,    5.3,  96.09,
0880200220, 120597, 050746,   14.6,  90.13,
0880200219, 120597, 050632,   25.3,  92.77,
0880200218, 120597, 050524,   33.2,  87.20,
0880200217, 120597, 050412,   43.6,  85.93,
0880200216, 120597, 050305,   59.4,  87.40,
0880200215, 120597, 050152,   73.8,  86.62,
0880200214, 120597, 050045,   84.5,  84.18,
0880200213, 120597, 045942,   95.3,  80.86,
0880200212, 120597, 045828,  106.7,  79.63,
0880200211, 120597, 045717,  115.2,  70.41,
0880200210, 120597, 045609,  124.5,  68.55,
0880200209, 120597, 045507,  134.0,  68.85,
0880200208, 120597, 045353,  148.7,  69.73,
0880200207, 120597, 045255,  159.4,  64.84,
0880200206, 120597, 045143,  173.6,  63.29,
0880200205, 120597, 045035,  185.2,  75.10,
0890200622, 011198, 070203,    4.6, 104.10,
0890200621, 011198, 070037,   14.7, 101.95,
0890200619, 011198, 065903,   24.6, 102.04,
0890200618, 011198, 065743,   34.6, 101.65,
0890200617, 011198, 065623,   43.6,  98.19,
0890200616, 011198, 065443,   59.1,  97.25,
0890200615, 011198, 065317,   75.3,  92.37,
0890200614, 011198, 065203,   84.9,  94.13,
0890200613, 011198, 065053,   94.8,  93.64,
0890200612, 011198, 064953,  104.3,  87.93,
0890200611, 011198, 064843,  114.7,  84.67,
0890200610, 011198, 064733,  124.4,  84.42,
0890200609, 011198, 064627,  134.7,  80.77,
0890200608, 011198, 064517,  149.4,  81.65,
0890200606, 011198, 064257,  173.6,  74.24,
0900200522, 021998, 060516,    5.1, 107.31,
0900200521, 021998, 060402,   13.8, 108.00,
0900200519, 021998, 060222,   24.5, 103.11,
0900200518, 021998, 060042,   34.9,  94.13,
0900200517, 021998, 055926,   44.6,  90.76,
0900200516, 021998, 055752,   59.5,  88.95,
0900200515, 021998, 055616,   74.0,  85.73,
0900200514, 021998, 055502,   84.6,  85.15,
0900200513, 021998, 055348,   94.5,  87.79,
0900200512, 021998, 055232,  105.2,  84.86,
0900200511, 021998, 055116,  116.1,  82.52,
0900200510, 021998, 054952,  125.8,  77.69,
0900200509, 021998, 054832,  135.0,  70.80,
0900200508, 021998, 054712,  149.0,  73.34,
0900200506, 021998, 054422,  174.2,  68.47,
0900200504, 021998, 054146,  199.8,  65.54,
0910200622, 031898, 070348,    4.1, 108.00,
0910200621, 031898, 070238,   14.8,  99.12,
0910200619, 031898, 070122,   25.7, 103.02,
0910200618, 031898, 070002,   34.9, 103.02,
0910200617, 031898, 065852,   44.9,  98.97,
0910200616, 031898, 065732,   59.7,  96.09,
0910200615, 031898, 065612,   74.6,  94.72,
0910200614, 031898, 065502,   85.0,  90.13,
0910200613, 031898, 065358,   94.5,  94.91,
0910200612, 031898, 065252,  105.1,  93.55,
0910200611, 031898, 065138,  114.7,  96.57,
0910200610, 031898, 065032,  124.6,  90.81,
0910200609, 031898, 064922,  134.1,  85.73,
0910200608, 031898, 064808,  149.3,  85.54,
0910200606, 031898, 064548,  174.8,  85.85,
0920200622, 041598, 070718,    5.1, 102.33,
0920200621, 041598, 070618,   14.1, 102.33,
0920200619, 041598, 070502,   25.1,  97.26,
0920200618, 041598, 070404,   34.1,  95.89,
0920200617, 041598, 070304,   45.5,  91.06,
0920200616, 041598, 070148,   60.3,  87.30,
0920200615, 041598, 070034,   74.3,  82.80,
0920200614, 041598, 065920,   84.6,  82.71,
0920200613, 041598, 065818,   94.1,  77.63,
0920200612, 041598, 065718,  104.3,  77.24,
0920200611, 041598, 065618,  114.2,  77.43,
0920200610, 041598, 065518,  124.9,  73.67,
0920200608, 041598, 065318,  148.8,  70.50,
0920200606, 041598, 065104,  177.1,  70.01,
0930200622, 051398, 070747,    4.4, 101.16,
0930200621, 051398, 070623,   14.8,  97.54,
0930200619, 051398, 070453,   24.9,  95.69,
0930200618, 051398, 070348,   35.1,  93.34,
0930200617, 051398, 070242,   44.7,  88.22,
0930200616, 051398, 070122,   59.8,  83.87,
0930200615, 051398, 070007,   74.6,  82.11,
0930200614, 051398, 065852,   85.8,  78.40,
0930200613, 051398, 065746,   94.7,  77.14,
0930200612, 051398, 065634,  104.8,  75.87,
0930200611, 051398, 065527,  115.4,  71.28,
0930200610, 051398, 065422,  125.2,  70.55,
0930200609, 051398, 065312,  134.1,  62.98,
0930200608, 051398, 065151,  151.0,  55.47,
0930200606, 051398, 064926,  174.8,  59.47,
0940200322, 061798, 081229,    5.6, 102.13,
0940200321, 061798, 081124,   14.9,  97.64,
0940200319, 061798, 080949,   25.3,  98.42,
0940200318, 061798, 080829,   35.7,  95.98,
0940200317, 061798, 080724,   45.9,  96.57,
0940200316, 061798, 080609,   60.4,  93.44,
0940200315, 061798, 080449,   74.7,  92.86,
0940200314, 061798, 080329,   84.9,  86.71,
0940200313, 061798, 080219,   95.1,  84.16,
0940200312, 061798, 080109,  105.4,  79.28,
0940200311, 061798, 075959,  115.9,  77.33,
0940200310, 061798, 075849,  125.8,  77.92,
0940200309, 061798, 075739,  135.5,  72.65,
0940200308, 061798, 075624,  150.4,  68.94,
0940200306, 061798, 075344,  175.4,  66.50,
0950200322, 071598, 080955,    5.6,  96.46,
0950200321, 071598, 080831,   14.5,  95.78,
0950200319, 071598, 080700,   25.3,  96.07,
0950200317, 071598, 080427,   45.2,  88.51,
0950200315, 071598, 080131,   75.6,  86.91,
0950200312, 071598, 075728,  105.4,  81.58,
0950200311, 071598, 075600,  114.9,  76.94,
0950200310, 071598, 075436,  125.4,  73.87,
0950200309, 071598, 075310,  135.6,  66.21,
0950200308, 071598, 075137,  150.8,  60.06,
0950200306, 071598, 074836,  174.5,  60.06,
0960200322, 081098, 070726,    5.3, 102.34,
0960200321, 081098, 070615,   15.1, 103.80,
0960200319, 081098, 070450,   25.8, 100.48,
0960200317, 081098, 070222,   46.1,  98.78,
0960200315, 081098, 065930,   75.1,  97.26,
0960200312, 081098, 065550,  105.6,  94.82,
0960200311, 081098, 065440,  114.7,  93.94,
0960200310, 081098, 065330,  125.4,  88.28,
0960200309, 081098, 065151,  136.3,  84.57,
0960200308, 081098, 065020,  150.2,  83.30,
0960200306, 081098, 064755,  176.0,  80.67,
0960200304, 081098, 064516,  199.7,  79.60,
0970200322, 092898, 080422,    5.0, 108.38,
0970200321, 092898, 080312,   15.8, 108.77,
0970200319, 092898, 080157,   25.9, 104.48,
0970200317, 092898, 075937,   45.7, 101.74,
0970200315, 092898, 075707,   75.0, 105.75,
0970200312, 092898, 075342,  105.5,  96.13,
0970200311, 092898, 075237,  115.5,  93.06,
0970200310, 092898, 075132,  125.7,  91.84,
0970200309, 092898, 075022,  135.3,  78.80,
0970200308, 092898, 074912,  149.9,  77.53,
0970200306, 092898, 074637,  175.5,  71.38,
0980200622, 101998, 080414,    4.8, 102.13,
0980200621, 101998, 080310,   14.9,  98.71,
0980200619, 101998, 080152,   25.4,  94.51,
0980200617, 101998, 075950,   45.1,  94.07,
0980200615, 101998, 075741,   74.8,  88.56,
0980200612, 101998, 075440,  105.2,  87.10,
0980200611, 101998, 075330,  115.0,  79.68,
0980200610, 101998, 075220,  125.7,  80.12,
0980200609, 101998, 075120,  134.9,  79.39,
0980200608, 101998, 075020,  149.9,  78.32,
0980200606, 101998, 074810,  175.2,  75.88,
0990200622, 111198, 070340,    5.5,  97.63,
0990200621, 111198, 070233,   15.6, 101.63,
0990200619, 111198, 070118,   25.7, 101.83,
0990200618, 111198, 070011,   35.6,  99.78,
0990200617, 111198, 065903,   45.7,  96.07,
0990200616, 111198, 065742,   60.4,  88.26,
0990200615, 111198, 065622,   75.7,  83.67,
0990200614, 111198, 065507,   85.6,  81.72,
0990200613, 111198, 065358,   95.5,  80.46,
0990200612, 111198, 065246,  105.3,  80.90,
0990200611, 111198, 065136,  115.5,  81.73,
0990200610, 111198, 065025,  125.5,  80.32,
0990200609, 111198, 064916,  135.4,  73.53,
0990200608, 111198, 064758,  150.7,  76.76,
0990200606, 111198, 064526,  175.4,  72.57,
1000200623, 120998, 090212,    5.9,  95.88,
1000200619, 120998, 085942,   25.7,  96.18,
1000200617, 120998, 085727,   45.8,  92.76,
1000200615, 120998, 085456,   75.6,  92.66,
1000200612, 120998, 085126,  105.6,  94.52,
1000200609, 120998, 084807,  136.7,  90.62,
1000200608, 120998, 084642,  150.9,  89.35,
1000200606, 120998, 084426,  175.5,  82.51,
1010200622, 011399, 095757,    5.2, 109.36,
1010200621, 011399, 095657,   15.0,  97.65,
1010200619, 011399, 095552,   24.9,  98.13,
1010200617, 011399, 095352,   44.9,  99.31,
1010200615, 011399, 095132,   74.6,  93.84,
1010200612, 011399, 094832,  105.4,  92.37,
1010200611, 011399, 094732,  114.4,  85.34,
1010200610, 011399, 094633,  125.6,  82.17,
1010200609, 011399, 094532,  133.6,  84.76,
1010200608, 011399, 094432,  150.0,  82.81,
1010200606, 011399, 094232,  175.6,  81.15,
1010200604, 011399, 094032,  199.7,  77.05,
1020200422, 021899, 092754,    5.1, 116.19,
1020200421, 021899, 092649,   16.1, 109.16,
1020200419, 021899, 092538,   26.1,  99.88,
1020200417, 021899, 092334,   45.5,  90.41,
1020200415, 021899, 092129,   76.1,  86.80,
1020200412, 021899, 091828,  105.6,  81.62,
1020200411, 021899, 091729,  115.9,  78.01,
1020200410, 021899, 091630,  126.0,  75.71,
1020200409, 021899, 091529,  135.5,  73.71,
1020200408, 021899, 091424,  150.8,  77.44,
1020200406, 021899, 091215,  175.6,  72.37,
1030200622, 031799, 080014,    5.3,  89.15,
1030200621, 031799, 075904,   15.7,  94.72,
1030200619, 031799, 075742,   25.7,  94.72,
1030200617, 031799, 075535,   45.4,  93.45,
1030200614, 031799, 075153,   85.8,  92.07,
1030200612, 031799, 074937,  105.5,  90.02,
1030200611, 031799, 074837,  115.1,  87.38,
1030200610, 031799, 074733,  125.6,  79.87,
1030200609, 031799, 074624,  135.8,  87.38,
1030200608, 031799, 074517,  150.6,  88.95,
1030200606, 031799, 074255,  176.3,  86.23,
1040200712, 041499, 070218,    5.3, 100.08,
1040200711, 041499, 065817,  179.9,  76.54,
1040200823, 041499, 095713,    4.7,  98.03,
1040200822, 041499, 095614,   14.9,  92.76,
1040200820, 041499, 095503,   25.1,  92.27,
1040200818, 041499, 095309,   45.3,  87.00,
1040200816, 041499, 095058,   75.1,  79.38,
1040200813, 041499, 094749,  104.2,  80.50,
1040200812, 041499, 094704,  114.2,  81.23,
1040200811, 041499, 094613,  124.0,  86.85,
1040200810, 041499, 094518,  135.6,  84.36,
1040200809, 041499, 094418,  149.4,  80.84,
1040200808, 041499, 094318,  174.5,  81.03,
1040200807, 041499, 094204,  199.1,  73.42,
1050200622, 051099, 080152,    5.3,  98.71,
1050200621, 051099, 080052,   15.1,  95.49,
1050200619, 051099, 075947,   24.6,  95.49,
1050200617, 051099, 075746,   44.8,  93.59,
1050200615, 051099, 075546,   75.7,  87.78,
1050200612, 051099, 075247,  104.6,  90.65,
1050200611, 051099, 075146,  114.7,  96.56,
1050200610, 051099, 075047,  124.9,  93.44,
1050200609, 051099, 074946,  135.2,  89.54,
1050200608, 051099, 074842,  150.1,  86.24,
1050200606, 051099, 074632,  177.2,  83.91,
1050200604, 051099, 074432,  197.8,  79.91,
1060200622, 071499, 080210,    4.3, 106.26,
1060200621, 071499, 080045,   14.6, 102.26,
1060200619, 071499, 075921,   24.7,  95.52,
1060200617, 071499, 075640,   44.4,  90.34,
1060200615, 071499, 075415,   73.9,  86.92,
1060200612, 071499, 075030,  104.6,  90.67,
1060200611, 071499, 074920,  113.8,  92.38,
1060200610, 071499, 074820,  124.2,  90.81,
1060200609, 071499, 074730,  134.3,  88.27,
1060200608, 071499, 074620,  149.5,  83.38,
1060200606, 071499, 074420,  174.2,  79.47,
1070200922, 081499, 075717,    4.6,  91.20,
1070200921, 081499, 075613,   14.0,  94.91,
1070200919, 081499, 075501,   25.0,  93.74,
1070200917, 081499, 075257,   44.4,  92.18,
1070200915, 081499, 075021,   75.0,  90.04,
1070200912, 081499, 074720,  104.7,  87.60,
1070200911, 081499, 074621,  114.6,  84.48,
1070200910, 081499, 074523,  124.5,  82.76,
1070200909, 081499, 074423,  134.6,  83.70,
1070200908, 081499, 074313,  149.7,  82.92,
1070200906, 081499, 074102,  174.6,  82.63,
1080200622, 101599, 085501,    5.0,  99.60,
1080200621, 101599, 085356,   15.1, 101.46,
1080200619, 101599, 085241,   24.6, 100.49,
1080200617, 101599, 085041,   44.2,  93.50,
1080200615, 101599, 084832,   74.1,  94.43,
1080200612, 101599, 084527,  105.3,  95.11,
1080200611, 101599, 084427,  114.5,  91.10,
1080200610, 101599, 084321,  123.8,  86.85,
1080200609, 101599, 084227,  134.2,  85.24,
1080200608, 101599, 084126,  149.7,  82.61,
1080200606, 101599, 083926,  174.9,  80.17,
1080200604, 101599, 083731,  200.0,  76.46,
1090200622, 110999, 065637,    5.3,  91.88,
1090200621, 110999, 065541,   14.9,  89.93,
1090200619, 110999, 065436,   25.3,  90.41,
1090200617, 110999, 065246,   45.1,  88.12,
1090200615, 110999, 065047,   74.9,  86.81,
1090200612, 110999, 064752,  104.1,  82.75,
1090200611, 110999, 064651,  114.5,  79.19,
1090200610, 110999, 064551,  124.4,  78.26,
1090200609, 110999, 064456,  135.0,  73.63,
1090200606, 110999, 064156,  174.7,  72.17,
1090200604, 110999, 063951,  199.5,  69.15,
1100200623, 121599, 075536,    4.6, 102.82,
1100200621, 121599, 075436,   14.9, 100.09,
1100200619, 121599, 075335,   24.3,  96.77,
1100200617, 121599, 075146,   44.8,  92.62,
1100200615, 121599, 074945,   74.5,  92.28,
1100200612, 121599, 074705,  104.6,  88.23,
1100200611, 121599, 074616,  114.3,  93.26,
1100200610, 121599, 074516,  124.8,  92.77,
1100200609, 121599, 074421,  135.3,  88.86,
1100200608, 121599, 074316,  149.6,  84.95,
1100200606, 121599, 074116,  174.6,  84.77,
1110200622, 020300, 070624,    4.4, 104.47,
1110200621, 020300, 070456,   14.3, 102.23,
1110200619, 020300, 070322,   24.6,  98.91,
1110200617, 020300, 070044,   44.7,  88.94,
1110200615, 020300, 065732,   74.7,  84.55,
1110200612, 020300, 065325,  104.5,  82.70,
1110200610, 020300, 065035,  124.3,  80.46,
1110200608, 020300, 064738,  150.1,  73.73,
1110200606, 020300, 064439,  175.2,  74.91,
1120200722, 030100, 065558,    4.5, 109.85,
1120200721, 030100, 065459,   15.3, 108.39,
1120200719, 030100, 065349,   25.1,  96.28,
1120200716, 030100, 065039,   59.4,  93.55,
1120200715, 030100, 064934,   75.6,  91.68,
1120200712, 030100, 064629,  105.5,  90.27,
1120200711, 030100, 064534,  113.8,  85.54,
1120200710, 030100, 064434,  124.0,  82.76,
1120200709, 030100, 064334,  135.0,  78.60,
1120200708, 030100, 064234,  148.6,  84.85,
1120200706, 030100, 064009,  174.5,  79.78,
1130200522, 032900, 045650,    4.2, 100.76,
1130200521, 032900, 045400,  100.2,  93.63,
1130200622, 032900, 075439,    4.6, 102.91,
1130200621, 032900, 075340,   14.3, 103.69,
1130200619, 032900, 075231,   23.5, 101.35,
1130200617, 032900, 075031,   44.7, 100.86,
1130200615, 032900, 074821,   74.2,  95.29,
1130200612, 032900, 074526,  103.9,  94.70,
1130200611, 032900, 074423,  115.1,  95.78,
1130200610, 032900, 074321,  125.2,  92.85,
1130200609, 032900, 074223,  134.0,  86.70,
1130200608, 032900, 074121,  149.3,  84.56,
1130200606, 032900, 073923,  174.8,  85.34,
1140200622, 042600, 075937,    4.9,  96.01,
1140200621, 042600, 075829,   14.9,  90.93,
1140200619, 042600, 075709,   25.0,  89.66,
1140200617, 042600, 075502,   44.7,  86.82,
1140200615, 042600, 075153,   75.0,  86.13,
1140200612, 042600, 074843,  104.0,  81.73,
1140200611, 042600, 074739,  114.2,  80.75,
1140200610, 042600, 074633,  124.6,  78.40,
1140200609, 042600, 074532,  134.7,  73.23,
1140200608, 042600, 074423,  149.3,  72.06,
1140200606, 042600, 074216,  174.2,  66.90,
1150200624, 052400, 075836,    4.9, 105.19,
1150200622, 052400, 075717,   15.1, 101.28,
1150200620, 052400, 075555,   25.1,  97.08,
1150200617, 052400, 075335,   45.3,  91.56,
1150200615, 052400, 075120,   74.1,  87.10,
1150200612, 052400, 074814,  104.2,  84.41,
1150200611, 052400, 074713,  114.0,  83.38,
1150200610, 052400, 074605,  124.2,  79.53,
1150200609, 052400, 074506,  134.3,  74.20,
1150200608, 052400, 074357,  150.2,  72.84,
1150200606, 052400, 074150,  175.1,  69.13,
1150200604, 052400, 073930,  199.4,  68.35,
1160200722, 062100, 080017,    4.6,  98.33,
1160200721, 062100, 075852,   14.4,  96.57,
1160200719, 062100, 075731,   24.7,  92.47,
1160200717, 062100, 075526,   44.4,  92.38,
1160200715, 062100, 075255,   74.8,  88.36,
1160200712, 062100, 074927,  104.1,  87.68,
1160200711, 062100, 074822,  115.0,  81.33,
1160200710, 062100, 074717,  124.9,  80.60,
1160200709, 062100, 074612,  134.4,  79.38,
1160200708, 062100, 074507,  149.8,  79.97,
1160200706, 062100, 074307,  174.5,  75.19,
1170200521, 072600, 080604,   14.4,  77.14,
1170200519, 072600, 080434,   23.4,  83.97,
1170200517, 072600, 080206,   45.0,  75.18,
1170200515, 072600, 075924,   75.1,  71.27,
1170200511, 072600, 075242,  114.1,  68.35,
1170200510, 072600, 075132,  124.4,  76.16,
1170200509, 072600, 075024,  134.0,  65.42,
1170200506, 072600, 074648,  174.7,  54.69,
1170200504, 072600, 074422,  199.6,  49.81,
1180200617, 082300, 041450,    5.1,  79.08,
1180200616, 082300, 041157,   91.4,  77.13,
1180200722, 082300, 065625,    5.0,  76.15,
1180200721, 082300, 065521,   15.2,  76.15,
1180200719, 082300, 065409,   24.9,  72.25,
1180200717, 082300, 065214,   44.9,  70.29,
1180200715, 082300, 065010,   73.9,  77.13,
1180200712, 082300, 064652,  105.3,  68.34,
1180200711, 082300, 064548,  114.8,  60.53,
1180200710, 082300, 064447,  126.0,  61.51,
1190200319, 101700, 215739,  193.5,  56.64,
1190200720, 101800, 100516,    4.9,  73.23,
1190200719, 101800, 100404,   14.7,  85.92,
1190200717, 101800, 100235,   24.9,  82.02,
1190200715, 101800, 100010,   44.7,  86.90,
1190200714, 101800, 095844,   60.1,  78.11,
1190200713, 101800, 095723,   75.0,  69.32,
1190200711, 101800, 095449,   99.7,  64.44,
1190200709, 101800, 095203,  126.0,  59.56,
1190200707, 101800, 094927,  151.3,  53.70,
1190200705, 101800, 094641,  174.7,  57.61,
1200200621, 113000, 065940,    4.6,  53.71,
1200200619, 113000, 065718,   25.2,  81.06,
1200200616, 113000, 065443,   44.8,  65.43,
1200200614, 113000, 065213,   74.5,  63.47,
1200200612, 113000, 064949,   99.6,  64.45,
1200200610, 113000, 064717,  125.1,  53.71,
1200200609, 113000, 064555,  150.1,  58.59,
1200200607, 113000, 064330,  174.6,  73.24,
1210200818, 122000, 095546,    4.6,  70.32,
1210200817, 122000, 095443,   15.1,  99.62,
1210200815, 122000, 095324,   23.9,  80.09,
1210200814, 122000, 095219,   34.5, 112.32,
1210200813, 122000, 095118,   45.3,  95.71,
1210200812, 122000, 095013,   58.9,  83.01,
1210200811, 122000, 094904,   72.8,  76.18,
1210200809, 122000, 094637,   99.3,  80.07,
1210200807, 122000, 094412,  122.2,  80.07,
1210200806, 122000, 094226,  150.4,  66.40,
1210200804, 122000, 094022,  172.3,  69.33,
1210200803, 122000, 093908,  199.6,  68.36,
1250200617, 041801, 065630,   23.1,  96.22,
1250200615, 041801, 065520,   33.8,  76.29,
1250200614, 041801, 065425,   43.9,  77.74,
1250200613, 041801, 065325,   59.3,  79.51,
1250200611, 041801, 065125,   83.8,  80.79,
1250200609, 041801, 064910,  114.0,  76.18,
1250200607, 041801, 064550,  148.2,  75.22,
1250200606, 041801, 064445,  163.4,  72.01,
1250200604, 041801, 064235,  199.5,  72.41,
1260201219, 051701, 220034,    4.0,  99.64,
1260201217, 051701, 215913,   14.4,  93.16,
1260201215, 051701, 215810,   24.3, 104.99,
1260201214, 051701, 215644,   34.0,  96.55,
1260201213, 051701, 215539,   43.6,  95.56,
1260201211, 051701, 215314,   73.8,  96.19,
1260201209, 051701, 215058,   99.7,  96.59,
1260201206, 051701, 214739,  148.8,  94.93,
1260201204, 051701, 214534,  174.9,  80.15,
1270200620, 061401, 065807,    3.5,  70.94,
1270200619, 061401, 065751,    3.5,  73.90,
1270200618, 061401, 065655,   14.1,  73.75,
1270200616, 061401, 065533,   24.2,  71.14,
