Hawaii Ocean Time-series : 05-Sep-2023 23:00:10
https://hahana.soest.hawaii.edu/hot/hot-dogs/bextraction.html

botid, date, time, press, doc, 
#, mmddyy, hhmmss, dbar, umol/kg, 
1780200804, 021506, 094900,  200.0,  46.32,
1790201122, 031006, 103004,    7.5,  69.45,
1790201121, 031006, 102827,   15.1,  68.52,
1790201119, 031006, 102631,   24.3,  67.37,
1790201118, 031006, 102514,   36.4,  70.17,
1790201117, 031006, 102401,   46.4,  71.68,
1790201116, 031006, 102219,   60.2,  70.14,
1790201115, 031006, 102045,   75.2,  69.39,
1790201112, 031006, 101608,  101.5,  68.55,
1790201109, 031006, 101129,  124.2,  69.15,
1790201107, 031006, 100834,  148.6,  64.23,
1790201105, 031006, 100544,  174.9,  54.24,
1790201104, 031006, 100326,  199.8,  52.35,
1800200822, 040206, 103604,    9.1,  71.48,
1800200821, 040206, 103307,   15.2,  74.01,
1800200819, 040206, 103129,   24.2,  74.03,
1800200818, 040206, 102921,   35.7,  69.16,
1800200817, 040206, 102753,   46.0,  73.19,
1800200816, 040206, 102625,   59.1,  70.17,
1800200815, 040206, 102449,   74.8,  70.44,
1800200812, 040206, 101851,   99.7,  67.65,
1800200809, 040206, 101256,  124.5,  67.99,
1800200807, 040206, 100950,  149.6,  69.82,
1800200805, 040206, 100650,  175.2,  62.74,
1800200804, 040206, 100502,  198.7,  56.39,
1810200922, 052706, 101749,    9.3,  73.55,
1810200921, 052706, 101558,   15.1,  73.73,
1810200918, 052706, 101234,   35.8,  70.94,
1810200917, 052706, 101055,   44.9,  67.62,
1810200915, 052706, 100811,   75.0,  66.83,
1810200909, 052706, 100106,  125.2,  62.56,
1810200907, 052706, 095835,  150.4,  69.07,
1810200905, 052706, 095548,  175.8,  52.34,
1810200904, 052706, 095416,  199.9,  47.90,
1820201022, 061406, 220850,    7.8,  69.22,
1820201021, 061406, 220605,   15.3,  70.36,
1820201019, 061406, 220455,   25.5,  72.15,
1820201018, 061406, 220345,   35.7,  70.06,
1820201017, 061406, 220245,   45.3,  70.44,
1820201016, 061406, 220140,   60.7,  69.33,
1820201015, 061406, 220030,   75.5,  68.16,
1820201012, 061406, 215715,  100.2,  64.96,
1820201009, 061406, 215435,  125.4,  55.64,
1820201007, 061406, 215230,  150.5,  52.80,
1820201005, 061406, 215036,  174.9,  51.79,
1830200922, 071306, 103555,    9.1,  74.85,
1830200921, 071306, 103241,   15.7,  78.80,
1830200919, 071306, 103029,   26.0,  69.97,
1830200918, 071306, 102835,   35.9,  72.23,
1830200917, 071306, 102639,   45.9,  79.09,
1830200916, 071306, 102437,   60.5,  75.86,
1830200915, 071306, 102157,   76.3,  74.81,
1830200912, 071306, 101556,  100.6,  67.50,
1830200909, 071306, 100958,  125.8,  63.91,
1830200907, 071306, 100531,  151.2,  61.10,
1830200905, 071306, 100006,  175.9,  56.14,
1840200922, 080906, 103440,    7.5,  69.08,
1840200921, 080906, 103245,   15.4,  69.31,
1840200919, 080906, 103026,   25.8,  75.20,
1840200918, 080906, 102855,   34.7,  71.33,
1840200917, 080906, 102715,   44.8,  69.28,
1840200916, 080906, 102548,   60.0,  72.03,
1840200915, 080906, 102414,   74.6,  64.88,
1840200912, 080906, 102020,  100.9,  62.80,
1840200909, 080906, 101615,  125.9,  59.18,
1840200907, 080906, 101245,  150.5,  50.92,
1840200905, 080906, 100950,  174.8,  53.78,
1850200822, 091606, 100801,    5.6,  76.85,
1850200821, 091606, 100631,   15.2,  81.60,
1850200819, 091606, 100514,   25.6,  81.18,
1850200818, 091606, 100325,   35.1,  80.87,
1850200817, 091606, 100148,   45.7,  77.31,
1850200816, 091606, 100032,   60.6,  80.39,
1850200815, 091606, 095857,   76.2,  75.95,
1850200812, 091606, 095438,  100.6,  73.97,
1850200809, 091606, 095022,  125.5,  67.30,
1850200807, 091606, 094717,  151.0,  59.70,
1850200805, 091606, 094424,  177.5,  63.77,
1860201722, 102106, 101931,    8.1,  75.76,
1860201721, 102106, 101811,   18.1,  79.84,
1860201719, 102106, 101611,   25.3,  75.85,
1860201718, 102106, 101351,   35.9,  77.24,
1860201717, 102106, 101235,   45.8,  77.22,
1860201716, 102106, 101112,   61.6,  79.39,
1860201715, 102106, 100947,   74.7,  80.85,
1860201712, 102106, 100556,   97.3,  74.14,
1860201709, 102106, 100042,  125.3,  66.04,
1860201707, 102106, 095731,  151.8,  60.41,
1860201705, 102106, 095321,  172.6,  60.60,
1870200822, 110906, 102550,    8.8,  79.54,
1870200821, 110906, 102310,   15.6,  78.90,
1870200819, 110906, 102135,   25.8,  78.96,
1870200818, 110906, 101946,   35.2,  79.81,
1870200817, 110906, 101800,   45.0,  77.00,
1870200816, 110906, 101530,   61.0,  78.39,
1870200815, 110906, 101341,   75.2,  81.83,
1870200812, 110906, 100855,  100.5,  74.21,
1870200809, 110906, 100256,  125.2,  67.90,
1870200807, 110906, 095846,  151.5,  62.58,
1870200805, 110906, 095357,  176.3,  59.84,
1880200822, 121006, 101358,    7.7,  72.95,
1880200821, 121006, 101239,   17.3,  74.46,
1880200819, 121006, 100942,   24.7,  73.39,
1880200818, 121006, 100840,   36.2,  73.93,
1880200817, 121006, 100741,   46.7,  73.99,
1880200816, 121006, 100641,   61.3,  74.49,
1880200815, 121006, 100536,   75.7,  75.95,
1880200812, 121006, 100234,  101.2,  62.08,
1880200809, 121006, 095919,  126.6,  62.01,
1880200807, 121006, 095700,  152.0,  57.99,
1880200805, 121006, 095427,  176.9,  52.28,
1890200922, 020707, 102251,    4.7,  73.90,
1890200921, 020707, 102128,   15.0,  73.72,
1890200919, 020707, 101946,   24.9,  76.25,
1890200918, 020707, 101804,   34.6,  74.02,
1890200917, 020707, 101628,   44.7,  74.72,
1890200916, 020707, 101443,   58.8,  73.69,
1890200915, 020707, 101309,   75.2,  73.15,
1890200912, 020707, 100843,  100.0,  70.53,
1890200909, 020707, 100403,  125.2,  63.34,
1890200907, 020707, 100046,  150.1,  58.54,
1890200905, 020707, 095709,  174.2,  56.96,
1900200922, 032107, 102150,    4.4,  74.47,
1900200921, 032107, 102006,   14.8,  70.54,
1900200919, 032107, 101812,   25.1,  69.57,
1900200918, 032107, 101627,   35.7,  71.87,
1900200917, 032107, 101457,   45.1,  69.90,
1900200916, 032107, 101318,   60.2,  70.32,
1900200915, 032107, 101134,   74.6,  66.54,
1900200912, 032107, 100520,  100.3,  64.35,
1900200909, 032107, 095856,  124.8,  57.03,
1900200907, 032107, 095451,  149.0,  60.22,
1900200905, 032107, 095132,  174.2,  53.38,
1910200501, 050407, 212654,    7.5,  77.73,
1910200922, 050507, 101408,    7.3,  78.97,
1910200921, 050507, 101116,   15.3,  79.73,
1910200919, 050507, 100951,   24.5,  73.61,
1910200918, 050507, 100832,   35.4,  76.02,
1910200917, 050507, 100715,   44.9,  80.78,
1910200916, 050507, 100511,   60.3,  73.98,
1910200915, 050507, 100301,   74.5,  72.82,
1910200912, 050507, 095841,  100.2,  75.20,
1910200909, 050507, 095410,  125.1,  64.44,
1910200907, 050507, 095134,  149.9,  61.79,
1910200905, 050507, 094851,  174.1,  57.17,
1930200623, 070807, 102342,    6.3,  77.07,
1930200622, 070807, 102009,   14.6,  78.15,
1930200619, 070807, 101749,   24.9,  76.09,
1930200618, 070807, 101559,   35.0,  76.06,
1930200617, 070807, 101419,   45.0,  78.04,
1930200616, 070807, 101249,   59.9,  76.02,
1930200615, 070807, 101119,   74.8,  74.79,
1930200612, 070807, 100549,  100.5,  71.35,
1930200609, 070807, 100119,  125.2,  69.11,
1930200607, 070807, 095749,  149.7,  63.51,
1930200605, 070807, 095359,  175.6,  60.36,
1930200604, 070807, 095204,  199.7,  60.66,
1940200822, 080407, 102315,    6.7,  79.39,
1940200821, 080407, 102058,   16.1,  77.73,
1940200819, 080407, 101645,   24.8,  80.18,
1940200818, 080407, 101516,   35.6,  78.69,
1940200817, 080407, 101350,   45.2,  79.39,
1940200816, 080407, 101225,   60.2,  78.89,
1940200815, 080407, 101045,   75.4,  78.93,
1940200812, 080407, 100640,  100.4,  77.34,
1940200809, 080407, 100240,  124.4,  68.87,
1940200807, 080407, 095920,  150.0,  63.86,
1940200805, 080407, 095630,  175.8,  58.48,
1940200804, 080407, 095411,  199.8,  53.33,
1950200822, 090307, 102202,    6.9,  79.63,
1950200821, 090307, 101840,   16.4,  80.40,
1950200819, 090307, 101714,   25.8,  80.49,
1950200818, 090307, 101604,   36.0,  79.92,
1950200817, 090307, 101449,   45.7,  81.39,
1950200816, 090307, 101315,   60.9,  77.86,
1950200815, 090307, 101139,   75.8,  77.97,
1950200812, 090307, 100719,  100.4,  69.41,
1950200809, 090307, 100225,  126.1,  65.49,
1950200807, 090307, 095859,  150.6,  60.32,
1950200805, 090307, 095219,  175.4,  59.50,
1960200822, 100307, 101222,    5.0,  78.79,
1960200821, 100307, 101107,   14.4,  79.13,
1960200819, 100307, 100929,   23.7,  79.88,
1960200818, 100307, 100811,   34.1,  80.38,
1960200817, 100307, 100651,   44.9,  78.84,
1960200816, 100307, 100513,   60.8,  81.09,
1960200815, 100307, 100342,   76.6,  78.83,
1960200812, 100307, 100007,   99.5,  75.56,
1960200809, 100307, 095633,  124.7,  69.88,
1960200807, 100307, 095357,  149.8,  65.18,
1960200805, 100307, 095107,  176.7,  60.02,
1960200804, 100307, 094927,  197.5,  58.63,
1970200822, 120207, 112805,    5.8,  73.04,
1970200821, 120207, 112534,   14.5,  77.21,
1970200819, 120207, 112415,   24.8,  76.75,
1970200818, 120207, 112255,   35.4,  76.62,
1970200817, 120207, 112131,   44.5,  76.97,
1970200816, 120207, 112010,   60.4,  76.13,
1970200815, 120207, 111850,   74.7,  79.46,
1970200812, 120207, 111505,  100.2,  71.46,
1970200809, 120207, 111130,  124.9,  62.78,
1970200807, 120207, 110844,  150.9,  60.33,
1970200805, 120207, 110605,  175.8,  54.92,
1980200922, 122107, 102625,    7.5,  74.31,
1980200921, 122107, 102519,   15.2,  72.89,
1980200919, 122107, 102300,   25.4,  74.10,
1980200918, 122107, 102148,   34.7,  73.60,
1980200917, 122107, 102034,   46.5,  72.23,
1980200916, 122107, 101934,   61.3,  71.99,
1980200915, 122107, 101803,   76.1,  72.45,
1980200912, 122107, 101502,   98.9,  72.75,
1980200909, 122107, 101147,  125.9,  64.95,
1980200907, 122107, 100937,  149.4,  62.65,
1980200905, 122107, 100722,  174.7,  59.47,
1990200822, 013008, 103450,    6.9,  69.79,
1990200821, 013008, 103150,   13.5,  69.76,
1990200819, 013008, 103020,   25.8,  68.88,
1990200818, 013008, 102856,   33.8,  74.67,
1990200817, 013008, 102735,   44.8,  69.59,
1990200816, 013008, 102609,   58.8,  68.10,
1990200815, 013008, 102416,   75.8,  70.52,
1990200812, 013008, 101940,  100.2,  71.86,
1990200809, 013008, 101552,  124.0,  61.78,
1990200807, 013008, 101321,  148.6,  55.87,
1990200805, 013008, 101022,  173.9,  54.52,
1990200804, 013008, 100831,  199.9,  51.90,
2000200722, 022408, 072123,    7.7,  69.96,
2000200721, 022408, 071830,   15.9,  71.11,
2000200719, 022408, 071646,   26.5,  70.95,
2000200718, 022408, 071528,   35.5,  72.06,
2000200717, 022408, 071400,   44.4,  76.44,
2000200716, 022408, 071240,   60.4,  76.38,
2000200715, 022408, 071110,   74.9,  72.88,
2000200712, 022408, 070700,  100.1,  71.83,
2000200709, 022408, 070230,  124.1,  62.90,
2000200707, 022408, 065751,  150.3,  56.48,
2000200705, 022408, 065433,  175.7,  55.20,
2010200722, 052808, 071044,    8.1,  74.64,
2010200721, 052808, 070929,   18.1,  78.60,
2010200719, 052808, 070644,   25.9,  75.50,
2010200718, 052808, 070524,   36.5,  80.57,
2010200717, 052808, 070409,   45.6,  78.58,
2010200716, 052808, 070233,   60.9,  82.32,
2010200715, 052808, 070114,   75.9,  79.60,
2010200712, 052808, 065624,  100.3,  78.35,
2010200709, 052808, 065220,  126.2,  78.16,
2010200707, 052808, 064853,  150.4,  70.55,
2010200705, 052808, 064608,  175.3,  65.94,
2020200722, 062608, 071610,    7.8,  80.99,
2020200721, 062608, 071330,   15.4,  77.45,
2020200719, 062608, 071206,   25.1,  76.79,
2020200718, 062608, 071050,   35.2,  77.00,
2020200717, 062608, 070940,   45.3,  76.52,
2020200716, 062608, 070820,   60.1,  77.23,
2020200715, 062608, 070710,   73.6,  76.69,
2020200712, 062608, 070316,   99.5,  71.80,
2020200709, 062608, 065907,  124.3,  67.38,
2020200707, 062608, 065612,  150.6,  58.72,
2020200705, 062608, 065251,  175.1,  56.15,
2030200519, 072608, 230717,  198.3,  57.53,
2030200823, 072708, 071939,    6.1,  78.59,
2030200819, 072708, 071434,   24.4,  78.23,
2030200818, 072708, 071209,   34.5,  76.28,
2030200817, 072708, 071039,   45.0,  78.53,
2030200816, 072708, 070859,   59.6,  76.11,
2030200815, 072708, 070654,   74.4,  74.93,
2030200812, 072708, 070219,   99.7,  71.86,
2030200809, 072708, 065730,  125.5,  72.50,
2030200807, 072708, 065429,  149.6,  67.34,
2030200805, 072708, 065129,  173.9,  62.11,
2040200722, 081708, 070712,    7.7,  77.92,
2040200721, 081708, 070551,   18.1,  73.61,
2040200719, 081708, 070326,   24.6,  76.77,
2040200718, 081708, 070207,   35.8,  77.63,
2040200717, 081708, 070051,   45.9,  77.18,
2040200716, 081708, 065932,   59.7,  76.28,
2040200715, 081708, 065812,   76.2,  76.60,
2040200712, 081708, 065453,  100.8,  70.12,
2040200709, 081708, 065122,  124.8,  65.46,
2040200707, 081708, 064853,  149.7,  64.90,
2040200705, 081708, 064626,  174.1,  59.93,
2050200723, 101108, 071657,    6.3,  76.51,
2050200721, 101108, 071441,   16.0,  78.34,
2050200719, 101108, 071151,   25.1,  77.73,
2050200718, 101108, 071041,   34.9,  79.82,
2050200717, 101108, 070921,   45.8,  77.20,
2050200716, 101108, 070756,   60.5,  76.66,
2050200715, 101108, 070621,   75.4,  72.28,
2050200712, 101108, 070226,  100.1,  67.45,
2050200709, 101108, 065826,  124.8,  61.27,
2050200707, 101108, 065531,  149.5,  59.63,
2050200705, 101108, 065211,  175.0,  54.15,
2060200722, 120108, 104106,    7.1,  77.86,
2060200721, 120108, 103723,   13.9,  79.13,
2060200719, 120108, 103527,   23.3,  80.56,
2060200718, 120108, 103328,   35.1,  80.03,
2060200717, 120108, 103152,   43.7,  76.03,
2060200716, 120108, 102938,   58.6,  78.73,
2060200715, 120108, 102742,   74.5,  73.01,
2060200712, 120108, 102318,   98.8,  64.77,
2060200709, 120108, 101738,  123.6,  61.78,
2060200707, 120108, 101343,  150.6,  59.23,
2060200705, 120108, 101023,  175.1,  56.12,
2060200704, 120108, 100848,  200.0,  53.52,
2080200722, 012109, 105811,    7.4,  76.81,
2080200721, 012109, 105637,   15.2,  75.83,
2080200719, 012109, 105342,   24.1,  76.71,
2080200718, 012109, 105122,   35.0,  76.46,
2080200717, 012109, 105001,   44.8,  75.40,
2080200716, 012109, 104822,   60.2,  75.05,
2080200715, 012109, 104641,   74.0,  75.63,
2080200712, 012109, 104211,  100.4,  74.74,
2080200709, 012109, 103741,  124.4,  72.36,
2080200707, 012109, 103422,  149.6,  67.17,
2080200705, 012109, 103112,  175.1,  60.30,
2090200722, 021809, 073952,    8.9,  65.98,
2090200721, 021809, 073832,   18.1,  68.82,
2090200719, 021809, 073522,   24.4,  72.45,
2090200718, 021809, 073356,   35.4,  70.10,
2090200717, 021809, 073222,   44.4,  68.50,
2090200716, 021809, 073052,   59.2,  70.40,
2090200715, 021809, 072917,   75.6,  68.41,
2090200712, 021809, 072422,   98.9,  68.21,
2090200709, 021809, 071917,  125.7,  55.48,
2090200707, 021809, 071617,  149.3,  55.24,
2090200705, 021809, 071322,  174.4,  55.79,
2090200704, 021809, 071122,  199.5,  53.25,
2100200722, 042909, 073807,    5.3,  71.68,
2100200721, 042909, 073621,   14.6,  74.85,
2100200719, 042909, 073431,   24.8,  75.30,
2100200718, 042909, 073256,   34.9,  72.61,
2100200717, 042909, 073111,   45.4,  73.68,
2100200716, 042909, 072910,   59.3,  72.69,
2100200715, 042909, 072708,   74.4,  74.46,
2100200712, 042909, 072220,   99.9,  69.22,
2100200709, 042909, 071624,  125.6,  67.54,
2100200707, 042909, 071239,  149.9,  67.53,
2100200705, 042909, 070830,  176.0,  64.12,
2100200704, 042909, 070617,  199.5,  62.08,
2110200722, 052809, 072631,    4.7,  79.35,
2110200721, 052809, 072509,   15.4,  75.24,
2110200719, 052809, 072317,   25.2,  77.22,
2110200718, 052809, 072139,   35.5,  74.56,
2110200717, 052809, 072005,   45.5,  71.33,
2110200716, 052809, 071839,   60.0,  84.65,
2110200715, 052809, 071716,   75.7,  73.88,
2110200712, 052809, 071315,  100.3,  69.96,
2110200709, 052809, 070814,  124.6,  71.29,
2110200707, 052809, 070451,  149.8,  64.82,
2110200705, 052809, 070119,  175.4,  60.38,
2120200722, 070409, 071834,    5.4,  74.67,
2120200721, 070409, 071555,   15.3,  74.42,
2120200719, 070409, 071344,   24.3,  74.44,
2120200718, 070409, 071209,   35.1,  74.92,
2120200717, 070409, 071038,   44.3,  74.65,
2120200716, 070409, 070901,   60.2,  73.07,
2120200715, 070409, 070715,   74.5,  70.73,
2120200712, 070409, 070150,  100.3,  65.78,
2120200709, 070409, 065655,  124.6,  65.67,
2120200707, 070409, 065325,  150.3,  61.74,
2120200705, 070409, 064952,  174.8,  59.42,
2130201222, 072609, 102400,    5.7,  75.74,
2130201221, 072609, 101914,   15.2,  75.32,
2130201219, 072609, 101725,   25.3,  76.97,
2130201218, 072609, 101535,   35.3,  76.55,
2130201217, 072609, 101405,   45.2,  76.65,
2130201216, 072609, 101210,   59.9,  76.35,
2130201215, 072609, 101035,   74.8,  74.09,
2130201212, 072609, 100540,  100.2,  71.98,
2130201209, 072609, 100114,  124.7,  68.70,
2130201207, 072609, 095755,  149.6,  66.33,
2130201205, 072609, 095220,  174.6,  62.64,
2140200722, 081909, 074618,    6.0,  81.23,
2140200721, 081909, 074242,   14.4,  78.42,
2140200719, 081909, 074027,   24.3,  80.90,
2140200718, 081909, 073857,   35.6,  76.25,
2140200717, 081909, 073737,   45.6,  71.77,
2140200716, 081909, 073552,   58.7,  73.92,
2140200715, 081909, 073405,   73.7,  75.64,
2140200712, 081909, 072937,   98.9,  73.06,
2140200709, 081909, 072406,  124.7,  69.91,
2140200707, 081909, 072101,  153.1,  64.98,
2140200705, 081909, 071807,  174.6,  64.62,
2150200822, 092509, 071802,    5.3,  77.64,
2150200821, 092509, 071623,   15.0,  77.88,
2150200819, 092509, 071442,   24.9,  77.60,
2150200818, 092509, 071314,   35.6,  77.02,
2150200817, 092509, 071142,   44.5,  77.63,
2150200816, 092509, 070953,   61.6,  75.39,
2150200815, 092509, 070659,   69.1,  73.75,
2150200812, 092509, 070203,   99.7,  70.55,
2150200809, 092509, 065723,  123.9,  66.72,
2150200807, 092509, 065402,  149.4,  59.56,
2150200805, 092509, 065039,  175.2,  58.44,
2160200722, 110409, 072049,    4.8,  76.13,
2160200721, 110409, 071928,   17.0,  75.38,
2160200719, 110409, 071738,   23.5,  74.90,
2160200718, 110409, 071559,   34.2,  77.79,
2160200717, 110409, 071423,   45.4,  73.09,
2160200716, 110409, 071249,   58.7,  78.69,
2160200715, 110409, 071108,   75.3,  75.33,
2160200712, 110409, 070654,  100.0,  71.86,
2160200709, 110409, 070213,  125.3,  61.84,
2160200707, 110409, 065854,  150.1,  60.22,
2160200705, 110409, 065548,  174.9,  58.26,
2170200822, 121009, 071556,    4.8,  76.79,
2170200821, 121009, 071424,   14.2,  75.08,
2170200819, 121009, 071304,   24.7,  76.35,
2170200818, 121009, 071154,   34.9,  76.18,
2170200816, 121009, 070845,   59.3,  75.17,
2170200815, 121009, 070724,   75.0,  73.09,
2170200812, 121009, 070310,  100.5,  68.99,
2170200809, 121009, 065837,  125.8,  65.44,
2170200807, 121009, 065554,  149.9,  61.31,
2170200805, 121009, 065324,  174.5,  58.00,
2170200804, 121009, 065139,  200.0,  56.02,
2190200522, 031010, 183350,    4.7,  73.98,
2190200521, 031010, 183252,   15.6,  71.87,
2190200519, 031010, 183121,   25.5,  73.99,
2190200518, 031010, 183016,   36.1,  75.47,
2190200517, 031010, 182852,   45.6,  74.56,
2190200516, 031010, 182739,   59.9,  75.14,
2190200515, 031010, 182621,   75.3,  74.12,
2190200512, 031010, 182306,  101.3,  69.68,
2190200509, 031010, 181952,  125.4,  62.63,
2190200507, 031010, 181706,  150.8,  59.76,
2190200505, 031010, 181441,  172.8,  55.51,
2200200722, 040710, 070439,    4.8,  74.72,
2200200721, 040710, 070335,   15.2,  71.89,
2200200719, 040710, 070126,   25.6,  72.95,
2200200718, 040710, 070224,   35.3,  73.53,
2200200717, 040710, 070027,   45.4,  72.83,
2200200716, 040710, 065917,   59.7,  74.00,
2200200715, 040710, 065754,   76.6,  75.90,
2200200712, 040710, 065459,   99.8,  70.35,
2200200709, 040710, 065201,  124.6,  65.94,
2200200707, 040710, 064950,  151.1,  60.72,
2200200705, 040710, 064745,  175.6,  59.69,
2210200822, 051910, 070624,    4.2,  76.07,
2210200821, 051910, 070324,   14.8,  74.72,
2210200819, 051910, 070204,   24.7,  78.34,
2210200818, 051910, 070104,   35.3,  75.25,
2210200817, 051910, 065955,   45.4,  76.81,
2210200816, 051910, 065844,   60.4,  73.88,
2210200815, 051910, 065735,   74.5,  76.00,
2210200812, 051910, 065419,  100.0,  65.05,
2210200809, 051910, 065109,  125.5,  71.74,
2210200807, 051910, 064855,  150.4,  65.44,
2210200805, 051910, 064640,  175.3,  64.21,
2220200822, 060910, 070850,    5.6,  78.01,
2220200821, 060910, 070739,   15.3,  77.84,
2220200819, 060910, 070619,   25.0,  74.03,
2220200818, 060910, 070509,   36.0,  75.16,
2220200817, 060910, 070404,   45.7,  74.01,
2220200816, 060910, 070244,   61.5,  72.32,
2220200815, 060910, 070134,   74.1,  57.98,
2220200812, 060910, 065805,   98.2,  65.53,
2220200809, 060910, 065424,  124.8,  60.43,
2220200807, 060910, 065150,  146.6,  61.12,
2220200805, 060910, 064845,  175.8,  57.90,
2230200822, 070910, 090108,    5.7,  72.75,
2230200821, 070910, 085753,   15.0,  77.02,
2230200819, 070910, 085554,   25.0,  74.36,
2230200818, 070910, 085410,   35.1,  71.76,
2230200817, 070910, 085208,   44.3,  70.02,
2230200816, 070910, 085018,   59.5,  68.33,
2230200815, 070910, 084749,   74.4,  70.61,
2230200812, 070910, 084244,   99.3,  67.38,
2230200809, 070910, 083705,  125.1,  59.08,
2230200807, 070910, 083344,  149.1,  58.64,
2230200805, 070910, 083048,  174.9,  55.41,
2240200822, 080810, 072006,    5.7,  70.43,
2240200821, 080810, 071614,   15.2,  71.79,
2240200819, 080810, 071448,   25.3,  75.37,
2240200818, 080810, 071343,   35.6,  73.46,
2240200817, 080810, 071241,   45.2,  56.43,
2240200816, 080810, 071104,   60.6,  64.40,
2240200815, 080810, 070934,   75.5,  70.74,
2240200812, 080810, 070533,  100.2,  69.73,
2240200809, 080810, 070141,  125.2,  61.49,
2240200807, 080810, 065858,  150.3,  62.98,
2240200805, 080810, 065628,  175.1,  59.61,
2250200822, 090410, 103953,    5.4,  75.69,
2250200821, 090410, 103619,   14.9,  72.70,
2250200819, 090410, 103418,   25.6,  74.74,
2250200818, 090410, 103203,   35.2,  78.26,
2250200817, 090410, 103034,   45.5,  71.84,
2250200816, 090410, 102853,   60.2,  77.55,
2250200815, 090410, 102658,   76.0,  76.81,
2250200812, 090410, 102148,  100.5,  60.95,
2250200809, 090410, 101653,  125.5,  66.34,
2250200807, 090410, 101333,  150.2,  64.12,
2250200805, 090410, 100958,  175.4,  62.73,
2260200823, 100410, 071552,    7.5,  73.14,
2260200822, 100410, 071357,   16.1,  76.38,
2260200819, 100410, 071201,   26.0,  79.49,
2260200818, 100410, 071041,   35.0,  80.44,
2260200817, 100410, 070911,   45.9,  79.00,
2260200816, 100410, 070736,   61.1,  73.65,
2260200815, 100410, 070552,   75.3,  73.66,
2260200812, 100410, 070147,  100.6,  67.41,
2260200809, 100410, 065726,  125.5,  67.24,
2260200807, 100410, 065407,  150.4,  63.48,
2260200805, 100410, 065056,  174.9,  61.86,
2260200804, 100410, 064906,  199.8,  59.90,
2270200122, 112110, 063606,    5.2,  80.46,
2270200119, 112110, 063357,   24.8,  75.97,
2270200118, 112110, 063253,   35.5,  76.88,
2270200117, 112110, 063159,   44.9,  79.07,
2270200116, 112110, 063053,   59.3,  76.25,
2270200115, 112110, 062950,   74.8,  79.58,
2270200112, 112110, 062657,  100.4,  70.60,
2270200109, 112110, 062351,  124.7,  66.36,
2270200107, 112110, 062142,  150.0,  61.36,
2270200105, 112110, 061939,  174.7,  59.15,
2380200622, 122011, 061318,    5.0,  74.99,
2380200617, 122011, 060638,   43.8,  75.28,
2380200616, 122011, 060512,   59.4,  74.60,
2380200615, 122011, 060347,   73.9,  73.82,
2380200612, 122011, 060003,   99.5,  73.23,
2380200609, 122011, 055612,  123.6,  65.71,
2380200607, 122011, 055307,  149.5,  59.56,
2380200605, 122011, 055007,  175.6,  55.67,
2380200604, 122011, 054803,  199.6,  53.04,
2390200722, 011912, 065446,    5.5,  75.19,
2390200721, 011912, 065356,   14.9,  72.45,
2390200719, 011912, 065255,   25.1,  74.31,
2390200718, 011912, 065214,   33.8,  72.55,
2390200717, 011912, 065121,   44.6,  74.41,
2390200716, 011912, 065026,   61.1,  72.94,
2390200715, 011912, 064926,   76.1,  74.01,
2390200712, 011912, 064706,  101.5,  74.50,
2390200709, 011912, 064451,  126.5,  70.01,
2390200707, 011912, 064306,  151.0,  62.49,
2390200705, 011912, 064111,  175.1,  60.64,
2390200704, 011912, 063955,  199.4,  56.06,
2400200421, 032512, 183251,   15.5,  73.43,
2400200418, 032512, 183110,   36.2,  70.79,
2400200417, 032512, 182855,   45.2,  72.16,
2400200409, 032512, 181950,  125.9,  68.34,
2410201223, 050312, 215925,    5.9,  75.10,
2410201222, 050312, 215820,   14.4,  74.41,
2410201219, 050312, 215638,   23.9,  73.05,
2410201218, 050312, 215529,   34.5,  72.56,
2410201217, 050312, 215435,   43.9,  74.02,
2410201215, 050312, 215216,   73.1,  74.80,
2410201212, 050312, 214842,   98.3,  70.90,
2410201209, 050312, 214554,  124.2,  70.01,
2410201207, 050312, 214343,  150.8,  69.23,
2410201205, 050312, 214110,  174.9,  67.56,
2410201204, 050312, 213924,  199.5,  62.69,
2420201322, 060112, 041458,    4.9,  71.38,
2420201321, 060112, 041349,   14.8,  71.38,
2420201319, 060112, 041239,   24.4,  72.95,
2420201318, 060112, 041134,   36.1,  72.07,
2420201316, 060112, 040929,   59.5,  73.23,
2420201315, 060112, 040824,   74.9,  71.86,
2420201312, 060112, 040524,   99.7,  69.32,
2420201309, 060112, 040224,  126.1,  65.02,
2420201307, 060112, 040001,  148.5,  63.37,
2420201305, 060112, 035734,  175.6,  57.71,
2430200821, 062712, 162314,   14.5,  75.29,
2430200819, 062712, 162214,   25.6,  73.82,
2430200818, 062712, 162117,   34.8,  75.29,
2430200816, 062712, 161924,   59.8,  76.65,
2430200815, 062712, 161819,   74.8,  75.28,
2430200812, 062712, 161549,   99.8,  73.23,
2430200809, 062712, 161319,  124.0,  70.89,
2430200807, 062712, 161129,  150.3,  63.66,
2430200804, 062712, 160819,  199.7,  55.47,
2440200722, 080112, 065902,   10.5,  71.68,
2440200721, 080112, 065752,   16.1,  72.65,
2440200719, 080112, 065632,   25.8,  72.07,
2440200718, 080112, 065512,   35.1,  72.36,
2440200717, 080112, 065357,   45.4,  73.53,
2440200716, 080112, 065242,   60.4,  73.91,
2440200715, 080112, 065132,   75.1,  70.89,
2440200712, 080112, 064817,  100.4,  67.76,
2440200709, 080112, 064447,  125.6,  64.54,
