Hawaii Ocean Time-series : 09-Aug-2023 23:54:04
https://hahana.soest.hawaii.edu/hot/hot-dogs/bextraction.html

botid, date, time, press, pbact, 
#, mmddyy, hhmmss, dbar, #*1e5/ml, 
0220201407, 122090, 063251,  101.8,  0.633,
0220201403, 122090, 062911,  122.0,  0.289,
0220201401, 122090, 062707,  144.9,  0.077,
0220201509, 122090, 101403,    7.7,  1.704,
0220201506, 122090, 101056,   26.1,  1.610,
0220201504, 122090, 100904,   52.4,  1.100,
0220201503, 122090, 100742,   77.6,  1.026,
0230200515, 020391, 155405,    6.7,  1.748,
0230200514, 020391, 155301,   26.5,  1.603,
0230200513, 020391, 155201,   46.6,  2.129,
0230200512, 020391, 155029,   79.6,  1.466,
0230200511, 020391, 154920,  104.2,  1.292,
0230200510, 020391, 154811,  113.5,  0.925,
0230200509, 020391, 154715,  119.5,  0.664,
0230200507, 020391, 154559,  130.5,  0.557,
0230200506, 020391, 154342,  162.4,  0.149,
0230200504, 020391, 154159,  185.0,  0.000,
0240200723, 030891, 224749,    4.5,  1.993,
0240200722, 030891, 224618,   31.1,  2.112,
0240200721, 030891, 224450,   49.6,  2.184,
0240200720, 030891, 224313,   72.9,  0.916,
0240200719, 030891, 224152,  101.7,  0.595,
0240200717, 030891, 223903,  124.6,  0.372,
0240200716, 030891, 223721,  139.5,  0.189,
0240200714, 030891, 223433,  147.6,  0.031,
0240200713, 030891, 223322,  156.0,  0.076,
0240200712, 030891, 223201,  179.9,  0.072,
0250201317, 041191, 094900,    8.2,  1.791,
0250201316, 041191, 094719,   27.7,  1.877,
0250201315, 041191, 094611,   46.9,  1.849,
0250201314, 041191, 094443,   76.9,  2.244,
0250201312, 041191, 094302,   92.1,  1.926,
0250201311, 041191, 094209,  102.2,  1.597,
0250201308, 041191, 094043,  107.2,  1.060,
0250201307, 041191, 093956,  117.0,  0.730,
0250201306, 041191, 093800,  131.4,  0.280,
0250201305, 041191, 093707,  140.5,  0.191,
0250201304, 041191, 093601,  155.7,  0.059,
0250201303, 041191, 093443,  181.0,  0.017,
0260200722, 050991, 122528,   25.4,  1.620,
0260200721, 050991, 122420,   47.7,  1.580,
0260200720, 050991, 122246,   80.5,  1.846,
0270200720, 060591, 101708,    6.1,  2.175,
0270200714, 060591, 101422,   27.4,  2.035,
0270200713, 060591, 101244,   50.5,  2.080,
0270200712, 060591, 101127,   79.8,  2.019,
0270200711, 060591, 101017,  105.8,  1.282,
0270200710, 060591, 100853,  132.1,  0.572,
0270200708, 060591, 100744,  141.0,  0.285,
0270200706, 060591, 100611,  157.1,  0.098,
0270200705, 060591, 100502,  184.4,  0.037,
0280200617, 071091, 105929,    8.8,  1.077,
0280200616, 071091, 105829,   28.1,  0.530,
0280200615, 071091, 105727,   50.0,  1.770,
0280200614, 071091, 105630,   77.5,  2.018,
0280200613, 071091, 105544,   98.0,  0.227,
0280200612, 071091, 105447,  110.0,  1.883,
0280200611, 071091, 105335,  120.2,  0.167,
0280200607, 071091, 105202,  130.9,  0.074,
0280200606, 071091, 105100,  139.0,  0.024,
0280200605, 071091, 104952,  154.7,  0.005,
0290201214, 081191, 072934,    5.8,  1.521,
0290201213, 081191, 072840,   24.9,  1.605,
0290201212, 081191, 072739,   49.4,  1.986,
0290201211, 081191, 072633,   77.2,  2.417,
0290201210, 081191, 072533,  101.8,  2.093,
0290201209, 081191, 072446,  111.8,  2.059,
0290201208, 081191, 072405,  117.0,  1.662,
0290201207, 081191, 072317,  121.5,  0.953,
0290201206, 081191, 072219,  131.2,  0.200,
0290201205, 081191, 072107,  155.1,  0.174,
0290201204, 081191, 071952,  184.1,  0.028,
0300201515, 091991, 095901,   13.5,  1.945,
0300201512, 091991, 095716,   33.1,  2.312,
0300201510, 091991, 095600,   52.2,  2.450,
0300201509, 091991, 095443,   81.6,  1.886,
0300201507, 091991, 095310,  107.3,  0.497,
0300201506, 091991, 095151,  132.5,  0.218,
0300201504, 091991, 094958,  157.6,  0.081,
0300201503, 091991, 094710,  186.2,  0.024,
0310201320, 102291, 101003,    7.2,  1.486,
0310201317, 102291, 100756,   27.2,  1.568,
0310201315, 102291, 100629,   46.8,  1.796,
0310201314, 102291, 100531,   60.1,  1.882,
0310201313, 102291, 100429,   75.4,  1.585,
0310201312, 102291, 100329,   87.8,  0.785,
0310201310, 102291, 100200,  101.0,  0.475,
0310201309, 102291, 100107,  111.8,  0.308,
0310201308, 102291, 100011,  125.4,  0.001,
0310201307, 102291, 095829,  152.3,  0.106,
0310201306, 102291, 095743,  158.9,  0.063,
0360201423, -00009, -00009,    7.3,  0.573,
0360201422, -00009, -00009,   28.1,  1.422,
0360201421, -00009, -00009,   48.1,  1.560,
0360201420, -00009, -00009,   78.6,  1.465,
0360201419, -00009, -00009,  104.4,  0.661,
0360201418, -00009, -00009,  114.5,  0.541,
0360201417, -00009, -00009,  124.5,  0.525,
0360201416, -00009, -00009,  129.3,  0.431,
0360201414, -00009, -00009,  140.0,  0.249,
0360201413, -00009, -00009,  144.4,  0.176,
0360201412, -00009, -00009,  154.3,  0.132,
0360201410, -00009, -00009,  178.7,  0.008,
0370201217, 061092, 100258,    9.0,  1.063,
0370201216, 061092, 100159,   28.8,  1.504,
0370201215, 061092, 100047,   48.4,  1.651,
0370201214, 061092, 095915,   79.0,  1.256,
0370201213, 061092, 095757,  104.4,  0.796,
0370201212, 061092, 095701,  119.3,  0.703,
0370201211, 061092, 095620,  123.7,  0.650,
0370201210, 061092, 095521,  129.0,  0.622,
0370201209, 061092, 095429,  134.0,  0.480,
0370201208, 061092, 095324,  139.0,  0.450,
0370201207, 061092, 095206,  156.5,  0.216,
0370201206, 061092, 095010,  180.3,  0.065,
0380201619, 070692, 132331,    9.6,  1.240,
0380201618, 070692, 132226,   29.3,  0.810,
0380201617, 070692, 132136,   47.5,  1.161,
0380201616, 070692, 132037,   78.4,  1.410,
0380201614, 070692, 131905,   98.8,  0.984,
0380201613, 070692, 131821,  109.0,  0.520,
0380201612, 070692, 131741,  114.1,  0.424,
0380201611, 070692, 131702,  119.0,  0.363,
0380201610, 070692, 131623,  124.8,  0.335,
0380201609, 070692, 131540,  134.9,  0.198,
0380201608, 070692, 131444,  154.6,  0.075,
0380201607, 070692, 131332,  179.0,  0.021,
0390200517, 080592, 073823,    9.8,  1.106,
0390200516, 080592, 073723,   29.9,  1.363,
0390200514, 080592, 073611,   49.0,  1.345,
0390200513, 080592, 073516,   64.5,  1.150,
0390200512, 080592, 073413,   79.7,  1.093,
0390200511, 080592, 073326,   88.8,  0.971,
0390200510, 080592, 073231,  104.4,  0.741,
0390200509, 080592, 073124,  119.7,  0.492,
0390200508, 080592, 073032,  128.6,  0.315,
0390200507, 080592, 072935,  141.0,  0.225,
0390200506, 080592, 072818,  158.6,  0.141,
0390200505, 080592, 072657,  177.3,  0.087,
0400201514, -00009, -00009,   44.9,  1.251,
0400201513, -00009, -00009,   60.1,  1.369,
0400201512, -00009, -00009,   74.1,  1.460,
0400201511, -00009, -00009,   89.3,  1.371,
0400201510, -00009, -00009,   99.6,  1.296,
0400201509, -00009, -00009,  109.5,  0.979,
0400201508, -00009, -00009,  124.7,  0.700,
0400201507, -00009, -00009,  134.7,  0.304,
0400201506, -00009, -00009,  149.9,  0.215,
0400201505, -00009, -00009,  174.8,  0.002,
0420200512, -00009, -00009,    5.0,  1.337,
0420200511, -00009, -00009,   25.0,  1.411,
0420200510, -00009, -00009,   60.0,  1.362,
0420200509, -00009, -00009,   80.0,  1.397,
0420200508, -00009, -00009,   90.0,  0.536,
0420200507, -00009, -00009,  100.0,  0.462,
0420200506, -00009, -00009,  110.0,  0.197,
0420200505, -00009, -00009,  125.0,  0.045,
0420200504, -00009, -00009,  150.0,  0.013,
0420200503, -00009, -00009,  175.0,  0.000,
0430200212, -00009, -00009,    5.0,  1.560,
0430200210, -00009, -00009,   45.0,  1.494,
0430200209, -00009, -00009,   75.0,  1.505,
0430200208, -00009, -00009,   90.0,  1.275,
0430200207, -00009, -00009,  100.0,  0.793,
0430200206, -00009, -00009,  110.0,  0.507,
0430200205, -00009, -00009,  120.0,  0.293,
0430200204, -00009, -00009,  130.0,  0.215,
0430200203, -00009, -00009,  140.0,  0.164,
0430200202, -00009, -00009,  150.0,  0.145,
0440201312, 012193, 114728,    5.2,  1.943,
0440201311, 012193, 114612,   24.7,  1.962,
0440201310, 012193, 114512,   43.4,  2.005,
0440201309, 012193, 114355,   74.6,  1.896,
0440201308, 012193, 114258,   90.0,  1.402,
0440201306, 012193, 114106,  113.4,  0.455,
0440201305, 012193, 114002,  124.5,  0.189,
0440201304, 012193, 113843,  150.9,  0.059,
0440201303, 012193, 113719,  176.5,  0.004,
0450201521, -00009, -00009,    5.8,  1.371,
0450201520, -00009, -00009,   26.1,  1.515,
0450201519, -00009, -00009,   46.0,  1.873,
0450201518, -00009, -00009,   64.9,  1.292,
0450201517, -00009, -00009,   71.0,  1.527,
0450201516, 021893, 094807,   75.5,  1.139,
0450201515, 021893, 094627,   85.2,  0.897,
0450201514, 021893, 094501,   95.2,  0.812,
0450201513, 021893, 094357,  105.2,  0.722,
0450201512, 021893, 094300,  125.2,  0.153,
0450201511, 021893, 094205,  150.9,  0.059,
0450201510, 021893, 094111,  176.6,  0.005,
0460200924, 041593, 074146,    5.8,  1.284,
0460200923, 041593, 073917,   23.7,  1.517,
0460200922, 041593, 073706,   43.8,  1.638,
0460200921, 041593, 073446,   74.2,  1.745,
0460200920, 041593, 073259,   89.6,  1.658,
0460200919, 041593, 073056,  100.2,  1.651,
0460200918, 041593, 072907,  103.7,  1.610,
0460200917, 041593, 072714,  109.2,  1.047,
0460200911, 041593, 071518,  119.5,  1.128,
0460200909, 041593, 071047,  135.1,  0.478,
0460200908, 041593, 070838,  149.8,  0.256,
0460200903, 041593, 065936,  173.1,  0.073,
0470200323, 052093, 075043,   24.5,  1.752,
0470200322, 052093, 074926,   45.1,  1.707,
0470200321, 052093, 074754,   75.7,  2.483,
0470200320, 052093, 074629,  100.7,  1.801,
0470200319, 052093, 074528,  109.4,  1.460,
0470200318, 052093, 074420,  119.2,  1.141,
0470200317, 052093, 074250,  128.8,  0.657,
0470200316, 052093, 074152,  135.1,  0.555,
0470200310, 052093, 073817,  144.1,  0.464,
0470200309, 052093, 073646,  160.8,  0.261,
0470200308, 052093, 073515,  174.7,  0.042,
0490201723, 091593, 100623,    5.2,  0.759,
0490201721, 091593, 100432,   25.1,  0.797,
0490201719, 091593, 100239,   46.2,  0.734,
0490201716, 091593, 095929,   76.0,  0.746,
0490201714, 091593, 095653,  100.7,  0.515,
0490201713, 091593, 095515,  115.9,  0.253,
0490201712, 091593, 095338,  120.7,  0.213,
0490201711, 091593, 095228,  125.9,  0.156,
0490201710, 091593, 095104,  130.1,  0.167,
0490201709, 091593, 094929,  139.9,  0.125,
0490201708, 091593, 094803,  149.8,  0.079,
0490201706, 091593, 094559,  175.6,  0.014,
0500201419, 103093, 092427,    5.7,  2.071,
0500201418, 103093, 092246,   25.8,  1.748,
0500201417, 103093, 092106,   47.4,  1.520,
0500201415, 103093, 091825,   74.4,  1.880,
0500201414, 103093, 091652,   90.0,  1.060,
0500201413, 103093, 091531,  100.4,  0.614,
0500201411, 103093, 091254,  115.6,  0.325,
0500201410, 103093, 091128,  119.7,  0.264,
0500201409, 103093, 091009,  125.6,  0.229,
0500201408, 103093, 090837,  137.1,  0.124,
0500201407, 103093, 090700,  151.7,  0.030,
0500201406, 103093, 090507,  175.1,  0.002,
0510201317, 012194, 134205,    7.1,  1.265,
0510201315, 012194, 134004,   27.0,  1.341,
0510201314, 012194, 133847,   46.3,  1.413,
0510201312, 012194, 133607,   75.0,  1.336,
0510201311, 012194, 133448,   89.6,  1.365,
0510201310, 012194, 133335,  100.1,  1.116,
0510201309, 012194, 133208,  116.0,  0.499,
0510201308, 012194, 133058,  126.1,  0.371,
0510201307, 012194, 132951,  135.3,  0.302,
0510201306, 012194, 132820,  148.8,  0.155,
0510201305, 012194, 132635,  173.7,  0.009,
0520201316, 021894, 084037,    6.3,  2.387,
0520201315, 021894, 083907,   25.8,  2.363,
0520201314, 021894, 083738,   44.2,  2.060,
0520201313, 021894, 083603,   60.5,  1.813,
0520201312, 021894, 083438,   77.5,  1.349,
0520201311, 021894, 083342,   86.1,  1.434,
0520201310, 021894, 083222,  102.1,  1.624,
0520201309, 021894, 083058,  126.4,  1.165,
0520201308, 021894, 082956,  135.6,  1.037,
0520201307, 021894, 082843,  149.8,  1.294,
0520201306, 021894, 082712,  174.0,  0.218,
0520201305, 021894, 082526,  191.9,  0.160,
0530201516, 031094, 085819,    4.5,  1.681,
0530201515, 031094, 085707,   24.4,  1.980,
0530201514, 031094, 085604,   44.5,  2.056,
0530201513, 031094, 085457,   74.7,  2.251,
0530201512, 031094, 085345,   99.4,  2.403,
0530201511, 031094, 085213,  124.6,  1.553,
0530201510, 031094, 085103,  141.0,  0.734,
0530201509, 031094, 085009,  145.1,  0.711,
0530201508, 031094, 084919,  150.0,  0.417,
0530201507, 031094, 084827,  154.6,  0.488,
0530201506, 031094, 084732,  160.5,  0.361,
0530201505, 031094, 084637,  176.1,  0.139,
0540200415, 061894, 203509,    5.1,  1.611,
0540200414, 061894, 203329,   24.0,  1.708,
0540200413, 061894, 203143,   44.4,  1.901,
0540200412, 061894, 202924,   74.9,  1.810,
0540200411, 061894, 202719,   98.7,  1.824,
0540200410, 061894, 202711,   98.7,  1.815,
0540200409, 061894, 202510,  126.0,  1.095,
0540200408, 061894, 202329,  140.4,  0.634,
0540200407, 061894, 202156,  150.0,  0.566,
0540200406, 061894, 202004,  160.3,  0.409,
0540200405, 061894, 201825,  175.1,  0.204,
0550201312, 072694, 121000,    5.2,  1.977,
0550201311, 072694, 120824,   24.9,  2.132,
0550201310, 072694, 120645,   43.6,  2.416,
0550201309, 072694, 120516,   74.6,  1.766,
0550201308, 072694, 120326,  100.6,  0.716,
0550201307, 072694, 120156,  109.9,  0.394,
0550201306, 072694, 120028,  123.8,  0.289,
0550201305, 072694, 115806,  150.5,  0.115,
0550201304, 072694, 115602,  173.7,  0.010,
0560201424, 083194, 101551,    5.1,  2.002,
0560201423, 083194, 101438,    9.9,  2.079,
0560201422, 083194, 101311,   25.4,  1.968,
0560201421, 083194, 101144,   34.5,  2.020,
0560201420, 083194, 101014,   45.0,  2.256,
0560201419, 083194, 100843,   59.8,  3.724,
0560201418, 083194, 100705,   74.4,  2.376,
0560201416, 083194, 100402,  100.2,  0.763,
0560201412, 083194, 095853,  149.6,  0.089,
0560201411, 083194, 095718,  165.6,  0.062,
0560201410, 083194, 095608,  174.8,  0.058,
0570201216, 092494, 080853,    5.7,  1.949,
0570201214, 092494, 080720,   25.5,  2.021,
0570201213, 092494, 080536,   45.7,  2.085,
0570201212, 092494, 080321,   75.6,  2.100,
0570201211, 092494, 080221,   85.3,  2.018,
0570201210, 092494, 080122,   95.3,  1.935,
0570201209, 092494, 080027,  100.5,  1.743,
0570201208, 092494, 075932,  111.7,  0.971,
0570201207, 092494, 075818,  126.1,  0.487,
0570201206, 092494, 075703,  150.9,  0.154,
0570201205, 092494, 075551,  174.6,  0.018,
0580201512, 101694, 111329,    5.0,  1.823,
0580201511, 101694, 111154,   24.5,  1.900,
0580201510, 101694, 111020,   45.6,  2.150,
0580201509, 101694, 110829,   75.5,  2.299,
0580201508, 101694, 110651,  101.2,  1.477,
0580201507, 101694, 110512,  125.8,  0.499,
0580201506, 101694, 110329,  151.7,  0.116,
0580201505, 101694, 110137,  177.8,  0.010,
0590200615, 112094, 104440,    5.6,  1.844,
0590200614, 112094, 104245,   26.1,  1.736,
0590200613, 112094, 104124,   45.9,  1.778,
0590200612, 112094, 103940,   76.1,  1.637,
0590200611, 112094, 103831,   90.1,  1.247,
0590200610, 112094, 103728,   99.4,  0.885,
0590200609, 112094, 103625,  109.9,  0.341,
0590200608, 112094, 103511,  128.6,  0.151,
0590200607, 112094, 103245,  149.4,  0.019,
0590200606, 112094, 103116,  175.9,  0.000,
0600200616, 020795, 091418,    5.6,  1.541,
0600200614, 020795, 091236,   24.5,  1.627,
0600200613, 020795, 091056,   44.8,  1.638,
0600200612, 020795, 090835,   75.7,  2.224,
0600200611, 020795, 090629,  101.2,  2.037,
0600200610, 020795, 090507,  114.2,  1.506,
0600200609, 020795, 090353,  123.9,  0.783,
0600200608, 020795, 090257,  134.3,  0.520,
0600200607, 020795, 090202,  140.8,  0.432,
0600200606, 020795, 090059,  150.9,  0.239,
0600200605, 020795, 085929,  174.6,  0.075,
0610201312, 030595, 114219,    4.8,  2.232,
0610201311, 030595, 114027,   25.4,  2.172,
0610201310, 030595, 113845,   44.8,  2.284,
0610201309, 030595, 113709,   74.5,  0.962,
0610201308, 030595, 113520,  100.8,  0.492,
0610201307, 030595, 113314,  124.3,  0.126,
0610201306, 030595, 113126,  150.6,  0.016,
0610201305, 030595, 112911,  174.0,  0.006,
0620201415, 040795, 100406,    4.7,  1.580,
0620201414, 040795, 100230,   24.5,  1.515,
0620201413, 040795, 100055,   44.4,  1.830,
0620201412, 040795, 095858,   74.2,  2.309,
0620201411, 040795, 095719,  100.6,  2.010,
0620201410, 040795, 095440,  125.8,  0.649,
0620201409, 040795, 095327,  134.3,  0.401,
0620201408, 040795, 095221,  137.5,  0.338,
0620201407, 040795, 095049,  145.4,  0.323,
0620201406, 040795, 094950,  149.5,  0.291,
0620201405, 040795, 094753,  174.6,  0.121,
0630201317, 050895, 091727,    4.9,  2.268,
0630201315, 050895, 091548,   24.5,  2.288,
0630201314, 050895, 091400,   45.2,  2.832,
0630201313, 050895, 091227,   75.0,  2.634,
0630201312, 050895, 091102,   99.4,  2.842,
0630201311, 050895, 091006,  110.0,  2.575,
0630201310, 050895, 090918,  115.2,  2.266,
0630201309, 050895, 090824,  120.1,  2.282,
0630201308, 050895, 090729,  125.0,  1.292,
0630201307, 050895, 090554,  150.6,  0.210,
0630201306, 050895, 090427,  175.7,  0.055,
0640201518, 073195, 180223,    4.3,  2.077,
0640201516, 073195, 180048,   25.0,  2.252,
0640201514, 073195, 175858,   39.9,  2.738,
0640201513, 073195, 175709,   59.6,  1.982,
0640201512, 073195, 175502,   79.1,  1.142,
0640201510, 073195, 175319,   89.9,  0.586,
0640201508, 073195, 175116,   99.4,  0.075,
0640201506, 073195, 174911,  150.1,  0.212,
0650210008, 082995, -00009,    5.0,  2.071,
0650210007, 082995, -00009,   25.0,  2.216,
0650210006, 082995, -00009,   45.0,  2.147,
0650210004, 082995, -00009,  100.0,  1.079,
0650210003, 082995, -00009,  125.0,  0.341,
0650210002, 082995, -00009,  150.0,  0.025,
0660201418, 092895, 100216,    4.9,  2.238,
0660201417, 092895, 100058,   16.0,  2.317,
0660201416, 092895, 100010,   24.8,  2.298,
0660201415, 092895, 095904,   34.9,  2.599,
0660201414, 092895, 095806,   44.2,  2.646,
0660201413, 092895, 095714,   54.7,  2.947,
0660201412, 092895, 095624,   64.5,  2.856,
0660201411, 092895, 095526,   74.6,  1.853,
0660201410, 092895, 095416,   94.1,  1.645,
0660201409, 092895, 095332,   99.3,  1.603,
0660201408, 092895, 095232,  110.7,  0.553,
0660201407, 092895, 095125,  124.9,  0.259,
0660201406, 092895, 095009,  149.7,  0.039,
0660201405, 092895, 094839,  174.3,  0.014,
0670210008, 102795, -00009,    5.0,  2.641,
0670210007, 102795, -00009,   25.0,  2.532,
0670210006, 102795, -00009,   45.0,  2.695,
0670210005, 102795, -00009,   75.0,  2.740,
0670210004, 102795, -00009,  100.0,  0.622,
0670210003, 102795, -00009,  125.0,  0.283,
0670210002, 102795, -00009,  150.0,  0.115,
0670210001, 102795, -00009,  175.0,  0.046,
0680210008, 111795, -00009,    5.0,  2.823,
0680210007, 111795, -00009,   25.0,  2.818,
0680210006, 111795, -00009,   45.0,  2.766,
0680210005, 111795, -00009,   75.0,  1.965,
0680210004, 111795, -00009,  100.0,  0.831,
0680210003, 111795, -00009,  125.0,  0.168,
0680210002, 111795, -00009,  150.0,  0.027,
0690210008, 011796, -00009,    5.0,  2.457,
0690210007, 011796, -00009,   25.0,  2.475,
0690210006, 011796, -00009,   45.0,  2.419,
0690210005, 011796, -00009,   75.0,  2.868,
0690210004, 011796, -00009,  100.0,  1.939,
0690210003, 011796, -00009,  125.0,  0.193,
0690210002, 011796, -00009,  150.0,  0.067,
0700210008, 032796, -00009,    5.0,  3.399,
0700210007, 032796, -00009,   25.0,  3.360,
0700210006, 032796, -00009,   45.0,  3.587,
0700210005, 032796, -00009,   75.0,  3.293,
0700210004, 032796, -00009,  100.0,  2.655,
0700210003, 032796, -00009,  125.0,  0.948,
0700210001, 032796, -00009,  175.0,  0.090,
0710210008, 042496, -00009,    5.0,  2.513,
0710210007, 042496, -00009,   25.0,  2.453,
0710210006, 042496, -00009,   45.0,  2.473,
0710210005, 042496, -00009,   75.0,  3.193,
0710210004, 042496, -00009,  100.0,  3.608,
0710210003, 042496, -00009,  125.0,  1.358,
0720210008, 052296, -00009,    5.0,  1.989,
0720210007, 052296, -00009,   25.0,  1.996,
0720210006, 052296, -00009,   45.0,  2.248,
0720210005, 052296, -00009,   75.0,  2.984,
0720210004, 052296, -00009,  100.0,  1.810,
0720210003, 052296, -00009,  125.0,  0.389,
0720210002, 052296, -00009,  150.0,  0.180,
0730210008, 062696, -00009,    5.0,  1.905,
0730210007, 062696, -00009,   25.0,  2.007,
0730210006, 062696, -00009,   45.0,  2.358,
0730210005, 062696, -00009,   75.0,  2.492,
0730210004, 062696, -00009,  100.0,  3.067,
0730210003, 062696, -00009,  125.0,  1.485,
0730210002, 062696, -00009,  150.0,  0.562,
0740210008, 072796, -00009,    5.0,  1.735,
0740210007, 072796, -00009,   25.0,  1.713,
0740210006, 072796, -00009,   45.0,  1.752,
0740210005, 072796, -00009,   75.0,  2.600,
0740210004, 072796, -00009,  100.0,  1.704,
0740210003, 072796, -00009,  125.0,  0.659,
0740210002, 072796, -00009,  150.0,  0.195,
0750210008, 082196, -00009,    5.0,  2.620,
0750210007, 082196, -00009,   25.0,  2.669,
0750210006, 082196, -00009,   45.0,  3.694,
0750210005, 082196, -00009,   75.0,  3.000,
0750210004, 082196, -00009,  100.0,  2.246,
0750210003, 082196, -00009,  125.0,  0.704,
0750210002, 082196, -00009,  150.0,  0.109,
0750210001, 082196, -00009,  175.0,  0.098,
0760210008, 100296, -00009,    5.0,  2.511,
0760210007, 100296, -00009,   25.0,  2.686,
0760210006, 100296, -00009,   45.0,  2.818,
0760210005, 100296, -00009,   75.0,  1.703,
0760210003, 100296, -00009,  125.0,  0.166,
0760210002, 100296, -00009,  150.0,  0.066,
0770210008, 103096, -00009,    5.0,  2.014,
0770210007, 103096, -00009,   25.0,  2.131,
0770210006, 103096, -00009,   45.0,  2.020,
0770210005, 103096, -00009,   75.0,  1.961,
0770210004, 103096, -00009,  100.0,  0.625,
0770210003, 103096, -00009,  125.0,  0.231,
0770210002, 103096, -00009,  150.0,  0.202,
0770210001, 103096, -00009,  175.0,  0.050,
0780210008, 121196, -00009,    5.0,  2.347,
0780210007, 121196, -00009,   25.0,  2.425,
0780210006, 121196, -00009,   45.0,  2.389,
0780210005, 121196, -00009,   75.0,  2.244,
0780210004, 121196, -00009,  100.0,  1.349,
0780210003, 121196, -00009,  125.0,  0.341,
0780210002, 121196, -00009,  150.0,  0.280,
0790210008, 010897, -00009,    5.0,  2.557,
0790210007, 010897, -00009,   25.0,  2.567,
0790210006, 010897, -00009,   45.0,  2.417,
0790210005, 010897, -00009,   75.0,  1.741,
0790210004, 010897, -00009,  100.0,  0.665,
0790210003, 010897, -00009,  125.0,  0.385,
0790210002, 010897, -00009,  150.0,  0.498,
0790210001, 010897, -00009,  175.0,  0.053,
0800210008, 021897, -00009,    5.0,  2.331,
0800210007, 021897, -00009,   25.0,  2.258,
0800210006, 021897, -00009,   45.0,  2.384,
0800210005, 021897, -00009,   75.0,  2.582,
0800210004, 021897, -00009,  100.0,  1.796,
0800210003, 021897, -00009,  125.0,  0.873,
0800210001, 021897, -00009,  175.0,  0.211,
0810210008, 031297, -00009,    5.0,  2.582,
0810210007, 031297, -00009,   25.0,  2.708,
0810210006, 031297, -00009,   45.0,  3.116,
0810210005, 031297, -00009,   75.0,  1.994,
0810210004, 031297, -00009,  100.0,  1.391,
0810210003, 031297, -00009,  125.0,  0.396,
0810210002, 031297, -00009,  150.0,  0.110,
0820210008, 040997, -00009,    5.0,  1.893,
0820210007, 040997, -00009,   25.0,  2.229,
0820210006, 040997, -00009,   45.0,  2.246,
0820210005, 040997, -00009,   75.0,  0.637,
0820210004, 040997, -00009,  100.0,  0.333,
0820210003, 040997, -00009,  125.0,  0.026,
0820210002, 040997, -00009,  150.0,  0.001,
0820210001, 040997, -00009,  175.0,  0.036,
0830210008, 050797, -00009,    5.0,  2.111,
0830210007, 050797, -00009,   25.0,  2.204,
0830210006, 050797, -00009,   45.0,  2.164,
0830210005, 050797, -00009,   75.0,  2.475,
0830210004, 050797, -00009,  100.0,  1.352,
0830210003, 050797, -00009,  125.0,  0.428,
0830210002, 050797, -00009,  150.0,  0.115,
0830210001, 050797, -00009,  175.0,  0.026,
0840210008, 060497, -00009,    5.0,  1.462,
0840210007, 060497, -00009,   25.0,  1.476,
0840210006, 060497, -00009,   45.0,  1.944,
0840210005, 060497, -00009,   75.0,  1.805,
0840210004, 060497, -00009,  100.0,  1.880,
0840210003, 060497, -00009,  125.0,  0.924,
0840210002, 060497, -00009,  150.0,  0.155,
0840210001, 060497, -00009,  175.0,  0.010,
0850210008, 070997, -00009,    5.0,  2.182,
0850210007, 070997, -00009,   25.0,  2.199,
0850210006, 070997, -00009,   45.0,  2.172,
0850210005, 070997, -00009,   75.0,  2.651,
0850210004, 070997, -00009,  100.0,  2.104,
0850210003, 070997, -00009,  125.0,  0.672,
0850210002, 070997, -00009,  150.0,  0.146,
0860210008, 080297, -00009,    5.0,  2.865,
0860210007, 080297, -00009,   25.0,  2.891,
0860210006, 080297, -00009,   45.0,  3.553,
0860210005, 080297, -00009,   75.0,  3.475,
0860210004, 080297, -00009,  100.0,  3.066,
0860210003, 080297, -00009,  125.0,  0.541,
0860210002, 080297, -00009,  150.0,  0.200,
0860210001, 080297, -00009,  175.0,  0.219,
0870210008, 092597, -00009,    5.0,  2.528,
0870210007, 092597, -00009,   25.0,  2.533,
0870210006, 092597, -00009,   45.0,  2.184,
0870210005, 092597, -00009,   75.0,  3.147,
0870210004, 092597, -00009,  100.0,  2.938,
0870210003, 092597, -00009,  125.0,  0.924,
0870210002, 092597, -00009,  150.0,  0.254,
0890210008, 011198, -00009,    5.0,  2.154,
0890210007, 011198, -00009,   25.0,  1.895,
0890210006, 011198, -00009,   45.0,  2.007,
0890210005, 011198, -00009,   75.0,  0.952,
0890210004, 011198, -00009,  100.0,  0.759,
0890210003, 011198, -00009,  125.0,  0.401,
0890210002, 011198, -00009,  150.0,  0.032,
0890210001, 011198, -00009,  175.0,  0.065,
0900210008, 021998, -00009,    5.0,  1.861,
0900210007, 021998, -00009,   25.0,  2.185,
0900210006, 021998, -00009,   45.0,  2.142,
0900210005, 021998, -00009,   75.0,  2.419,
0900210004, 021998, -00009,  100.0,  0.957,
0900210003, 021998, -00009,  125.0,  0.330,
0910210008, 031898, -00009,    5.0,  2.358,
0910210007, 031898, -00009,   25.0,  2.760,
0910210006, 031898, -00009,   45.0,  2.862,
0910210005, 031898, -00009,   75.0,  2.090,
0910210004, 031898, -00009,  100.0,  0.756,
0910210003, 031898, -00009,  125.0,  0.361,
0910210002, 031898, -00009,  150.0,  0.168,
0910210001, 031898, -00009,  175.0,  0.109,
0920210008, 041598, -00009,    5.0,  1.369,
0920210007, 041598, -00009,   25.0,  1.487,
