Hawaii Ocean Time-series : 09-Aug-2023 23:54:04
https://hahana.soest.hawaii.edu/hot/hot-dogs/bextraction.html

botid, date, time, press, pbact, 
#, mmddyy, hhmmss, dbar, #*1e5/ml, 
1670200917, 020205, 130228,   25.1,  1.693,
1670200914, 020205, 130049,   44.9,  1.467,
1670200911, 020205, 125848,   74.5,  0.492,
1670200908, 020205, 125708,  100.3,  0.266,
1670200905, 020205, 125528,  125.0,  0.132,
1670200904, 020205, 125348,  151.0,  0.010,
1670200903, 020205, 125218,  174.7,  0.002,
1680200920, 030505, 125609,    5.5,  1.141,
1680200917, 030505, 125417,   25.1,  1.152,
1680200914, 030505, 125209,   44.4,  1.258,
1680200911, 030505, 125014,   75.0,  2.023,
1680200908, 030505, 124831,   99.6,  0.481,
1680200905, 030505, 124619,  125.3,  0.226,
1680200904, 030505, 124450,  150.0,  0.035,
1680200903, 030505, 124314,  173.9,  0.006,
1690201420, 051905, 130027,   13.4,  0.199,
1690201417, 051905, 125813,   25.9,  0.360,
1690201414, 051905, 125552,   43.2,  0.340,
1690201411, 051905, 125328,   75.9,  0.532,
1690201408, 051905, 125054,   99.8,  0.711,
1690201405, 051905, 124751,  124.4,  0.538,
1690201404, 051905, 124547,  149.7,  0.216,
1690201403, 051905, 124326,  175.0,  0.182,
1700200920, 061505, 135709,   13.5,  0.556,
1700200917, 061505, 135459,   24.9,  0.453,
1700200914, 061505, 135305,   43.7,  0.432,
1700200911, 061505, 135109,   75.2,  0.412,
1700200908, 061505, 134930,   99.5,  0.721,
1700200905, 061505, 134730,  125.1,  0.303,
1700200904, 061505, 134435,  149.8,  0.025,
1700200903, 061505, 134250,  175.5,  0.028,
1710201020, 071705, 132434,    4.9,  0.526,
1710201017, 071705, 132234,   25.4,  0.570,
1710201014, 071705, 132030,   45.3,  0.435,
1710201011, 071705, 131734,   75.0,  0.551,
1710201008, 071705, 131510,  100.6,  0.833,
1710201005, 071705, 131251,  125.0,  0.592,
1710201004, 071705, 131103,  150.1,  0.266,
1710201003, 071705, 130854,  174.8,  0.059,
1720200920, 081405, 125321,    4.8,  0.586,
1720200917, 081405, 125131,   24.9,  0.539,
1720200914, 081405, 124952,   45.5,  0.642,
1720200911, 081405, 124801,   75.3,  0.672,
1720200908, 081405, 124616,  100.1,  1.290,
1720200905, 081405, 124427,  125.1,  0.740,
1720200904, 081405, 124257,  150.1,  0.245,
1720200903, 081405, 124132,  175.8,  0.150,
1730200921, 091005, 132340,    5.7,  0.563,
1730200918, 091005, 132214,   23.9,  0.555,
1730200914, 091005, 131934,   44.8,  0.815,
1730200911, 091005, 131800,   76.1,  1.486,
1730200908, 091005, 131619,   98.1,  0.463,
1730200905, 091005, 131504,  123.5,  0.223,
1730200904, 091005, 131403,  149.4,  0.123,
1730200903, 091005, 131259,  174.3,  0.071,
1740201420, 100905, 130533,    8.0,  0.221,
1740201417, 100905, 130233,   25.2,  0.238,
1740201414, 100905, 130053,   45.8,  0.211,
1740201411, 100905, 125903,   75.3,  0.278,
1740201408, 100905, 125738,  100.2,  0.922,
1740201405, 100905, 125603,  125.4,  0.284,
1740201404, 100905, 125443,  151.3,  0.066,
1740201403, 100905, 125302,  174.1,  0.010,
