Hawaii Ocean Time-series : 12-Sep-2023 23:47:19
https://hahana.soest.hawaii.edu/hot/hot-dogs/bextraction.html

botid, date, time, press, pbact, 
#, mmddyy, hhmmss, dbar, #*1e5/ml, 
2490200108, 021213, 130126,  100.0,  2.424,
2490200105, 021213, 125905,  124.3,  1.142,
2490200104, 021213, 125721,  150.0,  0.433,
2490200103, 021213, 125519,  175.2,  0.045,
2500200221, 030613, 130726,    6.4,  2.176,
2500200218, 030613, 130406,   25.2,  2.267,
2500200215, 030613, 130145,   45.2,  2.414,
2500200212, 030613, 125945,   76.4,  1.889,
2500200209, 030613, 125746,   99.5,  1.102,
2500200206, 030613, 125555,  124.9,  0.669,
2500200203, 030613, 125238,  176.5,  0.185,
2510200121, 040513, 125853,    5.3,  2.192,
2510200117, 040513, 125633,   25.4,  2.084,
2510200114, 040513, 125443,   45.9,  2.612,
2510200111, 040513, 125233,   75.7,  2.627,
2510200108, 040513, 125044,  100.0,  2.175,
2510200105, 040513, 124855,  125.2,  0.729,
2510200104, 040513, 124725,  149.0,  0.347,
2510200103, 040513, 124546,  174.2,  0.070,
2520200222, 051713, 140730,    7.3,  1.794,
2520200218, 051713, 140407,   25.0,  1.886,
2520200215, 051713, 140206,   45.3,  2.321,
2520200212, 051713, 135936,   75.5,  2.618,
2520200209, 051713, 135729,  100.4,  3.363,
2520200206, 051713, 135440,  124.8,  0.571,
2520200205, 051713, 135308,  149.8,  0.186,
2520200204, 051713, 135048,  175.6,  0.120,
2530200222, 062513, 132306,    8.0,  2.130,
2530200218, 062513, 132048,   25.9,  2.169,
2530200215, 062513, 131905,   45.1,  3.532,
2530200212, 062513, 131706,   76.1,  2.300,
2530200209, 062513, 131514,  101.8,  0.806,
2530200206, 062513, 131337,  125.7,  0.241,
2530200205, 062513, 131207,  149.9,  0.164,
2530200204, 062513, 131052,  175.5,  0.050,
2540200120, 091113, 130301,    6.8,  2.294,
2540200117, 091113, 130020,   25.4,  2.197,
2540200114, 091113, 125820,   45.2,  2.272,
2540200111, 091113, 125550,   75.6,  2.450,
2540200108, 091113, 125350,  101.3,  1.320,
2540200105, 091113, 125150,  125.8,  0.538,
2540200104, 091113, 125010,  151.2,  0.048,
2540200103, 091113, 124830,  175.5,  0.006,
2560200121, 102713, 125446,    7.7,  2.615,
2560200117, 102713, 125215,   25.4,  2.597,
2560200114, 102713, 125015,   45.7,  2.575,
2560200111, 102713, 124756,   75.5,  2.809,
2560200108, 102713, 124545,  100.2,  1.039,
2560200105, 102713, 124355,  124.8,  0.315,
2560200104, 102713, 124236,  151.0,  0.089,
2560200103, 102713, 124106,  175.6,  0.034,
2570200121, 112613, 130008,    7.6,  2.384,
2570200117, 112613, 125806,   25.2,  2.512,
2570200114, 112613, 125621,   45.7,  2.660,
2570200111, 112613, 125351,   74.3,  3.047,
2570200108, 112613, 125117,  100.7,  1.049,
2570200105, 112613, 124858,  126.3,  0.367,
2570200104, 112613, 124658,  150.6,  0.127,
2570200103, 112613, 124508,  175.6,  0.018,
2580200121, 122013, 131059,    7.5,  2.414,
2580200118, 122013, 130829,   25.2,  2.287,
2580200115, 122013, 130619,   45.6,  2.339,
2580200112, 122013, 130330,   74.8,  2.082,
2580200109, 122013, 130109,  100.5,  1.048,
2580200106, 122013, 125859,  125.6,  0.302,
2580200104, 122013, 125641,  149.5,  0.020,
2580200103, 122013, 125429,  174.3,  0.002,
2590200121, 011514, 131121,    6.3,  2.089,
2590200118, 011514, 130023,   23.8,  2.141,
2590200115, 011514, 125643,   45.9,  2.227,
2590200112, 011514, 125343,   75.9,  2.243,
2590200109, 011514, 125042,  101.1,  2.428,
2590200106, 011514, 124743,  126.2,  0.921,
2590200104, 011514, 124453,  150.8,  0.113,
2590200103, 011514, 124153,  175.4,  0.007,
2600200120, 021414, 133246,    7.8,  2.020,
2600200117, 021414, 133016,   26.2,  2.024,
2600200114, 021414, 132726,   44.2,  1.931,
2600200111, 021414, 132416,   74.9,  1.642,
2600200108, 021414, 132126,  100.4,  0.794,
2600200105, 021414, 131756,  125.4,  0.374,
2600200104, 021414, 131527,  151.1,  0.189,
2600200103, 021414, 131227,  174.7,  0.008,
2610200120, 030514, 132258,    7.0,  2.375,
2610200117, 030514, 132042,   24.8,  2.359,
2610200114, 030514, 131736,   46.4,  2.404,
2610200111, 030514, 131500,   75.5,  2.542,
2610200108, 030514, 131229,  100.5,  0.795,
2610200105, 030514, 131000,  124.2,  0.272,
2610200104, 030514, 130746,  150.7,  0.114,
2610200103, 030514, 130532,  174.5,  0.011,
2620200120, 041014, 131508,    4.5,  1.516,
2620200117, 041014, 131229,   23.9,  1.551,
2620200114, 041014, 131003,   45.0,  1.532,
2620200111, 041014, 130658,   72.8,  2.253,
2620200108, 041014, 130439,   99.2,  2.190,
2620200105, 041014, 130148,  124.8,  0.928,
2620200104, 041014, 125948,  149.1,  0.644,
2620200103, 041014, 125803,  175.0,  0.326,
2630200721, 060114, 130042,    5.4,  1.662,
2630200717, 060114, 125847,   24.7,  1.979,
2630200714, 060114, 125702,   44.8,  2.116,
2630200711, 060114, 125459,   75.4,  2.261,
2630200708, 060114, 125313,  100.2,  0.961,
2630200705, 060114, 125119,  125.6,  0.523,
2630200704, 060114, 125003,  149.4,  0.166,
2630200703, 060114, 124757,  174.4,  0.010,
2640200121, 063014, 125725,    5.1,  1.831,
2640200118, 063014, 125535,   24.9,  2.042,
2640200115, 063014, 125354,   45.2,  2.317,
2640200112, 063014, 125144,   75.7,  2.430,
2640200109, 063014, 124954,  100.0,  1.970,
2640200105, 063014, 124635,  124.4,  0.736,
2640200104, 063014, 124504,  150.1,  0.147,
2640200103, 063014, 124304,  175.0,  0.051,
2650200120, 091414, 130204,    7.7,  2.250,
2650200117, 091414, 125944,   25.6,  2.675,
2650200114, 091414, 125803,   45.1,  3.049,
2650200111, 091414, 125613,   75.3,  3.555,
2650200108, 091414, 125428,  100.2,  0.950,
2650200105, 091414, 125229,  125.1,  0.373,
2650200104, 091414, 125049,  150.1,  0.195,
2650200103, 091414, 124913,  174.5,  0.049,
2660200120, 101314, 130315,    8.0,  2.245,
2660200117, 101314, 130110,   24.9,  2.557,
2660200114, 101314, 125930,   45.8,  2.728,
2660200111, 101314, 125740,   74.1,  3.001,
2660200108, 101314, 125550,  100.3,  0.829,
2660200105, 101314, 125350,  124.6,  0.191,
2660200104, 101314, 125230,  150.8,  0.074,
2660200103, 101314, 125101,  175.5,  0.020,
2670200120, 112114, 125007,    6.9,  2.568,
2670200117, 112114, 124812,   25.4,  2.798,
2670200114, 112114, 124623,   44.7,  2.615,
2670200111, 112114, 124413,   74.4,  1.596,
2670200108, 112114, 124207,  100.4,  0.802,
2670200105, 112114, 124002,  125.4,  0.234,
2670200104, 112114, 123809,  150.3,  0.084,
2670200103, 112114, 123622,  175.9,  0.035,
2680200120, 121614, 130809,    7.4,  1.896,
2680200117, 121614, 130534,   25.1,  2.057,
2680200114, 121614, 130354,   44.5,  1.930,
2680200111, 121614, 130200,   75.3,  1.952,
2680200108, 121614, 130014,  100.6,  1.023,
2680200105, 121614, 125829,  125.5,  0.254,
2680200104, 121614, 125704,  149.2,  0.070,
2680200103, 121614, 125534,  175.5,  0.013,
2690200120, 022415, 130551,    4.7,  2.407,
2690200117, 022415, 130411,   25.4,  2.467,
2690200114, 022415, 130231,   47.4,  2.909,
2690200111, 022415, 130051,   75.5,  2.892,
2690200108, 022415, 125911,  100.4,  1.357,
2690200105, 022415, 125741,  124.4,  1.058,
2690200102, 022415, 125552,  150.6,  0.174,
2690200101, 022415, 125421,  174.6,  0.047,
2700200120, 032815, 132037,    4.8,  2.178,
2700200117, 032815, 131843,   24.6,  2.405,
2700200114, 032815, 131642,   44.8,  2.236,
2700200111, 032815, 131403,   75.0,  2.452,
2700200108, 032815, 131202,   99.9,  2.287,
2700200105, 032815, 130933,  125.2,  1.128,
2700200104, 032815, 130732,  150.7,  0.575,
2700200103, 032815, 130532,  174.4,  0.119,
2710200120, 042115, 130453,    5.5,  1.744,
2710200117, 042115, 130258,   24.4,  1.791,
2710200114, 042115, 130058,   44.5,  2.135,
2710200111, 042115, 125842,   75.2,  2.227,
2710200108, 042115, 125643,  100.3,  1.620,
2710200105, 042115, 125433,  123.4,  0.475,
2710200104, 042115, 125253,  150.7,  0.162,
2710200103, 042115, 125113,  175.2,  0.037,
2720200222, 052315, 125242,    6.9,  1.828,
2720200217, 052315, 124926,   26.5,  1.805,
2720200214, 052315, 124730,   45.7,  1.936,
2720200211, 052315, 124526,   75.2,  2.426,
2720200208, 052315, 124330,   99.9,  2.761,
2720200205, 052315, 124135,  126.4,  1.886,
2720200204, 052315, 124006,  150.3,  0.641,
2720200203, 052315, 123811,  175.3,  0.254,
2730200220, 061915, 125150,    8.1,  1.838,
2730200217, 061915, 124936,   24.2,  1.723,
2730200214, 061915, 124755,   46.3,  2.225,
2730200211, 061915, 124558,   76.3,  2.447,
2730200208, 061915, 124406,  101.3,  2.850,
2730200205, 061915, 124232,  125.1,  2.800,
2730200204, 061915, 124122,  150.3,  0.533,
2730200203, 061915, 124006,  175.1,  0.189,
2740200218, 071915, 132804,    6.9,  1.849,
2740200215, 071915, 132524,   24.7,  1.689,
2740200212, 071915, 132339,   44.7,  2.104,
2740200209, 071915, 132129,   74.8,  2.319,
2740200206, 071915, 131934,   99.8,  1.414,
2740200203, 071915, 131739,  124.5,  0.444,
2740200202, 071915, 131609,  149.6,  0.208,
2740200201, 071915, 131429,  174.9,  0.055,
2750200120, 081215, 125706,    4.8,  1.652,
2750200117, 081215, 125532,   25.1,  1.584,
2750200114, 081215, 125406,   45.7,  2.282,
2750200111, 081215, 125231,   75.2,  2.093,
2750200108, 081215, 125057,  102.2,  0.606,
2750200105, 081215, 124917,  125.6,  0.451,
2750200104, 081215, 124807,  151.1,  0.107,
2750200103, 081215, 124647,  176.3,  0.014,
2770200120, 101315, 125153,    5.2,  2.807,
2770200117, 101315, 125018,   24.9,  2.841,
2770200114, 101315, 124858,   45.5,  2.962,
2770200111, 101315, 124724,   74.4,  2.523,
2770200108, 101315, 124552,   99.8,  1.375,
2770200105, 101315, 124422,  125.5,  0.426,
2770200104, 101315, 124308,  149.8,  0.125,
2770200103, 101315, 124148,  176.5,  0.011,
2780200721, 111415, 125913,    5.4,  2.124,
2780200717, 111415, 125713,   25.3,  2.205,
2780200714, 111415, 125532,   47.0,  2.310,
2780200711, 111415, 125328,   75.3,  1.184,
2780200708, 111415, 125123,  100.4,  0.452,
2780200705, 111415, 124918,  125.0,  0.076,
2780200704, 111415, 124738,  151.0,  0.014,
2780200703, 111415, 124602,  176.1,  0.003,
2790200120, 120815, 131415,    4.6,  2.052,
2790200117, 120815, 131207,   25.5,  2.542,
2790200114, 120815, 131026,   45.0,  2.464,
2790200111, 120815, 130837,   75.4,  2.529,
2790200108, 120815, 130655,  100.1,  1.289,
2790200105, 120815, 130510,  125.9,  0.431,
2790200104, 120815, 130346,  150.2,  0.181,
2790200103, 120815, 130221,  175.3,  0.035,
2800200120, 011216, 131318,    7.4,  2.199,
2800200117, 011216, 131023,   25.2,  2.371,
2800200114, 011216, 130826,   45.1,  2.455,
2800200111, 011216, 130627,   73.2,  2.016,
2800200108, 011216, 130357,  101.3,  1.100,
2800200105, 011216, 130212,  126.4,  0.482,
2800200104, 011216, 130052,  149.2,  0.060,
2800200103, 011216, 125932,  175.9,  0.013,
2810200120, 020916, 130453,    6.1,  2.045,
2810200117, 020916, 130244,   24.4,  2.107,
2810200114, 020916, 130054,   44.6,  2.070,
2810200111, 020916, 125829,   74.5,  2.401,
2810200108, 020916, 125622,   98.0,  2.455,
2810200105, 020916, 125409,  125.5,  2.134,
2810200104, 020916, 125224,  150.2,  0.384,
2810200103, 020916, 125038,  175.0,  0.018,
2820200120, 030816, 125600,    7.1,  2.623,
2820200117, 030816, 125333,   25.6,  2.232,
2820200114, 030816, 125133,   45.1,  2.331,
2820200111, 030816, 124920,   75.4,  2.546,
2820200108, 030816, 124720,  100.2,  2.261,
2820200105, 030816, 124536,  125.5,  0.661,
2820200104, 030816, 124407,  149.0,  0.337,
2820200103, 030816, 124255,  172.2,  0.157,
2830200821, 041516, 130738,    4.8,  1.484,
2830200817, 041516, 130538,   24.3,  1.620,
2830200814, 041516, 130358,   44.9,  1.560,
2830200811, 041516, 130151,   76.7,  2.183,
2830200808, 041516, 125950,  101.4,  1.860,
2830200805, 041516, 125749,  128.1,  1.671,
2830200804, 041516, 125619,  148.4,  0.840,
2830200803, 041516, 125449,  177.1,  0.269,
2840200118, 052816, 135403,    7.2,  1.652,
2840200115, 052816, 135156,   27.0,  1.804,
2840200112, 052816, 134943,   47.7,  1.878,
2840200109, 052816, 134733,   78.4,  1.873,
2840200106, 052816, 134533,  102.9,  1.378,
2840200103, 052816, 134331,  127.4,  0.452,
2840200102, 052816, 134141,  152.4,  0.063,
2840200101, 052816, 134005,  177.4,  0.047,
2850200118, 071116, 134619,    4.9,  2.197,
2850200117, 071116, 134449,   24.7,  2.192,
2850200113, 071116, 134254,   45.8,  2.123,
2850200111, 071116, 134109,   74.5,  2.203,
2850200108, 071116, 133923,  100.6,  1.289,
2850200105, 071116, 133729,  127.2,  0.642,
2850200102, 071116, 133529,  151.0,  0.250,
2850200101, 071116, 133354,  175.5,  0.066,
2860200722, 081016, 131121,    6.1,  2.001,
2860200718, 081016, 130926,   25.3,  2.096,
2860200715, 081016, 130746,   45.8,  2.236,
2860200712, 081016, 130601,   73.8,  2.183,
2860200708, 081016, 130406,  100.7,  1.393,
2860200705, 081016, 130212,  126.9,  0.530,
2860200704, 081016, 130026,  152.2,  0.175,
2860200703, 081016, 125846,  179.0,  0.037,
2870200120, 101516, 130242,    5.5,  2.014,
2870200117, 101516, 130114,   24.8,  1.922,
2870200114, 101516, 125943,   44.6,  2.155,
2870200111, 101516, 125804,   75.6,  2.381,
2870200108, 101516, 125633,   99.5,  2.728,
2870200105, 101516, 125458,  124.8,  1.028,
2870200104, 101516, 125341,  150.5,  0.210,
2870200103, 101516, 125229,  175.1,  0.087,
2890200721, 012417, 130702,    5.7,  1.692,
2890200717, 012417, 130507,   24.7,  1.680,
2890200714, 012417, 130327,   44.5,  1.716,
2890200711, 012417, 130127,   75.0,  1.705,
2890200708, 012417, 125937,   99.1,  0.665,
2890200705, 012417, 125757,  124.8,  0.364,
2890200704, 012417, 125642,  148.7,  0.225,
2890200703, 012417, 125517,  175.3,  0.019,
2900200621, 022317, 131202,    6.1,  2.141,
2900200617, 022317, 131012,   25.8,  2.196,
2900200614, 022317, 130847,   45.9,  2.217,
2900200611, 022317, 130712,   76.7,  2.169,
2900200608, 022317, 130547,  100.6,  1.984,
2900200605, 022317, 130402,  127.4,  0.459,
2900200604, 022317, 130237,  152.7,  0.156,
2900200603, 022317, 130042,  182.2,  0.062,
2910200118, 032817, 105835,    5.2,  1.835,
2910200115, 032817, 105644,   24.0,  2.311,
2910200112, 032817, 105504,   46.0,  2.258,
2910200109, 032817, 105325,   75.2,  1.767,
2910200106, 032817, 105130,  101.2,  1.181,
2910200103, 032817, 104930,  125.6,  0.745,
2910200102, 032817, 104805,  151.2,  0.292,
2910200101, 032817, 104625,  175.2,  0.072,
2920200120, 042517, 125809,    5.5,  1.854,
2920200117, 042517, 125639,   24.3,  1.895,
2920200114, 042517, 125520,   45.9,  2.167,
2920200111, 042517, 125349,   75.5,  2.776,
2920200108, 042517, 125229,  100.5,  2.597,
2920200105, 042517, 125104,  124.7,  0.841,
2920200104, 042517, 124954,  150.4,  0.265,
2920200103, 042517, 124824,  175.1,  0.039,
2930200120, 052317, 135621,    4.7,  2.190,
2930200117, 052317, 135423,   25.8,  2.151,
2930200114, 052317, 135144,   45.3,  2.621,
2930200112, 052317, 134923,   77.3,  2.894,
2930200108, 052317, 134606,  100.3,  2.249,
2930200105, 052317, 134425,  124.8,  1.408,
2930200104, 052317, 134248,  150.5,  0.359,
2930200103, 052317, 134107,  175.1,  0.124,
2940200122, 062017, 131816,    7.5,  2.540,
2940200117, 062017, 131235,   26.1,  3.096,
2940200114, 062017, 130935,   46.6,  2.903,
2940200111, 062017, 130618,   76.3,  2.842,
2940200108, 062017, 130321,  101.5,  2.303,
2940200105, 062017, 130035,  125.1,  0.757,
2940200104, 062017, 125749,  151.5,  0.381,
2940200103, 062017, 125526,  175.2,  0.195,
2950200121, 080817, 130246,    4.8,  2.339,
2950200118, 080817, 130057,   25.3,  2.542,
2950200115, 080817, 125857,   47.4,  2.476,
2950200112, 080817, 125708,   76.8,  2.448,
2950200109, 080817, 125528,  100.6,  1.328,
2950200106, 080817, 125327,  126.9,  0.166,
2950200104, 080817, 125201,  152.7,  0.049,
2950200103, 080817, 125030,  176.3,  0.024,
2960200722, 100717, 134337,    5.5,  1.659,
2960200719, 100717, 134147,   26.2,  1.662,
2960200716, 100717, 133947,   46.0,  1.656,
2960200713, 100717, 133717,   75.6,  1.734,
2960200710, 100717, 133458,  101.4,  2.285,
2960200707, 100717, 133232,  126.7,  0.955,
2960200704, 100717, 132937,  150.9,  0.209,
2960200703, 100717, 132752,  175.8,  0.020,
2970200120, 110817, 125345,    8.1,  1.981,
2970200117, 110817, 125140,   26.6,  1.885,
2970200114, 110817, 124945,   45.2,  1.880,
2970200111, 110817, 124714,   74.7,  1.291,
2970200108, 110817, 124501,  101.0,  1.053,
2970200106, 110817, 124246,  126.3,  0.294,
2970200104, 110817, 124057,  151.9,  0.018,
2970200103, 110817, 123911,  176.2,  0.003,
2980200120, 121217, 132041,    5.1,  2.305,
2980200117, 121217, 131840,   26.0,  2.258,
2980200114, 121217, 131642,   46.3,  2.439,
2980200111, 121217, 131436,   76.2,  1.669,
2980200108, 121217, 131236,  101.7,  0.554,
2980200105, 121217, 131036,  128.1,  0.296,
2980200104, 121217, 130846,  152.4,  0.048,
2980200103, 121217, 130653,  176.0,  0.004,
2990200121, 011718, 132910,    7.0,  1.960,
2990200117, 011718, 132714,   24.4,  2.081,
2990200114, 011718, 132538,   45.3,  2.356,
2990200111, 011718, 132343,   74.3,  2.371,
2990200108, 011718, 132140,  100.9,  2.493,
2990200105, 011718, 131932,  124.0,  1.300,
2990200104, 011718, 131803,  148.9,  0.365,
2990200103, 011718, 131629,  174.3,  0.069,
3000200120, 022518, 125410,    5.0,  1.820,
3000200117, 022518, 125216,   25.1,  1.820,
3000200114, 022518, 125024,   44.9,  1.834,
3000200111, 022518, 124815,   75.4,  2.137,
3000200108, 022518, 124634,  100.5,  0.973,
3000200105, 022518, 124445,  125.9,  0.481,
3000200104, 022518, 124316,  150.3,  0.337,
3000200103, 022518, 124135,  174.1,  0.030,
3010200621, 041818, 130307,    5.3,  2.014,
3010200618, 041818, 130120,   25.3,  2.032,
3010200615, 041818, 125923,   46.4,  2.021,
3010200612, 041818, 125712,   73.8,  2.527,
3010200609, 041818, 125448,  100.8,  2.431,
3010200606, 041818, 125244,  127.1,  1.809,
3010200605, 041818, 125119,  150.2,  0.537,
3010200604, 041818, 124959,  176.1,  0.065,
3020200723, 051618, 142147,    4.8,  1.880,
3020200719, 051618, 141907,   25.9,  2.272,
3020200717, 051618, 141737,   45.0,  2.187,
3020200714, 051618, 141432,   75.1,  2.371,
3020200712, 051618, 141148,  100.9,  2.079,
3020200710, 051618, 140907,  124.8,  0.765,
3020200706, 051618, 140557,  150.4,  0.270,
3020200704, 051618, 140347,  176.9,  0.081,
3030200118, 062618, 135315,   25.6,  1.523,
3030200115, 062618, 135056,   46.4,  1.663,
3030200112, 062618, 134757,   75.7,  2.042,
3030200109, 062618, 134513,  107.9,  2.211,
3030200106, 062618, 134218,  127.1,  1.385,
3030200104, 062618, 134014,  150.9,  0.411,
3030200103, 062618, 133749,  177.3,  0.110,
3040200123, 072418, 120257,    6.2,  2.081,
3040200117, 072418, 120008,   26.2,  2.157,
3040200114, 072418, 115818,   46.3,  2.584,
3040200111, 072418, 115607,   76.1,  2.533,
3040200108, 072418, 115406,  100.9,  0.992,
3040200105, 072418, 115147,  126.2,  0.247,
3040200104, 072418, 115014,  151.5,  0.122,
3040200103, 072418, 114848,  175.4,  0.028,
3050200121, 091018, 123519,    7.3,  1.929,
3050200117, 091018, 123201,   25.6,  2.075,
3050200114, 091018, 122859,   45.7,  2.366,
3050200111, 091018, 122601,   76.1,  2.006,
3050200108, 091018, 122333,  100.0,  0.745,
3050200105, 091018, 122052,  125.2,  0.200,
3050200104, 091018, 121852,  152.0,  0.116,
3050200103, 091018, 121700,  175.0,  0.083,
3060200121, 101218, 131937,    4.6,  2.276,
3060200117, 101218, 131722,   24.1,  2.215,
3060200114, 101218, 131536,   44.4,  2.196,
3060200111, 101218, 131338,   73.0,  2.292,
3060200108, 101218, 131137,   99.3,  0.841,
3060200105, 101218, 130934,  125.7,  0.143,
3060200104, 101218, 130817,  149.8,  0.046,
3060200103, 101218, 130632,  175.4,  0.012,
3070200121, 111618, 131236,    6.8,  1.905,
3070200117, 111618, 130850,   24.0,  1.909,
3070200114, 111618, 130635,   44.3,  1.959,
3070200111, 111618, 130408,   75.8,  2.055,
3070200108, 111618, 130207,   98.9,  1.028,
3070200105, 111618, 125935,  126.1,  0.441,
3070200104, 111618, 125749,  149.8,  0.012,
3070200103, 111618, 125544,  174.8,  0.000,
3090200121, 011519, 124310,    6.8,  2.737,
3090200117, 011519, 124009,   24.2,  2.797,
3090200114, 011519, 123754,   44.7,  2.609,
3090200111, 011519, 123439,   76.0,  1.817,
3090200108, 011519, 123240,  100.6,  0.618,
3090200105, 011519, 123029,  125.3,  0.313,
3090200104, 011519, 122849,  150.4,  0.054,
3090200103, 011519, 122714,  176.2,  0.021,
3100201024, 022119, 073330,    5.2,  1.421,
3100201021, 022119, 073133,   24.4,  1.566,
3100201020, 022119, 073000,   43.9,  1.624,
3100201017, 022119, 072653,   72.9,  1.461,
3100201015, 022119, 072403,   98.3,  0.779,
3100201013, 022119, 072124,  123.4,  0.475,
3100201010, 022119, 071835,  151.2,  0.142,
3100201008, 022119, 071646,  174.2,  0.012,
3110200121, 050219, 124337,    5.0,  2.258,
3110200117, 050219, 124001,   24.7,  2.257,
3110200114, 050219, 123801,   44.5,  2.416,
3110200111, 050219, 123531,   74.9,  2.462,
3110200108, 050219, 123237,   99.7,  2.553,
3110200105, 050219, 123008,  124.7,  1.946,
3110200104, 050219, 122752,  149.6,  0.775,
3110200103, 050219, 122553,  174.7,  0.239,
3120200121, 061119, 142444,    5.2,  1.872,
3120200117, 061119, 142140,   24.3,  2.288,
3120200114, 061119, 141949,   45.0,  2.923,
3120200111, 061119, 141721,   75.1,  2.685,
3120200108, 061119, 141519,   99.4,  2.569,
3120200105, 061119, 141231,  124.4,  0.937,
3120200104, 061119, 141024,  150.2,  0.086,
3120200103, 061119, 140058,  169.3,  0.035,
3130200121, 070119, 123545,    5.4,  1.951,
3130200117, 070119, 123226,   25.1,  2.077,
3130200114, 070119, 122915,   45.5,  2.411,
3130200111, 070119, 122326,   74.7,  2.541,
3130200108, 070119, 121940,   99.5,  0.705,
3130200105, 070119, 121740,  125.1,  0.311,
3130200104, 070119, 121600,  149.8,  0.139,
3130200103, 070119, 121350,  175.0,  0.071,
3140200121, 080219, 124139,    5.2,  1.981,
3140200117, 080219, 123750,   25.1,  1.938,
3140200114, 080219, 123018,   44.9,  1.960,
3140200111, 080219, 122739,   74.1,  2.675,
3140200108, 080219, 122504,   99.0,  2.556,
3140200105, 080219, 122215,  125.3,  0.601,
3140200104, 080219, 121938,  149.5,  0.134,
3140200103, 080219, 121632,  174.5,  0.023,
3150200121, 090419, 123420,    5.3,  1.940,
3150200117, 090419, 123138,   25.3,  2.070,
3150200114, 090419, 122934,   45.0,  2.515,
3150200111, 090419, 122707,   74.5,  2.404,
3150200108, 090419, 122455,   99.7,  2.566,
3150200105, 090419, 122304,  126.2,  0.667,
3150200104, 090419, 122144,  150.1,  0.184,
3150200103, 090419, 121954,  174.7,  0.071,
3160200121, 101719, 122053,    4.6,  2.046,
3160200117, 101719, 121900,   24.7,  2.016,
3160200114, 101719, 121746,   45.1,  2.038,
3160200111, 101719, 121611,   74.6,  1.722,
3160200108, 101719, 121441,  100.4,  0.830,
3160200105, 101719, 121319,  125.0,  0.208,
3160200104, 101719, 121210,  148.9,  0.035,
3160200103, 101719, 121056,  174.9,  0.012,
3170200121, 121919, 130413,    4.7,  1.985,
3170200118, 121919, 130219,   25.0,  2.061,
3170200115, 121919, 130029,   44.6,  2.001,
3170200112, 121919, 125832,   76.1,  1.918,
3170200109, 121919, 125629,  100.9,  1.027,
3170200106, 121919, 125439,  124.2,  0.554,
3170200104, 121919, 125303,  150.4,  0.056,
3170200103, 121919, 125124,  176.0,  0.007,
3180200617, 010820, 132749,    5.1,  1.832,
3180200615, 010820, 132540,   24.4,  1.798,
3180200614, 010820, 132332,   43.6,  1.794,
3180200612, 010820, 132007,   74.5,  1.727,
3180200610, 010820, 131719,   98.8,  0.932,
3180200608, 010820, 131400,  123.9,  0.234,
3180200606, 010820, 131108,  150.4,  0.004,
3190200121, 013020, 131407,    6.8,  2.113,
3190200117, 013020, 131109,   24.3,  2.115,
3190200114, 013020, 130916,   44.4,  2.261,
3190200111, 013020, 130658,   75.1,  1.388,
3190200108, 013020, 130438,  100.0,  0.783,
3190200105, 013020, 130209,  123.7,  0.324,
3190200104, 013020, 130027,  150.6,  0.066,
3190200103, 013020, 125839,  176.8,  0.008,
3200200122, 071420, 125526,    4.4,  2.034,
3200200118, 071420, 125158,   24.6,  2.176,
3200200115, 071420, 124938,   45.0,  3.070,
3200200112, 071420, 124701,   74.8,  2.401,
3200200109, 071420, 124539,   99.5,  1.822,
3200200106, 071420, 124414,  123.9,  0.880,
3200200103, 071420, 124237,  149.2,  0.210,
3200200101, 071420, 124103,  174.1,  0.051,
3210200122, 080720, 125611,    4.6,  2.121,
3210200119, 080720, 125317,   24.3,  2.083,
3210200115, 080720, 125042,   44.2,  2.258,
3210200112, 080720, 124804,   74.6,  2.875,
3210200109, 080720, 124555,   99.3,  2.911,
3210200106, 080720, 124421,  124.5,  0.403,
3210200103, 080720, 124232,  149.3,  0.118,
3210200101, 080720, 124045,  175.6,  0.045,
3220200322, 090220, 130825,    4.7,  2.146,
3220200318, 090220, 130435,   24.6,  2.103,
3220200315, 090220, 130151,   44.5,  2.252,
3220200312, 090220, 125847,   74.6,  2.718,
3220200309, 090220, 125558,   99.9,  1.510,
3220200306, 090220, 125321,  125.2,  0.399,
3220200303, 090220, 125047,  149.7,  0.152,
3220200301, 090220, 124820,  174.9,  0.085,
3230200122, 092620, 131936,    4.2,  2.039,
3230200118, 092620, 131631,   23.2,  1.939,
3230200117, 092620, 131500,   43.3,  1.981,
3230200114, 092620, 131242,   74.0,  2.727,
3230200111, 092620, 130958,   98.7,  1.783,
3230200106, 092620, 130711,  125.0,  0.278,
3230200103, 092620, 130447,  148.7,  0.120,
3230200101, 092620, 130216,  174.8,  0.071,
3240200122, 111820, 125259,    4.3,  2.056,
3240200118, 111820, 125021,   25.6,  2.066,
3240200115, 111820, 124830,   45.0,  2.149,
3240200112, 111820, 124617,   74.2,  1.100,
3240200109, 111820, 124437,   99.5,  0.551,
3240200106, 111820, 124303,  124.8,  0.202,
3240200103, 111820, 124128,  150.2,  0.052,
3240200101, 111820, 123948,  174.0,  0.010,
3250200121, 121820, 125700,    5.5,  1.937,
3250200118, 121820, 125428,   26.0,  1.948,
3250200115, 121820, 125224,   44.9,  1.906,
3250200112, 121820, 125013,   75.7,  1.884,
3250200109, 121820, 124805,  101.5,  0.630,
3250200106, 121820, 124620,  125.4,  0.097,
3250200103, 121820, 124420,  148.6,  0.010,
3250200101, 121820, 124239,  175.0,  0.002,
3260200122, 011221, 124813,    4.4,  1.513,
