# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 260         5.180       52.100      1.90        De Bilt     
# TG        : Etmaalgemiddelde temperatuur (in 0.1 graden Celsius) / Daily mean temperature in (0.1 degrees Celsius)
# STN,YYYYMMDD,   TG
  260,20151021,   97
  260,20151022,  119
  260,20151023,  114
  260,20151024,  118
  260,20151025,   99
  260,20151026,  105
  260,20151027,  111
  260,20151028,  106
  260,20151029,  107
  260,20151030,  102
  260,20151031,   98
  260,20151101,   77
  260,20151102,   69
  260,20151103,   90
  260,20151104,  122
  260,20151105,  133
  260,20151106,  155
  260,20151107,  164
  260,20151108,  131
  260,20151109,  136
  260,20151110,  145
  260,20151111,  127
  260,20151112,  133
  260,20151113,  114
  260,20151114,   97
  260,20151115,  143
  260,20151116,  125
  260,20151117,  135
  260,20151118,  131
  260,20151119,  112
  260,20151120,   79
  260,20151121,   43
  260,20151122,   26
  260,20151123,   32
  260,20151124,   42
  260,20151125,   54
  260,20151126,   40
  260,20151127,   45
  260,20151128,   67
  260,20151129,  102
  260,20151130,   95
  260,20151201,   97
  260,20151202,  110
  260,20151203,   98
  260,20151204,   94
  260,20151205,   79
  260,20151206,  105
  260,20151207,  105
  260,20151208,   98
  260,20151209,   76
  260,20151210,   59
  260,20151211,   70
  260,20151212,   76
  260,20151213,   68
  260,20151214,   76
  260,20151215,   74
  260,20151216,  114
  260,20151217,  136
  260,20151218,  118
  260,20151219,  122
  260,20151220,  116
  260,20151221,  104
  260,20151222,  130
  260,20151223,  106
  260,20151224,   98
  260,20151225,   96
  260,20151226,  131
  260,20151227,  118
  260,20151228,   89
  260,20151229,   75
  260,20151230,   69
  260,20151231,   78
  260,20160101,   41
  260,20160102,   54
  260,20160103,   69
  260,20160104,   57
  260,20160105,   68
  260,20160106,   26
  260,20160107,   61
  260,20160108,   54
  260,20160109,   56
  260,20160110,   69
  260,20160111,   48
  260,20160112,   58
  260,20160113,   50
  260,20160114,   35
  260,20160115,   24
  260,20160116,   27
  260,20160117,  -10
  260,20160118,  -33
  260,20160119,  -25
  260,20160120,   12
  260,20160121,  -12
  260,20160122,    9
  260,20160123,   66
  260,20160124,   77
  260,20160125,  107
  260,20160126,   92
  260,20160127,  109
  260,20160128,   67
  260,20160129,   85
  260,20160130,   74
  260,20160131,   68
  260,20160201,  115
  260,20160202,   89
  260,20160203,   50
  260,20160204,   51
  260,20160205,   87
  260,20160206,   94
  260,20160207,   85
  260,20160208,   85
  260,20160209,   53
  260,20160210,   48
  260,20160211,   38
  260,20160212,   27
  260,20160213,   18
  260,20160214,   14
  260,20160215,   23
  260,20160216,   -3
  260,20160217,  -13
  260,20160218,   13
  260,20160219,   39
  260,20160220,   82
  260,20160221,  104
  260,20160222,   68
  260,20160223,   43
  260,20160224,   23
  260,20160225,   18
  260,20160226,   21
  260,20160227,   22
  260,20160228,   22
  260,20160229,   13
  260,20160301,   20
  260,20160302,   53
  260,20160303,   39
  260,20160304,   10
  260,20160305,    5
  260,20160306,   30
  260,20160307,   25
  260,20160308,   36
  260,20160309,   44
  260,20160310,   41
  260,20160311,   32
  260,20160312,   31
  260,20160313,   39
  260,20160314,   41
  260,20160315,   46
  260,20160316,   44
  260,20160317,   57
  260,20160318,   52
  260,20160319,   62
  260,20160320,   68
  260,20160321,   72
  260,20160322,   76
  260,20160323,   76
  260,20160324,   79
  260,20160325,   65
  260,20160326,   95
  260,20160327,   91
  260,20160328,   97
  260,20160329,   78
  260,20160330,   81
  260,20160331,   76
  260,20160401,   72
  260,20160402,  101
  260,20160403,  152
  260,20160404,  124
  260,20160405,  106
  260,20160406,   89
  260,20160407,   73
  260,20160408,   67
  260,20160409,   92
  260,20160410,  107
  260,20160411,  132
  260,20160412,  116
  260,20160413,   90
  260,20160414,  106
  260,20160415,  103
  260,20160416,   86
  260,20160417,   62
  260,20160418,   81
  260,20160419,   97
  260,20160420,   86
  260,20160421,  101
  260,20160422,   87
  260,20160423,   62
  260,20160424,   46
  260,20160425,   49
  260,20160426,   48
  260,20160427,   60
  260,20160428,   58
  260,20160429,   74
  260,20160430,   77
  260,20160501,   79
  260,20160502,  115
  260,20160503,   97
  260,20160504,   95
  260,20160505,  128
  260,20160506,  164
  260,20160507,  195
  260,20160508,  201
  260,20160509,  202
  260,20160510,  189
  260,20160511,  204
  260,20160512,  202
  260,20160513,  154
  260,20160514,   89
  260,20160515,   86
  260,20160516,   93
  260,20160517,  123
  260,20160518,  136
  260,20160519,  134
  260,20160520,  137
  260,20160521,  179
  260,20160522,  155
  260,20160523,  120
  260,20160524,  114
  260,20160525,  118
  260,20160526,  137
  260,20160527,  160
  260,20160528,  176
  260,20160529,  172
  260,20160530,  162
  260,20160531,  182
  260,20160601,  192
  260,20160602,  153
  260,20160603,  164
  260,20160604,  201
  260,20160605,  200
  260,20160606,  189
  260,20160607,  201
  260,20160608,  161
  260,20160609,  153
  260,20160610,  164
  260,20160611,  162
  260,20160612,  166
  260,20160613,  159
  260,20160614,  152
  260,20160615,  146
  260,20160616,  157
  260,20160617,  151
  260,20160618,  141
  260,20160619,  153
  260,20160620,  155
  260,20160621,  170
  260,20160622,  201
  260,20160623,  220
  260,20160624,  192
  260,20160625,  154
  260,20160626,  149
  260,20160627,  149
  260,20160628,  167
  260,20160629,  160
  260,20160630,  164
  260,20160701,  169
  260,20160702,  154
  260,20160703,  147
  260,20160704,  170
  260,20160705,  154
  260,20160706,  149
  260,20160707,  168
  260,20160708,  175
  260,20160709,  197
  260,20160710,  213
  260,20160711,  186
  260,20160712,  166
  260,20160713,  145
  260,20160714,  145
  260,20160715,  166
  260,20160716,  197
  260,20160717,  198
  260,20160718,  202
  260,20160719,  228
  260,20160720,  254
  260,20160721,  218
  260,20160722,  211
  260,20160723,  211
  260,20160724,  207
  260,20160725,  182
  260,20160726,  184
  260,20160727,  179
  260,20160728,  190
  260,20160729,  183
  260,20160730,  177
  260,20160731,  170
  260,20160801,  165
  260,20160802,  166
  260,20160803,  190
  260,20160804,  173
  260,20160805,  176
  260,20160806,  164
  260,20160807,  184
  260,20160808,  172
  260,20160809,  144
  260,20160810,  128
  260,20160811,  136
  260,20160812,  189
  260,20160813,  176
  260,20160814,  170
  260,20160815,  161
  260,20160816,  163
  260,20160817,  172
  260,20160818,  177
  260,20160819,  181
  260,20160820,  178
  260,20160821,  167
  260,20160822,  180
  260,20160823,  210
  260,20160824,  228
  260,20160825,  243
  260,20160826,  221
  260,20160827,  216
  260,20160828,  205
  260,20160829,  172
  260,20160830,  162
  260,20160831,  174
  260,20160901,  172
  260,20160902,  166
  260,20160903,  185
  260,20160904,  179
  260,20160905,  173
  260,20160906,  177
  260,20160907,  183
  260,20160908,  196
  260,20160909,  169
  260,20160910,  184
  260,20160911,  185
  260,20160912,  209
  260,20160913,  235
  260,20160914,  230
  260,20160915,  226
  260,20160916,  174
  260,20160917,  173
  260,20160918,  167
  260,20160919,  144
  260,20160920,  145
  260,20160921,  147
  260,20160922,  138
  260,20160923,  136
  260,20160924,  152
  260,20160925,  163
  260,20160926,  135
  260,20160927,  145
  260,20160928,  187
  260,20160929,  159
  260,20160930,  145
  260,20161001,  135
  260,20161002,  121
  260,20161003,  145
  260,20161004,  130
  260,20161005,   98
  260,20161006,   94
  260,20161007,  118
  260,20161008,  110
  260,20161009,   79
  260,20161010,   79
  260,20161011,   80
  260,20161012,   89
  260,20161013,   91
  260,20161014,   99
  260,20161015,  107
  260,20161016,  133
  260,20161017,  121
  260,20161018,  102
  260,20161019,   88
  260,20161020,   85
  260,20161021,   76
  260,20161022,   67
  260,20161023,   48
  260,20161024,   71
  260,20161025,   87
  260,20161026,   95
  260,20161027,  118
  260,20161028,  131
  260,20161029,   96
  260,20161030,   87
  260,20161031,   85
  260,20161101,   81
  260,20161102,   72
  260,20161103,   67
  260,20161104,   76
  260,20161105,   69
  260,20161106,   61
  260,20161107,   42
  260,20161108,   19
  260,20161109,   30
  260,20161110,   40
  260,20161111,   18
  260,20161112,   20
  260,20161113,   27
  260,20161114,   31
  260,20161115,  108
  260,20161116,  119
  260,20161117,   93
  260,20161118,   60
  260,20161119,   58
  260,20161120,   84
  260,20161121,  120
  260,20161122,  110
  260,20161123,   79
  260,20161124,   66
  260,20161125,   33
  260,20161126,   -1
  260,20161127,   56
  260,20161128,   -3
  260,20161129,  -31
  260,20161130,   20
  260,20161201,   79
  260,20161202,   52
  260,20161203,   -1
  260,20161204,  -14
  260,20161205,  -27
  260,20161206,    1
  260,20161207,   63
  260,20161208,   82
  260,20161209,   91
  260,20161210,   78
  260,20161211,   85
  260,20161212,   53
  260,20161213,   66
  260,20161214,   73
  260,20161215,   65
  260,20161216,   54
  260,20161217,   61
  260,20161218,   62
  260,20161219,   43
  260,20161220,   -6
  260,20161221,   41
  260,20161222,   59
  260,20161223,   60
  260,20161224,   79
  260,20161225,  104
  260,20161226,   83
  260,20161227,   66
  260,20161228,   10
  260,20161229,  -22
  260,20161230,  -11
  260,20161231,   18
  260,20170101,    5
  260,20170102,   30
  260,20170103,   50
  260,20170104,   58
  260,20170105,    0
  260,20170106,  -30
  260,20170107,   -2
  260,20170108,   43
  260,20170109,   48
  260,20170110,   53
  260,20170111,   72
  260,20170112,   52
  260,20170113,   31
  260,20170114,   18
  260,20170115,    7
  260,20170116,  -16
  260,20170117,  -34
  260,20170118,  -38
  260,20170119,  -20
  260,20170120,   -3
  260,20170121,   -2
  260,20170122,  -17
  260,20170123,   16
  260,20170124,    8
  260,20170125,  -11
  260,20170126,  -28
  260,20170127,    8
  260,20170128,   54
  260,20170129,   47
  260,20170130,   49
  260,20170131,   37
  260,20170201,   34
  260,20170202,   86
  260,20170203,   86
  260,20170204,   57
  260,20170205,   44
  260,20170206,   43
  260,20170207,   24
  260,20170208,    0
  260,20170209,  -16
  260,20170210,  -23
  260,20170211,   -4
  260,20170212,    7
  260,20170213,   22
  260,20170214,   38
  260,20170215,   74
  260,20170216,   68
  260,20170217,   70
  260,20170218,   56
  260,20170219,   62
  260,20170220,   91
  260,20170221,   96
  260,20170222,   95
  260,20170223,   80
  260,20170224,   45
  260,20170225,   58
  260,20170226,   87
  260,20170227,   87
  260,20170228,   47
  260,20170301,   63
  260,20170302,   66
  260,20170303,   59
  260,20170304,   92
  260,20170305,   69
  260,20170306,   60
  260,20170307,   67
  260,20170308,   59
  260,20170309,   77
  260,20170310,   65
  260,20170311,   73
  260,20170312,   79
  260,20170313,   65
  260,20170314,   88
  260,20170315,   90
  260,20170316,   94
  260,20170317,   83
  260,20170318,   97
  260,20170319,  113
  260,20170320,  103
  260,20170321,   75
  260,20170322,   63
  260,20170323,   82
  260,20170324,   84
  260,20170325,   85
  260,20170326,   80
  260,20170327,   92
  260,20170328,  113
  260,20170329,  126
  260,20170330,  157
  260,20170331,  145
  260,20170401,  108
  260,20170402,  103
  260,20170403,   81
  260,20170404,   98
  260,20170405,   92
  260,20170406,   81
  260,20170407,  105
  260,20170408,   96
  260,20170409,  117
  260,20170410,   98
  260,20170411,   96
  260,20170412,   98
  260,20170413,   93
  260,20170414,   99
  260,20170415,   96
  260,20170416,   79
  260,20170417,   65
  260,20170418,   61
  260,20170419,   39
  260,20170420,   69
  260,20170421,  111
  260,20170422,   78
  260,20170423,   66
  260,20170424,   93
  260,20170425,   59
  260,20170426,   50
  260,20170427,   61
  260,20170428,   76
  260,20170429,   76
  260,20170430,  123
  260,20170501,  117
  260,20170502,  100
  260,20170503,  107
  260,20170504,  104
  260,20170505,   89
  260,20170506,  128
  260,20170507,  117
  260,20170508,   97
  260,20170509,   80
  260,20170510,   90
  260,20170511,  154
  260,20170512,  155
  260,20170513,  140
  260,20170514,  134
  260,20170515,  149
  260,20170516,  204
  260,20170517,  223
  260,20170518,  165
  260,20170519,  136
  260,20170520,  125
  260,20170521,  144
  260,20170522,  176
  260,20170523,  161
  260,20170524,  159
  260,20170525,  174
  260,20170526,  203
  260,20170527,  229
  260,20170528,  205
  260,20170529,  219
  260,20170530,  183
  260,20170531,  174
  260,20170601,  166
  260,20170602,  198
  260,20170603,  184
  260,20170604,  154
  260,20170605,  171
  260,20170606,  141
  260,20170607,  140
  260,20170608,  168
  260,20170609,  165
  260,20170610,  178
  260,20170611,  199
  260,20170612,  161
  260,20170613,  163
  260,20170614,  174
  260,20170615,  200
  260,20170616,  162
  260,20170617,  186
  260,20170618,  208
  260,20170619,  236
  260,20170620,  216
  260,20170621,  214
  260,20170622,  229
  260,20170623,  196
  260,20170624,  171
  260,20170625,  175
  260,20170626,  168
  260,20170627,  173
  260,20170628,  180
  260,20170629,  175
  260,20170630,  162
  260,20170701,  161
  260,20170702,  156
  260,20170703,  166
  260,20170704,  186
  260,20170705,  190
  260,20170706,  199
  260,20170707,  206
  260,20170708,  186
  260,20170709,  172
  260,20170710,  196
  260,20170711,  177
  260,20170712,  149
  260,20170713,  146
  260,20170714,  142
  260,20170715,  172
  260,20170716,  186
  260,20170717,  186
  260,20170718,  199
  260,20170719,  235
  260,20170720,  191
  260,20170721,  182
  260,20170722,  194
  260,20170723,  160
  260,20170724,  161
  260,20170725,  167
  260,20170726,  190
  260,20170727,  185
  260,20170728,  172
  260,20170729,  182
  260,20170730,  188
  260,20170731,  181
  260,20170801,  178
  260,20170802,  176
  260,20170803,  190
  260,20170804,  183
  260,20170805,  159
  260,20170806,  158
  260,20170807,  168
  260,20170808,  162
  260,20170809,  167
  260,20170810,  157
  260,20170811,  167
  260,20170812,  168
  260,20170813,  162
  260,20170814,  179
  260,20170815,  179
  260,20170816,  176
  260,20170817,  173
  260,20170818,  169
  260,20170819,  154
  260,20170820,  158
  260,20170821,  159
  260,20170822,  182
  260,20170823,  196
  260,20170824,  179
  260,20170825,  169
  260,20170826,  182
  260,20170827,  178
  260,20170828,  187
  260,20170829,  210
  260,20170830,  178
  260,20170831,  144
  260,20170901,  147
  260,20170902,  133
  260,20170903,  130
  260,20170904,  158
  260,20170905,  186
  260,20170906,  159
  260,20170907,  156
  260,20170908,  151
  260,20170909,  132
  260,20170910,  139
  260,20170911,  141
  260,20170912,  146
  260,20170913,  141
  260,20170914,  117
  260,20170915,  125
  260,20170916,  106
  260,20170917,  108
  260,20170918,  120
  260,20170919,  120
  260,20170920,  135
  260,20170921,  134
  260,20170922,  119
  260,20170923,  109
  260,20170924,  121
  260,20170925,  142
  260,20170926,  132
  260,20170927,  136
  260,20170928,  158
  260,20170929,  171
  260,20170930,  131
  260,20171001,  141
  260,20171002,  156
  260,20171003,  136
  260,20171004,  130
  260,20171005,  129
  260,20171006,  116
  260,20171007,  122
  260,20171008,  121
  260,20171009,  121
  260,20171010,  143
  260,20171011,  148
  260,20171012,  134
  260,20171013,  153
  260,20171014,  148
  260,20171015,  158
  260,20171016,  186
  260,20171017,  129
  260,20171018,  137
  260,20171019,  157
  260,20171020,  137
  260,20171021,  132
  260,20171022,  108
  260,20171023,  126
  260,20171024,  153
  260,20171025,  142
  260,20171026,  140
  260,20171027,  118
  260,20171028,  124
  260,20171029,  107
  260,20171030,   83
  260,20171031,  101
  260,20171101,  112
  260,20171102,   98
  260,20171103,   88
  260,20171104,  106
  260,20171105,   78
  260,20171106,   48
  260,20171107,   33
  260,20171108,   59
  260,20171109,   87
  260,20171110,   92
  260,20171111,   66
  260,20171112,   52
  260,20171113,   62
  260,20171114,   77
  260,20171115,   94
  260,20171116,   93
  260,20171117,   56
  260,20171118,   69
  260,20171119,   67
  260,20171120,   78
  260,20171121,  115
  260,20171122,  114
  260,20171123,  111
  260,20171124,   69
  260,20171125,   37
  260,20171126,   53
  260,20171127,   67
  260,20171128,   54
  260,20171129,   29
  260,20171130,   15
  260,20171201,    0
  260,20171202,   -4
  260,20171203,   37
  260,20171204,   70
  260,20171205,   76
  260,20171206,   80
  260,20171207,   59
  260,20171208,   26
  260,20171209,   21
  260,20171210,   11
  260,20171211,   -1
  260,20171212,   18
  260,20171213,   40
  260,20171214,   33
  260,20171215,   26
  260,20171216,   27
  260,20171217,   25
  260,20171218,   59
  260,20171219,   52
  260,20171220,   75
  260,20171221,   84
  260,20171222,   86
  260,20171223,   87
  260,20171224,   82
  260,20171225,   74
  260,20171226,   58
  260,20171227,   51
  260,20171228,   39
  260,20171229,   28
  260,20171230,   88
  260,20171231,  106
  260,20180101,   68
  260,20180102,   65
  260,20180103,   88
  260,20180104,   82
  260,20180105,   64
  260,20180106,   45
  260,20180107,   10
  260,20180108,   11
  260,20180109,   30
  260,20180110,   69
  260,20180111,   57
  260,20180112,   50
  260,20180113,   42
  260,20180114,   29
  260,20180115,   52
  260,20180116,   52
  260,20180117,   46
  260,20180118,   47
  260,20180119,   37
  260,20180120,   22
  260,20180121,   30
  260,20180122,   63
  260,20180123,   81
  260,20180124,  117
  260,20180125,   77
  260,20180126,   54
  260,20180127,   58
  260,20180128,   97
  260,20180129,   88
  260,20180130,   47
  260,20180131,   65
  260,20180201,   34
  260,20180202,   44
  260,20180203,   20
  260,20180204,   17
  260,20180205,   10
  260,20180206,  -21
  260,20180207,  -22
  260,20180208,   10
  260,20180209,    6
  260,20180210,   29
  260,20180211,   45
  260,20180212,   30
  260,20180213,   20
  260,20180214,   19
  260,20180215,   43
  260,20180216,   32
  260,20180217,    9
  260,20180218,    7
  260,20180219,   12
  260,20180220,    8
  260,20180221,    3
  260,20180222,    2
  260,20180223,   -5
  260,20180224,   -4
  260,20180225,  -22
  260,20180226,  -33
  260,20180227,  -36
  260,20180228,  -66
  260,20180301,  -47
  260,20180302,  -37
  260,20180303,  -17
  260,20180304,   50
  260,20180305,   66
  260,20180306,   56
  260,20180307,   59
  260,20180308,   48
  260,20180309,   65
  260,20180310,  114
  260,20180311,  102
  260,20180312,  103
  260,20180313,   56
  260,20180314,   58
  260,20180315,   73
  260,20180316,   38
  260,20180317,  -14
  260,20180318,  -10
  260,20180319,   -2
  260,20180320,   38
  260,20180321,   36
  260,20180322,   64
  260,20180323,   62
  260,20180324,   65
  260,20180325,   54
  260,20180326,   47
  260,20180327,   56
  260,20180328,   59
  260,20180329,   65
  260,20180330,   90
  260,20180331,   72
  260,20180401,   48
  260,20180402,   77
  260,20180403,  127
  260,20180404,  103
  260,20180405,   59
  260,20180406,   88
  260,20180407,  139
  260,20180408,  152
  260,20180409,  126
  260,20180410,  155
  260,20180411,  127
  260,20180412,  104
  260,20180413,  100
  260,20180414,  115
  260,20180415,  127
  260,20180416,  114
  260,20180417,  128
  260,20180418,  163
  260,20180419,  192
  260,20180420,  183
  260,20180421,  155
  260,20180422,  179
  260,20180423,  131
  260,20180424,  129
  260,20180425,  115
  260,20180426,  103
  260,20180427,  103
  260,20180428,  117
  260,20180429,   92
  260,20180430,   95
  260,20180501,   79
  260,20180502,  109
  260,20180503,  104
  260,20180504,  119
  260,20180505,  147
  260,20180506,  172
  260,20180507,  180
  260,20180508,  191
  260,20180509,  179
  260,20180510,  121
  260,20180511,  123
  260,20180512,  170
  260,20180513,  131
  260,20180514,  187
  260,20180515,  192
  260,20180516,  153
  260,20180517,  114
  260,20180518,  109
  260,20180519,  110
  260,20180520,  154
  260,20180521,  192
  260,20180522,  183
  260,20180523,  188
  260,20180524,  183
  260,20180525,  206
  260,20180526,  230
  260,20180527,  203
  260,20180528,  225
  260,20180529,  221
  260,20180530,  215
  260,20180531,  202
  260,20180601,  176
  260,20180602,  170
  260,20180603,  193
  260,20180604,  182
  260,20180605,  167
  260,20180606,  198
  260,20180607,  224
  260,20180608,  185
  260,20180609,  198
  260,20180610,  182
  260,20180611,  169
  260,20180612,  148
  260,20180613,  147
  260,20180614,  157
  260,20180615,  188
  260,20180616,  175
  260,20180617,  156
  260,20180618,  167
  260,20180619,  177
  260,20180620,  191
  260,20180621,  144
  260,20180622,  133
  260,20180623,  151
  260,20180624,  147
  260,20180625,  165
  260,20180626,  160
  260,20180627,  179
  260,20180628,  212
  260,20180629,  195
  260,20180630,  213
  260,20180701,  213
  260,20180702,  206
  260,20180703,  196
  260,20180704,  192
  260,20180705,  189
  260,20180706,  195
  260,20180707,  183
  260,20180708,  186
  260,20180709,  175
  260,20180710,  161
  260,20180711,  178
  260,20180712,  190
  260,20180713,  185
  260,20180714,  188
  260,20180715,  208
  260,20180716,  226
  260,20180717,  200
  260,20180718,  191
  260,20180719,  196
  260,20180720,  191
  260,20180721,  211
  260,20180722,  206
  260,20180723,  225
  260,20180724,  246
  260,20180725,  244
  260,20180726,  277
  260,20180727,  297
  260,20180728,  203
  260,20180729,  213
  260,20180730,  240
  260,20180731,  206
  260,20180801,  204
  260,20180802,  226
  260,20180803,  239
  260,20180804,  224
  260,20180805,  205
  260,20180806,  231
  260,20180807,  259
  260,20180808,  196
  260,20180809,  172
  260,20180810,  165
  260,20180811,  156
  260,20180812,  198
  260,20180813,  187
  260,20180814,  188
  260,20180815,  197
  260,20180816,  184
  260,20180817,  174
  260,20180818,  178
  260,20180819,  194
  260,20180820,  196
  260,20180821,  200
  260,20180822,  195
  260,20180823,  183
  260,20180824,  155
  260,20180825,  127
  260,20180826,  145
  260,20180827,  171
  260,20180828,  167
  260,20180829,  147
  260,20180830,  150
  260,20180831,  124
  260,20180901,  135
  260,20180902,  159
  260,20180903,  186
  260,20180904,  206
  260,20180905,  190
  260,20180906,  166
  260,20180907,  146
  260,20180908,  148
  260,20180909,  183
  260,20180910,  174
  260,20180911,  188
  260,20180912,  153
  260,20180913,  130
  260,20180914,  135
  260,20180915,  147
  260,20180916,  146
  260,20180917,  153
  260,20180918,  189
  260,20180919,  191
  260,20180920,  197
  260,20180921,  154
  260,20180922,  121
  260,20180923,   95
  260,20180924,   99
  260,20180925,   94
  260,20180926,  119
  260,20180927,  132
  260,20180928,  114
  260,20180929,   75
  260,20180930,   99
  260,20181001,   95
  260,20181002,  117
  260,20181003,  126
  260,20181004,  147
  260,20181005,  128
  260,20181006,  139
  260,20181007,  101
  260,20181008,   95
  260,20181009,  109
  260,20181010,  151
  260,20181011,  176
  260,20181012,  187
  260,20181013,  200
  260,20181014,  174
  260,20181015,  161
  260,20181016,  153
  260,20181017,  132
  260,20181018,  122
  260,20181019,   92
  260,20181020,   86
  260,20181021,  122
  260,20181022,  108
  260,20181023,  128
  260,20181024,  140
  260,20181025,  121
  260,20181026,   95
  260,20181027,   71
  260,20181028,   40
  260,20181029,   44
  260,20181030,   57
  260,20181031,   85
  260,20181101,  104
  260,20181102,   78
  260,20181103,   43
  260,20181104,   59
  260,20181105,   77
  260,20181106,  124
  260,20181107,  111
  260,20181108,   92
  260,20181109,   90
  260,20181110,  116
  260,20181111,  114
  260,20181112,  100
  260,20181113,  102
  260,20181114,   80
  260,20181115,   69
  260,20181116,   34
  260,20181117,   41
  260,20181118,   29
  260,20181119,   49
  260,20181120,   34
  260,20181121,   34
  260,20181122,   32
  260,20181123,   32
  260,20181124,   24
  260,20181125,   34
  260,20181126,   49
  260,20181127,   33
  260,20181128,   61
  260,20181129,  102
  260,20181130,   96
  260,20181201,   77
  260,20181202,  120
  260,20181203,  114
  260,20181204,   48
  260,20181205,   55
  260,20181206,  111
  260,20181207,  100
  260,20181208,   91
  260,20181209,   81
  260,20181210,   55
  260,20181211,   39
  260,20181212,    8
  260,20181213,    8
  260,20181214,    9
  260,20181215,    3
  260,20181216,   14
  260,20181217,   56
  260,20181218,   64
  260,20181219,   74
  260,20181220,   75
  260,20181221,   97
  260,20181222,   96
  260,20181223,   71
  260,20181224,   57
  260,20181225,   56
  260,20181226,   40
  260,20181227,    8
  260,20181228,   23
  260,20181229,   79
  260,20181230,   85
  260,20181231,   89
  260,20190101,   77
  260,20190102,   54
  260,20190103,   40
  260,20190104,   51
  260,20190105,   70
  260,20190106,   61
  260,20190107,   67
  260,20190108,   71
  260,20190109,   49
  260,20190110,   30
  260,20190111,   68
  260,20190112,   76
  260,20190113,   89
  260,20190114,   51
  260,20190115,   64
  260,20190116,   61
  260,20190117,   29
  260,20190118,   -4
  260,20190119,  -14
  260,20190120,  -26
  260,20190121,  -19
  260,20190122,  -17
  260,20190123,  -10
  260,20190124,  -20
  260,20190125,    8
  260,20190126,   72
  260,20190127,   58
  260,20190128,   39
  260,20190129,   16
  260,20190130,    7
  260,20190131,  -11
  260,20190201,    8
  260,20190202,   16
  260,20190203,   18
  260,20190204,   21
  260,20190205,   40
  260,20190206,   51
  260,20190207,   78
  260,20190208,   80
  260,20190209,   87
  260,20190210,   64
  260,20190211,   51
  260,20190212,   53
  260,20190213,   58
  260,20190214,   45
  260,20190215,   62
  260,20190216,   58
  260,20190217,   67
  260,20190218,   72
  260,20190219,   73
  260,20190220,   78
  260,20190221,   82
  260,20190222,   91
  260,20190223,   69
  260,20190224,   61
  260,20190225,   73
  260,20190226,   78
  260,20190227,   95
  260,20190228,   77
  260,20190301,   63
  260,20190302,   82
  260,20190303,  112
  260,20190304,   88
  260,20190305,   75
  260,20190306,  100
  260,20190307,   92
  260,20190308,   78
  260,20190309,   88
  260,20190310,   58
  260,20190311,   54
  260,20190312,   68
  260,20190313,   73
  260,20190314,   82
  260,20190315,   95
  260,20190316,  100
  260,20190317,   71
  260,20190318,   51
  260,20190319,   47
  260,20190320,   91
  260,20190321,   81
  260,20190322,   95
  260,20190323,   81
  260,20190324,   55
  260,20190325,   77
  260,20190326,   73
  260,20190327,   93
  260,20190328,   85
  260,20190329,   90
  260,20190330,  112
  260,20190331,   82
  260,20190401,   71
  260,20190402,   93
  260,20190403,   61
  260,20190404,   56
  260,20190405,   78
  260,20190406,  106
  260,20190407,  151
  260,20190408,  143
  260,20190409,   96
  260,20190410,   60
  260,20190411,   61
  260,20190412,   53
  260,20190413,   29
  260,20190414,   55
  260,20190415,  106
  260,20190416,  125
  260,20190417,  127
  260,20190418,  163
  260,20190419,  174
  260,20190420,  174
  260,20190421,  151
  260,20190422,  170
  260,20190423,  157
  260,20190424,  167
  260,20190425,  122
  260,20190426,  127
  260,20190427,   98
  260,20190428,   92
  260,20190429,  104
  260,20190430,  106
  260,20190501,   91
  260,20190502,   93
  260,20190503,   80
  260,20190504,   65
  260,20190505,   67
  260,20190506,   66
  260,20190507,   81
  260,20190508,  102
  260,20190509,  124
  260,20190510,  105
  260,20190511,   96
  260,20190512,   95
  260,20190513,   94
  260,20190514,  108
  260,20190515,  121
  260,20190516,  118
  260,20190517,  120
  260,20190518,  155
  260,20190519,  151
  260,20190520,  133
  260,20190521,  118
  260,20190522,  133
  260,20190523,  150
  260,20190524,  150
  260,20190525,  134
  260,20190526,  159
  260,20190527,  143
  260,20190528,  111
  260,20190529,  130
  260,20190530,  168
  260,20190531,  172
  260,20190601,  189
  260,20190602,  226
  260,20190603,  176
  260,20190604,  185
  260,20190605,  162
  260,20190606,  147
  260,20190607,  155
  260,20190608,  144
  260,20190609,  153
  260,20190610,  178
  260,20190611,  156
  260,20190612,  140
  260,20190613,  142
  260,20190614,  170
  260,20190615,  158
  260,20190616,  170
  260,20190617,  192
  260,20190618,  207
