Hawaii Ocean Time-series : 06-Dec-2022 05:30:51
https://hahana.soest.hawaii.edu/hot/hot-dogs/cextraction.html

crn, julian, press, temp, sal, nit, 
#, day, dbar, ITS-90, PSS-78, umol/kg, 
  1,   30,    0.0, 26.2693, 35.2335,  -9.000,
  1,   30,    2.0, 26.2695, 35.2252,  -9.000,
  1,   30,    4.0, 26.2737, 35.2079,  -9.000,
  1,   30,    6.0, 26.2724, 35.2076,  -9.000,
  1,   30,    8.0, 26.2705, 35.2095,  -9.000,
  1,   30,   10.0, 26.2697, 35.2109,  -9.000,
  1,   30,   12.0, 26.2679, 35.2094,  -9.000,
  1,   30,   14.0, 26.2644, 35.2093,  -9.000,
  1,   30,   16.0, 26.2609, 35.2092,  -9.000,
  1,   30,   18.0, 26.2593, 35.2095,  -9.000,
  1,   30,   20.0, 26.2588, 35.2125,  -9.000,
  1,   30,   22.0, 26.2565, 35.2124,  -9.000,
  1,   30,   24.0, 26.2563, 35.2123,  -9.000,
  1,   30,   26.0, 26.2558, 35.2122,  -9.000,
  1,   30,   28.0, 26.2541, 35.2117,  -9.000,
  1,   30,   30.0, 26.2519, 35.2117,  -9.000,
  1,   30,   32.0, 26.2436, 35.2115,  -9.000,
  1,   30,   34.0, 26.2311, 35.2121,  -9.000,
  1,   30,   36.0, 26.2227, 35.2129,  -9.000,
  1,   30,   38.0, 26.2157, 35.2133,  -9.000,
  1,   30,   40.0, 26.2044, 35.2137,  -9.000,
  1,   30,   42.0, 26.1742, 35.2175,  -9.000,
  1,   30,   44.0, 26.1439, 35.2161,  -9.000,
  1,   30,   46.0, 26.0263, 35.2139,  -9.000,
  1,   30,   48.0, 25.9751, 35.2173,  -9.000,
  1,   30,   50.0, 25.8361, 35.2189,  -9.000,
  1,   30,   52.0, 25.6489, 35.2200,  -9.000,
  1,   30,   54.0, 25.4551, 35.2127,  -9.000,
  1,   30,   56.0, 25.3915, 35.2111,  -9.000,
  1,   30,   58.0, 25.2496, 35.2111,  -9.000,
  1,   30,   60.0, 25.0020, 35.2143,  -9.000,
  1,   30,   62.0, 24.8955, 35.2166,  -9.000,
  1,   30,   64.0, 24.7184, 35.2154,  -9.000,
  1,   30,   66.0, 24.5462, 35.2155,  -9.000,
  1,   30,   68.0, 24.3141, 35.2176,  -9.000,
  1,   30,   70.0, 24.1510, 35.2213,  -9.000,
  1,   30,   72.0, 23.9278, 35.2180,  -9.000,
  1,   30,   74.0, 23.8363, 35.2183,  -9.000,
  1,   30,   76.0, 23.6803, 35.2202,  -9.000,
  1,   30,   78.0, 23.5649, 35.2210,  -9.000,
  1,   30,   80.0, 23.4059, 35.2217,  -9.000,
  1,   30,   82.0, 23.3886, 35.2202,  -9.000,
  1,   30,   84.0, 23.1795, 35.2219,  -9.000,
  1,   30,   86.0, 23.0956, 35.2231,  -9.000,
  1,   30,   88.0, 23.0176, 35.2266,  -9.000,
  1,   30,   90.0, 22.9255, 35.2350,  -9.000,
  1,   30,   92.0, 22.8277, 35.2321,  -9.000,
  1,   30,   94.0, 22.7210, 35.2331,  -9.000,
  1,   30,   96.0, 22.6108, 35.2393,  -9.000,
  1,   30,   98.0, 22.5055, 35.2375,  -9.000,
  1,   30,  100.0, 22.4026, 35.2376,  -9.000,
  1,   30,  102.0, 22.3009, 35.2370,  -9.000,
  1,   30,  104.0, 22.2253, 35.2359,  -9.000,
  1,   30,  106.0, 22.1344, 35.2351,  -9.000,
  1,   30,  108.0, 22.0358, 35.2333,  -9.000,
  1,   30,  110.0, 21.9472, 35.2312,  -9.000,
  1,   30,  112.0, 21.8746, 35.2293,  -9.000,
  1,   30,  114.0, 21.7782, 35.2300,  -9.000,
  1,   30,  116.0, 21.6774, 35.2285,  -9.000,
  1,   30,  118.0, 21.5457, 35.2253,  -9.000,
  1,   30,  120.0, 21.4876, 35.2241,  -9.000,
  1,   30,  122.0, 21.2931, 35.2119,  -9.000,
  1,   30,  124.0, 21.1770, 35.2057,  -9.000,
  1,   30,  126.0, 21.0376, 35.1980,  -9.000,
  1,   30,  128.0, 20.8714, 35.1964,  -9.000,
  1,   30,  130.0, 20.8962, 35.1923,  -9.000,
  1,   30,  132.0, 20.7431, 35.1774,  -9.000,
  1,   30,  134.0, 20.5947, 35.1692,  -9.000,
  1,   30,  136.0, 20.4776, 35.1654,  -9.000,
  1,   30,  138.0, 20.3811, 35.1596,  -9.000,
  1,   30,  140.0, 20.2803, 35.1499,  -9.000,
  1,   30,  142.0, 20.2101, 35.1398,  -9.000,
  1,   30,  144.0, 20.0939, 35.1315,  -9.000,
  1,   30,  146.0, 19.9781, 35.1217,  -9.000,
  1,   30,  148.0, 19.8818, 35.1203,  -9.000,
  1,   30,  150.0, 19.7668, 35.1077,  -9.000,
  1,   30,  152.0, 19.6333, 35.0952,  -9.000,
  1,   30,  154.0, 19.5276, 35.0889,  -9.000,
  1,   30,  156.0, 19.3987, 35.0804,  -9.000,
  1,   30,  158.0, 19.3244, 35.0721,  -9.000,
  1,   30,  160.0, 19.2250, 35.0649,  -9.000,
  1,   30,  162.0, 19.1133, 35.0570,  -9.000,
  1,   30,  164.0, 19.0307, 35.0488,  -9.000,
  1,   30,  166.0, 18.9210, 35.0367,  -9.000,
  1,   30,  168.0, 18.8312, 35.0278,  -9.000,
  1,   30,  170.0, 18.7065, 35.0133,  -9.000,
  1,   30,  172.0, 18.6246, 35.0050,  -9.000,
  1,   30,  174.0, 18.5481, 35.0030,  -9.000,
  1,   30,  176.0, 18.4190, 34.9879,  -9.000,
  1,   30,  178.0, 18.2611, 34.9660,  -9.000,
  1,   30,  180.0, 18.2152, 34.9637,  -9.000,
  1,   30,  182.0, 18.0926, 34.9509,  -9.000,
  1,   30,  184.0, 18.0191, 34.9431,  -9.000,
  1,   30,  186.0, 17.9009, 34.9292,  -9.000,
  1,   30,  188.0, 17.8079, 34.9207,  -9.000,
  1,   30,  190.0, 17.7553, 34.9115,  -9.000,
  1,   30,  192.0, 17.6082, 34.8911,  -9.000,
  1,   30,  194.0, 17.5254, 34.8802,  -9.000,
  1,   30,  196.0, 17.4970, 34.8786,  -9.000,
  1,   30,  198.0, 17.3311, 34.8570,  -9.000,
  1,   30,  200.0, 17.2287, 34.8413,  -9.000,
  2,   62,    0.0, 25.6554, 34.9802,  -9.000,
  2,   62,    2.0, 25.7045, 34.9855,  -9.000,
  2,   62,    4.0, 25.7012, 34.9856,  -9.000,
  2,   62,    6.0, 25.6900, 34.9836,  -9.000,
  2,   62,    8.0, 25.6871, 34.9825,  -9.000,
  2,   62,   10.0, 25.6832, 34.9849,  -9.000,
  2,   62,   12.0, 25.6822, 34.9846,  -9.000,
  2,   62,   14.0, 25.6760, 34.9825,  -9.000,
  2,   62,   16.0, 25.6777, 34.9829,  -9.000,
  2,   62,   18.0, 25.6739, 34.9851,  -9.000,
  2,   62,   20.0, 25.6715, 34.9854,  -9.000,
  2,   62,   22.0, 25.6701, 34.9857,  -9.000,
  2,   62,   24.0, 25.6686, 34.9862,  -9.000,
  2,   62,   26.0, 25.6723, 34.9866,  -9.000,
  2,   62,   28.0, 25.6654, 34.9869,  -9.000,
  2,   62,   30.0, 25.6632, 34.9875,  -9.000,
  2,   62,   32.0, 25.6639, 34.9879,  -9.000,
  2,   62,   34.0, 25.6581, 34.9888,  -9.000,
  2,   62,   36.0, 25.6544, 34.9888,  -9.000,
  2,   62,   38.0, 25.6474, 34.9882,  -9.000,
  2,   62,   40.0, 25.6412, 34.9897,  -9.000,
  2,   62,   42.0, 25.6373, 34.9895,  -9.000,
  2,   62,   44.0, 25.6344, 34.9908,  -9.000,
  2,   62,   46.0, 25.6312, 34.9913,  -9.000,
  2,   62,   48.0, 25.6271, 34.9915,  -9.000,
  2,   62,   50.0, 25.6235, 34.9926,  -9.000,
  2,   62,   52.0, 25.6209, 34.9940,  -9.000,
  2,   62,   54.0, 25.6140, 34.9948,  -9.000,
  2,   62,   56.0, 25.6043, 34.9945,  -9.000,
  2,   62,   58.0, 25.5910, 34.9979,  -9.000,
  2,   62,   60.0, 25.5668, 34.9994,  -9.000,
  2,   62,   62.0, 25.5311, 35.0001,  -9.000,
  2,   62,   64.0, 25.4887, 35.0009,  -9.000,
  2,   62,   66.0, 25.4120, 35.0037,  -9.000,
  2,   62,   68.0, 25.3472, 35.0047,  -9.000,
  2,   62,   70.0, 25.2641, 35.0028,  -9.000,
  2,   62,   72.0, 25.1653, 35.0052,  -9.000,
  2,   62,   74.0, 25.0730, 35.0052,  -9.000,
  2,   62,   76.0, 24.9404, 35.0089,  -9.000,
  2,   62,   78.0, 24.7686, 35.0088,  -9.000,
  2,   62,   80.0, 24.6724, 35.0114,  -9.000,
  2,   62,   82.0, 24.5611, 35.0158,  -9.000,
  2,   62,   84.0, 24.4102, 35.0225,  -9.000,
  2,   62,   86.0, 24.2684, 35.0276,  -9.000,
  2,   62,   88.0, 24.1869, 35.0313,  -9.000,
  2,   62,   90.0, 24.0696, 35.0406,  -9.000,
  2,   62,   92.0, 24.0169, 35.0481,  -9.000,
  2,   62,   94.0, 23.8846, 35.0582,  -9.000,
  2,   62,   96.0, 23.7918, 35.0652,  -9.000,
  2,   62,   98.0, 23.7393, 35.0702,  -9.000,
  2,   62,  100.0, 23.6128, 35.0793,  -9.000,
  2,   62,  102.0, 23.4868, 35.0868,  -9.000,
  2,   62,  104.0, 23.3900, 35.0927,  -9.000,
  2,   62,  106.0, 23.2305, 35.0947,  -9.000,
  2,   62,  108.0, 23.1282, 35.0971,  -9.000,
  2,   62,  110.0, 23.0269, 35.1033,  -9.000,
  2,   62,  112.0, 22.9258, 35.1086,  -9.000,
  2,   62,  114.0, 22.7914, 35.1149,  -9.000,
  2,   62,  116.0, 22.7134, 35.1197,  -9.000,
  2,   62,  118.0, 22.6245, 35.1238,  -9.000,
  2,   62,  120.0, 22.5597, 35.1279,  -9.000,
  2,   62,  122.0, 22.4860, 35.1318,  -9.000,
  2,   62,  124.0, 22.4385, 35.1354,  -9.000,
  2,   62,  126.0, 22.3364, 35.1412,  -9.000,
  2,   62,  128.0, 22.2393, 35.1456,  -9.000,
  2,   62,  130.0, 22.1452, 35.1482,  -9.000,
  2,   62,  132.0, 22.0455, 35.1496,  -9.000,
  2,   62,  134.0, 21.9381, 35.1517,  -9.000,
  2,   62,  136.0, 21.8407, 35.1523,  -9.000,
  2,   62,  138.0, 21.7620, 35.1513,  -9.000,
  2,   62,  140.0, 21.6503, 35.1511,  -9.000,
  2,   62,  142.0, 21.5078, 35.1495,  -9.000,
  2,   62,  144.0, 21.4118, 35.1499,  -9.000,
  2,   62,  146.0, 21.3253, 35.1527,  -9.000,
  2,   62,  148.0, 21.2242, 35.1473,  -9.000,
  2,   62,  150.0, 21.1367, 35.1515,  -9.000,
  2,   62,  152.0, 21.0363, 35.1497,  -9.000,
  2,   62,  154.0, 20.9580, 35.1492,  -9.000,
  2,   62,  156.0, 20.8653, 35.1478,  -9.000,
  2,   62,  158.0, 20.7529, 35.1488,  -9.000,
  2,   62,  160.0, 20.6776, 35.1458,  -9.000,
  2,   62,  162.0, 20.5772, 35.1454,  -9.000,
  2,   62,  164.0, 20.5187, 35.1463,  -9.000,
  2,   62,  166.0, 20.3765, 35.1432,  -9.000,
  2,   62,  168.0, 20.2808, 35.1417,  -9.000,
  2,   62,  170.0, 20.1728, 35.1343,  -9.000,
  2,   62,  172.0, 20.0921, 35.1328,  -9.000,
  2,   62,  174.0, 19.9510, 35.1253,  -9.000,
  2,   62,  176.0, 19.8640, 35.1212,  -9.000,
  2,   62,  178.0, 19.7952, 35.1179,  -9.000,
  2,   62,  180.0, 19.6781, 35.1106,  -9.000,
  2,   62,  182.0, 19.5648, 35.1025,  -9.000,
  2,   62,  184.0, 19.4180, 35.0882,  -9.000,
  2,   62,  186.0, 19.3194, 35.0802,  -9.000,
  2,   62,  188.0, 19.2154, 35.0700,  -9.000,
  2,   62,  190.0, 19.1162, 35.0594,  -9.000,
  2,   62,  192.0, 19.0005, 35.0473,  -9.000,
  2,   62,  194.0, 18.8779, 35.0360,  -9.000,
  2,   62,  196.0, 18.7955, 35.0269,  -9.000,
  2,   62,  198.0, 18.6835, 35.0145,  -9.000,
  2,   62,  200.0, 18.5519, 35.0042,  -9.000,
  3,   99,    0.0, 24.5943, 35.0290,  -9.000,
  3,   99,    2.0, 24.6227, 35.0361,  -9.000,
  3,   99,    4.0, 24.6169, 35.0298,  -9.000,
  3,   99,    6.0, 24.6187, 35.0328,  -9.000,
  3,   99,    8.0, 24.6178, 35.0307,  -9.000,
  3,   99,   10.0, 24.6181, 35.0315,  -9.000,
  3,   99,   12.0, 24.6185, 35.0316,  -9.000,
  3,   99,   14.0, 24.6199, 35.0315,  -9.000,
  3,   99,   16.0, 24.6213, 35.0299,  -9.000,
  3,   99,   18.0, 24.6228, 35.0298,  -9.000,
  3,   99,   20.0, 24.6238, 35.0311,  -9.000,
  3,   99,   22.0, 24.6244, 35.0310,  -9.000,
  3,   99,   24.0, 24.6240, 35.0313,  -9.000,
  3,   99,   26.0, 24.6246, 35.0313,  -9.000,
  3,   99,   28.0, 24.6246, 35.0314,  -9.000,
  3,   99,   30.0, 24.6250, 35.0316,  -9.000,
  3,   99,   32.0, 24.6256, 35.0315,  -9.000,
  3,   99,   34.0, 24.6303, 35.0314,  -9.000,
  3,   99,   36.0, 24.6268, 35.0316,  -9.000,
  3,   99,   38.0, 24.6275, 35.0320,  -9.000,
  3,   99,   40.0, 24.6279, 35.0318,  -9.000,
  3,   99,   42.0, 24.6245, 35.0316,  -9.000,
  3,   99,   44.0, 24.6290, 35.0316,  -9.000,
  3,   99,   46.0, 24.6288, 35.0315,  -9.000,
  3,   99,   48.0, 24.6253, 35.0318,  -9.000,
  3,   99,   50.0, 24.6298, 35.0319,  -9.000,
  3,   99,   52.0, 24.6301, 35.0320,  -9.000,
  3,   99,   54.0, 24.6304, 35.0321,  -9.000,
  3,   99,   56.0, 24.6321, 35.0316,  -9.000,
  3,   99,   58.0, 24.6313, 35.0321,  -9.000,
  3,   99,   60.0, 24.6317, 35.0327,  -9.000,
  3,   99,   62.0, 24.6331, 35.0319,  -9.000,
  3,   99,   64.0, 24.6325, 35.0322,  -9.000,
  3,   99,   66.0, 24.6328, 35.0321,  -9.000,
  3,   99,   68.0, 24.6298, 35.0319,  -9.000,
  3,   99,   70.0, 24.6338, 35.0325,  -9.000,
  3,   99,   72.0, 24.6270, 35.0323,  -9.000,
  3,   99,   74.0, 24.6342, 35.0322,  -9.000,
  3,   99,   76.0, 24.6266, 35.0314,  -9.000,
  3,   99,   78.0, 24.6351, 35.0324,  -9.000,
  3,   99,   80.0, 24.6350, 35.0320,  -9.000,
  3,   99,   82.0, 24.6348, 35.0322,  -9.000,
  3,   99,   84.0, 24.6362, 35.0320,  -9.000,
  3,   99,   86.0, 24.6345, 35.0325,  -9.000,
  3,   99,   88.0, 24.6345, 35.0325,  -9.000,
  3,   99,   90.0, 24.6351, 35.0325,  -9.000,
  3,   99,   92.0, 24.6356, 35.0326,  -9.000,
  3,   99,   94.0, 24.6396, 35.0326,  -9.000,
  3,   99,   96.0, 24.6308, 35.0330,  -9.000,
  3,   99,   98.0, 24.6222, 35.0333,  -9.000,
  3,   99,  100.0, 24.6211, 35.0334,  -9.000,
  3,   99,  102.0, 24.5985, 35.0337,  -9.000,
  3,   99,  104.0, 24.5886, 35.0358,  -9.000,
  3,   99,  106.0, 24.5516, 35.0378,  -9.000,
  3,   99,  108.0, 24.4995, 35.0471,  -9.000,
  3,   99,  110.0, 24.3910, 35.0442,  -9.000,
  3,   99,  112.0, 24.3027, 35.0467,  -9.000,
  3,   99,  114.0, 24.2073, 35.0506,  -9.000,
  3,   99,  116.0, 24.0302, 35.0577,  -9.000,
  3,   99,  118.0, 23.8575, 35.0656,  -9.000,
  3,   99,  120.0, 23.6389, 35.0759,  -9.000,
  3,   99,  122.0, 23.5076, 35.0812,  -9.000,
  3,   99,  124.0, 23.3855, 35.0828,  -9.000,
  3,   99,  126.0, 23.3634, 35.0882,  -9.000,
  3,   99,  128.0, 23.2533, 35.0905,  -9.000,
  3,   99,  130.0, 23.1662, 35.0980,  -9.000,
  3,   99,  132.0, 22.9968, 35.1052,  -9.000,
  3,   99,  134.0, 22.8829, 35.1112,  -9.000,
  3,   99,  136.0, 22.7798, 35.1162,  -9.000,
  3,   99,  138.0, 22.6334, 35.1206,  -9.000,
  3,   99,  140.0, 22.4815, 35.1265,  -9.000,
  3,   99,  142.0, 22.3628, 35.1321,  -9.000,
  3,   99,  144.0, 22.2597, 35.1356,  -9.000,
  3,   99,  146.0, 22.2638, 35.1336,  -9.000,
  3,   99,  148.0, 22.1501, 35.1386,  -9.000,
  3,   99,  150.0, 21.9714, 35.1442,  -9.000,
  3,   99,  152.0, 21.8746, 35.1429,  -9.000,
  3,   99,  154.0, 21.7852, 35.1432,  -9.000,
  3,   99,  156.0, 21.7016, 35.1416,  -9.000,
  3,   99,  158.0, 21.6074, 35.1403,  -9.000,
  3,   99,  160.0, 21.5038, 35.1388,  -9.000,
  3,   99,  162.0, 21.4381, 35.1414,  -9.000,
  3,   99,  164.0, 21.3336, 35.1397,  -9.000,
  3,   99,  166.0, 21.2371, 35.1371,  -9.000,
  3,   99,  168.0, 21.1918, 35.1345,  -9.000,
  3,   99,  170.0, 21.0386, 35.1295,  -9.000,
  3,   99,  172.0, 20.8829, 35.1239,  -9.000,
  3,   99,  174.0, 20.8063, 35.1201,  -9.000,
  3,   99,  176.0, 20.7780, 35.1179,  -9.000,
  3,   99,  178.0, 20.7255, 35.1181,  -9.000,
  3,   99,  180.0, 20.5714, 35.1086,  -9.000,
  3,   99,  182.0, 20.4613, 35.1038,  -9.000,
  3,   99,  184.0, 20.3771, 35.1005,  -9.000,
  3,   99,  186.0, 20.2574, 35.0935,  -9.000,
  3,   99,  188.0, 20.2369, 35.0918,  -9.000,
  3,   99,  190.0, 20.0814, 35.0835,  -9.000,
  3,   99,  192.0, 19.9845, 35.0790,  -9.000,
  3,   99,  194.0, 19.8430, 35.0712,  -9.000,
  3,   99,  196.0, 19.7617, 35.0679,  -9.000,
  3,   99,  198.0, 19.6449, 35.0608,  -9.000,
  3,   99,  200.0, 19.5100, 35.0504,  -9.000,
  4,  148,    0.0, 23.5319, 34.8545,  -9.000,
  4,  148,    2.0, 23.5255, 34.8314,  -9.000,
  4,  148,    4.0, 23.5290, 34.8341,  -9.000,
  4,  148,    6.0, 23.5330, 34.8342,  -9.000,
  4,  148,    8.0, 23.5336, 34.8343,  -9.000,
  4,  148,   10.0, 23.5353, 34.8368,  -9.000,
  4,  148,   12.0, 23.5371, 34.8374,  -9.000,
  4,  148,   14.0, 23.5393, 34.8372,  -9.000,
  4,  148,   16.0, 23.5410, 34.8375,  -9.000,
  4,  148,   18.0, 23.5418, 34.8342,  -9.000,
  4,  148,   20.0, 23.5419, 34.8345,  -9.000,
  4,  148,   22.0, 23.5429, 34.8350,  -9.000,
  4,  148,   24.0, 23.5454, 34.8361,  -9.000,
  4,  148,   26.0, 23.5500, 34.8384,  -9.000,
  4,  148,   28.0, 23.5559, 34.8443,  -9.000,
  4,  148,   30.0, 23.5617, 34.8533,  -9.000,
  4,  148,   32.0, 23.5672, 34.8687,  -9.000,
  4,  148,   34.0, 23.5685, 34.8767,  -9.000,
  4,  148,   36.0, 23.5620, 34.8590,  -9.000,
  4,  148,   38.0, 23.5661, 34.8838,  -9.000,
  4,  148,   40.0, 23.5591, 34.8928,  -9.000,
  4,  148,   42.0, 23.5584, 34.9097,  -9.000,
  4,  148,   44.0, 23.5491, 34.8825,  -9.000,
  4,  148,   46.0, 23.5065, 34.9712,  -9.000,
  4,  148,   48.0, 23.4170, 35.0284,  -9.000,
  4,  148,   50.0, 23.4367, 35.0261,  -9.000,
  4,  148,   52.0, 23.4982, 34.9935,  -9.000,
  4,  148,   54.0, 23.4219, 35.0662,  -9.000,
  4,  148,   56.0, 23.3961, 35.0919,  -9.000,
  4,  148,   58.0, 23.3242, 35.1387,  -9.000,
  4,  148,   60.0, 23.3309, 35.1515,  -9.000,
  4,  148,   62.0, 23.3091, 35.1689,  -9.000,
  4,  148,   64.0, 23.3041, 35.1901,  -9.000,
  4,  148,   66.0, 23.2917, 35.2060,  -9.000,
  4,  148,   68.0, 23.2799, 35.2141,  -9.000,
  4,  148,   70.0, 23.2578, 35.2301,  -9.000,
  4,  148,   72.0, 23.2411, 35.2529,  -9.000,
  4,  148,   74.0, 23.2259, 35.2657,  -9.000,
  4,  148,   76.0, 23.2158, 35.2721,  -9.000,
  4,  148,   78.0, 23.2088, 35.2749,  -9.000,
  4,  148,   80.0, 23.2020, 35.2827,  -9.000,
  4,  148,   82.0, 23.1858, 35.2836,  -9.000,
  4,  148,   84.0, 23.1749, 35.2885,  -9.000,
  4,  148,   86.0, 23.1578, 35.2952,  -9.000,
  4,  148,   88.0, 23.1523, 35.2969,  -9.000,
  4,  148,   90.0, 23.1442, 35.2995,  -9.000,
  4,  148,   92.0, 23.1359, 35.3019,  -9.000,
  4,  148,   94.0, 23.1631, 35.2971,  -9.000,
  4,  148,   96.0, 23.0939, 35.3136,  -9.000,
  4,  148,   98.0, 23.0424, 35.3274,  -9.000,
  4,  148,  100.0, 23.0460, 35.3207,  -9.000,
  4,  148,  102.0, 23.0056, 35.3240,  -9.000,
  4,  148,  104.0, 23.0616, 35.3192,  -9.000,
  4,  148,  106.0, 22.9265, 35.3281,  -9.000,
  4,  148,  108.0, 22.8959, 35.3292,  -9.000,
  4,  148,  110.0, 22.8462, 35.3316,  -9.000,
  4,  148,  112.0, 22.7862, 35.3348,  -9.000,
  4,  148,  114.0, 22.7190, 35.3360,  -9.000,
  4,  148,  116.0, 22.6660, 35.3369,  -9.000,
  4,  148,  118.0, 22.5847, 35.3325,  -9.000,
  4,  148,  120.0, 22.4326, 35.3244,  -9.000,
  4,  148,  122.0, 22.2953, 35.3150,  -9.000,
  4,  148,  124.0, 21.9885, 35.3079,  -9.000,
  4,  148,  126.0, 22.0533, 35.3062,  -9.000,
  4,  148,  128.0, 21.9069, 35.3005,  -9.000,
  4,  148,  130.0, 21.7256, 35.2829,  -9.000,
  4,  148,  132.0, 21.5454, 35.2690,  -9.000,
  4,  148,  134.0, 21.4073, 35.2567,  -9.000,
  4,  148,  136.0, 21.2922, 35.2485,  -9.000,
  4,  148,  138.0, 21.2002, 35.2409,  -9.000,
  4,  148,  140.0, 21.1048, 35.2344,  -9.000,
  4,  148,  142.0, 20.9589, 35.2296,  -9.000,
  4,  148,  144.0, 20.8214, 35.2172,  -9.000,
  4,  148,  146.0, 20.6524, 35.2091,  -9.000,
  4,  148,  148.0, 20.4272, 35.1954,  -9.000,
  4,  148,  150.0, 20.4161, 35.1880,  -9.000,
  4,  148,  152.0, 20.1692, 35.1728,  -9.000,
  4,  148,  154.0, 20.0371, 35.1589,  -9.000,
  4,  148,  156.0, 19.8984, 35.1459,  -9.000,
  4,  148,  158.0, 19.7258, 35.1390,  -9.000,
  4,  148,  160.0, 19.5976, 35.1257,  -9.000,
  4,  148,  162.0, 19.4898, 35.1145,  -9.000,
  4,  148,  164.0, 19.1628, 35.0837,  -9.000,
  4,  148,  166.0, 19.0915, 35.0812,  -9.000,
  4,  148,  168.0, 18.9571, 35.0614,  -9.000,
  4,  148,  170.0, 19.4572, 35.1122,  -9.000,
  4,  148,  172.0, 18.8169, 35.0474,  -9.000,
  4,  148,  174.0, 18.7636, 35.0413,  -9.000,
  4,  148,  176.0, 18.6549, 35.0320,  -9.000,
  4,  148,  178.0, 18.9444, 35.0616,  -9.000,
  4,  148,  180.0, 18.3569, 35.0057,  -9.000,
  4,  148,  182.0, 18.2228, 34.9934,  -9.000,
  4,  148,  184.0, 18.0207, 34.9693,  -9.000,
  4,  148,  186.0, 17.9769, 34.9624,  -9.000,
  4,  148,  188.0, 17.3560, 34.8978,  -9.000,
  4,  148,  190.0, 17.7359, 34.9351,  -9.000,
  4,  148,  192.0, 17.5936, 34.9191,  -9.000,
  4,  148,  194.0, 17.5190, 34.9088,  -9.000,
  4,  148,  196.0, 17.2562, 34.8799,  -9.000,
  4,  148,  198.0, 17.1185, 34.8630,  -9.000,
  4,  148,  200.0, 17.0030, 34.8503,  -9.000,
  5,  177,    0.0, 24.5155, 34.6974,  -9.000,
  5,  177,    2.0, 24.5098, 34.6839,  -9.000,
  5,  177,    4.0, 24.5040, 34.6798,  -9.000,
  5,  177,    6.0, 24.4947, 34.6829,  -9.000,
  5,  177,    8.0, 24.4661, 34.6834,  -9.000,
  5,  177,   10.0, 24.4434, 34.6834,  -9.000,
  5,  177,   12.0, 24.4188, 34.6854,  -9.000,
  5,  177,   14.0, 24.3903, 34.6912,  -9.000,
  5,  177,   16.0, 24.3714, 34.6992,  -9.000,
  5,  177,   18.0, 24.3597, 34.6957,  -9.000,
  5,  177,   20.0, 24.3382, 34.6995,  -9.000,
  5,  177,   22.0, 24.3073, 34.7036,  -9.000,
  5,  177,   24.0, 24.2795, 34.7090,  -9.000,
  5,  177,   26.0, 24.2550, 34.7105,  -9.000,
  5,  177,   28.0, 24.2111, 34.7206,  -9.000,
  5,  177,   30.0, 24.2125, 34.7187,  -9.000,
  5,  177,   32.0, 24.1612, 34.7314,  -9.000,
  5,  177,   34.0, 24.1333, 34.7361,  -9.000,
  5,  177,   36.0, 24.0599, 34.7488,  -9.000,
  5,  177,   38.0, 23.9972, 34.7624,  -9.000,
  5,  177,   40.0, 23.9313, 34.7771,  -9.000,
  5,  177,   42.0, 23.8929, 34.7876,  -9.000,
  5,  177,   44.0, 23.8622, 34.8030,  -9.000,
  5,  177,   46.0, 23.8313, 34.8126,  -9.000,
  5,  177,   48.0, 23.8058, 34.8275,  -9.000,
  5,  177,   50.0, 23.7896, 34.8352,  -9.000,
  5,  177,   52.0, 23.7719, 34.8420,  -9.000,
  5,  177,   54.0, 23.7620, 34.8448,  -9.000,
  5,  177,   56.0, 23.7501, 34.8518,  -9.000,
  5,  177,   58.0, 23.7395, 34.8582,  -9.000,
  5,  177,   60.0, 23.7317, 34.8632,  -9.000,
  5,  177,   62.0, 23.7188, 34.8718,  -9.000,
  5,  177,   64.0, 23.7077, 34.8758,  -9.000,
  5,  177,   66.0, 23.6826, 34.8891,  -9.000,
  5,  177,   68.0, 23.6787, 34.8955,  -9.000,
  5,  177,   70.0, 23.6433, 34.9050,  -9.000,
  5,  177,   72.0, 23.6112, 34.9103,  -9.000,
  5,  177,   74.0, 23.6111, 34.9161,  -9.000,
  5,  177,   76.0, 23.5886, 34.9221,  -9.000,
  5,  177,   78.0, 23.5958, 34.9283,  -9.000,
  5,  177,   80.0, 23.5894, 34.9358,  -9.000,
  5,  177,   82.0, 23.5744, 34.9427,  -9.000,
  5,  177,   84.0, 23.5720, 34.9556,  -9.000,
  5,  177,   86.0, 23.5595, 34.9514,  -9.000,
  5,  177,   88.0, 23.5467, 34.9598,  -9.000,
  5,  177,   90.0, 23.5364, 34.9681,  -9.000,
  5,  177,   92.0, 23.5177, 34.9788,  -9.000,
  5,  177,   94.0, 23.4984, 34.9871,  -9.000,
  5,  177,   96.0, 23.4764, 34.9901,  -9.000,
  5,  177,   98.0, 23.4953, 34.9984,  -9.000,
  5,  177,  100.0, 23.4450, 35.0187,  -9.000,
  5,  177,  102.0, 23.4251, 35.0230,  -9.000,
  5,  177,  104.0, 23.3840, 35.0256,  -9.000,
  5,  177,  106.0, 23.3498, 35.0471,  -9.000,
  5,  177,  108.0, 23.3343, 35.0532,  -9.000,
  5,  177,  110.0, 23.3052, 35.0664,  -9.000,
  5,  177,  112.0, 23.2540, 35.0707,  -9.000,
  5,  177,  114.0, 23.1608, 35.0767,  -9.000,
