Hawaii Ocean Time-series : 06-Dec-2022 05:30:51
https://hahana.soest.hawaii.edu/hot/hot-dogs/cextraction.html

crn, julian, press, temp, sal, nit, 
#, day, dbar, ITS-90, PSS-78, umol/kg, 
161, 5764,   48.0, 26.4520, 34.6082,  -9.000,
161, 5764,   50.0, 26.4514, 34.6084,  -9.000,
161, 5764,   52.0, 26.4508, 34.6084,  -9.000,
161, 5764,   54.0, 26.4504, 34.6083,  -9.000,
161, 5764,   56.0, 26.4216, 34.6107,  -9.000,
161, 5764,   58.0, 26.3778, 34.6168,  -9.000,
161, 5764,   60.0, 26.2960, 34.6309,  -9.000,
161, 5764,   62.0, 26.1517, 34.6542,  -9.000,
161, 5764,   64.0, 25.9943, 34.6904,  -9.000,
161, 5764,   66.0, 25.8200, 34.7240,  -9.000,
161, 5764,   68.0, 25.6130, 34.7634,  -9.000,
161, 5764,   70.0, 25.3861, 34.8117,  -9.000,
161, 5764,   72.0, 25.2097, 34.8511,  -9.000,
161, 5764,   74.0, 25.0123, 34.8984,  -9.000,
161, 5764,   76.0, 24.9127, 34.9204,  -9.000,
161, 5764,   78.0, 24.8250, 34.9392,  -9.000,
161, 5764,   80.0, 24.7122, 34.9620,  -9.000,
161, 5764,   82.0, 24.6451, 34.9749,  -9.000,
161, 5764,   84.0, 24.5356, 34.9976,  -9.000,
161, 5764,   86.0, 24.4541, 35.0129,  -9.000,
161, 5764,   88.0, 24.3869, 35.0259,  -9.000,
161, 5764,   90.0, 24.3142, 35.0392,  -9.000,
161, 5764,   92.0, 24.2527, 35.0508,  -9.000,
161, 5764,   94.0, 24.2135, 35.0588,  -9.000,
161, 5764,   96.0, 24.1334, 35.0746,  -9.000,
161, 5764,   98.0, 24.0561, 35.0895,  -9.000,
161, 5764,  100.0, 23.9745, 35.1040,  -9.000,
161, 5764,  102.0, 23.9050, 35.1175,  -9.000,
161, 5764,  104.0, 23.8578, 35.1254,  -9.000,
161, 5764,  106.0, 23.8274, 35.1303,  -9.000,
161, 5764,  108.0, 23.7927, 35.1361,  -9.000,
161, 5764,  110.0, 23.7442, 35.1437,  -9.000,
161, 5764,  112.0, 23.6468, 35.1592,  -9.000,
161, 5764,  114.0, 23.5526, 35.1744,  -9.000,
161, 5764,  116.0, 23.4289, 35.1957,  -9.000,
161, 5764,  118.0, 23.3282, 35.2112,  -9.000,
161, 5764,  120.0, 23.2679, 35.2216,  -9.000,
161, 5764,  122.0, 23.2182, 35.2295,  -9.000,
161, 5764,  124.0, 23.1757, 35.2355,  -9.000,
161, 5764,  126.0, 23.1115, 35.2448,  -9.000,
161, 5764,  128.0, 23.0079, 35.2570,  -9.000,
161, 5764,  130.0, 22.9519, 35.2628,  -9.000,
161, 5764,  132.0, 22.9043, 35.2681,  -9.000,
161, 5764,  134.0, 22.8266, 35.2759,  -9.000,
161, 5764,  136.0, 22.7022, 35.2838,  -9.000,
161, 5764,  138.0, 22.6075, 35.2839,  -9.000,
161, 5764,  140.0, 22.5474, 35.2857,  -9.000,
161, 5764,  142.0, 22.4821, 35.2878,  -9.000,
161, 5764,  144.0, 22.4346, 35.2886,  -9.000,
161, 5764,  146.0, 22.3444, 35.2911,  -9.000,
161, 5764,  148.0, 22.2969, 35.2931,  -9.000,
161, 5764,  150.0, 22.2338, 35.2949,  -9.000,
161, 5764,  152.0, 22.1573, 35.2971,  -9.000,
161, 5764,  154.0, 22.0634, 35.2966,  -9.000,
161, 5764,  156.0, 21.9834, 35.2965,  -9.000,
161, 5764,  158.0, 21.9136, 35.2935,  -9.000,
161, 5764,  160.0, 21.8359, 35.2941,  -9.000,
161, 5764,  162.0, 21.7705, 35.2937,  -9.000,
161, 5764,  164.0, 21.6879, 35.2897,  -9.000,
161, 5764,  166.0, 21.6145, 35.2858,  -9.000,
161, 5764,  168.0, 21.5216, 35.2752,  -9.000,
161, 5764,  170.0, 21.4437, 35.2726,  -9.000,
161, 5764,  172.0, 21.3036, 35.2563,  -9.000,
161, 5764,  174.0, 21.1751, 35.2378,  -9.000,
161, 5764,  176.0, 21.0925, 35.2257,  -9.000,
161, 5764,  178.0, 20.8933, 35.1996,  -9.000,
161, 5764,  180.0, 20.8200, 35.1917,  -9.000,
161, 5764,  182.0, 20.7437, 35.1862,  -9.000,
161, 5764,  184.0, 20.6659, 35.1780,  -9.000,
161, 5764,  186.0, 20.6134, 35.1726,  -9.000,
161, 5764,  188.0, 20.5488, 35.1658,  -9.000,
161, 5764,  190.0, 20.4765, 35.1574,  -9.000,
161, 5764,  192.0, 20.1482, 35.1282,  -9.000,
161, 5764,  194.0, 20.2401, 35.1352,  -9.000,
161, 5764,  196.0, 20.0673, 35.1169,  -9.000,
161, 5764,  198.0, 19.9457, 35.1050,  -9.000,
161, 5764,  200.0, 19.7957, 35.0894,  -9.000,
162, 5798,    0.0, 26.8604, 34.8650,  -9.000,
162, 5798,    2.0, 26.9103, 34.8658,  -9.000,
162, 5798,    4.0, 26.9100, 34.8626,  -9.000,
162, 5798,    6.0, 26.9082, 34.8643,  -9.000,
162, 5798,    8.0, 26.9055, 34.8622,  -9.000,
162, 5798,   10.0, 26.9017, 34.8641,  -9.000,
162, 5798,   12.0, 26.8960, 34.8641,  -9.000,
162, 5798,   14.0, 26.8932, 34.8641,  -9.000,
162, 5798,   16.0, 26.8845, 34.8642,  -9.000,
162, 5798,   18.0, 26.8762, 34.8642,  -9.000,
162, 5798,   20.0, 26.8703, 34.8644,  -9.000,
162, 5798,   22.0, 26.8632, 34.8645,  -9.000,
162, 5798,   24.0, 26.8598, 34.8646,  -9.000,
162, 5798,   26.0, 26.8568, 34.8646,  -9.000,
162, 5798,   28.0, 26.8534, 34.8647,  -9.000,
162, 5798,   30.0, 26.8489, 34.8652,  -9.000,
162, 5798,   32.0, 26.8384, 34.8666,  -9.000,
162, 5798,   34.0, 26.8062, 34.8720,  -9.000,
162, 5798,   36.0, 26.7040, 34.8914,  -9.000,
162, 5798,   38.0, 26.6217, 34.9050,  -9.000,
162, 5798,   40.0, 26.3998, 34.9459,  -9.000,
162, 5798,   42.0, 26.1736, 34.9813,  -9.000,
162, 5798,   44.0, 25.6942, 35.0796,  -9.000,
162, 5798,   46.0, 25.1665, 35.1459,  -9.000,
162, 5798,   48.0, 24.8570, 35.1662,  -9.000,
162, 5798,   50.0, 24.5439, 35.1956,  -9.000,
162, 5798,   52.0, 24.3701, 35.2130,  -9.000,
162, 5798,   54.0, 24.1692, 35.2308,  -9.000,
162, 5798,   56.0, 23.9652, 35.2394,  -9.000,
162, 5798,   58.0, 23.7937, 35.2522,  -9.000,
162, 5798,   60.0, 23.6852, 35.2555,  -9.000,
162, 5798,   62.0, 23.5505, 35.2605,  -9.000,
162, 5798,   64.0, 23.3906, 35.2621,  -9.000,
162, 5798,   66.0, 23.2476, 35.2631,  -9.000,
162, 5798,   68.0, 23.1181, 35.2641,  -9.000,
162, 5798,   70.0, 22.9772, 35.2670,  -9.000,
162, 5798,   72.0, 22.8399, 35.2740,  -9.000,
162, 5798,   74.0, 22.7360, 35.2808,  -9.000,
162, 5798,   76.0, 22.6440, 35.2829,  -9.000,
162, 5798,   78.0, 22.5454, 35.2874,  -9.000,
162, 5798,   80.0, 22.4475, 35.2861,  -9.000,
162, 5798,   82.0, 22.3618, 35.2880,  -9.000,
162, 5798,   84.0, 22.2945, 35.2920,  -9.000,
162, 5798,   86.0, 22.2124, 35.2942,  -9.000,
162, 5798,   88.0, 22.1132, 35.2973,  -9.000,
162, 5798,   90.0, 22.0227, 35.2961,  -9.000,
162, 5798,   92.0, 21.9141, 35.2931,  -9.000,
162, 5798,   94.0, 21.8014, 35.2833,  -9.000,
162, 5798,   96.0, 21.7013, 35.2808,  -9.000,
162, 5798,   98.0, 21.6122, 35.2764,  -9.000,
162, 5798,  100.0, 21.5434, 35.2739,  -9.000,
162, 5798,  102.0, 21.4569, 35.2724,  -9.000,
162, 5798,  104.0, 21.3787, 35.2734,  -9.000,
162, 5798,  106.0, 21.3089, 35.2705,  -9.000,
162, 5798,  108.0, 21.2284, 35.2676,  -9.000,
162, 5798,  110.0, 21.1339, 35.2610,  -9.000,
162, 5798,  112.0, 21.0523, 35.2558,  -9.000,
162, 5798,  114.0, 20.9731, 35.2496,  -9.000,
162, 5798,  116.0, 20.9030, 35.2442,  -9.000,
162, 5798,  118.0, 20.8099, 35.2370,  -9.000,
162, 5798,  120.0, 20.7329, 35.2284,  -9.000,
162, 5798,  122.0, 20.6390, 35.2164,  -9.000,
162, 5798,  124.0, 20.5181, 35.2010,  -9.000,
162, 5798,  126.0, 20.4244, 35.1906,  -9.000,
162, 5798,  128.0, 20.3138, 35.1838,  -9.000,
162, 5798,  130.0, 20.2416, 35.1752,  -9.000,
162, 5798,  132.0, 20.1547, 35.1637,  -9.000,
162, 5798,  134.0, 20.0455, 35.1474,  -9.000,
162, 5798,  136.0, 19.9390, 35.1335,  -9.000,
162, 5798,  138.0, 19.8334, 35.1200,  -9.000,
162, 5798,  140.0, 19.7369, 35.1058,  -9.000,
162, 5798,  142.0, 19.6222, 35.0884,  -9.000,
162, 5798,  144.0, 19.5229, 35.0755,  -9.000,
162, 5798,  146.0, 19.4494, 35.0653,  -9.000,
162, 5798,  148.0, 19.3791, 35.0561,  -9.000,
162, 5798,  150.0, 19.3108, 35.0503,  -9.000,
162, 5798,  152.0, 19.2134, 35.0380,  -9.000,
162, 5798,  154.0, 19.1140, 35.0250,  -9.000,
162, 5798,  156.0, 18.9860, 35.0064,  -9.000,
162, 5798,  158.0, 18.8521, 34.9866,  -9.000,
162, 5798,  160.0, 18.7478, 34.9717,  -9.000,
162, 5798,  162.0, 18.6455, 34.9551,  -9.000,
162, 5798,  164.0, 18.4859, 34.9282,  -9.000,
162, 5798,  166.0, 18.3069, 34.9004,  -9.000,
162, 5798,  168.0, 18.1863, 34.8820,  -9.000,
162, 5798,  170.0, 18.0514, 34.8597,  -9.000,
162, 5798,  172.0, 17.9248, 34.8409,  -9.000,
162, 5798,  174.0, 17.8039, 34.8230,  -9.000,
162, 5798,  176.0, 17.6989, 34.8079,  -9.000,
162, 5798,  178.0, 17.5709, 34.7911,  -9.000,
162, 5798,  180.0, 17.4551, 34.7736,  -9.000,
162, 5798,  182.0, 17.3452, 34.7576,  -9.000,
162, 5798,  184.0, 17.2517, 34.7438,  -9.000,
162, 5798,  186.0, 17.1348, 34.7272,  -9.000,
162, 5798,  188.0, 16.9673, 34.7034,  -9.000,
162, 5798,  190.0, 16.7879, 34.6796,  -9.000,
162, 5798,  192.0, 16.6704, 34.6631,  -9.000,
162, 5798,  194.0, 16.5548, 34.6476,  -9.000,
162, 5798,  196.0, 16.4499, 34.6336,  -9.000,
162, 5798,  198.0, 16.3318, 34.6168,  -9.000,
162, 5798,  200.0, 16.2344, 34.6030,  -9.000,
163, 5842,    0.0, 27.4506, 34.8980,  -9.000,
163, 5842,    2.0, 27.4137, 34.8955,  -9.000,
163, 5842,    4.0, 27.4161, 34.8931,  -9.000,
163, 5842,    6.0, 27.4059, 34.8948,  -9.000,
163, 5842,    8.0, 27.3818, 34.8941,  -9.000,
163, 5842,   10.0, 27.3729, 34.8939,  -9.000,
163, 5842,   12.0, 27.3639, 34.8935,  -9.000,
163, 5842,   14.0, 27.3583, 34.8939,  -9.000,
163, 5842,   16.0, 27.3509, 34.8930,  -9.000,
163, 5842,   18.0, 27.3455, 34.8928,  -9.000,
163, 5842,   20.0, 27.3416, 34.8928,  -9.000,
163, 5842,   22.0, 27.3395, 34.8928,  -9.000,
163, 5842,   24.0, 27.3376, 34.8927,  -9.000,
163, 5842,   26.0, 27.3361, 34.8926,  -9.000,
163, 5842,   28.0, 27.3350, 34.8927,  -9.000,
163, 5842,   30.0, 27.3328, 34.8927,  -9.000,
163, 5842,   32.0, 27.3316, 34.8927,  -9.000,
163, 5842,   34.0, 27.3302, 34.8929,  -9.000,
163, 5842,   36.0, 27.3273, 34.8933,  -9.000,
163, 5842,   38.0, 27.3182, 34.8949,  -9.000,
163, 5842,   40.0, 27.2954, 34.8994,  -9.000,
163, 5842,   42.0, 27.2576, 34.9067,  -9.000,
163, 5842,   44.0, 27.1965, 34.9191,  -9.000,
163, 5842,   46.0, 27.1069, 34.9361,  -9.000,
163, 5842,   48.0, 26.9836, 34.9598,  -9.000,
163, 5842,   50.0, 26.7858, 34.9926,  -9.000,
163, 5842,   52.0, 26.5611, 35.0216,  -9.000,
163, 5842,   54.0, 26.2986, 35.0492,  -9.000,
163, 5842,   56.0, 26.0257, 35.0737,  -9.000,
163, 5842,   58.0, 25.8358, 35.0902,  -9.000,
163, 5842,   60.0, 25.6275, 35.1100,  -9.000,
163, 5842,   62.0, 25.3628, 35.1342,  -9.000,
163, 5842,   64.0, 25.1352, 35.1532,  -9.000,
163, 5842,   66.0, 24.9664, 35.1666,  -9.000,
163, 5842,   68.0, 24.7110, 35.1877,  -9.000,
163, 5842,   70.0, 24.5186, 35.2002,  -9.000,
163, 5842,   72.0, 24.3375, 35.2123,  -9.000,
163, 5842,   74.0, 24.1988, 35.2195,  -9.000,
163, 5842,   76.0, 24.0511, 35.2292,  -9.000,
163, 5842,   78.0, 23.9077, 35.2367,  -9.000,
163, 5842,   80.0, 23.7644, 35.2467,  -9.000,
163, 5842,   82.0, 23.6538, 35.2550,  -9.000,
163, 5842,   84.0, 23.5817, 35.2612,  -9.000,
163, 5842,   86.0, 23.4857, 35.2675,  -9.000,
163, 5842,   88.0, 23.3644, 35.2766,  -9.000,
163, 5842,   90.0, 23.2521, 35.2840,  -9.000,
163, 5842,   92.0, 23.1449, 35.2913,  -9.000,
163, 5842,   94.0, 23.0292, 35.2995,  -9.000,
163, 5842,   96.0, 22.9650, 35.3040,  -9.000,
163, 5842,   98.0, 22.8798, 35.3102,  -9.000,
163, 5842,  100.0, 22.7712, 35.3161,  -9.000,
163, 5842,  102.0, 22.6540, 35.3230,  -9.000,
163, 5842,  104.0, 22.5574, 35.3262,  -9.000,
163, 5842,  106.0, 22.4799, 35.3269,  -9.000,
163, 5842,  108.0, 22.3877, 35.3285,  -9.000,
163, 5842,  110.0, 22.2904, 35.3303,  -9.000,
163, 5842,  112.0, 22.2254, 35.3316,  -9.000,
163, 5842,  114.0, 22.1524, 35.3321,  -9.000,
163, 5842,  116.0, 22.0603, 35.3306,  -9.000,
163, 5842,  118.0, 21.9720, 35.3295,  -9.000,
163, 5842,  120.0, 21.8810, 35.3273,  -9.000,
163, 5842,  122.0, 21.8000, 35.3242,  -9.000,
163, 5842,  124.0, 21.7273, 35.3199,  -9.000,
163, 5842,  126.0, 21.6403, 35.3136,  -9.000,
163, 5842,  128.0, 21.5564, 35.3074,  -9.000,
163, 5842,  130.0, 21.4698, 35.3001,  -9.000,
163, 5842,  132.0, 21.4022, 35.2946,  -9.000,
163, 5842,  134.0, 21.3177, 35.2878,  -9.000,
163, 5842,  136.0, 21.2294, 35.2799,  -9.000,
163, 5842,  138.0, 21.1313, 35.2710,  -9.000,
163, 5842,  140.0, 21.0445, 35.2629,  -9.000,
163, 5842,  142.0, 20.9582, 35.2548,  -9.000,
163, 5842,  144.0, 20.8536, 35.2453,  -9.000,
163, 5842,  146.0, 20.7766, 35.2382,  -9.000,
163, 5842,  148.0, 20.6815, 35.2284,  -9.000,
163, 5842,  150.0, 20.5893, 35.2189,  -9.000,
163, 5842,  152.0, 20.4873, 35.2084,  -9.000,
163, 5842,  154.0, 20.3864, 35.1975,  -9.000,
163, 5842,  156.0, 20.2984, 35.1875,  -9.000,
163, 5842,  158.0, 20.2304, 35.1804,  -9.000,
163, 5842,  160.0, 20.1526, 35.1716,  -9.000,
163, 5842,  162.0, 20.0560, 35.1606,  -9.000,
163, 5842,  164.0, 19.9566, 35.1485,  -9.000,
163, 5842,  166.0, 19.8546, 35.1362,  -9.000,
163, 5842,  168.0, 19.7720, 35.1253,  -9.000,
163, 5842,  170.0, 19.6616, 35.1102,  -9.000,
163, 5842,  172.0, 19.5458, 35.0942,  -9.000,
163, 5842,  174.0, 19.4220, 35.0774,  -9.000,
163, 5842,  176.0, 19.3309, 35.0644,  -9.000,
163, 5842,  178.0, 19.2378, 35.0508,  -9.000,
163, 5842,  180.0, 19.1456, 35.0369,  -9.000,
163, 5842,  182.0, 19.0493, 35.0227,  -9.000,
163, 5842,  184.0, 18.9194, 35.0042,  -9.000,
163, 5842,  186.0, 18.8093, 34.9876,  -9.000,
163, 5842,  188.0, 18.6866, 34.9696,  -9.000,
163, 5842,  190.0, 18.5498, 34.9496,  -9.000,
163, 5842,  192.0, 18.3999, 34.9290,  -9.000,
163, 5842,  194.0, 18.2875, 34.9131,  -9.000,
163, 5842,  196.0, 18.1957, 34.9011,  -9.000,
163, 5842,  198.0, 18.0859, 34.8865,  -9.000,
163, 5842,  200.0, 17.9804, 34.8740,  -9.000,
164, 5874,    0.0, 26.0559, 35.1655,  -9.000,
164, 5874,    2.0, 26.0647, 35.1816,  -9.000,
164, 5874,    4.0, 26.0662, 35.1723,  -9.000,
164, 5874,    6.0, 26.0654, 35.1830,  -9.000,
164, 5874,    8.0, 26.0639, 35.1838,  -9.000,
164, 5874,   10.0, 26.0601, 35.1856,  -9.000,
164, 5874,   12.0, 26.0566, 35.1872,  -9.000,
164, 5874,   14.0, 26.0544, 35.1896,  -9.000,
164, 5874,   16.0, 26.0513, 35.1912,  -9.000,
164, 5874,   18.0, 26.0495, 35.1918,  -9.000,
164, 5874,   20.0, 26.0493, 35.1926,  -9.000,
164, 5874,   22.0, 26.0475, 35.1942,  -9.000,
164, 5874,   24.0, 26.0455, 35.1965,  -9.000,
164, 5874,   26.0, 26.0448, 35.1983,  -9.000,
164, 5874,   28.0, 26.0456, 35.1999,  -9.000,
164, 5874,   30.0, 26.0462, 35.2011,  -9.000,
164, 5874,   32.0, 26.0490, 35.2043,  -9.000,
164, 5874,   34.0, 26.0520, 35.2089,  -9.000,
164, 5874,   36.0, 26.0539, 35.2117,  -9.000,
164, 5874,   38.0, 26.0583, 35.2171,  -9.000,
164, 5874,   40.0, 26.0634, 35.2254,  -9.000,
164, 5874,   42.0, 26.0685, 35.2340,  -9.000,
164, 5874,   44.0, 26.0771, 35.2480,  -9.000,
164, 5874,   46.0, 26.0524, 35.2585,  -9.000,
164, 5874,   48.0, 26.0095, 35.2725,  -9.000,
164, 5874,   50.0, 25.9424, 35.2861,  -9.000,
164, 5874,   52.0, 25.8399, 35.2991,  -9.000,
164, 5874,   54.0, 25.7153, 35.3077,  -9.000,
164, 5874,   56.0, 25.5622, 35.3157,  -9.000,
164, 5874,   58.0, 25.4292, 35.3190,  -9.000,
164, 5874,   60.0, 25.2338, 35.3256,  -9.000,
164, 5874,   62.0, 24.9989, 35.3276,  -9.000,
164, 5874,   64.0, 24.7037, 35.3276,  -9.000,
164, 5874,   66.0, 24.3321, 35.3287,  -9.000,
164, 5874,   68.0, 24.0833, 35.3284,  -9.000,
164, 5874,   70.0, 23.8534, 35.3294,  -9.000,
164, 5874,   72.0, 23.6671, 35.3313,  -9.000,
164, 5874,   74.0, 23.4625, 35.3357,  -9.000,
164, 5874,   76.0, 23.2995, 35.3389,  -9.000,
164, 5874,   78.0, 23.1629, 35.3408,  -9.000,
164, 5874,   80.0, 23.0360, 35.3423,  -9.000,
164, 5874,   82.0, 22.9111, 35.3435,  -9.000,
164, 5874,   84.0, 22.7867, 35.3433,  -9.000,
164, 5874,   86.0, 22.6490, 35.3425,  -9.000,
164, 5874,   88.0, 22.5413, 35.3426,  -9.000,
164, 5874,   90.0, 22.4723, 35.3429,  -9.000,
164, 5874,   92.0, 22.3919, 35.3427,  -9.000,
164, 5874,   94.0, 22.3207, 35.3414,  -9.000,
164, 5874,   96.0, 22.2345, 35.3401,  -9.000,
164, 5874,   98.0, 22.1209, 35.3365,  -9.000,
164, 5874,  100.0, 22.0201, 35.3326,  -9.000,
164, 5874,  102.0, 21.9189, 35.3280,  -9.000,
164, 5874,  104.0, 21.8275, 35.3221,  -9.000,
164, 5874,  106.0, 21.6968, 35.3142,  -9.000,
164, 5874,  108.0, 21.6443, 35.3095,  -9.000,
164, 5874,  110.0, 21.5610, 35.3031,  -9.000,
164, 5874,  112.0, 21.4685, 35.2950,  -9.000,
164, 5874,  114.0, 21.3741, 35.2864,  -9.000,
164, 5874,  116.0, 21.3041, 35.2801,  -9.000,
164, 5874,  118.0, 21.2286, 35.2730,  -9.000,
164, 5874,  120.0, 21.1680, 35.2669,  -9.000,
164, 5874,  122.0, 21.1021, 35.2597,  -9.000,
164, 5874,  124.0, 21.0313, 35.2526,  -9.000,
164, 5874,  126.0, 20.9427, 35.2438,  -9.000,
164, 5874,  128.0, 20.8448, 35.2336,  -9.000,
164, 5874,  130.0, 20.7676, 35.2253,  -9.000,
164, 5874,  132.0, 20.7093, 35.2191,  -9.000,
164, 5874,  134.0, 20.6429, 35.2117,  -9.000,
164, 5874,  136.0, 20.5569, 35.2020,  -9.000,
164, 5874,  138.0, 20.4732, 35.1924,  -9.000,
164, 5874,  140.0, 20.3678, 35.1802,  -9.000,
164, 5874,  142.0, 20.2741, 35.1691,  -9.000,
164, 5874,  144.0, 20.1656, 35.1572,  -9.000,
164, 5874,  146.0, 20.1167, 35.1506,  -9.000,
164, 5874,  148.0, 20.0167, 35.1387,  -9.000,
164, 5874,  150.0, 19.9230, 35.1273,  -9.000,
164, 5874,  152.0, 19.8404, 35.1175,  -9.000,
164, 5874,  154.0, 19.7410, 35.1054,  -9.000,
164, 5874,  156.0, 19.6474, 35.0936,  -9.000,
164, 5874,  158.0, 19.5793, 35.0849,  -9.000,
164, 5874,  160.0, 19.4978, 35.0752,  -9.000,
164, 5874,  162.0, 19.4146, 35.0654,  -9.000,
164, 5874,  164.0, 19.3513, 35.0574,  -9.000,
164, 5874,  166.0, 19.2661, 35.0467,  -9.000,
164, 5874,  168.0, 19.1822, 35.0360,  -9.000,
164, 5874,  170.0, 19.0924, 35.0243,  -9.000,
164, 5874,  172.0, 18.9942, 35.0118,  -9.000,
164, 5874,  174.0, 18.8953, 34.9985,  -9.000,
164, 5874,  176.0, 18.7710, 34.9820,  -9.000,
164, 5874,  178.0, 18.6800, 34.9691,  -9.000,
164, 5874,  180.0, 18.5489, 34.9511,  -9.000,
164, 5874,  182.0, 18.4515, 34.9372,  -9.000,
164, 5874,  184.0, 18.3711, 34.9259,  -9.000,
164, 5874,  186.0, 18.2524, 34.9092,  -9.000,
164, 5874,  188.0, 18.1451, 34.8936,  -9.000,
164, 5874,  190.0, 18.0568, 34.8810,  -9.000,
164, 5874,  192.0, 17.9506, 34.8650,  -9.000,
164, 5874,  194.0, 17.8146, 34.8453,  -9.000,
164, 5874,  196.0, 17.7075, 34.8295,  -9.000,
164, 5874,  198.0, 17.6030, 34.8142,  -9.000,
164, 5874,  200.0, 17.4795, 34.7955,  -9.000,
165, 5902,    0.0, 26.4449, 34.9613,  -9.000,
165, 5902,    2.0, 26.4394, 34.9468,  -9.000,
165, 5902,    4.0, 26.4398, 34.9468,  -9.000,
165, 5902,    6.0, 26.4406, 34.9480,  -9.000,
165, 5902,    8.0, 26.4395, 34.9467,  -9.000,
165, 5902,   10.0, 26.4386, 34.9469,  -9.000,
165, 5902,   12.0, 26.4364, 34.9473,  -9.000,
165, 5902,   14.0, 26.4245, 34.9494,  -9.000,
165, 5902,   16.0, 26.4117, 34.9516,  -9.000,
165, 5902,   18.0, 26.3919, 34.9563,  -9.000,
165, 5902,   20.0, 26.3678, 34.9620,  -9.000,
165, 5902,   22.0, 26.3556, 34.9639,  -9.000,
165, 5902,   24.0, 26.3432, 34.9662,  -9.000,
165, 5902,   26.0, 26.3188, 34.9719,  -9.000,
165, 5902,   28.0, 26.2838, 34.9811,  -9.000,
165, 5902,   30.0, 26.2297, 34.9951,  -9.000,
165, 5902,   32.0, 26.1775, 35.0089,  -9.000,
165, 5902,   34.0, 26.1241, 35.0221,  -9.000,
165, 5902,   36.0, 26.0753, 35.0290,  -9.000,
165, 5902,   38.0, 26.0122, 35.0367,  -9.000,
165, 5902,   40.0, 25.9559, 35.0465,  -9.000,
165, 5902,   42.0, 25.9073, 35.0569,  -9.000,
165, 5902,   44.0, 25.8611, 35.0654,  -9.000,
165, 5902,   46.0, 25.8045, 35.0809,  -9.000,
165, 5902,   48.0, 25.7261, 35.0961,  -9.000,
165, 5902,   50.0, 25.6268, 35.1084,  -9.000,
165, 5902,   52.0, 25.4975, 35.1166,  -9.000,
165, 5902,   54.0, 25.3854, 35.1313,  -9.000,
165, 5902,   56.0, 25.2755, 35.1369,  -9.000,
165, 5902,   58.0, 25.1526, 35.1436,  -9.000,
165, 5902,   60.0, 25.0405, 35.1524,  -9.000,
165, 5902,   62.0, 24.9560, 35.1603,  -9.000,
165, 5902,   64.0, 24.8447, 35.1675,  -9.000,
165, 5902,   66.0, 24.7052, 35.1769,  -9.000,
165, 5902,   68.0, 24.5620, 35.1850,  -9.000,
165, 5902,   70.0, 24.3765, 35.1957,  -9.000,
165, 5902,   72.0, 24.1887, 35.2024,  -9.000,
165, 5902,   74.0, 24.0428, 35.2125,  -9.000,
165, 5902,   76.0, 23.8629, 35.2329,  -9.000,
165, 5902,   78.0, 23.6807, 35.2405,  -9.000,
165, 5902,   80.0, 23.5070, 35.2423,  -9.000,
165, 5902,   82.0, 23.3482, 35.2469,  -9.000,
165, 5902,   84.0, 23.2287, 35.2521,  -9.000,
165, 5902,   86.0, 23.0777, 35.2626,  -9.000,
165, 5902,   88.0, 22.8783, 35.2668,  -9.000,
165, 5902,   90.0, 22.7060, 35.2682,  -9.000,
165, 5902,   92.0, 22.5702, 35.2724,  -9.000,
165, 5902,   94.0, 22.4415, 35.2717,  -9.000,
165, 5902,   96.0, 22.3562, 35.2766,  -9.000,
165, 5902,   98.0, 22.2493, 35.2784,  -9.000,
165, 5902,  100.0, 22.1298, 35.2814,  -9.000,
165, 5902,  102.0, 22.0444, 35.2875,  -9.000,
165, 5902,  104.0, 21.9465, 35.2885,  -9.000,
165, 5902,  106.0, 21.8602, 35.2906,  -9.000,
165, 5902,  108.0, 21.7486, 35.2881,  -9.000,
165, 5902,  110.0, 21.6736, 35.2888,  -9.000,
165, 5902,  112.0, 21.5866, 35.2865,  -9.000,
165, 5902,  114.0, 21.4945, 35.2836,  -9.000,
165, 5902,  116.0, 21.4179, 35.2805,  -9.000,
165, 5902,  118.0, 21.3223, 35.2748,  -9.000,
165, 5902,  120.0, 21.2270, 35.2686,  -9.000,
165, 5902,  122.0, 21.1327, 35.2625,  -9.000,
165, 5902,  124.0, 21.0522, 35.2554,  -9.000,
165, 5902,  126.0, 20.9913, 35.2498,  -9.000,
165, 5902,  128.0, 20.9158, 35.2422,  -9.000,
165, 5902,  130.0, 20.8230, 35.2324,  -9.000,
165, 5902,  132.0, 20.7161, 35.2206,  -9.000,
165, 5902,  134.0, 20.6120, 35.2090,  -9.000,
165, 5902,  136.0, 20.5097, 35.1971,  -9.000,
165, 5902,  138.0, 20.4243, 35.1873,  -9.000,
165, 5902,  140.0, 20.3297, 35.1760,  -9.000,
165, 5902,  142.0, 20.2467, 35.1657,  -9.000,
165, 5902,  144.0, 20.1452, 35.1536,  -9.000,
165, 5902,  146.0, 20.0589, 35.1429,  -9.000,
165, 5902,  148.0, 19.9758, 35.1321,  -9.000,
165, 5902,  150.0, 19.8625, 35.1172,  -9.000,
165, 5902,  152.0, 19.7493, 35.1030,  -9.000,
165, 5902,  154.0, 19.6610, 35.0918,  -9.000,
165, 5902,  156.0, 19.5466, 35.0764,  -9.000,
165, 5902,  158.0, 19.4354, 35.0620,  -9.000,
165, 5902,  160.0, 19.3174, 35.0457,  -9.000,
165, 5902,  162.0, 19.2015, 35.0298,  -9.000,
