Hawaii Ocean Time-series : 09-May-2023 02:16:39
https://hahana.soest.hawaii.edu/hot/hot-dogs/bextraction.html

botid, date, time, press, hbact, 
#, mmddyy, hhmmss, dbar, #*1e5/ml, 
2950200115, 080817, 125857,   47.4,  5.495,
2950200112, 080817, 125708,   76.8,  4.428,
2950200109, 080817, 125528,  100.6,  3.822,
2950200106, 080817, 125327,  126.9,  2.070,
2950200104, 080817, 125201,  152.7,  1.888,
2950200103, 080817, 125030,  176.3,  1.841,
2960200722, 100717, 134337,    5.5,  5.681,
2960200719, 100717, 134147,   26.2,  5.781,
2960200716, 100717, 133947,   46.0,  5.787,
2960200713, 100717, 133717,   75.6,  5.779,
2960200710, 100717, 133458,  101.4,  5.193,
2960200707, 100717, 133232,  126.7,  3.971,
2960200704, 100717, 132937,  150.9,  2.523,
2960200703, 100717, 132752,  175.8,  2.181,
2970200120, 110817, 125345,    8.1,  4.602,
2970200117, 110817, 125140,   26.6,  4.627,
2970200114, 110817, 124945,   45.2,  4.715,
2970200111, 110817, 124714,   74.7,  3.907,
2970200108, 110817, 124501,  101.0,  3.623,
2970200106, 110817, 124246,  126.3,  2.499,
2970200104, 110817, 124057,  151.9,  2.057,
2970200103, 110817, 123911,  176.2,  1.746,
2980200120, 121217, 132041,    5.1,  4.642,
2980200117, 121217, 131840,   26.0,  4.704,
2980200114, 121217, 131642,   46.3,  4.462,
2980200111, 121217, 131436,   76.2,  4.458,
2980200108, 121217, 131236,  101.7,  3.472,
2980200105, 121217, 131036,  128.1,  2.649,
2980200104, 121217, 130846,  152.4,  2.187,
2980200103, 121217, 130653,  176.0,  1.874,
2990200121, 011718, 132910,    7.0,  4.716,
2990200117, 011718, 132714,   24.4,  4.857,
2990200114, 011718, 132538,   45.3,  4.700,
2990200111, 011718, 132343,   74.3,  4.828,
2990200108, 011718, 132140,  100.9,  4.167,
2990200105, 011718, 131932,  124.0,  4.360,
2990200104, 011718, 131803,  148.9,  3.104,
2990200103, 011718, 131629,  174.3,  2.418,
3000200120, 022518, 125410,    5.0,  4.109,
3000200117, 022518, 125216,   25.1,  4.037,
3000200114, 022518, 125024,   44.9,  4.207,
3000200111, 022518, 124815,   75.4,  4.273,
3000200108, 022518, 124634,  100.5,  4.728,
3000200105, 022518, 124445,  125.9,  4.026,
3000200104, 022518, 124316,  150.3,  4.078,
3000200103, 022518, 124135,  174.1,  3.184,
3010200621, 041818, 130307,    5.3,  5.270,
3010200618, 041818, 130120,   25.3,  5.336,
3010200615, 041818, 125923,   46.4,  4.969,
3010200612, 041818, 125712,   73.8,  5.218,
3010200609, 041818, 125448,  100.8,  4.924,
3010200606, 041818, 125244,  127.1,  3.937,
3010200605, 041818, 125119,  150.2,  2.760,
3010200604, 041818, 124959,  176.1,  2.830,
3020200723, 051618, 142147,    4.8,  4.464,
3020200719, 051618, 141907,   25.9,  4.724,
3020200717, 051618, 141737,   45.0,  4.541,
3020200714, 051618, 141432,   75.1,  4.575,
3020200712, 051618, 141148,  100.9,  3.353,
3020200710, 051618, 140907,  124.8,  3.145,
3020200706, 051618, 140557,  150.4,  2.500,
3020200704, 051618, 140347,  176.9,  2.139,
3030200123, 062618, 135642,    6.2,  4.270,
3030200118, 062618, 135315,   25.6,  3.969,
3030200115, 062618, 135056,   46.4,  4.189,
3030200112, 062618, 134757,   75.7,  5.759,
3030200109, 062618, 134513,  107.9,  5.069,
3030200106, 062618, 134218,  127.1,  3.472,
3030200104, 062618, 134014,  150.9,  2.598,
3030200103, 062618, 133749,  177.3,  2.180,
3040200123, 072418, 120257,    6.2,  4.163,
3040200117, 072418, 120008,   26.2,  4.237,
3040200114, 072418, 115818,   46.3,  5.078,
3040200111, 072418, 115607,   76.1,  4.790,
3040200108, 072418, 115406,  100.9,  3.302,
3040200105, 072418, 115147,  126.2,  2.468,
3040200104, 072418, 115014,  151.5,  1.958,
3040200103, 072418, 114848,  175.4,  1.758,
3050200121, 091018, 123519,    7.3,  5.018,
3050200117, 091018, 123201,   25.6,  5.297,
3050200114, 091018, 122859,   45.7,  5.551,
3050200111, 091018, 122601,   76.1,  4.463,
3050200108, 091018, 122333,  100.0,  2.872,
3050200105, 091018, 122052,  125.2,  2.294,
3050200104, 091018, 121852,  152.0,  2.472,
3050200103, 091018, 121700,  175.0,  1.927,
3060200121, 101218, 131937,    4.6,  4.339,
3060200117, 101218, 131722,   24.1,  4.563,
3060200114, 101218, 131536,   44.4,  4.633,
3060200111, 101218, 131338,   73.0,  4.038,
3060200108, 101218, 131137,   99.3,  3.302,
3060200105, 101218, 130934,  125.7,  1.970,
3060200104, 101218, 130817,  149.8,  1.631,
3060200103, 101218, 130632,  175.4,  1.481,
3070200121, 111618, 131236,    6.8,  4.241,
3070200117, 111618, 130850,   24.0,  4.159,
3070200114, 111618, 130635,   44.3,  4.137,
3070200111, 111618, 130408,   75.8,  4.195,
3070200108, 111618, 130207,   98.9,  3.896,
3070200105, 111618, 125935,  126.1,  2.980,
3070200104, 111618, 125749,  149.8,  2.433,
3070200103, 111618, 125544,  174.8,  1.984,
3090200121, 011519, 124310,    6.8,  5.678,
3090200117, 011519, 124009,   24.2,  5.555,
3090200114, 011519, 123754,   44.7,  5.000,
3090200111, 011519, 123439,   76.0,  4.102,
3090200108, 011519, 123240,  100.6,  3.786,
3090200105, 011519, 123029,  125.3,  2.480,
3090200104, 011519, 122849,  150.4,  2.036,
3090200103, 011519, 122714,  176.2,  1.787,
3100201024, 022119, 073330,    5.2,  4.005,
3100201021, 022119, 073133,   24.4,  4.051,
3100201020, 022119, 073000,   43.9,  4.128,
3100201017, 022119, 072653,   72.9,  4.108,
3100201015, 022119, 072403,   98.3,  4.024,
3100201013, 022119, 072124,  123.4,  2.604,
3100201010, 022119, 071835,  151.2,  2.088,
3100201008, 022119, 071646,  174.2,  1.917,
3110200121, 050219, 124337,    5.0,  5.020,
3110200117, 050219, 124001,   24.7,  5.112,
3110200114, 050219, 123801,   44.5,  4.964,
3110200111, 050219, 123531,   74.9,  4.142,
3110200108, 050219, 123237,   99.7,  3.962,
3110200105, 050219, 123008,  124.7,  3.652,
3110200104, 050219, 122752,  149.6,  3.609,
3110200103, 050219, 122553,  174.7,  3.172,
3120200121, 061119, 142444,    5.2,  4.794,
3120200117, 061119, 142140,   24.3,  5.539,
3120200114, 061119, 141949,   45.0,  6.287,
3120200111, 061119, 141721,   75.1,  6.032,
3120200108, 061119, 141519,   99.4,  4.780,
3120200105, 061119, 141231,  124.4,  3.633,
3120200104, 061119, 141024,  150.2,  3.131,
3120200103, 061119, 140058,  169.3,  2.531,
3130200121, 070119, 123545,    5.4,  5.876,
3130200117, 070119, 123226,   25.1,  6.029,
3130200114, 070119, 122915,   45.5,  6.564,
3130200111, 070119, 122326,   74.7,  7.250,
3130200108, 070119, 121940,   99.5,  3.936,
3130200105, 070119, 121740,  125.1,  2.890,
3130200104, 070119, 121600,  149.8,  3.086,
3130200103, 070119, 121350,  175.0,  2.302,
3140200121, 080219, 124139,    5.2,  6.062,
3140200117, 080219, 123750,   25.1,  6.000,
3140200114, 080219, 123018,   44.9,  6.112,
3140200111, 080219, 122739,   74.1,  5.570,
3140200108, 080219, 122504,   99.0,  4.805,
3140200105, 080219, 122215,  125.3,  3.420,
3140200104, 080219, 121938,  149.5,  2.415,
3140200103, 080219, 121632,  174.5,  2.256,
3150200121, 090419, 123420,    5.3,  6.311,
3150200117, 090419, 123138,   25.3,  6.285,
3150200114, 090419, 122934,   45.0,  6.871,
3150200111, 090419, 122707,   74.5,  5.366,
3150200108, 090419, 122455,   99.7,  4.521,
3150200105, 090419, 122304,  126.2,  3.630,
3150200104, 090419, 122144,  150.1,  2.478,
3150200103, 090419, 121954,  174.7,  2.420,
3160200121, 101719, 122053,    4.6,  4.983,
3160200117, 101719, 121900,   24.7,  5.030,
3160200114, 101719, 121746,   45.1,  5.035,
3160200111, 101719, 121611,   74.6,  3.835,
3160200108, 101719, 121441,  100.4,  3.060,
3160200105, 101719, 121319,  125.0,  2.247,
3160200104, 101719, 121210,  148.9,  2.044,
3160200103, 101719, 121056,  174.9,  1.799,
3170200121, 121919, 130413,    4.7,  3.977,
3170200118, 121919, 130219,   25.0,  3.978,
3170200115, 121919, 130029,   44.6,  3.959,
3170200112, 121919, 125832,   76.1,  3.925,
3170200109, 121919, 125629,  100.9,  3.627,
3170200106, 121919, 125439,  124.2,  2.736,
3170200104, 121919, 125303,  150.4,  2.352,
3170200103, 121919, 125124,  176.0,  2.047,
3180200617, 010820, 132749,    5.1,  3.860,
3180200615, 010820, 132540,   24.4,  3.909,
3180200614, 010820, 132332,   43.6,  3.881,
3180200612, 010820, 132007,   74.5,  3.993,
3180200610, 010820, 131719,   98.8,  3.588,
3180200608, 010820, 131400,  123.9,  2.392,
3180200606, 010820, 131108,  150.4,  1.971,
3190200121, 013020, 131407,    6.8,  4.750,
3190200117, 013020, 131109,   24.3,  4.701,
3190200114, 013020, 130916,   44.4,  4.559,
3190200111, 013020, 130658,   75.1,  3.939,
3190200108, 013020, 130438,  100.0,  3.272,
3190200105, 013020, 130209,  123.7,  2.490,
3190200104, 013020, 130027,  150.6,  2.260,
3190200103, 013020, 125839,  176.8,  1.803,
3200200122, 071420, 125526,    4.4,  4.869,
3200200118, 071420, 125158,   24.6,  4.840,
3200200115, 071420, 124938,   45.0,  6.169,
3200200112, 071420, 124701,   74.8,  4.492,
3200200109, 071420, 124539,   99.5,  4.389,
3200200106, 071420, 124414,  123.9,  4.144,
3200200103, 071420, 124237,  149.2,  2.673,
3200200101, 071420, 124103,  174.1,  2.132,
3210200122, 080720, 125611,    4.6,  5.184,
3210200119, 080720, 125317,   24.3,  5.248,
3210200115, 080720, 125042,   44.2,  4.765,
3210200112, 080720, 124804,   74.6,  4.867,
3210200109, 080720, 124555,   99.3,  4.262,
3210200106, 080720, 124421,  124.5,  3.280,
3210200103, 080720, 124232,  149.3,  2.035,
3210200101, 080720, 124045,  175.6,  1.916,
3220200322, 090220, 130825,    4.7,  5.194,
3220200318, 090220, 130435,   24.6,  5.125,
3220200315, 090220, 130151,   44.5,  5.293,
3220200312, 090220, 125847,   74.6,  5.499,
3220200309, 090220, 125558,   99.9,  4.222,
3220200306, 090220, 125321,  125.2,  3.010,
3220200303, 090220, 125047,  149.7,  2.111,
3220200301, 090220, 124820,  174.9,  1.875,
3230200122, 092620, 131936,    4.2,  6.747,
3230200118, 092620, 131631,   23.2,  4.754,
3230200117, 092620, 131500,   43.3,  4.872,
3230200114, 092620, 131242,   74.0,  5.228,
3230200111, 092620, 130958,   98.7,  3.908,
3230200106, 092620, 130711,  125.0,  2.614,
3230200103, 092620, 130447,  148.7,  2.372,
3230200101, 092620, 130216,  174.8,  1.999,
3240200122, 111820, 125259,    4.3,  4.679,
3240200118, 111820, 125021,   25.6,  4.590,
3240200115, 111820, 124830,   45.0,  4.518,
3240200112, 111820, 124617,   74.2,  4.450,
3240200109, 111820, 124437,   99.5,  2.982,
3240200106, 111820, 124303,  124.8,  2.487,
3240200103, 111820, 124128,  150.2,  2.211,
3240200101, 111820, 123948,  174.0,  1.861,
3250200121, 121820, 125700,    5.5,  3.938,
3250200118, 121820, 125428,   26.0,  3.950,
3250200115, 121820, 125224,   44.9,  3.916,
3250200112, 121820, 125013,   75.7,  3.911,
3250200109, 121820, 124805,  101.5,  2.928,
3250200106, 121820, 124620,  125.4,  2.176,
3250200103, 121820, 124420,  148.6,  1.992,
3250200101, 121820, 124239,  175.0,  1.745,
3260200122, 011221, 124813,    4.4,  3.430,
3260200119, 011221, 124617,   24.8,  3.127,
3260200116, 011221, 124436,   41.9,  3.275,
3260200113, 011221, 124232,   75.4,  3.287,
3260200110, 011221, 124044,   98.9,  3.011,
3260200107, 011221, 123839,  125.0,  2.062,
3260200104, 011221, 123647,  149.7,  1.718,
3260200101, 011221, 123457,  176.1,  1.460,
3270200122, 021621, 124413,    4.5,  3.943,
3270200119, 021621, 124218,   23.9,  4.248,
3270200116, 021621, 124022,   44.2,  3.414,
3270200113, 021621, 123818,   74.4,  3.618,
3270200110, 021621, 123622,  100.6,  3.465,
3270200107, 021621, 123409,  124.7,  3.190,
3270200104, 021621, 123149,  152.3,  1.993,
3270200101, 021621, 122936,  174.5,  1.784,
3280200122, 032321, 131956,    5.4,  3.208,
3280200119, 032321, 131759,   25.5,  3.251,
3280200116, 032321, 131540,   43.9,  3.149,
3280200113, 032321, 131248,   74.2,  3.332,
3280200110, 032321, 131030,  100.3,  3.075,
3280200108, 032321, 130826,  124.9,  2.976,
3280200104, 032321, 130551,  149.4,  3.062,
3280200103, 032321, 130403,  175.0,  2.102,
3290200122, 041321, 125518,    5.6,  3.859,
3290200119, 041321, 125309,   25.5,  4.241,
3290200116, 041321, 125035,   45.1,  4.080,
3290200113, 041321, 124832,   75.0,  3.300,
3290200111, 041321, 124650,   99.7,  3.265,
3290200108, 041321, 124504,  124.2,  1.942,
3290200104, 041321, 124228,  149.5,  1.830,
3290200101, 041321, 124019,  173.6,  1.497,
3300200122, 051621, 130258,    4.5,  4.301,
3300200119, 051621, 130057,   25.1,  4.151,
3300200116, 051621, 125828,   44.2,  4.213,
3300200113, 051621, 125548,   73.5,  3.789,
3300200110, 051621, 125343,   99.3,  3.877,
3300200107, 051621, 125144,  123.8,  2.661,
3300200104, 051621, 124938,  148.7,  2.012,
3300200101, 051621, 124733,  174.1,  1.986,
3320200724, 071721, 125735,    5.1,  4.543,
3320200719, 071721, 125501,   25.4,  4.272,
3320200718, 071721, 125330,   44.6,  4.251,
3320200713, 071721, 125112,   75.3,  3.710,
3320200710, 071721, 124921,  100.8,  3.349,
3320200707, 071721, 124751,  125.5,  2.758,
3320200706, 071721, 124637,  150.2,  1.766,
3330200522, 102921, 130727,    6.7,  4.906,
3330200519, 102921, 130432,   27.0,  5.173,
3330200517, 102921, 130202,   46.8,  5.098,
3330200513, 102921, 125921,   75.7,  4.413,
3330200510, 102921, 125740,  100.1,  3.557,
3330200507, 102921, 125542,  124.8,  2.946,
3330200504, 102921, 125356,  149.4,  2.246,
3330200501, 102921, 125142,  173.8,  1.973,
3340201110, 120721, 130312,    5.8,  4.012,
3340201109, 120721, 130149,   25.0,  4.079,
3340201108, 120721, 130014,   45.0,  4.322,
3340201107, 120721, 125720,   76.7,  4.471,
3340201106, 120721, 125537,  101.0,  3.509,
3340201105, 120721, 125410,  125.2,  2.659,
3340201104, 120721, 125227,  150.1,  2.098,
3340201103, 120721, 125100,  175.3,  1.652,
