Hawaii Ocean Time-series : 07-Aug-2023 04:58:21
https://hahana.soest.hawaii.edu/hot/hot-dogs/bextraction.html

botid, date, time, press, temp, csal, pbact, 
#, mmddyy, hhmmss, dbar, ITS-90, PSS-78, #*1e5/ml, 
1750200124, 111105, 101602,   33.3, 25.3405, 35.0876, -9.000,
1750200123, 111105, 101552,   33.5, 25.3407, 35.0876, -9.000,
1750200122, 111105, 101542,   33.4, 25.3408, 35.0876, -9.000,
1750200121, 111105, 101533,   33.3, 25.3413, 35.0875, -9.000,
1750200120, 111105, 101522,   33.4, 25.3413, 35.0875, -9.000,
1750200119, 111105, 101512,   33.5, 25.3419, 35.0876, -9.000,
1750200118, 111105, 101502,   33.5, 25.3423, 35.0879, -9.000,
1750200117, 111105, 101452,   33.4, 25.3427, 35.0882, -9.000,
1750200116, 111105, 101443,   33.4, 25.3424, 35.0880, -9.000,
1750200115, 111105, 101432,   33.4, 25.3424, 35.0879, -9.000,
1750200114, 111105, 101422,   33.2, 25.3425, 35.0882, -9.000,
1750200113, 111105, 101412,   33.2, 25.3426, 35.0882, -9.000,
1750200112, 111105, 101402,   33.2, 25.3427, 35.0883, -9.000,
1750200111, 111105, 101352,   33.5, 25.3430, 35.0884, -9.000,
1750200110, 111105, 101342,   33.7, 25.3430, 35.0886, -9.000,
1750200109, 111105, 101332,   33.4, 25.3428, 35.0885, -9.000,
1750200108, 111105, 101322,   33.3, 25.3426, 35.0883, -9.000,
1750200107, 111105, 101312,   33.3, 25.3425, 35.0882, -9.000,
1750200106, 111105, 101303,   33.2, 25.3423, 35.0880, -9.000,
1750200105, 111105, 101252,   33.2, 25.3419, 35.0880, -9.000,
1750200104, 111105, 101242,   33.3, 25.3421, 35.0882, -9.000,
1750200103, 111105, 101233,   33.1, 25.3425, 35.0882, -9.000,
1750200102, 111105, 101223,   32.9, 25.3425, 35.0881, -9.000,
1750200101, 111105, 101212,   33.7, 25.3424, 35.0880, -9.000,
1750200209, 111105, 111828,   32.7, 25.3417, 35.0911, -9.000,
1750200208, 111105, 111821,   32.6, 25.3417, 35.0913, -9.000,
1750200207, 111105, 111805,   32.9, 25.3420, 35.0913, -9.000,
