Hawaii Ocean Time-series : 07-Sep-2023 21:40:48
https://hahana.soest.hawaii.edu/hot/hot-dogs/bextraction.html

botid, date, time, press, llp, 
#, mmddyy, hhmmss, dbar, nmol/kg, 
2810200619, 021016, 074356,   25.9,   79.1,
2810200617, 021016, 074210,   43.8,   79.1,
2810200616, 021016, 074111,   59.6,   72.3,
2810200615, 021016, 074012,   75.4,   43.9,
2810200614, 021016, 073922,   85.3,   38.1,
2810200612, 021016, 073747,   99.8,   36.1,
2810200610, 021016, 073556,  116.9,   43.9,
2810200609, 021016, 073456,  124.2,   42.0,
2820200722, 030916, 144214,    6.5,   70.3,
2820200719, 030916, 143839,   26.5,   72.3,
2820200717, 030916, 143440,   45.8,   72.3,
2820200716, 030916, 143248,   59.7,   73.2,
2820200715, 030916, 143030,   75.5,   73.2,
2820200714, 030916, 142847,   86.0,   75.2,
2820200712, 030916, 142601,  100.0,   74.2,
2820200710, 030916, 142310,  115.4,   77.1,
2820200709, 030916, 142159,  125.3,   85.9,
2830200622, 041516, 071607,    4.9,  106.5,
2830200619, 041516, 071253,   25.7,  108.4,
2830200617, 041516, 071001,   44.4,  107.4,
2830200616, 041516, 070806,   59.9,  101.6,
2830200615, 041516, 070559,   74.2,   87.9,
2830200614, 041516, 070416,   84.6,   85.0,
2830200612, 041516, 070143,  100.6,   82.0,
2830200610, 041516, 065903,  114.1,   70.3,
2830200609, 041516, 065740,  124.2,   63.5,
2830200607, 041516, 065424,  149.9,   79.1,
2840200422, 052916, 070401,    4.4,   85.9,
2840200419, 052916, 070200,   25.1,   86.9,
2840200417, 052916, 070011,   44.8,   80.1,
2840200416, 052916, 065910,   60.1,   52.7,
2840200415, 052916, 065805,   74.6,   67.4,
2840200414, 052916, 065710,   84.7,   64.4,
2840200412, 052916, 065530,   99.9,   47.8,
2840200410, 052916, 065355,  115.1,   85.0,
2840200409, 052916, 065305,  125.2,   95.7,
2840200407, 052916, 065105,  149.8,  113.3,
2850200622, 071216, 072610,    7.1,   77.2,
2850200619, 071216, 072420,   24.0,   78.1,
2850200617, 071216, 072231,   45.6,   80.1,
2850200616, 071216, 072120,   61.5,   78.1,
2850200615, 071216, 072020,   73.8,   70.3,
2850200614, 071216, 071920,   85.6,   69.3,
2850200612, 071216, 071720,  101.5,   66.4,
2850200610, 071216, 071450,  113.4,   90.8,
2850200609, 071216, 071340,  125.7,   88.9,
2860200522, 081016, 070131,    5.2,   59.6,
2860200519, 081016, 065912,   24.6,   59.6,
2860200517, 081016, 065707,   45.5,   51.8,
2860200516, 081016, 065553,   60.4,   43.0,
2860200515, 081016, 065442,   75.6,   60.5,
2860200514, 081016, 065347,   85.2,   64.4,
2860200512, 081016, 065202,  100.3,   66.4,
2860200510, 081016, 065026,  115.2,   88.9,
2860200509, 081016, 064926,  124.9,  106.4,
2870200622, 101616, 073924,    5.6,   72.3,
2870200619, 101616, 073639,   25.4,   69.3,
2870200617, 101616, 073409,   45.9,   57.6,
2870200616, 101616, 073244,   61.0,   55.7,
2870200615, 101616, 073119,   75.1,   46.9,
2870200614, 101616, 073004,   85.1,   52.7,
2870200612, 101616, 072743,  100.6,   73.2,
2870200610, 101616, 072524,  115.0,   70.3,
2870200609, 101616, 072359,  126.5,   74.2,
2880200522, 112716, 070233,    6.5,   55.7,
2880200519, 112716, 070003,   24.9,   53.7,
2880200517, 112716, 065738,   45.7,   53.7,
2880200516, 112716, 065628,   60.4,   53.7,
2880200515, 112716, 065513,   75.0,   55.7,
2880200514, 112716, 065403,   85.2,   56.6,
2880200512, 112716, 064927,  100.9,   99.6,
2880200510, 112716, 064738,  116.1,  127.9,
2880200509, 112716, 064638,  125.6,  136.7,
2880200507, 112716, 064438,  149.8,  168.9,
2890200522, 012417, 083436,    5.2,   72.3,
2890200519, 012417, 083201,   24.6,   70.3,
2890200517, 012417, 082941,   44.8,   69.3,
2890200516, 012417, 082817,   60.4,   69.3,
2890200515, 012417, 082706,   73.8,   73.2,
2890200514, 012417, 082551,   86.0,  128.9,
2890200512, 012417, 082351,   99.2,  151.4,
2890200510, 012417, 082136,  115.0,  176.8,
2890200509, 012417, 082036,  124.4,  210.0,
2890200507, 012417, 081824,  149.0,  321.3,
2900200522, 022317, 102623,    5.8,   85.0,
2900200519, 022317, 102408,   24.5,   84.0,
2900200517, 022317, 102157,   46.0,   85.0,
2900200516, 022317, 102052,   59.6,   85.0,
2900200515, 022317, 101942,   75.2,   85.0,
2900200514, 022317, 101842,   84.2,   85.9,
2900200512, 022317, 101642,  100.8,   85.0,
2900200510, 022317, 101438,  116.3,   75.2,
2900200509, 022317, 101333,  125.1,   69.3,
2910200722, 032917, 114147,    5.9,   78.1,
2910200719, 032917, 113957,   24.8,   77.2,
2910200717, 032917, 113806,   45.1,   64.5,
2910200716, 032917, 113657,   60.4,   58.6,
2910200715, 032917, 113551,   75.3,   49.8,
2910200714, 032917, 113502,   85.7,   50.8,
2910200712, 032917, 113322,   99.9,   47.8,
2910200710, 032917, 113126,  115.9,   51.8,
2910200709, 032917, 113032,  126.0,   67.4,
2920200622, 042617, 072147,    4.7,   74.2,
2920200619, 042617, 071941,   25.3,   76.2,
2920200617, 042617, 071802,   45.2,   79.1,
2920200616, 042617, 071708,   60.7,   78.1,
2920200615, 042617, 071606,   75.9,   94.7,
2920200614, 042617, 071507,   85.1,   90.8,
2920200612, 042617, 071317,   99.7,   93.7,
2920200610, 042617, 071127,  115.4,   96.7,
2920200609, 042617, 071027,  125.9,  114.3,
2920200607, 042617, 070816,  149.6,  239.3,
2930200622, 052417, 075330,    5.8,   68.4,
2930200619, 052417, 075116,   25.5,   66.4,
2930200617, 052417, 074920,   45.4,   68.4,
2930200616, 052417, 074816,   59.8,   57.6,
2930200615, 052417, 074716,   74.7,   55.7,
2930200614, 052417, 074626,   84.5,   65.4,
2930200612, 052417, 074431,  109.8,   77.1,
2930200610, 052417, 074335,  115.7,   79.1,
2930200609, 052417, 074235,  124.6,   83.0,
2930200607, 052417, 074101,  149.0,  129.9,
2940200622, 062117, 080236,    7.7,   66.4,
2940200619, 062117, 075827,   25.4,   70.3,
2940200617, 062117, 075506,   45.2,   57.6,
2940200616, 062117, 075316,   60.5,   58.6,
2940200615, 062117, 075057,   75.3,   63.5,
2940200614, 062117, 074906,   85.3,   69.3,
2940200612, 062117, 074555,  100.2,   76.2,
2940200610, 062117, 074256,  115.6,   88.9,
2940200609, 062117, 074047,  125.7,   93.7,
2950200622, 080917, 070156,    5.2,   44.0,
2950200619, 080917, 070021,   24.9,   51.8,
2950200617, 080917, 065836,   45.9,   50.8,
2950200616, 080917, 065747,   60.1,   30.3,
2950200615, 080917, 065646,   75.0,   43.0,
2950200614, 080917, 065606,   84.9,   53.7,
2950200612, 080917, 065426,   99.9,   93.7,
2950200610, 080917, 065252,  114.9,  126.0,
2950200609, 080917, 065207,  125.1,  178.7,
2960200522, 100717, 074107,    7.3,   14.6,
2960200519, 100717, 073728,   26.9,   19.5,
2960200517, 100717, 073430,   46.6,   16.6,
2960200516, 100717, 073246,   60.2,   38.1,
2960200515, 100717, 073057,   76.3,   53.7,
2960200514, 100717, 072929,   85.9,   80.1,
2960200512, 100717, 072647,  102.3,  100.6,
2960200510, 100717, 072406,  116.7,  128.9,
2960200509, 100717, 072243,  124.9,  146.5,
2970200622, 110917, 071723,    4.6,   24.4,
2970200619, 110917, 071448,   25.6,   23.4,
2970200617, 110917, 071222,   44.9,   23.4,
2970200616, 110917, 071053,   60.5,   25.4,
2970200615, 110917, 070923,   75.1,   24.4,
2970200614, 110917, 070817,   85.2,   52.7,
2970200612, 110917, 070603,  100.0,   71.3,
2970200610, 110917, 070343,  114.8,  122.1,
2970200609, 110917, 070218,  126.0,  141.6,
2980200622, 121317, 071715,    5.8,   28.3,
2980200619, 121317, 071545,   25.1,   29.3,
2980200617, 121317, 071425,   45.1,   29.3,
2980200616, 121317, 071330,   60.8,   28.3,
2980200615, 121317, 071240,   74.4,   28.3,
2980200614, 121317, 071201,   84.5,   28.3,
2980200612, 121317, 071031,  101.0,   30.3,
2980200610, 121317, 070901,  114.2,   62.5,
2980200609, 121317, 070810,  124.6,  119.1,
2980200607, 121317, 070655,  149.1,  211.9,
3000200622, 022618, 073916,    6.5,   47.9,
3000200619, 022618, 073636,   26.0,   48.8,
3000200617, 022618, 073416,   46.0,   47.9,
3000200616, 022618, 073257,   59.9,   41.0,
3000200615, 022618, 073137,   76.2,   43.0,
3000200614, 022618, 073027,   85.1,   76.2,
3000200612, 022618, 072817,   99.5,   51.8,
3000200610, 022618, 072617,  115.1,   76.2,
3000200609, 022618, 072516,  125.5,  100.6,
3010200422, 041818, 071306,    4.8,   35.2,
3010200419, 041818, 071057,   25.7,   36.1,
3010200417, 041818, 070906,   45.6,   38.1,
3010200416, 041818, 070807,   59.7,   38.1,
3010200415, 041818, 070706,   74.9,   41.0,
3010200414, 041818, 070617,   85.1,   42.0,
3010200412, 041818, 070427,  100.2,   43.9,
3010200410, 041818, 070242,  114.4,   42.0,
3010200409, 041818, 070147,  124.3,   42.0,
3010200407, 041818, 065936,  149.9,   68.4,
3020200522, 051618, 070438,    5.4,   75.2,
3020200519, 051618, 070247,   26.5,   67.4,
3020200517, 051618, 070051,   46.2,   55.7,
3020200516, 051618, 065948,   61.1,   38.1,
3020200515, 051618, 065837,   75.3,   32.2,
3020200514, 051618, 065740,   85.6,   42.0,
3020200512, 051618, 065537,   99.9,   48.8,
3020200510, 051618, 065344,  116.7,   72.3,
3020200509, 051618, 065230,  126.6,   98.6,
3020200507, 051618, 065026,  149.5,  149.4,
3030200522, 062718, 072316,    7.1,   88.9,
3030200519, 062718, 072045,   24.6,   89.9,
3030200517, 062718, 071846,   45.9,   80.1,
3030200516, 062718, 071736,   62.1,   36.1,
3030200515, 062718, 071606,   76.3,   27.3,
3030200514, 062718, 071437,   85.6,   26.4,
3030200512, 062718, 071247,   99.3,   37.1,
3030200510, 062718, 071046,  114.7,   53.7,
3030200509, 062718, 070935,  126.1,   68.4,
3040200622, 072518, 071055,    5.6,   45.9,
3040200619, 072518, 070756,   25.8,   43.9,
3040200617, 072518, 070553,   44.8,   42.0,
3040200616, 072518, 070438,   60.6,   41.0,
3040200615, 072518, 070331,   75.1,   55.7,
3040200614, 072518, 070216,   85.7,   56.6,
3040200612, 072518, 070003,  110.4,  109.4,
3040200610, 072518, 065540,  115.0,  152.3,
3040200609, 072518, 065430,  125.8,  169.9,
3050200622, 091118, 072037,    5.7,   86.0,
3050200619, 091118, 071756,   25.5,   87.9,
3050200617, 091118, 071500,   46.3,   51.8,
3050200616, 091118, 071328,   61.6,   63.5,
3050200615, 091118, 071208,   76.1,   80.1,
3050200614, 091118, 071053,   85.8,  147.5,
3050200612, 091118, 070841,  101.1,  210.0,
3050200610, 091118, 070604,  115.0,  244.2,
3050200609, 091118, 070436,  124.6,  276.4,
3060200622, 101318, 082323,    5.2,   21.5,
3060200619, 101318, 082115,   24.9,   18.6,
3060200617, 101318, 081859,   44.0,   12.7,
3060200616, 101318, 081742,   59.8,   13.7,
3060200615, 101318, 081621,   74.3,   13.7,
3060200614, 101318, 081504,   84.3,   21.5,
3060200612, 101318, 081247,   99.3,   55.7,
3060200610, 101318, 081036,  113.5,  102.5,
3060200609, 101318, 080926,  123.9,  140.6,
3060200607, 101318, 080709,  149.5,  238.3,
3070200622, 111718, 085130,    6.1,   11.7,
3070200619, 111718, 084822,   24.2,   11.7,
3070200617, 111718, 084602,   44.6,   14.6,
3070200616, 111718, 084414,   58.7,   13.7,
3070200615, 111718, 084254,   74.9,   50.8,
3070200614, 111718, 084139,   85.0,   72.3,
3070200612, 111718, 083906,   99.7,   98.6,
3070200610, 111718, 083650,  114.3,  121.1,
3070200609, 111718, 083534,  124.9,  115.2,
3070200607, 111718, 083305,  149.0,   94.7,
3090200622, 011619, 082552,    4.6,   41.0,
3090200619, 011619, 082302,   23.3,   35.2,
3090200616, 011619, 082027,   45.3,   22.5,
3090200615, 011619, 081912,   61.5,   13.7,
3090200614, 011619, 081807,   73.5,   13.7,
3090200613, 011619, 081647,   84.7,   17.6,
3090200611, 011619, 081452,   98.1,   23.4,
3090200609, 011619, 081242,  113.8,   58.6,
3090200608, 011619, 081132,  124.9,   95.7,
3100200322, 022019, 085017,    7.5,   81.1,
3100200319, 022019, 084702,   23.8,   83.0,
3100200317, 022019, 084442,   42.9,   73.3,
3100200315, 022019, 084202,   75.3,   78.1,
3100200314, 022019, 084043,   85.4,   60.6,
3100200312, 022019, 083832,   97.9,   37.1,
3100200310, 022019, 083612,  114.5,   46.9,
3100200309, 022019, 083457,  124.9,  140.6,
3100200307, 022019, 083232,  147.6,  180.7,
3110200622, 050319, 073153,    5.7,   80.1,
3110200619, 050319, 072917,   25.1,   83.0,
3110200617, 050319, 072712,   45.3,   74.2,
3110200616, 050319, 072542,   60.8,   61.5,
3110200615, 050319, 072417,   74.9,   54.7,
3110200614, 050319, 072302,   85.2,   60.6,
3110200612, 050319, 072042,  100.0,   68.4,
3110200610, 050319, 071818,  114.0,   50.8,
3110200609, 050319, 071642,  124.6,   97.7,
3110200607, 050319, 071356,  149.4,  210.0,
3120200622, 061219, 073149,    5.2,   74.2,
3120200619, 061219, 072929,   25.8,   78.1,
3120200617, 061219, 072719,   44.5,   66.4,
3120200616, 061219, 072604,   58.5,   80.1,
3120200615, 061219, 072455,   75.4,   69.3,
3120200614, 061219, 072354,   84.4,   71.3,
3120200612, 061219, 072154,   99.6,   46.9,
3120200610, 061219, 071949,  114.4,   62.5,
3120200609, 061219, 071844,  124.6,   68.4,
3120200607, 061219, 071638,  149.0,  148.4,
3130200622, 070219, 071741,    4.1,   61.5,
3130200619, 070219, 071452,   25.1,   61.5,
3130200617, 070219, 071146,   44.8,   79.1,
3130200616, 070219, 071016,   60.1,   49.8,
3130200615, 070219, 070846,   74.2,   69.3,
3130200614, 070219, 070721,   85.1,   79.1,
3130200612, 070219, 070501,   99.8,   86.9,
3130200610, 070219, 070251,  114.9,  251.0,
3130200609, 070219, 070141,  124.1,   71.3,
3130200607, 070219, 065836,  148.9,  101.6,
3140200622, 080319, 071825,    5.5,   84.0,
3140200619, 080319, 071420,   24.7,   78.2,
3140200617, 080319, 071230,   45.2,   83.0,
3140200616, 080319, 071134,   59.3,   94.8,
3140200615, 080319, 071020,   75.6,  100.6,
3140200614, 080319, 070926,   85.3,   97.7,
3140200612, 080319, 070733,  100.4,   91.8,
3140200610, 080319, 070543,  114.5,   96.7,
3140200609, 080319, 070441,  125.5,  108.4,
3140200607, 080319, 070226,  149.0,  141.6,
3150200622, 090519, 072556,    5.5,   41.0,
3150200619, 090519, 072241,   24.3,   39.1,
3150200617, 090519, 072005,   44.5,   38.1,
3150200616, 090519, 071831,   60.2,   48.8,
3150200615, 090519, 071701,   73.9,   44.0,
3150200614, 090519, 071542,   84.6,   68.4,
3150200612, 090519, 071306,   99.5,   80.1,
3150200610, 090519, 071031,  114.7,   48.8,
3150200609, 090519, 070916,  125.1,   47.9,
3150200607, 090519, 070621,  149.4,  212.9,
3160200522, 101819, 070131,    5.2,   12.7,
3160200519, 101819, 065909,   25.0,   13.7,
3160200517, 101819, 065659,   45.7,   13.7,
3160200516, 101819, 065533,   61.1,    8.8,
3160200515, 101819, 065413,   73.9,    8.8,
3160200514, 101819, 065244,   85.5,   48.8,
3160200512, 101819, 065028,  101.6,   92.8,
3160200510, 101819, 064817,  114.2,  139.7,
3160200509, 101819, 064652,  124.3,  195.3,
3170200622, 122019, 073624,    5.4,   67.4,
3170200619, 122019, 073315,   24.8,   66.4,
3170200617, 122019, 073121,   44.5,   66.4,
3170200616, 122019, 073018,   59.0,   66.4,
3170200615, 122019, 072903,   75.4,   64.5,
3170200614, 122019, 072751,   84.2,   65.4,
3170200612, 122019, 072545,   98.4,   65.4,
3170200610, 122019, 072343,  114.0,   67.4,
3170200609, 122019, 072237,  124.5,  137.7,
3170200607, 122019, 072016,  149.1,  188.5,
3180200322, 010820, 060053,    6.5,   59.6,
3180200319, 010820, 055800,   23.6,   59.6,
3180200317, 010820, 055526,   45.5,   62.5,
3180200316, 010820, 055333,   59.3,   65.4,
3180200315, 010820, 055149,   75.0,   68.4,
3180200314, 010820, 055036,   84.0,   69.4,
3180200312, 010820, 054759,  100.2,   93.8,
3180200310, 010820, 054512,  114.4,  135.7,
3180200309, 010820, 054405,  124.1,  162.1,
3190200622, 013120, 100443,    7.1,   63.5,
3190200619, 013120, 100207,   26.6,   59.6,
3190200617, 013120, 095958,   46.2,   63.5,
3190200616, 013120, 095833,   60.7,   55.7,
3190200615, 013120, 095714,   74.7,   56.6,
3190200614, 013120, 095558,   83.0,   62.5,
3190200612, 013120, 095352,  100.7,   83.0,
3190200610, 013120, 095140,  115.5,  118.2,
3190200609, 013120, 095024,  126.3,  146.5,
3190200607, 013120, 094800,  149.4,  193.4,
3200200722, 071620, 070834,    4.9,   83.0,
3200200719, 071620, 070554,   24.5,   74.2,
3200200717, 071620, 070345,   44.9,   64.5,
3200200716, 071620, 070216,   58.6,   42.0,
3200200715, 071620, 070034,   74.4,   41.0,
3200200714, 071620, 065928,   86.2,   57.6,
3200200712, 071620, 065717,   98.7,   65.4,
3200200710, 071620, 065515,  114.1,   97.7,
3200200709, 071620, 065347,  124.9,  165.1,
3210200822, 080920, 070008,    4.8,   67.4,
3210200819, 080920, 065753,   25.4,   70.3,
3210200817, 080920, 065532,   45.3,   69.4,
3210200816, 080920, 065345,   59.9,   51.8,
3210200815, 080920, 065241,   74.2,   50.8,
3210200814, 080920, 065138,   84.5,   56.7,
3210200812, 080920, 064925,  101.2,   74.2,
3210200810, 080920, 064708,  114.3,   94.7,
3210200809, 080920, 064553,  125.5,  167.0,
3220201022, 090420, 072002,    5.0,   68.4,
3220201019, 090420, 071646,   24.9,   66.4,
3220201017, 090420, 071416,   44.4,   67.4,
3220201016, 090420, 071247,   59.6,   39.1,
3220201015, 090420, 071125,   74.5,   39.1,
3220201014, 090420, 071006,   84.2,   42.0,
3220201012, 090420, 070754,  101.1,   62.5,
3220201010, 090420, 070514,  115.5,  124.0,
3220201009, 090420, 070400,  124.9,  163.1,
3220201007, 090420, 070117,  149.2,  232.4,
3230200722, 092820, 070340,    4.7,   70.3,
3230200719, 092820, 070126,   24.0,   75.2,
3230200717, 092820, 065922,   44.1,   76.2,
3230200716, 092820, 065735,   59.9,   71.3,
3230200715, 092820, 065634,   75.0,   41.0,
3230200714, 092820, 065533,   84.9,   55.7,
3230200712, 092820, 065350,   99.9,   76.2,
3230200710, 092820, 065206,  115.3,  105.5,
3230200709, 092820, 065104,  124.3,  166.0,
3230200707, 092820, 064907,  149.5,  179.7,
3240200822, 112020, 073121,    5.6,   38.1,
3240200819, 112020, 072810,   24.5,   36.1,
3240200817, 112020, 072545,   44.7,   36.1,
3240200816, 112020, 072421,   60.1,   36.1,
3240200815, 112020, 072256,   74.9,   36.1,
3240200814, 112020, 072140,   84.8,   58.6,
3240200812, 112020, 071910,   99.1,   91.8,
3240200810, 112020, 071656,  114.6,  113.3,
3240200809, 112020, 071530,  128.4,  134.8,
3250200622, 121920, 071458,    4.8,   43.0,
3250200619, 121920, 071236,   23.2,   47.9,
3250200617, 121920, 071017,   46.3,   43.0,
3250200616, 121920, 070849,   60.4,   43.0,
3250200615, 121920, 070732,   73.3,   44.0,
3250200614, 121920, 070613,   83.9,   45.9,
3250200612, 121920, 070402,   97.7,   59.6,
3250200610, 121920, 070108,  113.1,  127.0,
3250200609, 121920, 070006,  125.4,  143.6,
3260200622, 011321, 070406,    4.9,   36.1,
3260200619, 011321, 070120,   24.8,   31.3,
3260200617, 011321, 065845,   44.0,   22.5,
3260200616, 011321, 065717,   59.3,   20.5,
3260200615, 011321, 065540,   75.3,   19.5,
3260200614, 011321, 065410,   86.4,   18.6,
3260200612, 011321, 065204,   99.7,   19.5,
3260200610, 011321, 065006,  113.7,   40.0,
3260200609, 011321, 064839,  123.6,  114.3,
3270200622, 021721, 070705,    4.1,   70.3,
3270200619, 021721, 070449,   23.9,   70.3,
3270200617, 021721, 070250,   42.9,   69.4,
3270200616, 021721, 070134,   59.2,   69.4,
3270200615, 021721, 070014,   76.4,   61.5,
3270200614, 021721, 065904,   83.3,   52.7,
3270200612, 021721, 065709,   98.9,   46.9,
3270200610, 021721, 065505,  114.7,   45.9,
3270200609, 021721, 065355,  123.9,   39.1,
3270200607, 021721, 065139,  149.3,   55.7,
3280200522, 032421, 072336,    5.3,   66.4,
3280200519, 032421, 072111,   24.9,   62.5,
3280200517, 032421, 071851,   44.4,   61.5,
3280200516, 032421, 071406,   57.7,   61.5,
3280200515, 032421, 071305,   72.8,   59.6,
3280200514, 032421, 071216,   81.4,   59.6,
3280200512, 032421, 071031,   97.7,   55.7,
3280200510, 032421, 070842,  115.6,   23.4,
3280200509, 032421, 070747,  124.3,   36.1,
3280200507, 032421, 070547,  149.0,   97.7,
3290200622, 041421, 070729,    4.7,   57.6,
3290200619, 041421, 070435,   25.1,   52.7,
3290200617, 041421, 070149,   45.2,   30.3,
3290200616, 041421, 070017,   59.0,   27.3,
3290200615, 041421, 065921,   73.7,   28.3,
3290200614, 041421, 065821,   83.3,   40.0,
3290200612, 041421, 065641,   99.4,   69.3,
3290200610, 041421, 065453,  114.4,  162.1,
3290200609, 041421, 065401,  123.9,  217.8,
3290200607, 041421, 065213,  149.8,  286.2,
3300200622, 051721, 065825,    4.3,   62.5,
3300200619, 051721, 065529,   25.4,   62.5,
3300200617, 051721, 065310,   44.1,   60.6,
3300200616, 051721, 065149,   58.2,   65.4,
3300200615, 051721, 065049,   73.4,   63.5,
3300200614, 051721, 064959,   84.0,   58.6,
3300200612, 051721, 064814,   98.5,   55.7,
3300200610, 051721, 064626,  112.6,   63.5,
3300200609, 051721, 064524,  123.7,   57.6,
3300200607, 051721, 064301,  148.4,  148.4,
3310200622, 062321, 070601,    5.3,   61.5,
3310200619, 062321, 070321,   24.3,   63.5,
3310200617, 062321, 070043,   45.0,   35.2,
3310200616, 062321, 065901,   58.4,   20.5,
3310200615, 062321, 065801,   74.6,   35.2,
3310200614, 062321, 065651,   84.2,   34.2,
3310200612, 062321, 065501,   97.9,   49.8,
3310200610, 062321, 065256,  114.3,   48.8,
3310200609, 062321, 065151,  124.2,  104.5,
3310200607, 062321, 064926,  149.2,  257.8,
3320200522, 071721, 071403,    7.8,   50.8,
3320200519, 071721, 071103,   24.7,   45.9,
3320200517, 071721, 070813,   45.0,   39.1,
3320200516, 071721, 070633,   60.7,   15.6,
3320200515, 071721, 070503,   75.6,   13.7,
3320200514, 071721, 070348,   85.2,   14.6,
3320200512, 071721, 070118,  101.8,   34.2,
3320200510, 071721, 065853,  115.1,   68.4,
3320200509, 071721, 065739,  124.6,  115.2,
3320200507, 071721, 065504,  150.0,  120.1,
3330200922, 103021, 071503,    4.7,   10.7,
3330200919, 103021, 071207,   24.6,    9.8,
3330200917, 103021, 070918,   44.6,   10.7,
3330200914, 103021, 070417,   86.9,   11.7,
3330200912, 103021, 070132,  100.6,   18.6,
3330200910, 103021, 065837,  114.8,   33.2,
3330200909, 103021, 065722,  124.0,   31.2,
3340200823, 120721, 042222,    6.1,   56.7,
3340200820, 120721, 041948,   24.6,   55.7,
3340200817, 120721, 041602,   49.3,   58.6,
3340200816, 120721, 041437,   59.2,   53.7,
3340200815, 120721, 041247,   74.3,   53.7,
3340200814, 120721, 041122,   85.4,   54.7,
3340200812, 120721, 040847,  100.5,   51.8,
3340200810, 120721, 040613,  114.8,   56.6,
3340200809, 120721, 040442,  123.7,   62.5,
3350200622, 032822, 072012,    4.6,   49.8,
3350200619, 032822, 071732,   23.7,   43.9,
3350200617, 032822, 071502,   44.6,   41.0,
3350200616, 032822, 071333,   60.5,   29.3,
3350200615, 032822, 071218,   74.0,    4.9,
3350200614, 032822, 071037,   84.6,    2.9,
3350200612, 032822, 070832,   99.1,   11.7,
3350200610, 032822, 070617,  113.3,   20.5,
3350200609, 032822, 070502,  125.5,   41.0,
3350200607, 032822, 070227,  148.6,  156.3,
3360200622, 052722, 074602,    3.9,   92.8,
3360200619, 052722, 074327,   23.1,   88.9,
3360200617, 052722, 074057,   43.9,   72.3,
3360200616, 052722, 073853,   59.4,   67.4,
3360200615, 052722, 073738,   73.3,   60.5,
3360200614, 052722, 073557,   82.9,   38.1,
3360200612, 052722, 073342,   98.0,   33.2,
3360200610, 052722, 073118,  114.2,   35.2,
3360200609, 052722, 072957,  122.5,   40.0,
3360200607, 052722, 072722,  147.3,   70.3,
3370200622, 071022, 072543,    4.1,   32.2,
3370200619, 071022, 072303,   23.8,   31.2,
3370200617, 071022, 072033,   44.6,   32.2,
3370200616, 071022, 071858,   60.3,   33.2,
3370200615, 071022, 071723,   74.2,   32.2,
3370200614, 071022, 071558,   84.4,   32.2,
3370200612, 071022, 071318,   98.6,   18.6,
3370200610, 071022, 071048,  114.1,   25.4,
3370200609, 071022, 070933,  124.6,   44.9,
3370200607, 071022, 070658,  148.3,  109.4,
3370201418, 071122, 070858,    5.0,   37.1,
3370201417, 071122, 070715,   23.7,   38.1,
3370201416, 071122, 070534,   43.1,   38.1,
3370201415, 071122, 070348,   58.9,   40.0,
3370201414, 071122, 070248,   73.4,   29.3,
3370201413, 071122, 070138,   82.3,   13.7,
3370201412, 071122, 070018,   98.6,   27.3,
3380200622, 073122, 073712,    4.2,   21.5,
3380200619, 073122, 073442,   24.4,   19.5,
3380200617, 073122, 073227,   44.2,   15.6,
3380200616, 073122, 073112,   58.1,   18.6,
3380200615, 073122, 073012,   74.1,   20.5,
3380200614, 073122, 072917,   84.6,   18.6,
3380200612, 073122, 072707,   99.3,   22.5,
3380200610, 073122, 072457,  115.3,   31.2,
3380200609, 073122, 072338,  124.3,   35.2,
3380200607, 073122, 072112,  149.2,   65.4,
3390200722, 090222, 080909,    5.0,   44.9,
3390200719, 090222, 080629,   24.0,   42.0,
3390200717, 090222, 080259,   44.9,   32.2,
3390200716, 090222, 080114,   58.1,   28.3,
3390200715, 090222, 080004,   74.1,   32.2,
3390200714, 090222, 075844,   83.7,   38.1,
3390200712, 090222, 075619,   98.0,   48.8,
3390200710, 090222, 075335,  114.0,   74.2,
3390200709, 090222, 075219,  123.6,  106.4,
3390200707, 090222, 074949,  148.5,  147.5,
