Hawaii Ocean Time-series : 07-Sep-2023 21:40:48
https://hahana.soest.hawaii.edu/hot/hot-dogs/bextraction.html

botid, date, time, press, llp, 
#, mmddyy, hhmmss, dbar, nmol/kg, 
2160200714, 110409, 070943,   84.2,   33.2,
2160200712, 110409, 070654,  100.0,   49.8,
2160200710, 110409, 070353,  114.0,   77.1,
2160200709, 110409, 070213,  125.3,   89.8,
2170200822, 121009, 071556,    4.8,   71.3,
2170200819, 121009, 071304,   24.7,   62.5,
2170200817, 121009, 071034,   44.4,   62.5,
2170200816, 121009, 070845,   59.3,   61.5,
2170200815, 121009, 070724,   75.0,   36.1,
2170200814, 121009, 070603,   85.0,   42.0,
2170200812, 121009, 070310,  100.5,   52.7,
2170200810, 121009, 070024,  113.9,   69.3,
2170200809, 121009, 065837,  125.8,   72.2,
2170200807, 121009, 065554,  149.9,  111.3,
2190200522, 031010, 183350,    4.7,   84.9,
2190200519, 031010, 183121,   25.5,   84.0,
2190200517, 031010, 182852,   45.6,   84.9,
2190200516, 031010, 182739,   59.9,   85.9,
2190200515, 031010, 182621,   75.3,   95.7,
2190200514, 031010, 182523,   85.5,   95.7,
2190200512, 031010, 182306,  101.3,   93.7,
2190200510, 031010, 182109,  114.6,  104.5,
2190200509, 031010, 181952,  125.4,  137.7,
2200200722, 040710, 070439,    4.8,   99.6,
2200200719, 040710, 070126,   25.6,   94.7,
2200200717, 040710, 070027,   45.4,   94.7,
2200200716, 040710, 065917,   59.7,   93.7,
2200200715, 040710, 065754,   76.6,   87.9,
2200200714, 040710, 065655,   85.0,   74.2,
2200200712, 040710, 065459,   99.8,   72.3,
2200200710, 040710, 065303,  115.8,   90.8,
2200200709, 040710, 065201,  124.6,   97.6,
2210200822, 051910, 070624,    4.2,   75.2,
2210200819, 051910, 070204,   24.7,   72.3,
2210200817, 051910, 065955,   45.4,   71.3,
2210200816, 051910, 065844,   60.4,   74.2,
2210200815, 051910, 065735,   74.5,   71.3,
2210200814, 051910, 065629,   85.5,   67.4,
2210200812, 051910, 065419,  100.0,   81.0,
2210200810, 051910, 065216,  115.3,   50.8,
2210200809, 051910, 065109,  125.5,   49.8,
2220200822, 060910, 070850,    5.6,   60.5,
2220200819, 060910, 070619,   25.0,   49.8,
2220200817, 060910, 070404,   45.7,   38.1,
2220200815, 060910, 070134,   74.1,   21.5,
2220200814, 060910, 070025,   86.9,   31.2,
2220200812, 060910, 065805,   98.2,   43.0,
2220200810, 060910, 065549,  113.3,   71.3,
2220200809, 060910, 065424,  124.8,  112.3,
2220200807, 060910, 065150,  146.6,   92.8,
2230200822, 070910, 090108,    5.7,   64.4,
2230200819, 070910, 085554,   25.0,   41.0,
2230200817, 070910, 085208,   44.3,   31.2,
2230200816, 070910, 085018,   59.5,   22.5,
2230200815, 070910, 084749,   74.4,   18.6,
2230200814, 070910, 084559,   84.9,   28.3,
2230200812, 070910, 084244,   99.3,   41.0,
2230200810, 070910, 083859,  114.7,   41.0,
2230200809, 070910, 083705,  125.1,   87.9,
2230200807, 070910, 083344,  149.1,  126.9,
2240200822, 080810, 072006,    5.7,  102.5,
2240200819, 080810, 071448,   25.3,   88.9,
2240200817, 080810, 071241,   45.2,   79.1,
2240200816, 080810, 071104,   60.6,   84.0,
2240200815, 080810, 070934,   75.5,  106.4,
2240200814, 080810, 070802,   85.4,  104.5,
2240200812, 080810, 070533,  100.2,   83.0,
2240200810, 080810, 070259,  115.4,   51.7,
2240200809, 080810, 070141,  125.2,  134.8,
2250200822, 090410, 103953,    5.4,   84.0,
2250200819, 090410, 103418,   25.6,   85.0,
2250200817, 090410, 103034,   45.5,   85.9,
2250200816, 090410, 102853,   60.2,   81.0,
2250200815, 090410, 102658,   76.0,   80.1,
2250200814, 090410, 102449,   84.9,   87.9,
2250200812, 090410, 102148,  100.5,  103.5,
2250200810, 090410, 101829,  115.9,  112.3,
2250200809, 090410, 101653,  125.5,  134.7,
2260200823, 100410, 071552,    7.5,   63.5,
2260200819, 100410, 071201,   26.0,   67.4,
2260200817, 100410, 070911,   45.9,   68.3,
2260200816, 100410, 070736,   61.1,   67.4,
2260200815, 100410, 070552,   75.3,   77.1,
2260200814, 100410, 070427,   84.7,   95.7,
2260200812, 100410, 070147,  100.6,   95.7,
2260200810, 100410, 065901,  115.8,  104.5,
2260200809, 100410, 065726,  125.5,  106.4,
2270200122, 112110, 063606,    5.2,   92.8,
2270200119, 112110, 063357,   24.8,   92.8,
2270200117, 112110, 063159,   44.9,   90.8,
2270200116, 112110, 063053,   59.3,   90.8,
2270200115, 112110, 062950,   74.8,   94.7,
2270200114, 112110, 062849,   85.7,   95.7,
2270200112, 112110, 062657,  100.4,  101.5,
2270200110, 112110, 062450,  113.9,   97.6,
2270200109, 112110, 062351,  124.7,  105.5,
2270200107, 112110, 062142,  150.0,  119.1,
2290200722, 012911, 070207,    2.4,   48.8,
2290200719, 012911, 065817,   24.8,   43.9,
2290200717, 012911, 065538,   44.9,   40.0,
2290200716, 012911, 065407,   60.5,   36.1,
2290200715, 012911, 065243,   74.6,   39.1,
2290200714, 012911, 065112,   85.6,   43.9,
2290200712, 012911, 064847,  101.4,   84.9,
2290200710, 012911, 064627,  116.0,  122.1,
2290200709, 012911, 064512,  125.4,  126.0,
2300200722, 030111, 070431,    7.8,   66.4,
2300200719, 030111, 070031,   26.1,   68.4,
2300200717, 030111, 065737,   45.0,   59.6,
2300200716, 030111, 065547,   60.0,   39.1,
2300200715, 030111, 065357,   75.4,   36.1,
2300200714, 030111, 065227,   85.5,   35.1,
2300200712, 030111, 064936,  100.5,   51.7,
2300200710, 030111, 064637,  115.0,  150.4,
2300200709, 030111, 064446,  126.1,  171.9,
2310200622, 041211, 091442,    6.8,  100.6,
2310200619, 041211, 091152,   25.4,  104.5,
2310200617, 041211, 090912,   44.8,   99.6,
2310200616, 041211, 090742,   61.0,   88.9,
2310200615, 041211, 090537,   75.5,   81.0,
2310200614, 041211, 090358,   85.9,   77.1,
2310200612, 041211, 090057,  101.1,   76.2,
2310200610, 041211, 085814,  115.3,   72.3,
2310200609, 041211, 085642,  125.2,   74.2,
2320200722, 051011, 073142,    5.6,   32.2,
2320200719, 051011, 072917,   26.3,   33.2,
2320200717, 051011, 072717,   44.6,   32.2,
2320200716, 051011, 072612,   60.6,   31.2,
2320200715, 051011, 072507,   75.3,   26.4,
2320200714, 051011, 072402,   85.7,   17.6,
2320200712, 051011, 072202,  100.4,   24.4,
2320200710, 051011, 072008,  114.2,   26.4,
2320200709, 051011, 071907,  125.8,   30.3,
2330200923, 072011, 105026,    6.1,   87.9,
2330200919, 072011, 104721,   24.7,   89.9,
2330200917, 072011, 104441,   44.5,   88.9,
2330200916, 072011, 104257,   59.5,  101.6,
2330200915, 072011, 104116,   74.8,  101.6,
2330200914, 072011, 103956,   84.8,  103.5,
2330200912, 072011, 103716,   99.8,   93.7,
2330200910, 072011, 103436,  114.9,   93.7,
2330200909, 072011, 103316,  124.5,  100.6,
2330200907, 072011, 103036,  149.3,  100.6,
2340200423, 083111, 011915,    5.7,   19.5,
2340200419, 083111, 011525,   24.6,   19.5,
2340200417, 083111, 011311,   44.6,   11.7,
2340200416, 083111, 011141,   60.0,   25.4,
2340200415, 083111, 011010,   74.9,   24.4,
2340200414, 083111, 010840,   84.8,   43.0,
2340200412, 083111, 010625,   99.8,   89.8,
2340200410, 083111, 010405,  114.6,   73.2,
2340200409, 083111, 010301,  124.7,   99.6,
2340200407, 083111, 010025,  149.4,  161.1,
2350200222, 092711, 010815,    5.8,   42.0,
2350200219, 092711, 010414,   25.8,   30.3,
2350200217, 092711, 010109,   45.6,   11.7,
2350200216, 092711, 005914,   60.8,   18.6,
2350200215, 092711, 005709,   76.1,   13.7,
2350200214, 092711, 005529,   85.6,   12.7,
2350200212, 092711, 005240,  100.7,   11.7,
2350200210, 092711, 004939,  115.4,   32.2,
2350200209, 092711, 004759,  125.6,   64.4,
2360200722, 110511, 095852,    5.7,   51.8,
2360200719, 110511, 095617,   24.5,   49.8,
2360200717, 110511, 095352,   45.5,   50.8,
2360200716, 110511, 095242,   60.8,   49.8,
2360200715, 110511, 095112,   74.9,   38.1,
2360200714, 110511, 095017,   84.6,   34.2,
2360200712, 110511, 094837,   99.8,   61.5,
2360200710, 110511, 094647,  114.1,   94.7,
2360200709, 110511, 094553,  125.4,  117.2,
2360200707, 110511, 094407,  149.8,  172.8,
2370200422, 112911, 084830,    6.0,   52.7,
2370200419, 112911, 084633,   24.9,   55.7,
2370200417, 112911, 084459,   45.5,   51.8,
2370200416, 112911, 084356,   59.4,   56.6,
2370200415, 112911, 084303,   74.8,   55.7,
2370200414, 112911, 084157,   84.6,   57.6,
2370200412, 112911, 084020,   99.8,   49.8,
2370200410, 112911, 083836,  116.5,   57.6,
2370200409, 112911, 083735,  124.7,   61.5,
2380200622, 122011, 061318,    5.0,   63.5,
2380200619, 122011, 060907,   24.6,   62.5,
2380200617, 122011, 060638,   43.8,   63.5,
2380200616, 122011, 060512,   59.4,   64.4,
2380200615, 122011, 060347,   73.9,   63.5,
2380200614, 122011, 060227,   85.1,   67.4,
2380200612, 122011, 060003,   99.5,   68.3,
2380200610, 122011, 055732,  115.0,   77.1,
2380200609, 122011, 055612,  123.6,   83.0,
2380200607, 122011, 055307,  149.5,  144.5,
2390200722, 011912, 065446,    5.5,   98.6,
2390200719, 011912, 065255,   25.1,   95.7,
2390200717, 011912, 065121,   44.6,   92.8,
2390200716, 011912, 065026,   61.1,   91.8,
2390200715, 011912, 064926,   76.1,   89.8,
2390200714, 011912, 064840,   83.7,   85.9,
2390200712, 011912, 064706,  101.5,   83.0,
2390200710, 011912, 064541,  116.4,   82.0,
2390200709, 011912, 064451,  126.5,   92.8,
2400200422, 032512, 183439,    6.4,   63.5,
2400200419, 032512, 183110,   25.5,   86.9,
2400200417, 032512, 182855,   45.2,   81.0,
2400200416, 032512, 182712,   60.9,   74.2,
2400200415, 032512, 182540,   76.3,   84.0,
2400200414, 032512, 182439,   85.4,   60.5,
2400200412, 032512, 182242,  102.7,   54.7,
2400200410, 032512, 182042,  116.6,   53.7,
2400200409, 032512, 181950,  125.9,   58.6,
2410201223, 050312, 215925,    5.9,  165.0,
2410201219, 050312, 215638,   23.9,  165.0,
2410201217, 050312, 215435,   43.9,  165.0,
2410201214, 050312, 215107,   83.6,  165.0,
2410201212, 050312, 214842,   98.3,  159.2,
2410201210, 050312, 214650,  112.8,  158.2,
2410201209, 050312, 214554,  124.2,  135.7,
2420201322, 060112, 041458,    4.9,  127.9,
2420201319, 060112, 041239,   24.4,  122.1,
2420201317, 060112, 041034,   45.5,   93.7,
2420201316, 060112, 040929,   59.5,   75.2,
2420201315, 060112, 040824,   74.9,   69.3,
2420201314, 060112, 040724,   84.2,   65.4,
2420201312, 060112, 040524,   99.7,   59.6,
2420201310, 060112, 040329,  115.9,   60.5,
2420201309, 060112, 040224,  126.1,   65.4,
2420201307, 060112, 040001,  148.5,   76.2,
2430200822, 062712, 162419,    5.7,  127.9,
2430200819, 062712, 162214,   25.6,  126.9,
2430200817, 062712, 162019,   45.2,  130.8,
2430200816, 062712, 161924,   59.8,  114.2,
2430200815, 062712, 161819,   74.8,   61.5,
2430200814, 062712, 161730,   85.0,   93.7,
2430200812, 062712, 161549,   99.8,  103.5,
2430200810, 062712, 161414,  114.7,  111.3,
2430200809, 062712, 161319,  124.0,   63.5,
2440200722, 080112, 065902,   10.5,  120.1,
2440200719, 080112, 065632,   25.8,  120.1,
2440200717, 080112, 065357,   45.4,  109.4,
2440200716, 080112, 065242,   60.4,   95.7,
2440200715, 080112, 065132,   75.1,   80.1,
2440200714, 080112, 065027,   85.5,   61.5,
2440200712, 080112, 064817,  100.4,  117.2,
2440200710, 080112, 064547,  115.4,  127.9,
2440200709, 080112, 064447,  125.6,  148.4,
2450200622, 081812, 065730,    4.9,  162.1,
2450200619, 081812, 065500,   25.4,  163.1,
2450200617, 081812, 065310,   45.3,  120.1,
2450200616, 081812, 065211,   60.3,  107.4,
2450200615, 081812, 065109,   75.0,   97.6,
2450200614, 081812, 065014,   85.1,   90.8,
2450200612, 081812, 064926,  100.0,   71.3,
2450200610, 081812, 064704,  115.4,   73.2,
2450200609, 081812, 064609,  125.3,   84.0,
2460200622, 091512, 070559,    5.7,  170.9,
2460200619, 091512, 070340,   25.5,  166.0,
2460200617, 091512, 070210,   44.7,  169.9,
2460200616, 091512, 070121,   60.4,  156.3,
2460200615, 091512, 070020,   75.4,  117.2,
2460200614, 091512, 065929,   85.1,  116.2,
2460200612, 091512, 065809,  100.2,  139.6,
2460200610, 091512, 065638,  115.1,  112.3,
2460200609, 091512, 065559,  125.1,  109.4,
2470200622, 100812, 074841,    4.5,  162.1,
2470200619, 100812, 074631,   25.5,  163.1,
2470200617, 100812, 074441,   45.5,  161.1,
2470200616, 100812, 074331,   60.7,  150.4,
2470200615, 100812, 074231,   75.3,  114.3,
2470200614, 100812, 074141,   85.3,   84.0,
2470200612, 100812, 073951,  100.2,   82.0,
2470200610, 100812, 073800,  115.3,   92.8,
2470200609, 100812, 073702,  125.3,  100.6,
2470200607, 100812, 073511,  149.9,  107.4,
2480200622, 120412, 083046,    7.0,  103.5,
2480200619, 120412, 082722,   26.5,  108.4,
2480200617, 120412, 082502,   46.9,  120.1,
2480200616, 120412, 082347,   60.3,   99.6,
2480200615, 120412, 082232,   75.9,   98.6,
2480200614, 120412, 082122,   86.8,   98.6,
2480200612, 120412, 081921,  101.1,   88.9,
2480200610, 120412, 081707,  115.0,  113.3,
2480200609, 120412, 081557,  125.1,  120.1,
2490200622, 021313, 071338,    7.3,  120.1,
2490200619, 021313, 070849,   25.5,  118.1,
2490200617, 021313, 070627,   45.7,  108.4,
2490200616, 021313, 070507,   61.0,   93.7,
2490200615, 021313, 070327,   75.9,   93.7,
2490200614, 021313, 070218,   85.3,   94.7,
2490200612, 021313, 070007,  100.3,   92.8,
2490200610, 021313, 065757,  115.0,   90.8,
2500200722, 030713, 071737,    8.7,   93.7,
2500200719, 030713, 071427,   23.8,   92.8,
2500200717, 030713, 071237,   45.2,   90.8,
2500200716, 030713, 071137,   59.9,   75.2,
2500200715, 030713, 071037,   75.2,   64.4,
2500200714, 030713, 070937,   84.6,   57.6,
2500200712, 030713, 070757,   99.9,   46.9,
2500200710, 030713, 070607,  115.3,   43.0,
2500200709, 030713, 070507,  125.8,   42.0,
2500200707, 030713, 070308,  149.7,   72.3,
2510200622, 040613, 071006,    5.3,   89.8,
2510200619, 040613, 070716,   25.3,   84.0,
2510200617, 040613, 070436,   45.5,   79.1,
2510200616, 040613, 070306,   60.5,   78.1,
2510200615, 040613, 070126,   75.5,   76.2,
2510200614, 040613, 070016,   86.0,   71.3,
2510200612, 040613, 065735,  100.1,   89.8,
2510200610, 040613, 065516,  114.8,   46.9,
2510200609, 040613, 065406,  126.3,   49.8,
2520200722, 051813, 071938,    8.8,  186.6,
2520200719, 051813, 071629,   25.7,  190.5,
2520200717, 051813, 071428,   44.4,  153.3,
2520200716, 051813, 071328,   59.2,  180.7,
2520200715, 051813, 071219,   74.6,  131.8,
2520200714, 051813, 071128,   85.6,  101.5,
2520200712, 051813, 070948,  100.1,  100.6,
2520200710, 051813, 070758,  115.0,   67.4,
2520200709, 051813, 070658,  125.9,   60.5,
2530200722, 062613, 071750,    7.2,  132.8,
2530200719, 062613, 071449,   24.9,  131.8,
2530200717, 062613, 071239,   45.2,  126.9,
2530200716, 062613, 071119,   60.6,  126.9,
2530200715, 062613, 070959,   75.5,  122.1,
2530200714, 062613, 070859,   85.3,  125.0,
2530200712, 062613, 070709,  100.0,  120.1,
2530200710, 062613, 070510,  115.0,  126.9,
2530200709, 062613, 070359,  125.3,  139.6,
2540200622, 091213, 070930,    7.4,   57.6,
2540200619, 091213, 070540,   26.9,   59.6,
2540200617, 091213, 070344,   46.3,   43.0,
2540200616, 091213, 070240,   60.0,   14.6,
2540200615, 091213, 070125,   75.1,   16.6,
2540200614, 091213, 070024,   85.6,   28.3,
2540200612, 091213, 065825,  100.6,   54.7,
2540200610, 091213, 065620,  115.5,   63.5,
2540200609, 091213, 065509,  125.9,   79.1,
2550200622, 100213, 070152,    7.5,   97.6,
2550200619, 100213, 065853,   26.2,   96.7,
2550200617, 100213, 065712,   45.4,   42.0,
2550200616, 100213, 065612,   59.8,   30.3,
2550200615, 100213, 065502,   76.7,   40.0,
2550200614, 100213, 065412,   84.7,   54.7,
2550200612, 100213, 065223,  101.5,   72.3,
2550200610, 100213, 065052,  115.9,   62.5,
2550200609, 100213, 065002,  125.9,   61.5,
2560200622, 102813, 070946,    6.5,  126.0,
2560200619, 102813, 070656,   25.4,  125.0,
2560200617, 102813, 070445,   45.0,  126.0,
2560200616, 102813, 070336,   60.9,  115.2,
2560200615, 102813, 070236,   75.0,  103.5,
2560200614, 102813, 070135,   85.6,  134.8,
2560200612, 102813, 065945,  100.2,  146.5,
2560200610, 102813, 065755,  114.8,  145.5,
2560200609, 102813, 065646,  126.0,  141.6,
2570200623, 112713, 072318,    6.0,   50.8,
2570200619, 112713, 071928,   24.2,   49.8,
2570200617, 112713, 071648,   45.0,   47.8,
2570200616, 112713, 071508,   60.2,   50.8,
2570200615, 112713, 071338,   74.8,   46.9,
2570200612, 112713, 070908,  100.1,   69.3,
2570200610, 112713, 070638,  115.2,   95.7,
2570200609, 112713, 070518,  125.4,  107.4,
2570200607, 112713, 070238,  149.9,  115.2,
2580200623, 122113, 071840,    6.7,   49.8,
2580200619, 122113, 071441,   25.2,   47.8,
2580200617, 122113, 071245,   45.6,   46.9,
2580200616, 122113, 071129,   61.6,   42.0,
2580200615, 122113, 071017,   75.2,   35.1,
2580200614, 122113, 070922,   83.6,   40.0,
2580200612, 122113, 070725,  100.6,   74.2,
2580200610, 122113, 070516,  116.9,  107.4,
2580200609, 122113, 070420,  124.9,  111.3,
2580200607, 122113, 070205,  149.3,  138.7,
2590200623, 011614, 073433,    6.5,   57.6,
2590200619, 011614, 073133,   25.2,   53.7,
2590200617, 011614, 072854,   45.8,   55.6,
2590200616, 011614, 072713,   60.8,   61.5,
2590200615, 011614, 072543,   75.3,   63.5,
2590200614, 011614, 072433,   85.5,   64.4,
2590200612, 011614, 072213,  100.9,   76.2,
2590200610, 011614, 071953,  115.5,  101.5,
2590200609, 011614, 071844,  125.2,  113.3,
2600200623, 021514, 091648,    6.2,   44.9,
2600200619, 021514, 091248,   25.0,   42.0,
2600200617, 021514, 090948,   45.1,   39.1,
2600200616, 021514, 090817,   60.6,   35.1,
2600200615, 021514, 090638,   75.8,   36.1,
2600200614, 021514, 090522,   85.7,   34.2,
2600200612, 021514, 090306,  100.4,   48.8,
2600200610, 021514, 090023,  116.0,   80.1,
2600200609, 021514, 085908,  125.6,  113.3,
2610200623, 030614, 071457,    7.5,  119.1,
2610200619, 030614, 071202,   26.1,   80.1,
2610200617, 030614, 070957,   45.6,   58.6,
2610200616, 030614, 070853,   60.5,   48.8,
2610200615, 030614, 070743,   75.5,   46.9,
2610200614, 030614, 070642,   84.8,   46.9,
2610200612, 030614, 070453,  100.6,   59.6,
2610200610, 030614, 070253,  115.6,   84.9,
2610200609, 030614, 070152,  125.5,  107.4,
2620200623, 041114, 070940,    4.9,   82.0,
2620200619, 041114, 070649,   25.3,   81.0,
2620200617, 041114, 070459,   44.7,   73.2,
2620200616, 041114, 070349,   60.0,   61.5,
2620200615, 041114, 070234,   75.1,   54.7,
2620200614, 041114, 070124,   85.1,   46.9,
2620200612, 041114, 065929,   99.8,   42.0,
2620200610, 041114, 065739,  114.9,   43.0,
2620200609, 041114, 065630,  124.9,   45.9,
2620201421, 041214, 065056,   25.2,   78.1,
2620201419, 041214, 064940,   45.1,   69.3,
2620201416, 041214, 064730,   74.1,   47.8,
2620201413, 041214, 064530,   99.9,   42.0,
2620201410, 041214, 064320,  124.8,   50.8,
2630200523, 060114, 070217,    4.8,   78.1,
2630200519, 060114, 065951,   25.6,   66.4,
2630200517, 060114, 065756,   44.6,   36.1,
2630200516, 060114, 065646,   59.6,   36.1,
2630200515, 060114, 065536,   75.0,   36.1,
2630200514, 060114, 065436,   84.3,   39.1,
2630200512, 060114, 065246,   99.3,   43.0,
2630200510, 060114, 065011,  114.7,   59.6,
2630200509, 060114, 064856,  124.9,   63.5,
2630200507, 060114, 064656,  149.9,  121.1,
2640200623, 070114, 071958,    5.3,   75.2,
2640200619, 070114, 071708,   24.8,   75.2,
2640200617, 070114, 071443,   45.3,   42.0,
2640200616, 070114, 071327,   59.6,   25.4,
2640200615, 070114, 071208,   75.5,   22.5,
2640200614, 070114, 071107,   84.2,   35.1,
2640200612, 070114, 070903,   99.6,   28.3,
2640200610, 070114, 070657,  115.3,   51.7,
2640200609, 070114, 070553,  124.8,   44.9,
2640200607, 070114, 070332,  148.9,   88.9,
2650200623, 091514, 071751,    5.3,  134.8,
2650200619, 091514, 071512,   24.7,  147.5,
2650200617, 091514, 071307,   44.5,  117.2,
2650200616, 091514, 071205,   60.8,   92.8,
2650200615, 091514, 071045,   75.5,   83.0,
2650200614, 091514, 070948,   85.2,   85.0,
2650200612, 091514, 070746,  100.4,   87.9,
2650200610, 091514, 070551,  115.2,   86.9,
2650200609, 091514, 070449,  124.8,  108.4,
2650200607, 091514, 070232,  150.0,  178.7,
2660200623, 101414, 071924,    5.6,  124.0,
2660200619, 101414, 071714,   24.4,  122.1,
2660200617, 101414, 071514,   44.6,  121.1,
2660200616, 101414, 071359,   59.9,  119.1,
2660200615, 101414, 071254,   75.2,  114.3,
2660200614, 101414, 071155,   83.8,   85.9,
2660200612, 101414, 071004,  100.1,   83.0,
2660200610, 101414, 070809,  115.2,   83.0,
2660200609, 101414, 070704,  124.7,  100.6,
2670200623, 112214, 071138,    5.0,   43.9,
2670200619, 112214, 070908,   25.4,   47.8,
2670200617, 112214, 070658,   43.8,   45.9,
2670200616, 112214, 070543,   60.3,   46.9,
2670200615, 112214, 070418,   75.2,   57.6,
2670200614, 112214, 070318,   86.3,   70.3,
2670200612, 112214, 070118,  100.0,   76.2,
2670200610, 112214, 065908,  115.5,   64.4,
2670200609, 112214, 065801,  125.6,   76.2,
2680200623, 121714, 103137,    7.8,   76.2,
2680200619, 121714, 102739,   26.3,   72.3,
2680200617, 121714, 102448,   45.3,   73.2,
2680200616, 121714, 102313,   59.1,   78.1,
2680200615, 121714, 102143,   75.5,   74.2,
2680200614, 121714, 102015,   85.4,   74.2,
2680200612, 121714, 101743,  100.3,   75.2,
2680200610, 121714, 101513,  115.5,  124.0,
2680200609, 121714, 101351,  127.1,  123.0,
2690200623, 022515, 073446,    4.8,  107.4,
2690200619, 022515, 073201,   25.0,   93.7,
2690200617, 022515, 072916,   45.0,   81.0,
2690200616, 022515, 072801,   61.1,   72.2,
2690200615, 022515, 072641,   74.8,   69.3,
2690200614, 022515, 072531,   86.0,   70.3,
2690200612, 022515, 072306,  100.6,   61.5,
2690200610, 022515, 072046,  114.5,   59.6,
2690200609, 022515, 071941,  125.2,   54.7,
2700200623, 033015, 125737,    4.5,  100.6,
2700200619, 033015, 125441,   24.6,  104.5,
2700200617, 033015, 125221,   45.0,  102.5,
2700200616, 033015, 125056,   60.0,  102.5,
2700200615, 033015, 124936,   74.8,  108.4,
2700200614, 033015, 124826,   84.5,  109.4,
2700200612, 033015, 124601,   98.9,   99.6,
2700200610, 033015, 124351,  116.1,   95.7,
2700200609, 033015, 124236,  123.6,   99.6,
2710200622, 042215, 082405,    6.0,  110.4,
2710200619, 042215, 082214,   24.0,  106.4,
2710200617, 042215, 082035,   44.7,   93.7,
2710200616, 042215, 081940,   59.8,   86.9,
2710200615, 042215, 081840,   75.2,   81.0,
2710200614, 042215, 081755,   83.5,   83.0,
2710200612, 042215, 081634,   98.9,   75.2,
2710200610, 042215, 081500,  115.7,   62.5,
2710200609, 042215, 081409,  125.1,   76.2,
2710200607, 042215, 081235,  149.0,  135.7,
2720200722, 052415, 070942,    4.4,   94.7,
2720200719, 052415, 070751,   24.7,   97.6,
2720200717, 052415, 070616,   43.6,   94.7,
2720200716, 052415, 070521,   59.1,   95.7,
2720200715, 052415, 070426,   75.1,   96.7,
2720200714, 052415, 070341,   84.6,   93.7,
2720200712, 052415, 070211,   99.9,   85.9,
2720200710, 052415, 070031,  114.7,   73.2,
2720200709, 052415, 065938,  125.2,   74.2,
2720200707, 052415, 065751,  149.8,   96.7,
2730200722, 062015, 072322,    6.4,   88.9,
2730200719, 062015, 072028,   24.1,   90.8,
2730200717, 062015, 071823,   44.0,   88.9,
2730200716, 062015, 071718,   60.2,   78.1,
2730200715, 062015, 071607,   74.7,   79.1,
2730200714, 062015, 071458,   84.9,   79.1,
2730200712, 062015, 071249,  100.9,   70.3,
2730200710, 062015, 071030,  115.6,   79.1,
2730200709, 062015, 070918,  125.6,   82.0,
2730200707, 062015, 070648,  149.9,   96.7,
2740200722, 072015, 070452,    6.1,   75.2,
2740200719, 072015, 070212,   25.7,   73.2,
2740200717, 072015, 070022,   44.6,   65.4,
2740200716, 072015, 065922,   59.7,   62.5,
2740200715, 072015, 065822,   75.7,   71.3,
2740200714, 072015, 065728,   84.9,   80.1,
2740200712, 072015, 065536,   99.3,   83.0,
2740200710, 072015, 065402,  115.6,   77.1,
2740200709, 072015, 065312,  125.9,   78.1,
2750200622, 081315, 070720,    4.6,   48.8,
2750200619, 081315, 070441,   25.5,   51.7,
2750200617, 081315, 070226,   46.2,   21.5,
2750200616, 081315, 070111,   60.6,   22.5,
2750200615, 081315, 070006,   75.3,   41.0,
2750200614, 081315, 065903,   85.8,   39.1,
2750200612, 081315, 065656,  100.2,   63.5,
2750200610, 081315, 065451,  116.0,  132.8,
2750200609, 081315, 065340,  125.0,  174.8,
2750200607, 081315, 065121,  149.4,  317.5,
2770200622, 101415, 065216,    5.7,   39.1,
2770200619, 101415, 064954,   25.1,   33.2,
2770200617, 101415, 064801,   45.0,   32.2,
2770200616, 101415, 064702,   59.7,   32.2,
2770200615, 101415, 064556,   75.1,   44.9,
2770200614, 101415, 064456,   85.2,   45.9,
2770200612, 101415, 064311,  100.0,   54.7,
2770200610, 101415, 064116,  116.6,   71.3,
2770200609, 101415, 064016,  125.1,   97.6,
2770200607, 101415, 063811,  149.6,  180.7,
2780200522, 111415, 072027,    4.8,   43.0,
2780200519, 111415, 071710,   24.8,   42.0,
2780200517, 111415, 071436,   44.2,   41.0,
2780200516, 111415, 071313,   60.1,   41.0,
2780200515, 111415, 071153,   74.9,   43.9,
2780200514, 111415, 071045,   84.6,   52.7,
2780200512, 111415, 070810,  100.7,   63.5,
2780200510, 111415, 070545,  114.1,   94.7,
2780200509, 111415, 070437,  124.4,  106.4,
2780200507, 111415, 070207,  150.0,  185.6,
2790200622, 120915, 070430,    4.9,   58.6,
2790200619, 120915, 070141,   24.9,   62.5,
2790200617, 120915, 065936,   44.8,   59.6,
2790200616, 120915, 065818,   61.3,   54.7,
2790200615, 120915, 065708,   74.6,   29.3,
2790200614, 120915, 065602,   85.4,   36.1,
2790200612, 120915, 065408,  100.5,   66.4,
2790200610, 120915, 065214,  116.1,   70.3,
2790200609, 120915, 065104,  125.7,   84.0,
2790200607, 120915, 064841,  149.8,  136.7,
2800200622, 011316, 071341,    7.9,   70.3,
2800200619, 011316, 071034,   25.0,   65.4,
2800200617, 011316, 070813,   45.2,   66.4,
2800200616, 011316, 070656,   60.8,   65.4,
2800200615, 011316, 070538,   75.6,   65.4,
2800200614, 011316, 070436,   85.9,   68.4,
2800200612, 011316, 070244,  100.6,  104.5,
2800200610, 011316, 070042,  115.6,  129.9,
2800200609, 011316, 065930,  125.5,  142.6,
2800200607, 011316, 065714,  149.9,  187.5,
2810200622, 021016, 074645,    6.0,   80.1,
