Hawaii Ocean Time-series : 05-Sep-2023 03:23:28
https://hahana.soest.hawaii.edu/hot/hot-dogs/bextraction.html

botid, date, time, press, sil, 
#, mmddyy, hhmmss, dbar, umol/kg, 
2530200717, 062613, 071239,   45.2,   1.26,
2530200716, 062613, 071119,   60.6,   1.36,
2530200715, 062613, 070959,   75.5,   1.35,
2530200712, 062613, 070709,  100.0,   1.39,
2530200709, 062613, 070359,  125.3,   1.51,
2540200224, 091113, 191611,    6.6,   1.03,
2540200324, 091113, 224700,   30.9,   1.12,
2540200323, 091113, 224511,   55.1,   1.19,
2540200322, 091113, 224320,   70.5,   1.28,
2540200321, 091113, 224101,  108.7,   1.68,
2540200320, 091113, 223945,  120.9,   1.70,
2540200319, 091113, 223812,  141.0,   1.70,
2540200622, 091213, 070930,    7.4,   1.04,
2540200621, 091213, 070800,   17.4,   1.04,
2540200619, 091213, 070540,   26.9,   1.04,
2540200618, 091213, 070445,   35.3,   1.03,
2540200617, 091213, 070344,   46.3,   1.03,
2540200616, 091213, 070240,   60.0,   1.14,
2540200615, 091213, 070125,   75.1,   1.17,
2540200612, 091213, 065825,  100.6,   1.26,
2540200609, 091213, 065509,  125.9,   1.46,
2550200224, 100113, 190947,    6.0,   1.10,
2550200324, 100113, 223019,    7.6,   1.11,
2550200323, 100113, 222744,   52.0,   0.93,
2550200322, 100113, 222612,   75.7,   1.22,
2550200321, 100113, 222403,  111.8,   1.51,
2550200320, 100113, 222207,  149.0,   1.92,
2550200622, 100213, 070152,    7.5,   0.98,
2550200621, 100213, 070043,   17.5,   0.99,
2550200619, 100213, 065853,   26.2,   0.99,
2550200618, 100213, 065803,   34.6,   0.96,
2550200617, 100213, 065712,   45.4,   0.82,
2550200616, 100213, 065612,   59.8,   1.11,
2550200615, 100213, 065502,   76.7,   1.20,
2550200612, 100213, 065223,  101.5,   1.35,
2550200609, 100213, 065002,  125.9,   1.59,
2560200224, 102713, 185837,    7.2,   1.33,
2560200324, 102713, 225336,    8.0,   1.26,
2560200323, 102713, 225036,   44.5,   1.22,
2560200322, 102713, 224822,   82.7,   1.48,
2560200321, 102713, 224617,  110.9,   1.56,
2560200622, 102813, 070946,    6.5,   1.02,
2560200621, 102813, 070826,   16.2,   1.02,
2560200619, 102813, 070656,   25.4,   1.01,
2560200618, 102813, 070546,   35.5,   1.02,
2560200617, 102813, 070445,   45.0,   1.02,
2560200616, 102813, 070336,   60.9,   1.09,
2560200615, 102813, 070236,   75.0,   1.20,
2560200612, 102813, 065945,  100.2,   1.29,
2560200609, 102813, 065646,  126.0,   1.34,
2570200224, 112613, 185052,    6.9,   1.27,
2570200324, 112613, 222918,    7.7,   1.20,
2570200323, 112613, 222553,   44.6,   1.13,
2570200322, 112613, 222402,   85.2,   1.15,
2570200321, 112613, 222226,  112.2,   1.46,
2570200623, 112713, 072318,    6.0,   0.93,
2570200622, 112713, 072148,   15.8,   0.93,
2570200619, 112713, 071928,   24.2,   0.93,
2570200618, 112713, 071808,   34.6,   0.95,
2570200617, 112713, 071648,   45.0,   0.91,
2570200616, 112713, 071508,   60.2,   0.95,
2570200615, 112713, 071338,   74.8,   0.94,
2570200612, 112713, 070908,  100.1,   1.23,
2570200609, 112713, 070518,  125.4,   1.35,
2570200607, 112713, 070238,  149.9,   1.59,
2580200224, 122013, 185411,    7.1,   1.12,
2580200324, 122013, 223540,   70.5,   1.19,
2580200323, 122013, 223410,   85.7,   1.33,
2580200322, 122013, 223210,  122.4,   1.76,
2580200623, 122113, 071840,    6.7,   0.98,
2580200622, 122113, 071651,   17.1,   0.96,
2580200619, 122113, 071441,   25.2,   0.95,
2580200618, 122113, 071341,   35.4,   0.98,
2580200617, 122113, 071245,   45.6,   0.95,
2580200616, 122113, 071129,   61.6,   0.96,
2580200615, 122113, 071017,   75.2,   0.98,
2580200612, 122113, 070725,  100.6,   1.45,
2580200609, 122113, 070420,  124.9,   1.60,
2580200607, 122113, 070205,  149.3,   1.95,
2590200224, 011514, 191142,    5.2,   0.87,
2590200324, 011514, 224359,    6.2,   0.94,
2590200323, 011514, 223952,   50.0,   0.88,
2590200322, 011514, 223657,   95.4,   1.18,
2590200321, 011514, 223504,  140.0,   1.66,
2590200623, 011614, 073433,    6.5,   0.96,
2590200622, 011614, 073314,   15.4,   0.97,
2590200619, 011614, 073133,   25.2,   0.95,
2590200618, 011614, 073013,   35.0,   0.95,
2590200617, 011614, 072854,   45.8,   0.97,
2590200616, 011614, 072713,   60.8,   1.01,
2590200615, 011614, 072543,   75.3,   1.02,
2590200612, 011614, 072213,  100.9,   1.18,
2590200609, 011614, 071844,  125.2,   1.31,
2600200224, 021414, 192748,    5.4,   1.02,
2600200324, 021414, 233607,    6.1,   0.95,
2600200323, 021414, 233247,   43.8,   0.94,
2600200322, 021414, 233043,   80.8,   0.99,
2600200321, 021414, 232857,   98.7,   1.25,
2600200623, 021514, 091648,    6.2,   1.06,
2600200622, 021514, 091458,   16.0,   1.06,
2600200619, 021514, 091248,   25.0,   1.06,
2600200618, 021514, 091128,   34.9,   1.04,
2600200617, 021514, 090948,   45.1,   1.06,
2600200616, 021514, 090817,   60.6,   1.06,
2600200615, 021514, 090638,   75.8,   1.07,
2600200612, 021514, 090306,  100.4,   1.28,
2600200609, 021514, 085908,  125.6,   1.72,
2610200224, 030514, 193516,    7.3,   0.96,
2610200324, 030514, 231832,    7.0,   1.12,
2610200323, 030514, 231621,   41.9,   0.98,
2610200322, 030514, 231416,   83.5,   0.93,
2610200321, 030514, 231230,  126.2,   1.10,
2610200623, 030614, 071457,    7.5,   1.26,
2610200622, 030614, 071347,   16.0,   1.25,
2610200619, 030614, 071202,   26.1,   1.13,
2610200618, 030614, 071100,   35.7,   1.11,
2610200617, 030614, 070957,   45.6,   1.12,
2610200616, 030614, 070853,   60.5,   1.03,
2610200615, 030614, 070743,   75.5,   1.04,
2610200612, 030614, 070453,  100.6,   1.22,
2610200609, 030614, 070152,  125.5,   1.54,
2620200224, 041014, 190310,    6.4,   1.18,
2620200324, 041014, 222110,    4.7,   1.11,
2620200323, 041014, 221739,   51.4,   1.12,
2620200322, 041014, 221524,   99.3,   1.09,
2620200321, 041014, 221354,  115.2,   1.08,
2620200623, 041114, 070940,    4.9,   1.11,
2620200622, 041114, 070824,   15.3,   1.09,
2620200619, 041114, 070649,   25.3,   1.05,
2620200618, 041114, 070554,   34.9,   1.06,
2620200617, 041114, 070459,   44.7,   1.07,
2620200616, 041114, 070349,   60.0,   1.08,
2620200615, 041114, 070234,   75.1,   1.07,
2620200612, 041114, 065929,   99.8,   1.08,
2620200609, 041114, 065630,  124.9,   1.09,
2630200124, 053114, 195706,    5.5,   1.16,
2630200224, 053114, 224007,    5.4,   1.11,
2630200223, 053114, 223847,   24.1,   1.05,
2630200222, 053114, 223706,   60.5,   1.08,
2630200221, 053114, 223548,   81.0,   1.15,
2630200220, 053114, 223427,  101.3,   1.24,
2630200219, 053114, 223248,  143.2,   1.57,
2630200523, 060114, 070217,    4.8,   1.05,
2630200522, 060114, 070111,   14.5,   1.04,
2630200519, 060114, 065951,   25.6,   1.06,
2630200518, 060114, 065856,   35.2,   1.03,
2630200517, 060114, 065756,   44.6,   1.03,
2630200516, 060114, 065646,   59.6,   1.04,
2630200515, 060114, 065536,   75.0,   1.08,
2630200512, 060114, 065246,   99.3,   1.18,
2630200509, 060114, 064856,  124.9,   1.32,
2630200507, 060114, 064656,  149.9,   1.64,
2640200224, 063014, 183005,    5.4,   1.07,
2640200324, 063014, 221431,    5.0,   0.93,
2640200323, 063014, 221219,   25.4,   0.89,
2640200322, 063014, 221120,   32.1,   1.14,
2640200321, 063014, 220929,   77.9,   1.03,
2640200320, 063014, 220735,  130.8,   1.86,
2640200623, 070114, 071958,    5.3,   1.04,
2640200622, 070114, 071837,   15.0,   1.04,
2640200619, 070114, 071708,   24.8,   1.01,
2640200618, 070114, 071552,   35.1,   1.06,
2640200617, 070114, 071443,   45.3,   1.06,
2640200616, 070114, 071327,   59.6,   1.10,
2640200615, 070114, 071208,   75.5,   1.16,
2640200612, 070114, 070903,   99.6,   1.24,
2640200609, 070114, 070553,  124.8,   1.45,
2640200607, 070114, 070332,  148.9,   1.78,
2650200224, 091414, 183904,    5.4,   1.13,
2650200324, 091414, 221004,    5.2,   1.51,
2650200323, 091414, 220718,   63.0,   1.08,
2650200322, 091414, 220603,   79.6,   1.20,
2650200321, 091414, 220444,   89.3,   1.94,
2650200320, 091414, 220333,  107.2,   1.26,
2650200319, 091414, 220214,  128.5,   1.70,
2650200622, 091514, 071643,   15.2,   1.34,
2650200619, 091514, 071512,   24.7,   1.59,
2650200618, 091514, 071409,   35.5,   1.32,
2650200617, 091514, 071307,   44.5,   1.46,
2650200615, 091514, 071045,   75.5,   1.48,
2650200612, 091514, 070746,  100.4,   1.40,
2650200609, 091514, 070449,  124.8,   2.03,
2650200607, 091514, 070232,  150.0,   2.07,
2660200224, 101314, 184601,    6.8,   1.38,
2660200324, 101314, 221901,    4.6,   1.15,
2660200323, 101314, 221651,   51.0,   1.19,
2660200322, 101314, 221501,   79.1,   1.33,
2660200321, 101314, 221340,   96.6,   1.44,
2660200320, 101314, 221152,  129.2,   1.61,
2660200623, 101414, 071924,    5.6,   1.34,
2660200618, 101414, 071614,   34.9,   1.30,
2660200616, 101414, 071359,   59.9,   1.20,
2660200609, 101414, 070704,  124.7,   1.43,
2670200224, 112114, 183430,    4.7,   0.97,
2670200323, 112114, 221516,   43.7,   0.39,
2670200321, 112114, 221240,   89.7,   0.68,
2670200623, 112214, 071138,    5.0,   2.06,
2670200622, 112214, 071033,   15.1,   1.79,
2670200618, 112214, 070808,   35.4,   1.86,
2670200617, 112214, 070658,   43.8,   1.36,
2670200616, 112214, 070543,   60.3,   1.36,
2670200612, 112214, 070118,  100.0,   1.29,
2670200609, 112214, 065801,  125.6,   1.82,
2680200224, 121614, 191138,    4.0,   0.60,
2680200324, 121714, 003123,   25.0,   0.42,
2680200323, 121714, 002723,  117.4,   0.53,
2680200322, 121714, 002613,  126.5,   0.70,
2680200321, 121714, 002448,  141.8,   0.91,
2680200622, 121714, 102914,   14.2,   1.12,
2680200619, 121714, 102739,   26.3,   1.07,
2680200617, 121714, 102448,   45.3,   1.44,
2680200615, 121714, 102143,   75.5,   1.15,
2680200609, 121714, 101351,  127.1,   1.67,
2690200324, 022415, 234121,    4.8,   1.50,
2690200323, 022415, 234006,   24.4,   2.86,
2690200322, 022415, 233831,   75.5,   1.74,
2690200321, 022415, 233716,  107.6,   1.47,
2690200623, 022515, 073446,    4.8,   1.49,
2690200622, 022515, 073331,   15.2,   2.18,
2690200619, 022515, 073201,   25.0,   1.30,
2690200618, 022515, 073041,   35.4,   1.29,
2690200617, 022515, 072916,   45.0,   2.31,
2690200616, 022515, 072801,   61.1,   1.69,
2690200615, 022515, 072641,   74.8,   1.22,
2690200612, 022515, 072306,  100.6,   2.09,
2700200324, 033015, 022943,    7.0,   1.53,
2700200323, 033015, 022732,   73.3,   1.57,
2700200322, 033015, 022532,  138.9,   1.40,
2700200623, 033015, 125737,    4.5,   1.28,
2700200622, 033015, 125611,   14.0,   1.27,
2700200619, 033015, 125441,   24.6,   1.22,
2700200618, 033015, 125332,   35.1,   1.34,
2700200617, 033015, 125221,   45.0,   2.15,
2700200616, 033015, 125056,   60.0,   1.36,
2700200615, 033015, 124936,   74.8,   1.33,
2700200609, 033015, 124236,  123.6,   1.39,
2710200224, 042115, 183204,    4.4,   1.23,
2710200324, 042115, 225219,    4.7,   1.24,
2710200323, 042115, 224934,   50.6,   1.70,
2710200320, 042115, 224454,  116.2,   1.71,
2710200622, 042215, 082405,    6.0,   1.21,
2710200621, 042215, 082309,   14.9,   1.16,
2710200619, 042215, 082214,   24.0,   1.15,
2710200618, 042215, 082125,   35.2,   1.16,
2710200617, 042215, 082035,   44.7,   1.19,
2710200616, 042215, 081940,   59.8,   1.24,
2710200612, 042215, 081634,   98.9,   1.44,
2710200609, 042215, 081409,  125.1,   1.64,
2720200324, 052315, 190213,    7.0,   1.17,
2720200424, 052315, 215834,    8.2,   1.19,
2720200423, 052315, 215407,   86.1,   1.19,
2720200422, 052315, 215217,  120.7,   1.16,
2720200722, 052415, 070942,    4.4,   1.17,
2720200719, 052415, 070751,   24.7,   1.18,
2720200718, 052415, 070701,   34.7,   1.17,
2720200717, 052415, 070616,   43.6,   1.19,
2720200715, 052415, 070426,   75.1,   1.18,
2720200712, 052415, 070211,   99.9,   1.19,
2720200709, 052415, 065938,  125.2,   1.27,
2720200707, 052415, 065751,  149.8,   1.24,
2730200324, 061915, 191036,    4.7,   1.35,
2730200424, 061915, 222426,    7.0,   1.30,
2730200423, 061915, 222041,   46.0,   1.23,
2730200422, 061915, 221811,   86.1,   1.34,
2730200421, 061915, 221616,  125.2,   1.50,
2730200420, 061915, 221456,  139.8,   1.60,
2730200722, 062015, 072322,    6.4,   1.19,
2730200719, 062015, 072028,   24.1,   1.25,
2730200718, 062015, 071928,   35.2,   1.34,
2730200717, 062015, 071823,   44.0,   1.38,
2730200716, 062015, 071718,   60.2,   1.25,
2730200715, 062015, 071607,   74.7,   1.20,
2730200712, 062015, 071249,  100.9,   1.40,
2730200709, 062015, 070918,  125.6,   1.39,
2730200707, 062015, 070648,  149.9,   1.44,
2740200324, 071915, 184935,    6.1,   1.14,
2740200423, 071915, 215615,   46.6,   1.35,
2740200422, 071915, 215446,   63.7,   1.50,
2740200421, 071915, 215330,   70.5,   1.33,
2740200420, 071915, 215121,  112.2,   1.64,
2740200419, 071915, 215001,  120.2,   2.72,
2740200722, 072015, 070452,    6.1,   1.29,
2740200721, 072015, 070317,   14.4,   1.18,
2740200719, 072015, 070212,   25.7,   1.27,
2740200717, 072015, 070022,   44.6,   1.21,
2740200716, 072015, 065922,   59.7,   1.45,
2740200715, 072015, 065822,   75.7,   1.60,
2740200712, 072015, 065536,   99.3,   1.52,
2740200709, 072015, 065312,  125.9,   2.01,
2750200224, 081215, 184823,    5.8,   1.20,
2750200324, 081215, 221632,    4.5,   1.20,
2750200323, 081215, 221512,   35.7,   1.19,
2750200322, 081215, 221416,   45.1,   1.33,
2750200320, 081215, 221137,  110.1,   2.22,
2750200319, 081215, 221037,  126.3,   2.76,
2750200622, 081315, 070720,    4.6,   1.02,
2750200621, 081315, 070606,   15.5,   1.24,
2750200619, 081315, 070441,   25.5,   1.06,
2750200618, 081315, 070336,   35.3,   1.08,
2750200617, 081315, 070226,   46.2,   1.35,
2750200616, 081315, 070111,   60.6,   1.53,
2750200615, 081315, 070006,   75.3,   1.56,
2750200612, 081315, 065656,  100.2,   1.72,
2750200609, 081315, 065340,  125.0,   2.39,
2750200607, 081315, 065121,  149.4,   3.49,
2770200224, 101315, 183457,    5.2,   0.89,
2770200324, 101315, 220913,    5.8,   1.08,
2770200323, 101315, 220723,   63.3,   1.81,
2770200322, 101315, 220623,   74.3,   1.37,
2770200321, 101315, 220533,   81.2,   2.03,
2770200320, 101315, 220433,   95.1,   1.65,
2770200319, 101315, 220314,  127.6,   2.26,
2770200621, 101415, 065109,   15.7,   1.03,
2770200619, 101415, 064954,   25.1,   1.00,
2770200617, 101415, 064801,   45.0,   0.99,
2770200615, 101415, 064556,   75.1,   1.43,
2770200609, 101415, 064016,  125.1,   1.82,
2770200607, 101415, 063811,  149.6,   2.42,
2780200223, 111315, 224902,   60.6,   1.32,
2780200222, 111315, 224753,   70.8,   1.52,
2780200221, 111315, 224633,   90.7,   1.79,
2780200220, 111315, 224453,  125.4,   2.75,
2780200522, 111415, 072027,    4.8,   1.04,
2780200519, 111415, 071710,   24.8,   1.03,
2780200518, 111415, 071557,   34.6,   1.05,
2780200517, 111415, 071436,   44.2,   1.12,
2780200516, 111415, 071313,   60.1,   1.02,
2780200515, 111415, 071153,   74.9,   1.13,
2780200512, 111415, 070810,  100.7,   1.82,
2780200509, 111415, 070437,  124.4,   2.13,
2780200507, 111415, 070207,  150.0,   2.54,
2790200224, 120815, 184001,    5.4,   1.07,
2790200324, 120815, 221521,    5.4,   1.04,
2790200323, 120815, 221256,   63.2,   0.97,
2790200322, 120815, 221130,   84.4,   1.05,
2790200321, 120815, 221017,  105.5,   1.48,
2790200622, 120915, 070430,    4.9,   1.07,
2790200621, 120915, 070301,   15.4,   1.07,
2790200619, 120915, 070141,   24.9,   1.05,
2790200618, 120915, 070038,   34.6,   1.04,
2790200617, 120915, 065936,   44.8,   1.06,
2790200616, 120915, 065818,   61.3,   1.06,
2790200615, 120915, 065708,   74.6,   1.00,
2790200612, 120915, 065408,  100.5,   1.32,
2790200609, 120915, 065104,  125.7,   1.54,
2790200607, 120915, 064841,  149.8,   1.97,
2800200224, 011216, 185408,    6.2,   1.24,
2800200324, 011216, 220006,    7.4,   1.32,
2800200323, 011216, 215656,   41.4,   1.37,
2800200322, 011216, 215507,   75.1,   1.22,
2800200321, 011216, 215348,   92.0,   1.34,
2800200320, 011216, 215143,  136.9,   1.88,
2810200224, 020916, 184826,    9.8,   1.28,
2810200324, 020916, 221012,    5.4,   1.22,
2810200323, 020916, 220828,   39.5,   1.26,
2810200322, 020916, 220602,   98.4,   1.75,
2810200321, 020916, 220455,  106.9,   1.42,
2810200320, 020916, 220348,  119.3,   1.91,
2820200324, 030816, 223452,    7.6,   1.14,
2820200323, 030816, 223130,   55.0,   1.12,
2820200322, 030816, 222915,  104.4,   1.23,
2820200321, 030816, 222821,  110.2,   1.24,
2820200320, 030816, 222701,  130.2,   1.47,
2820200319, 030816, 222547,  141.7,   1.60,
2830200224, 041416, 184333,    4.5,   1.20,
2830200324, 041416, 222036,    5.3,   1.38,
2830200323, 041416, 221831,   58.2,   1.35,
2830200322, 041416, 221641,  110.6,   1.29,
2830200321, 041416, 221522,  131.8,   1.28,
2840201224, 053016, 070322,    5.1,   1.43,
2840201223, 053016, 070142,   50.3,   1.35,
2840201222, 053016, 070007,   94.1,   1.37,
2840201221, 053016, 065842,  129.2,   1.48,
2840201220, 053016, 065718,  150.0,   1.84,
2850200224, 071116, 192251,    5.3,   1.23,
2850200324, 071116, 222344,    5.6,   1.29,
2850200323, 071116, 222124,   42.8,   1.24,
2850200322, 071116, 221929,   79.4,   1.31,
2850200321, 071116, 221739,  104.2,   1.45,
2850200320, 071116, 221634,  115.4,   1.43,
2860200124, 080916, 193630,    5.7,   1.20,
2860200224, 080916, 222912,    5.4,   0.88,
2860200223, 080916, 222715,   52.5,   0.74,
2860200222, 080916, 222620,   59.8,   1.00,
2860200221, 080916, 222523,   68.8,   0.96,
2860200220, 080916, 222411,   91.3,   1.09,
2860200219, 080916, 222247,  111.5,   1.39,
2860200218, 080916, 222156,  114.7,   1.41,
2870200324, 101516, 221502,    5.2,   1.06,
2870200323, 101516, 221259,   67.3,   1.02,
2870200322, 101516, 221202,   80.1,   1.07,
2870200321, 101516, 221105,   96.5,   1.22,
2870200320, 101516, 221013,  101.3,   1.25,
2870200319, 101516, 220844,  140.9,   1.48,
2880200124, 112616, 184836,    6.6,   1.29,
2880200224, 112616, 223354,    6.3,   1.25,
2880200223, 112616, 223041,   48.6,   1.22,
2880200222, 112616, 222802,   90.1,   1.48,
2880200221, 112616, 222652,   95.8,   1.50,
2880200220, 112616, 222442,  124.9,   1.70,
2890200224, 012417, 002719,    3.7,   1.29,
2890200223, 012417, 002437,   79.8,   1.24,
2890200222, 012417, 002322,  103.5,   1.42,
2890200221, 012417, 002207,  126.5,   1.71,
2890200220, 012417, 002101,  144.6,   2.33,
2890200522, 012417, 083436,    5.2,   1.16,
2890200521, 012417, 083326,   15.1,   1.19,
2890200519, 012417, 083201,   24.6,   1.17,
2890200518, 012417, 083051,   34.4,   1.18,
2890200517, 012417, 082941,   44.8,   1.20,
2890200516, 012417, 082817,   60.4,   1.17,
2890200515, 012417, 082706,   73.8,   1.18,
2890200512, 012417, 082351,   99.2,   1.76,
2890200509, 012417, 082036,  124.4,   2.20,
2890200507, 012417, 081824,  149.0,   3.09,
2900200124, 022217, 222247,    5.0,   1.17,
2900200224, 022317, 020215,    5.3,   1.19,
2900200223, 022317, 015655,   68.1,   1.16,
2900200222, 022317, 015415,  126.9,   1.20,
2900200522, 022317, 102623,    5.8,   1.16,
2900200521, 022317, 102518,   15.8,   1.18,
2900200519, 022317, 102408,   24.5,   1.16,
2900200518, 022317, 102304,   35.8,   1.17,
2900200517, 022317, 102157,   46.0,   1.17,
2900200516, 022317, 102052,   59.6,   1.18,
2900200515, 022317, 101942,   75.2,   1.16,
2900200512, 022317, 101642,  100.8,   1.18,
2900200509, 022317, 101333,  125.1,   1.18,
2910200324, 032817, 200346,    5.7,   1.20,
2910200424, 032817, 225855,    2.5,   1.20,
2910200423, 032817, 225711,   49.1,   1.23,
2910200422, 032817, 225450,   98.9,   1.30,
2910200421, 032817, 225302,  147.8,   1.57,
2910200722, 032917, 114147,    5.9,   1.14,
2910200721, 032917, 114052,   15.6,   1.14,
2910200719, 032917, 113957,   24.8,   1.10,
2910200718, 032917, 113902,   35.2,   1.21,
2910200717, 032917, 113806,   45.1,   1.20,
2910200716, 032917, 113657,   60.4,   1.25,
