Hawaii Ocean Time-series : 12-Sep-2023 23:49:35
https://hahana.soest.hawaii.edu/hot/hot-dogs/bextraction.html

botid, date, time, press, sbact, 
#, mmddyy, hhmmss, dbar, #*1e5/ml, 
2780200708, 111415, 125123,  100.4,  0.002,
2780200705, 111415, 124918,  125.0,  0.000,
2790200120, 120815, 131415,    4.6,  0.012,
2790200117, 120815, 131207,   25.5,  0.013,
2790200114, 120815, 131026,   45.0,  0.012,
2790200111, 120815, 130837,   75.4,  0.016,
2790200108, 120815, 130655,  100.1,  0.011,
2790200105, 120815, 130510,  125.9,  0.000,
2800200120, 011216, 131318,    7.4,  0.017,
2800200117, 011216, 131023,   25.2,  0.014,
2800200114, 011216, 130826,   45.1,  0.016,
2800200111, 011216, 130627,   73.2,  0.017,
2800200108, 011216, 130357,  101.3,  0.006,
2800200105, 011216, 130212,  126.4,  0.000,
2800200104, 011216, 130052,  149.2,  0.000,
2810200120, 020916, 130453,    6.1,  0.013,
2810200117, 020916, 130244,   24.4,  0.016,
2810200114, 020916, 130054,   44.6,  0.019,
2810200111, 020916, 125829,   74.5,  0.040,
2810200108, 020916, 125622,   98.0,  0.038,
2810200105, 020916, 125409,  125.5,  0.041,
2820200120, 030816, 125600,    7.1,  0.022,
2820200117, 030816, 125333,   25.6,  0.021,
2820200114, 030816, 125133,   45.1,  0.022,
2820200111, 030816, 124920,   75.4,  0.021,
2820200108, 030816, 124720,  100.2,  0.013,
2820200105, 030816, 124536,  125.5,  0.000,
2820200104, 030816, 124407,  149.0,  0.000,
2830200821, 041516, 130738,    4.8,  0.011,
2830200817, 041516, 130538,   24.3,  0.011,
2830200814, 041516, 130358,   44.9,  0.011,
2830200811, 041516, 130151,   76.7,  0.013,
2830200808, 041516, 125950,  101.4,  0.011,
2830200805, 041516, 125749,  128.1,  0.015,
2830200804, 041516, 125619,  148.4,  0.004,
2840200118, 052816, 135403,    7.2,  0.009,
2840200115, 052816, 135156,   27.0,  0.010,
2840200112, 052816, 134943,   47.7,  0.008,
2840200109, 052816, 134733,   78.4,  0.009,
2840200106, 052816, 134533,  102.9,  0.008,
2840200103, 052816, 134331,  127.4,  0.001,
2850200118, 071116, 134619,    4.9,  0.009,
2850200117, 071116, 134449,   24.7,  0.008,
2850200113, 071116, 134254,   45.8,  0.009,
2850200111, 071116, 134109,   74.5,  0.009,
2850200108, 071116, 133923,  100.6,  0.001,
2850200105, 071116, 133729,  127.2,  0.000,
2860200722, 081016, 131121,    6.1,  0.009,
2860200718, 081016, 130926,   25.3,  0.008,
2860200715, 081016, 130746,   45.8,  0.010,
2860200712, 081016, 130601,   73.8,  0.021,
2860200708, 081016, 130406,  100.7,  0.003,
2860200705, 081016, 130212,  126.9,  0.000,
2870200120, 101516, 130242,    5.5,  0.009,
2870200117, 101516, 130114,   24.8,  0.008,
2870200114, 101516, 125943,   44.6,  0.009,
2870200111, 101516, 125804,   75.6,  0.011,
2870200108, 101516, 125633,   99.5,  0.014,
2870200105, 101516, 125458,  124.8,  0.005,
2890200721, 012417, 130702,    5.7,  0.011,
2890200717, 012417, 130507,   24.7,  0.011,
2890200714, 012417, 130327,   44.5,  0.011,
2890200711, 012417, 130127,   75.0,  0.010,
2890200708, 012417, 125937,   99.1,  0.000,
2890200705, 012417, 125757,  124.8,  0.000,
2890200704, 012417, 125642,  148.7,  0.000,
2900200621, 022317, 131202,    6.1,  0.054,
2900200617, 022317, 131012,   25.8,  0.047,
2900200614, 022317, 130847,   45.9,  0.048,
2900200611, 022317, 130712,   76.7,  0.045,
2900200608, 022317, 130547,  100.6,  0.044,
2900200605, 022317, 130402,  127.4,  0.009,
2910200118, 032817, 105835,    5.2,  0.011,
2910200115, 032817, 105644,   24.0,  0.023,
2910200112, 032817, 105504,   46.0,  0.027,
2910200109, 032817, 105325,   75.2,  0.017,
2910200106, 032817, 105130,  101.2,  0.015,
2910200103, 032817, 104930,  125.6,  0.009,
2920200120, 042517, 125809,    5.5,  0.017,
2920200117, 042517, 125639,   24.3,  0.012,
2920200114, 042517, 125520,   45.9,  0.017,
2920200111, 042517, 125349,   75.5,  0.017,
2920200108, 042517, 125229,  100.5,  0.015,
2920200105, 042517, 125104,  124.7,  0.003,
2930200120, 052317, 135621,    4.7,  0.010,
2930200117, 052317, 135423,   25.8,  0.011,
2930200114, 052317, 135144,   45.3,  0.023,
2930200112, 052317, 134923,   77.3,  0.024,
2930200108, 052317, 134606,  100.3,  0.013,
2930200105, 052317, 134425,  124.8,  0.004,
2940200122, 062017, 131816,    7.5,  0.007,
2940200117, 062017, 131235,   26.1,  0.014,
2940200114, 062017, 130935,   46.6,  0.012,
2940200111, 062017, 130618,   76.3,  0.011,
2940200108, 062017, 130321,  101.5,  0.006,
2940200105, 062017, 130035,  125.1,  0.001,
2950200121, 080817, 130246,    4.8,  0.006,
2950200118, 080817, 130057,   25.3,  0.006,
2950200115, 080817, 125857,   47.4,  0.006,
2950200112, 080817, 125708,   76.8,  0.013,
2950200109, 080817, 125528,  100.6,  0.002,
2950200106, 080817, 125327,  126.9,  0.003,
2960200722, 100717, 134337,    5.5,  0.013,
2960200719, 100717, 134147,   26.2,  0.013,
2960200716, 100717, 133947,   46.0,  0.011,
2960200713, 100717, 133717,   75.6,  0.013,
2960200710, 100717, 133458,  101.4,  0.021,
2960200707, 100717, 133232,  126.7,  0.001,
2970200120, 110817, 125345,    8.1,  0.010,
2970200117, 110817, 125140,   26.6,  0.012,
2970200114, 110817, 124945,   45.2,  0.012,
2970200111, 110817, 124714,   74.7,  0.006,
2970200108, 110817, 124501,  101.0,  0.001,
2970200106, 110817, 124246,  126.3,  0.000,
2980200120, 121217, 132041,    5.1,  0.029,
2980200117, 121217, 131840,   26.0,  0.027,
2980200114, 121217, 131642,   46.3,  0.021,
2980200111, 121217, 131436,   76.2,  0.014,
2980200108, 121217, 131236,  101.7,  0.001,
2980200105, 121217, 131036,  128.1,  0.000,
2990200121, 011718, 132910,    7.0,  0.019,
2990200117, 011718, 132714,   24.4,  0.042,
2990200114, 011718, 132538,   45.3,  0.047,
2990200111, 011718, 132343,   74.3,  0.043,
2990200108, 011718, 132140,  100.9,  0.032,
2990200105, 011718, 131932,  124.0,  0.016,
2990200104, 011718, 131803,  148.9,  0.000,
3000200120, 022518, 125410,    5.0,  0.040,
3000200117, 022518, 125216,   25.1,  0.037,
3000200114, 022518, 125024,   44.9,  0.040,
3000200111, 022518, 124815,   75.4,  0.047,
3000200108, 022518, 124634,  100.5,  0.019,
3000200105, 022518, 124445,  125.9,  0.009,
3010200621, 041818, 130307,    5.3,  0.026,
3010200618, 041818, 130120,   25.3,  0.026,
3010200615, 041818, 125923,   46.4,  0.026,
3010200612, 041818, 125712,   73.8,  0.029,
3010200609, 041818, 125448,  100.8,  0.029,
3010200606, 041818, 125244,  127.1,  0.026,
3020200723, 051618, 142147,    4.8,  0.015,
3020200719, 051618, 141907,   25.9,  0.016,
3020200717, 051618, 141737,   45.0,  0.018,
3020200714, 051618, 141432,   75.1,  0.019,
3020200712, 051618, 141148,  100.9,  0.010,
3020200710, 051618, 140907,  124.8,  0.000,
3030200123, 062618, 135642,    6.2,  0.011,
3030200118, 062618, 135315,   25.6,  0.010,
3030200115, 062618, 135056,   46.4,  0.011,
3030200112, 062618, 134757,   75.7,  0.018,
3030200109, 062618, 134513,  107.9,  0.016,
3030200106, 062618, 134218,  127.1,  0.005,
3040200123, 072418, 120257,    6.2,  0.011,
3040200117, 072418, 120008,   26.2,  0.010,
3040200114, 072418, 115818,   46.3,  0.013,
3040200111, 072418, 115607,   76.1,  0.009,
3040200108, 072418, 115406,  100.9,  0.001,
3040200105, 072418, 115147,  126.2,  0.000,
3050200121, 091018, 123519,    7.3,  0.014,
3050200117, 091018, 123201,   25.6,  0.016,
3050200114, 091018, 122859,   45.7,  0.021,
3050200111, 091018, 122601,   76.1,  0.026,
3050200108, 091018, 122333,  100.0,  0.000,
3050200105, 091018, 122052,  125.2,  0.000,
3060200121, 101218, 131937,    4.6,  0.011,
3060200117, 101218, 131722,   24.1,  0.010,
3060200114, 101218, 131536,   44.4,  0.009,
3060200111, 101218, 131338,   73.0,  0.025,
3060200108, 101218, 131137,   99.3,  0.003,
3060200105, 101218, 130934,  125.7,  0.000,
3060200104, 101218, 130817,  149.8,  0.000,
3070200121, 111618, 131236,    6.8,  0.016,
3070200117, 111618, 130850,   24.0,  0.017,
3070200114, 111618, 130635,   44.3,  0.017,
3070200111, 111618, 130408,   75.8,  0.018,
3070200108, 111618, 130207,   98.9,  0.001,
3070200105, 111618, 125935,  126.1,  0.000,
3070200104, 111618, 125749,  149.8,  0.000,
3090200121, 011519, 124310,    6.8,  0.021,
3090200117, 011519, 124009,   24.2,  0.026,
3090200114, 011519, 123754,   44.7,  0.020,
3090200111, 011519, 123439,   76.0,  0.016,
3090200108, 011519, 123240,  100.6,  0.002,
3090200105, 011519, 123029,  125.3,  0.000,
3100201024, 022119, 073330,    5.2,  0.022,
3100201021, 022119, 073133,   24.4,  0.022,
3100201020, 022119, 073000,   43.9,  0.025,
3100201017, 022119, 072653,   72.9,  0.020,
3100201015, 022119, 072403,   98.3,  0.011,
3100201013, 022119, 072124,  123.4,  0.000,
3110200121, 050219, 124337,    5.0,  0.012,
3110200117, 050219, 124001,   24.7,  0.013,
3110200114, 050219, 123801,   44.5,  0.011,
3110200111, 050219, 123531,   74.9,  0.007,
3110200108, 050219, 123237,   99.7,  0.012,
3110200105, 050219, 123008,  124.7,  0.012,
3110200104, 050219, 122752,  149.6,  0.003,
3120200121, 061119, 142444,    5.2,  0.009,
3120200117, 061119, 142140,   24.3,  0.011,
3120200114, 061119, 141949,   45.0,  0.013,
3120200111, 061119, 141721,   75.1,  0.018,
3120200108, 061119, 141519,   99.4,  0.019,
3120200105, 061119, 141231,  124.4,  0.001,
3130200121, 070119, 123545,    5.4,  0.020,
3130200117, 070119, 123226,   25.1,  0.018,
3130200114, 070119, 122915,   45.5,  0.032,
3130200111, 070119, 122326,   74.7,  0.064,
3130200108, 070119, 121940,   99.5,  0.000,
3130200105, 070119, 121740,  125.1,  0.000,
3130200104, 070119, 121600,  149.8,  0.000,
3140200121, 080219, 124139,    5.2,  0.007,
3140200117, 080219, 123750,   25.1,  0.007,
3140200114, 080219, 123018,   44.9,  0.007,
3140200111, 080219, 122739,   74.1,  0.016,
3140200108, 080219, 122504,   99.0,  0.018,
3140200105, 080219, 122215,  125.3,  0.001,
3140200104, 080219, 121938,  149.5,  0.000,
3150200121, 090419, 123420,    5.3,  0.006,
3150200117, 090419, 123138,   25.3,  0.005,
3150200114, 090419, 122934,   45.0,  0.008,
3150200111, 090419, 122707,   74.5,  0.017,
3150200108, 090419, 122455,   99.7,  0.018,
3150200105, 090419, 122304,  126.2,  0.001,
3160200121, 101719, 122053,    4.6,  0.005,
3160200117, 101719, 121900,   24.7,  0.005,
3160200114, 101719, 121746,   45.1,  0.004,
3160200111, 101719, 121611,   74.6,  0.010,
3160200108, 101719, 121441,  100.4,  0.003,
3160200105, 101719, 121319,  125.0,  0.000,
3160200104, 101719, 121210,  148.9,  0.000,
3170200121, 121919, 130413,    4.7,  0.016,
3170200118, 121919, 130219,   25.0,  0.016,
3170200115, 121919, 130029,   44.6,  0.016,
3170200112, 121919, 125832,   76.1,  0.016,
3170200109, 121919, 125629,  100.9,  0.003,
3170200106, 121919, 125439,  124.2,  0.000,
3180200617, 010820, 132749,    5.1,  0.013,
3180200615, 010820, 132540,   24.4,  0.012,
3180200614, 010820, 132332,   43.6,  0.013,
3180200612, 010820, 132007,   74.5,  0.012,
3180200610, 010820, 131719,   98.8,  0.004,
3180200608, 010820, 131400,  123.9,  0.000,
3190200121, 013020, 131407,    6.8,  0.024,
3190200117, 013020, 131109,   24.3,  0.026,
3190200114, 013020, 130916,   44.4,  0.031,
3190200111, 013020, 130658,   75.1,  0.008,
3190200108, 013020, 130438,  100.0,  0.001,
3190200105, 013020, 130209,  123.7,  0.000,
3200200122, 071420, 125526,    4.4,  0.012,
3200200118, 071420, 125158,   24.6,  0.012,
3200200115, 071420, 124938,   45.0,  0.011,
3200200112, 071420, 124701,   74.8,  0.012,
3200200109, 071420, 124539,   99.5,  0.008,
3200200106, 071420, 124414,  123.9,  0.001,
3200200103, 071420, 124237,  149.2,  0.000,
3210200122, 080720, 125611,    4.6,  0.005,
3210200119, 080720, 125317,   24.3,  0.006,
3210200115, 080720, 125042,   44.2,  0.005,
3210200112, 080720, 124804,   74.6,  0.015,
3210200109, 080720, 124555,   99.3,  0.018,
3210200106, 080720, 124421,  124.5,  0.000,
3210200103, 080720, 124232,  149.3,  0.000,
3220200322, 090220, 130825,    4.7,  0.008,
3220200318, 090220, 130435,   24.6,  0.007,
3220200315, 090220, 130151,   44.5,  0.007,
3220200312, 090220, 125847,   74.6,  0.010,
3220200309, 090220, 125558,   99.9,  0.006,
3220200306, 090220, 125321,  125.2,  0.000,
3220200303, 090220, 125047,  149.7,  0.000,
3230200122, 092620, 131936,    4.2,  0.004,
3230200118, 092620, 131631,   23.2,  0.005,
3230200117, 092620, 131500,   43.3,  0.005,
3230200114, 092620, 131242,   74.0,  0.021,
3230200111, 092620, 130958,   98.7,  0.005,
3230200106, 092620, 130711,  125.0,  0.000,
3230200103, 092620, 130447,  148.7,  0.000,
3240200122, 111820, 125259,    4.3,  0.029,
3240200118, 111820, 125021,   25.6,  0.029,
3240200115, 111820, 124830,   45.0,  0.033,
3240200112, 111820, 124617,   74.2,  0.024,
3240200109, 111820, 124437,   99.5,  0.001,
3240200106, 111820, 124303,  124.8,  0.000,
3250200121, 121820, 125700,    5.5,  0.033,
3250200118, 121820, 125428,   26.0,  0.031,
3250200115, 121820, 125224,   44.9,  0.032,
3250200112, 121820, 125013,   75.7,  0.033,
3250200109, 121820, 124805,  101.5,  0.001,
3250200106, 121820, 124620,  125.4,  0.000,
3250200103, 121820, 124420,  148.6,  0.000,
3260200122, 011221, 124813,    4.4,  0.014,
3260200119, 011221, 124617,   24.8,  0.013,
3260200116, 011221, 124436,   41.9,  0.012,
3260200113, 011221, 124232,   75.4,  0.013,
3260200110, 011221, 124044,   98.9,  0.010,
3260200107, 011221, 123839,  125.0,  0.000,
3260200104, 011221, 123647,  149.7,  0.000,
3270200122, 021621, 124413,    4.5,  0.020,
3270200119, 021621, 124218,   23.9,  0.039,
3270200116, 021621, 124022,   44.2,  0.051,
3270200113, 021621, 123818,   74.4,  0.059,
3270200110, 021621, 123622,  100.6,  0.024,
3270200107, 021621, 123409,  124.7,  0.009,
3280200122, 032321, 131956,    5.4,  0.029,
3280200119, 032321, 131759,   25.5,  0.030,
3280200116, 032321, 131540,   43.9,  0.034,
3280200113, 032321, 131248,   74.2,  0.029,
3280200110, 032321, 131030,  100.3,  0.005,
3280200108, 032321, 130826,  124.9,  0.003,
3280200104, 032321, 130551,  149.4,  0.001,
3290200122, 041321, 125518,    5.6,  0.014,
3290200119, 041321, 125309,   25.5,  0.015,
3290200116, 041321, 125035,   45.1,  0.017,
3290200113, 041321, 124832,   75.0,  0.016,
3290200111, 041321, 124650,   99.7,  0.001,
3290200108, 041321, 124504,  124.2,  0.000,
3290200104, 041321, 124228,  149.5,  0.000,
3300200122, 051621, 130258,    4.5,  0.009,
3300200119, 051621, 130057,   25.1,  0.009,
3300200116, 051621, 125828,   44.2,  0.011,
3300200113, 051621, 125548,   73.5,  0.011,
3300200110, 051621, 125343,   99.3,  0.002,
3300200107, 051621, 125144,  123.8,  0.000,
3300200104, 051621, 124938,  148.7,  0.000,
3310200123, 062221, 125712,    7.1,  0.009,
3310200120, 062221, 125427,   25.5,  0.008,
3310200117, 062221, 125218,   45.2,  0.009,
3310200114, 062221, 124941,   74.2,  0.012,
3310200111, 062221, 124758,  100.2,  0.008,
3310200108, 062221, 124622,  124.4,  0.005,
3310200105, 062221, 124448,  149.6,  0.000,
3320200724, 071721, 125735,    5.1,  0.007,
3320200719, 071721, 125501,   25.4,  0.008,
3320200718, 071721, 125330,   44.6,  0.008,
3320200713, 071721, 125112,   75.3,  0.010,
3320200710, 071721, 124921,  100.8,  0.006,
3320200707, 071721, 124751,  125.5,  0.000,
3330200522, 102921, 130727,    6.7,  0.013,
3330200519, 102921, 130432,   27.0,  0.015,
3330200517, 102921, 130202,   46.8,  0.018,
3330200513, 102921, 125921,   75.7,  0.018,
3330200510, 102921, 125740,  100.1,  0.006,
3330200507, 102921, 125542,  124.8,  0.000,
3330200504, 102921, 125356,  149.4,  0.000,
3340201110, 120721, 130312,    5.8,  0.009,
3340201109, 120721, 130149,   25.0,  0.009,
3340201108, 120721, 130014,   45.0,  0.007,
3340201107, 120721, 125720,   76.7,  0.005,
3340201106, 120721, 125537,  101.0,  0.001,
3340201105, 120721, 125410,  125.2,  0.000,
