Hawaii Ocean Time-series : 06-Sep-2023 05:11:43
https://hahana.soest.hawaii.edu/hot/hot-dogs/bextraction.html

botid, date, time, press, tdp, 
#, mmddyy, hhmmss, dbar, umol/kg, 
1170200517, 072600, 080206,   45.0,   0.24,
1170200516, 072600, 080040,   59.1,   0.25,
1170200515, 072600, 075924,   75.1,   0.23,
1170200514, 072600, 075804,   85.3,   0.25,
1170200513, 072600, 075650,   94.7,   0.26,
1170200512, 072600, 075532,  106.0,   0.25,
1170200511, 072600, 075242,  114.1,   0.25,
1170200510, 072600, 075132,  124.4,   0.25,
1170200509, 072600, 075024,  134.0,   0.25,
1180200617, 082300, 041450,    5.1,   0.30,
1180200616, 082300, 041157,   91.4,   0.28,
1180200722, 082300, 065625,    5.0,   0.26,
1180200721, 082300, 065521,   15.2,   0.25,
1180200719, 082300, 065409,   24.9,   0.27,
1180200718, 082300, 065312,   34.7,   0.25,
1180200717, 082300, 065214,   44.9,   0.32,
1180200716, 082300, 065114,   60.0,   0.43,
1180200715, 082300, 065010,   73.9,   0.32,
1180200714, 082300, 064905,   85.1,   0.30,
1180200713, 082300, 064758,   94.7,   0.28,
1180200712, 082300, 064652,  105.3,   0.25,
1180200711, 082300, 064548,  114.8,   0.30,
1180200710, 082300, 064447,  126.0,   0.31,
1180200709, 082300, 064347,  134.9,   0.30,
1180200708, 082300, 064238,  149.0,   0.31,
1190200720, 101800, 100516,    4.9,   0.31,
1190200717, 101800, 100235,   24.9,   0.30,
1190200715, 101800, 100010,   44.7,   0.28,
1190200713, 101800, 095723,   75.0,   0.26,
1190200711, 101800, 095449,   99.7,   0.23,
1190200709, 101800, 095203,  126.0,   0.25,
1200200622, 113000, 065955,    4.6,   0.31,
1200200620, 113000, 065832,   14.8,   0.31,
1200200619, 113000, 065718,   25.2,   0.29,
1200200617, 113000, 065551,   35.0,   0.32,
1200200616, 113000, 065443,   44.8,   0.31,
1200200615, 113000, 065329,   60.1,   0.31,
1200200614, 113000, 065213,   74.5,   0.28,
1200200612, 113000, 064949,   99.6,   0.26,
1200200610, 113000, 064717,  125.1,   0.29,
1210200818, 122000, 095546,    4.6,   0.36,
1210200817, 122000, 095443,   15.1,   0.38,
1210200815, 122000, 095324,   23.9,   0.39,
1210200814, 122000, 095219,   34.5,   0.40,
1210200813, 122000, 095118,   45.3,   0.35,
1210200812, 122000, 095013,   58.9,   0.32,
1210200811, 122000, 094904,   72.8,   0.37,
1210200809, 122000, 094637,   99.3,   0.25,
1210200807, 122000, 094412,  122.2,   0.26,
1220200618, 011701, 064943,    4.2,   0.32,
1220200617, 011701, 064842,   13.6,   0.33,
1220200615, 011701, 064734,   23.3,   0.34,
1220200614, 011701, 064641,   33.7,   0.34,
1220200613, 011701, 064552,   43.2,   0.40,
1220200612, 011701, 064456,   58.1,   0.34,
1220200611, 011701, 064400,   74.1,   0.36,
1220200609, 011701, 064212,   98.4,   0.30,
1220200607, 011701, 064020,  124.1,   0.31,
1220200606, 011701, 063909,  148.5,   0.24,
1230200319, 021501, 031618,    4.2,   0.30,
1230200318, 021501, 031510,   13.9,   0.28,
1230200316, 021501, 031356,   25.0,   0.28,
1230200315, 021501, 031300,   33.8,   0.26,
1230200314, 021501, 031205,   43.9,   0.27,
1230200313, 021501, 031110,   59.5,   0.28,
1230200312, 021501, 031005,   73.8,   0.28,
1230200310, 021501, 030705,   99.1,   0.28,
1230200308, 021501, 030440,  123.2,   0.33,
