Hawaii Ocean Time-series : 05-Sep-2023 22:50:56
https://hahana.soest.hawaii.edu/hot/hot-dogs/bextraction.html

botid, date, time, press, don, 
#, mmddyy, hhmmss, dbar, umol/kg, 
0540201312, 061994, 225524,   95.7,   6.21,
0540201311, 061994, 225403,  105.1,   5.84,
0540201310, 061994, 225242,  113.8,   5.54,
0540201309, 061994, 225114,  125.3,   5.60,
0540201308, 061994, 224943,  136.6,   5.31,
0550200423, 072594, 080830,    4.7,   5.19,
0550200422, 072594, 080712,   14.8,   5.39,
0550200420, 072594, 080534,   24.6,   5.80,
0550200419, 072594, 080425,   34.2,   5.58,
0550200418, 072594, 080309,   43.8,   6.03,
0550200417, 072594, 080147,   59.8,   5.94,
0550200416, 072594, 080028,   74.3,   6.32,
0550200414, 072594, 075845,   84.3,   5.73,
0550200413, 072594, 075707,   94.9,   5.71,
0550200412, 072594, 075548,  104.2,   5.77,
0550200411, 072594, 075431,  115.3,   5.60,
0550200410, 072594, 075215,  124.2,   5.45,
0550200409, 072594, 075043,  134.4,   4.80,
0550200407, 072594, 074814,  149.6,   4.55,
0560200521, 083094, 064533,    4.5,   4.55,
0560200520, 083094, 064429,   14.6,   5.58,
0560200518, 083094, 064310,   25.2,   5.58,
0560200517, 083094, 064204,   35.2,   5.77,
0560200516, 083094, 064059,   44.6,   6.17,
0560200515, 083094, 063939,   59.6,   5.81,
0560200514, 083094, 063820,   75.9,   5.75,
0560200513, 083094, 063710,   85.0,   5.74,
0560200512, 083094, 063552,   94.4,   5.91,
0560200511, 083094, 063441,  105.5,   5.47,
0560200510, 083094, 063309,  115.0,   5.30,
0560200509, 083094, 063142,  125.1,   5.01,
0560200508, 083094, 063030,  135.4,   4.21,
0570200421, 092394, 080726,    5.4,   4.51,
0570200420, 092394, 080632,   15.1,   5.12,
0570200418, 092394, 080522,   25.0,   5.42,
0570200417, 092394, 080414,   35.0,   5.58,
0570200416, 092394, 080328,   44.6,   6.34,
0570200415, 092394, 080222,   59.9,   5.50,
0570200414, 092394, 080124,   75.2,   6.00,
0570200413, 092394, 080023,   84.9,   5.47,
0570200412, 092394, 075920,   95.1,   5.67,
0570200411, 092394, 075819,  105.2,   5.06,
0570200410, 092394, 075725,  115.6,   5.16,
0570200409, 092394, 075629,  124.1,   4.71,
0570200408, 092394, 075530,  135.5,   4.39,
0570200407, 092394, 075420,  149.6,   4.06,
0580200516, 101594, 063216,    4.4,   4.59,
0580200622, 101594, 090603,    5.0,   4.98,
0580200621, 101594, 090506,   14.6,   5.48,
0580200619, 101594, 090350,   25.0,   6.07,
0580200618, 101594, 090259,   34.3,   6.45,
0580200617, 101594, 090155,   44.6,   5.78,
0580200616, 101594, 090029,   59.5,   5.66,
0580200615, 101594, 085919,   74.5,   5.64,
0580200614, 101594, 085814,   84.2,   5.65,
0580200613, 101594, 085659,   94.7,   5.56,
0580200612, 101594, 085552,  104.7,   5.46,
0580200611, 101594, 085446,  115.3,   5.10,
0580200610, 101594, 085344,  124.7,   4.57,
0580200609, 101594, 085237,  134.8,   4.52,
0580200608, 101594, 085125,  149.5,   4.05,
0590200521, 112094, 074403,    5.3,   5.57,
0590200520, 112094, 074305,   14.8,   5.73,
0590200518, 112094, 074159,   25.2,   6.54,
0590200517, 112094, 074104,   34.2,   5.91,
0590200516, 112094, 074000,   43.2,   5.27,
0590200515, 112094, 073843,   58.7,   5.10,
0590200514, 112094, 073739,   74.0,   4.54,
0590200513, 112094, 073617,   86.5,   4.31,
0590200512, 112094, 073511,   94.9,   5.08,
0590200511, 112094, 073417,  102.3,   4.83,
0590200510, 112094, 073315,  115.7,   5.59,
0590200509, 112094, 073217,  125.2,   5.15,
0590200508, 112094, 073105,  135.4,   5.00,
0600200522, 020695, 075910,    4.9,   6.07,
0600200521, 020695, 075809,   14.9,   6.59,
0600200519, 020695, 075652,   23.2,   7.69,
0600200518, 020695, 075556,   34.1,   6.80,
0600200517, 020695, 075505,   43.8,   6.21,
0600200516, 020695, 075410,   59.8,   6.31,
0600200515, 020695, 075314,   74.9,   6.40,
0600200514, 020695, 075220,   84.8,   5.66,
0600200513, 020695, 075139,   95.5,   6.89,
0600200512, 020695, 075053,  104.3,   5.83,
0600200511, 020695, 075008,  113.5,   6.56,
0600200509, 020695, 074812,  123.8,   5.43,
0600200508, 020695, 074717,  133.6,   5.32,
0600200507, 020695, 074619,  149.8,   4.50,
0610200422, 030495, 080036,    5.5,   8.53,
0610200421, 030495, 075930,   15.0,   8.42,
0610200419, 030495, 075819,   25.5,   7.68,
0610200418, 030495, 075717,   34.0,   6.06,
0610200417, 030495, 075600,   44.7,   6.89,
0610200416, 030495, 075458,   57.9,   9.36,
0610200415, 030495, 075325,   78.0,   5.82,
0610200414, 030495, 075206,   85.2,   6.09,
0610200413, 030495, 075058,   96.0,   6.36,
0610200412, 030495, 074941,  106.3,   5.11,
0610200411, 030495, 074833,  111.9,   5.50,
0610200410, 030495, 074728,  123.6,   5.73,
0610200409, 030495, 074631,  134.2,   4.58,
0610200407, 030495, 074441,  149.2,   4.92,
0620201523, 040795, 131428,    4.8,   5.79,
0620201521, 040795, 131212,   24.6,   5.13,
0620201519, 040795, 131049,   44.2,   5.16,
0620201517, 040795, 130840,   74.3,   6.47,
0620201513, 040795, 130526,  105.1,   5.65,
0620201512, 040795, 130417,  115.1,   5.51,
0620201511, 040795, 130240,  124.3,   5.71,
0620201509, 040795, 130048,  149.5,   5.23,
0630200523, 050795, 090218,    5.0,   4.19,
0630200522, 050795, 090129,    9.7,   4.48,
0630200521, 050795, 090044,   15.0,   5.16,
0630200519, 050795, 085938,   24.7,   4.87,
0630200518, 050795, 085836,   34.3,   5.29,
0630200517, 050795, 085729,   45.0,   5.23,
0630200516, 050795, 085622,   59.5,   4.99,
0630200515, 050795, 085509,   75.6,   5.05,
0630200514, 050795, 085413,   84.3,   4.90,
0630200513, 050795, 085308,   95.2,   4.79,
0630200512, 050795, 085209,  104.8,   4.89,
0630200511, 050795, 085115,  115.0,   4.71,
0630200510, 050795, 085019,  124.3,   4.63,
0630200509, 050795, 084919,  135.3,   4.44,
0630200508, 050795, 084817,  149.8,   4.29,
0640200423, 073095, 042905,    9.0,   6.36,
0640200523, 073095, 082954,    5.0,   6.43,
0640200522, 073095, 082840,   14.7,   6.33,
0640200520, 073095, 082736,   24.4,   6.02,
0640200519, 073095, 082630,   35.0,   5.81,
0640200518, 073095, 082510,   45.1,   5.96,
0640200517, 073095, 082351,   60.1,   6.26,
0640200516, 073095, 082228,   74.9,   5.78,
0640200515, 073095, 082120,   85.0,   6.04,
0640200514, 073095, 082010,   95.6,   5.65,
0640200513, 073095, 081900,  104.7,   5.24,
0640200512, 073095, 081744,  114.6,   5.86,
0640200511, 073095, 081623,  124.5,   5.31,
0640200510, 073095, 081525,  133.8,   5.28,
0640200509, 073095, 081405,  149.5,   5.04,
0650200423, 082895, 073257,    4.7,   5.88,
0650200422, 082895, 073155,   14.3,   6.70,
0650200420, 082895, 073055,   25.0,   5.26,
0650200419, 082895, 073001,   44.3,   5.30,
0650200418, 082895, 072909,   60.3,   5.29,
0650200417, 082895, 072757,   74.4,   5.15,
0650200416, 082895, 072658,   84.3,   4.69,
0650200415, 082895, 072600,   89.3,   5.09,
0650200414, 082895, 072458,   94.7,   5.18,
0650200413, 082895, 072407,  100.2,   5.06,
0650200412, 082895, 072300,  105.2,   5.41,
0650200411, 082895, 072154,  114.8,   4.83,
0650200410, 082895, 072100,  124.8,   4.84,
0650200409, 082895, 072010,  135.4,   4.71,
0650200408, 082895, 071859,  149.6,   4.62,
0660200424, 092795, 041116,    4.8,   5.53,
0660200423, 092795, 040958,   14.7,   5.62,
0660200422, 092795, 040904,   24.5,   5.76,
0660200421, 092795, 040807,   44.3,   5.44,
0660200420, 092795, 040706,   73.9,   5.65,
0660200419, 092795, 040601,   99.5,   5.28,
0660200418, 092795, 040455,  124.8,   5.23,
0660200522, 092795, 070151,    5.0,   5.94,
0660200521, 092795, 070049,   14.1,   5.78,
0660200519, 092795, 065939,   24.8,   5.58,
0660200518, 092795, 065849,   35.0,   6.08,
0660200517, 092795, 065800,   45.5,   6.11,
0660200516, 092795, 065649,   60.4,   5.96,
0660200515, 092795, 065545,   74.5,   5.56,
0660200514, 092795, 065455,   85.0,   5.56,
0660200513, 092795, 065356,   93.9,   5.46,
0660200512, 092795, 065311,  104.1,   5.37,
0660200511, 092795, 065209,  114.4,   5.29,
0660200510, 092795, 065114,  124.0,   5.21,
0660200509, 092795, 065021,  134.1,   5.39,
0660200508, 092795, 064910,  149.1,   4.83,
0670200622, 102795, 060603,    4.6,   5.64,
0670200620, 102795, 060458,   13.6,   5.66,
0670200618, 102795, 060354,   24.4,   5.60,
0670200617, 102795, 060244,   44.3,   5.84,
0670200616, 102795, 060053,   59.4,   5.88,
0670200615, 102795, 055948,   75.0,   6.09,
0670200614, 102795, 055845,   84.9,   5.22,
0670200612, 102795, 055651,  104.1,   5.71,
0670200611, 102795, 055549,  114.9,   5.62,
0670200610, 102795, 055453,  124.8,   5.42,
0670200609, 102795, 055349,  134.7,   5.04,
0670200608, 102795, 055252,  149.1,   5.16,
0680200622, 111795, 060149,    5.0,   5.25,
0680200621, 111795, 060036,   14.1,   5.07,
0680200619, 111795, 055913,   24.0,   4.90,
0680200618, 111795, 055807,   34.5,   4.97,
0680200617, 111795, 055708,   44.3,   5.65,
0680200616, 111795, 055605,   60.9,   4.90,
0680200615, 111795, 055436,   74.5,   4.75,
0680200614, 111795, 055324,   85.5,   4.58,
0680200613, 111795, 055211,   94.1,   4.70,
0680200612, 111795, 055109,  104.3,   4.37,
0680200611, 111795, 054958,  114.3,   4.24,
0680200610, 111795, 054836,  125.0,   4.24,
0680200609, 111795, 054726,  134.5,   3.92,
0680200608, 111795, 054621,  149.9,   4.00,
0690200721, 011796, 075754,    4.6,   5.62,
0690200720, 011796, 075656,   14.5,   5.72,
0690200718, 011796, 075546,   24.9,   6.51,
0690200717, 011796, 075452,   34.8,   5.45,
0690200716, 011796, 075348,   44.8,   5.56,
0690200715, 011796, 075242,   59.6,   5.85,
0690200714, 011796, 075136,   74.6,   6.02,
0690200713, 011796, 075032,   84.3,   5.40,
0690200712, 011796, 074934,   94.4,   4.94,
0690200711, 011796, 074834,  104.4,   5.59,
0690200710, 011796, 074734,  114.4,   4.83,
0690200709, 011796, 074628,  124.8,   4.64,
0690200708, 011796, 074520,  134.9,   4.82,
0690200707, 011796, 074412,  149.5,   4.40,
0700200622, 032796, 080100,    4.8,   5.56,
0700200620, 032796, 075952,   13.1,   5.44,
0700200618, 032796, 075824,   24.4,   6.08,
0700200617, 032796, 075726,   34.0,   5.93,
0700200616, 032796, 075626,   44.3,   5.53,
0700200615, 032796, 075518,   58.8,   5.35,
0700200614, 032796, 075412,   72.8,   5.49,
0700200613, 032796, 075314,   84.4,   5.66,
0700200612, 032796, 075216,   95.2,   6.05,
0700200611, 032796, 075112,  104.6,   5.83,
0700200610, 032796, 075008,  114.7,   7.14,
0700200609, 032796, 074912,  123.7,   5.97,
0700200608, 032796, 074824,  134.0,   5.46,
0700200607, 032796, 074724,  148.7,   5.18,
0710200624, 042496, 070429,    2.2,   5.29,
0710200622, 042496, 070331,    4.6,   6.05,
0710200621, 042496, 070207,   14.9,   5.68,
0710200619, 042496, 070105,   23.6,   5.28,
0710200618, 042496, 065939,   34.3,   6.33,
0710200617, 042496, 065833,   44.1,   6.33,
0710200616, 042496, 065725,   59.0,   6.22,
0710200615, 042496, 065613,   74.1,   5.66,
0710200614, 042496, 065503,   84.4,   5.29,
0710200613, 042496, 065353,   94.2,   5.23,
0710200612, 042496, 065247,  104.1,   5.60,
0710200611, 042496, 065137,  114.8,   4.94,
0710200610, 042496, 065037,  123.9,   5.30,
0710200609, 042496, 064921,  134.5,   5.59,
0720200221, 052296, 060931,    5.1,   5.99,
0720200220, 052296, 060826,   15.3,   5.65,
0720200218, 052296, 060707,   24.6,   5.65,
0720200217, 052296, 060554,   35.1,   6.33,
0720200216, 052296, 060452,   44.5,   6.07,
0720200215, 052296, 060328,   61.1,   5.75,
0720200214, 052296, 060206,   75.1,   6.28,
0720200213, 052296, 060053,   85.0,   6.12,
0720200212, 052296, 055936,   94.3,   5.79,
0720200211, 052296, 055826,  105.1,   5.50,
0720200210, 052296, 055720,  116.3,   6.17,
0720200209, 052296, 055600,  125.0,   6.16,
0720200208, 052296, 055452,  134.8,   5.72,
0720200207, 052296, 055332,  149.0,   5.65,
0730200623, 062696, 070517,    4.0,   5.92,
0730200621, 062696, 070357,   14.7,   6.14,
0730200619, 062696, 070225,   24.6,   6.24,
0730200618, 062696, 070111,   35.2,   6.19,
0730200617, 062696, 065955,   45.0,   6.22,
0730200616, 062696, 065833,   59.3,   6.01,
0730200615, 062696, 065721,   74.4,   6.18,
0730200614, 062696, 065607,   84.5,   5.73,
0730200613, 062696, 065503,   94.9,   5.62,
0730200612, 062696, 065357,  104.7,   6.06,
0730200611, 062696, 065249,  114.5,   5.37,
0730200610, 062696, 065131,  124.1,   5.14,
0730200609, 062696, 065015,  134.0,   5.29,
0730200608, 062696, 064907,  150.0,   5.15,
0740200622, 072796, 065559,    4.5,   5.99,
0740200621, 072796, 065505,   14.4,   6.17,
0740200619, 072796, 065405,   24.3,   6.63,
0740200618, 072796, 065301,   33.9,   5.91,
0740200617, 072796, 065203,   44.6,   7.46,
0740200616, 072796, 065111,   58.9,   5.94,
0740200615, 072796, 065009,   74.8,   6.01,
0740200614, 072796, 064917,   84.5,   5.77,
0740200613, 072796, 064817,   95.1,   5.88,
0740200612, 072796, 064729,  103.8,   7.63,
0740200611, 072796, 064629,  113.7,   6.14,
0740200610, 072796, 064535,  124.2,   5.09,
0740200609, 072796, 064439,  134.2,   5.17,
0750200623, 082196, 080151,    5.2,   6.26,
0750200622, 082196, 080029,   14.8,   5.88,
0750200620, 082196, 075919,   25.2,   5.86,
0750200619, 082196, 075829,   34.6,   5.80,
0750200618, 082196, 075721,   44.9,   6.45,
0750200617, 082196, 075618,   59.8,   5.94,
0750200616, 082196, 075507,   74.5,   6.39,
0750200615, 082196, 075405,   84.6,   5.53,
0750200614, 082196, 075259,   95.0,   5.55,
0750200613, 082196, 075203,  104.4,   5.34,
0750200612, 082196, 075105,  114.2,   5.89,
0750200611, 082196, 075007,  125.3,   5.54,
0750200610, 082196, 074851,  135.7,   4.75,
0760200624, 100296, 065924,    3.8,   5.48,
0760200622, 100296, 065822,   14.2,   5.76,
0760200620, 100296, 065723,   24.2,   5.76,
0760200619, 100296, 065626,   34.9,   5.58,
0760200618, 100296, 065540,   43.6,   5.80,
0760200617, 100296, 065430,   59.6,   5.52,
0760200616, 100296, 065318,   73.8,   5.51,
0760200615, 100296, 065212,   84.6,   5.83,
0760200614, 100296, 065118,   94.5,   9.44,
0760200613, 100296, 065016,  103.7,   5.64,
0760200612, 100296, 064908,  115.3,   4.71,
0760200611, 100296, 064808,  124.3,   5.03,
0760200610, 100296, 064710,  134.8,   5.19,
0760200609, 100296, 064608,  148.7,   4.61,
0770200318, 103096, 035825,    4.2,   5.52,
0770200317, 103096, 035539,   80.2,   5.42,
0770200422, 103096, 070334,    4.3,   5.90,
0770200421, 103096, 070232,   14.7,   5.90,
0770200419, 103096, 070052,   24.2,   5.11,
0770200418, 103096, 065934,   34.9,   4.01,
0770200417, 103096, 065806,   43.7,   6.02,
0770200416, 103096, 065650,   59.6,   5.54,
0770200415, 103096, 065528,   74.1,   5.99,
0770200414, 103096, 065424,   84.4,   5.33,
0770200413, 103096, 065310,   95.4,   5.49,
0770200412, 103096, 065202,  104.4,   5.13,
0770200411, 103096, 065052,  114.2,   4.97,
0770200410, 103096, 064946,  123.8,   5.08,
0770200409, 103096, 064844,  135.2,   5.08,
0770200408, 103096, 064722,  149.7,   4.51,
0780200621, 121196, 093257,    4.3,   5.13,
0780200620, 121196, 093133,   14.6,   5.59,
0780200618, 121196, 092945,   24.2,   5.56,
0780200617, 121196, 092821,   35.0,   5.63,
0780200616, 121196, 092653,   44.5,   5.31,
0780200615, 121196, 092535,   59.5,   5.65,
0780200614, 121196, 092411,   74.2,   5.97,
0780200613, 121196, 092249,   83.9,   5.55,
0780200612, 121196, 092127,   95.7,   5.98,
0780200611, 121196, 092011,  105.1,   6.42,
0780200610, 121196, 091853,  114.6,   5.10,
0780200609, 121196, 091743,  125.0,   4.95,
0780200608, 121196, 091611,  135.4,   4.85,
0780200607, 121196, 091445,  149.4,   5.03,
0790200517, 010897, 045348,    4.4,   5.37,
0790200516, 010897, 045112,  120.1,   4.80,
0790200622, 010897, 080555,    4.3,   5.50,
0790200621, 010897, 080433,   14.2,   5.74,
0790200619, 010897, 080311,   24.3,   5.37,
0790200618, 010897, 080143,   34.4,   5.40,
0790200617, 010897, 080003,   44.2,   5.64,
0790200616, 010897, 075835,   59.3,   5.32,
0790200615, 010897, 075713,   75.0,   5.12,
0790200614, 010897, 075539,   84.8,   5.58,
0790200613, 010897, 075421,   94.4,   5.36,
0790200612, 010897, 075301,  104.5,   5.27,
0790200611, 010897, 075149,  114.1,   5.18,
0790200610, 010897, 075025,  124.9,   4.97,
0790200609, 010897, 074903,  134.9,   4.72,
0790200608, 010897, 074717,  149.9,   4.71,
0800200517, 021897, 035601,    4.4,   6.27,
0800200622, 021897, 070826,    4.5,   5.96,
0800200621, 021897, 070712,   15.2,   5.63,
0800200619, 021897, 070558,   24.5,   5.66,
0800200618, 021897, 070438,   33.9,   7.40,
0800200617, 021897, 070324,   44.4,   7.29,
0800200616, 021897, 070158,   60.1,   5.93,
0800200615, 021897, 070040,   74.5,   5.97,
0800200614, 021897, 065934,   84.4,   6.21,
0800200613, 021897, 065814,   94.2,   5.87,
0800200612, 021897, 065708,  104.7,   5.35,
0800200611, 021897, 065548,  114.4,   5.51,
0800200610, 021897, 065434,  124.5,   5.70,
0800200609, 021897, 065316,  135.8,   5.34,
0800200608, 021897, 065144,  150.0,   5.56,
0810200622, 031297, 070732,    4.5,   5.33,
0810200621, 031297, 070624,   14.5,   5.22,
0810200619, 031297, 070456,   24.8,   5.63,
0810200618, 031297, 070344,   35.5,   5.40,
0810200617, 031297, 070232,   44.6,   5.57,
0810200616, 031297, 070114,   59.9,   5.21,
0810200615, 031297, 065946,   75.2,   6.12,
0810200614, 031297, 065832,   85.5,   5.11,
0810200613, 031297, 065722,   95.0,   5.61,
0810200612, 031297, 065606,  105.0,   5.51,
0810200611, 031297, 065454,  115.4,   5.19,
0810200609, 031297, 065306,  124.2,   5.61,
0810200608, 031297, 065150,  134.9,   5.02,
0820200622, 040997, 070830,    5.1,   5.29,
0820200621, 040997, 070724,   15.2,   5.24,
0820200619, 040997, 070614,   25.4,   5.70,
0820200618, 040997, 070504,   34.9,   5.64,
0820200617, 040997, 070352,   44.3,   5.50,
0820200616, 040997, 070204,   60.1,   5.27,
0820200615, 040997, 070052,   75.0,   5.01,
0820200614, 040997, 065938,   85.1,   4.94,
0820200613, 040997, 065826,   95.0,   4.72,
0820200612, 040997, 065718,  105.1,   5.06,
0820200611, 040997, 065604,  115.1,   4.64,
0820200610, 040997, 065444,  125.0,   4.69,
0820200609, 040997, 065334,  134.8,   3.94,
0820200608, 040997, 065216,  149.9,   4.21,
0830200624, 050797, 070134,    4.2,   5.75,
0830200623, 050797, 070040,   14.7,   5.59,
0830200622, 050797, 065942,   25.0,   5.38,
0830200621, 050797, 065846,   34.6,   5.66,
0830200620, 050797, 065754,   45.3,   5.72,
0830200619, 050797, 065644,   59.9,   5.46,
0830200618, 050797, 065548,   74.6,   5.55,
0830200617, 050797, 065434,   85.0,   5.50,
0830200616, 050797, 065340,   95.1,   5.55,
0830200615, 050797, 065246,  104.5,   5.65,
0830200614, 050797, 065156,  115.3,   5.42,
0830200613, 050797, 065100,  124.6,   5.64,
0830200612, 050797, 065000,  134.4,   5.57,
0830200607, 050797, 064708,  149.1,   4.99,
0840200622, 060497, 065837,    5.2,   5.60,
0840200621, 060497, 065741,   15.3,   5.34,
0840200619, 060497, 065633,   24.7,   5.65,
0840200618, 060497, 065521,   35.2,   5.59,
0840200617, 060497, 065435,   45.6,   5.58,
0840200616, 060497, 065339,   60.6,   5.80,
0840200615, 060497, 065231,   75.4,   6.04,
0840200614, 060497, 065145,   85.1,   5.45,
0840200613, 060497, 065053,   94.9,   5.63,
0840200612, 060497, 064945,  104.6,   5.80,
0840200611, 060497, 064853,  114.6,   5.42,
0840200610, 060497, 064753,  124.6,   5.33,
0840200609, 060497, 064659,  134.8,   5.25,
0840200608, 060497, 064605,  149.3,   4.32,
0850200622, 070997, 070701,    5.1,   5.86,
0850200621, 070997, 070541,   14.8,   5.72,
0850200619, 070997, 070421,   24.4,   5.87,
0850200618, 070997, 070305,   35.8,   6.34,
0850200617, 070997, 070151,   45.3,   6.06,
0850200616, 070997, 070033,   59.4,   5.78,
0850200615, 070997, 065909,   75.3,   6.41,
0850200614, 070997, 065805,   84.0,   5.93,
0850200613, 070997, 065651,   94.3,   5.94,
0850200612, 070997, 065531,  104.3,   6.28,
0850200611, 070997, 065425,  115.0,   5.52,
0850200610, 070997, 065317,  124.3,   6.04,
0850200609, 070997, 065203,  134.5,   6.13,
0860200222, 080297, 080201,    4.6,   6.76,
0860200221, 080297, 080101,   14.3,   5.71,
0860200219, 080297, 075937,   24.9,   5.99,
0860200218, 080297, 075811,   35.3,   6.05,
0860200217, 080297, 075715,   43.9,   6.44,
0860200216, 080297, 075613,   59.9,   6.34,
0860200215, 080297, 075501,   77.3,   6.01,
0860200214, 080297, 075359,   85.1,   5.73,
0860200213, 080297, 075305,   94.7,   6.39,
0860200212, 080297, 075213,  101.7,   6.15,
0860200211, 080297, 075115,  114.3,   5.48,
0860200210, 080297, 074953,  124.7,   5.95,
0860200209, 080297, 074851,  134.1,   5.23,
0860200208, 080297, 074755,  149.5,   5.22,
0870200222, 092597, 090724,    4.5,   6.79,
0870200221, 092597, 090604,   14.0,   6.62,
0870200219, 092597, 090440,   25.2,   6.17,
0870200217, 092597, 090208,   44.7,   7.30,
0870200216, 092597, 090042,   59.6,   7.07,
0870200215, 092597, 085908,   75.5,   7.49,
0870200214, 092597, 085804,   84.6,   6.06,
0870200213, 092597, 085700,   93.9,   6.54,
0870200212, 092597, 085544,  104.6,   7.19,
0870200211, 092597, 085440,  114.1,   6.38,
0870200210, 092597, 085332,  125.0,   5.90,
0870200208, 092597, 085100,  149.6,   6.03,
0880200221, 120597, 050854,    5.3,   6.37,
0880200220, 120597, 050746,   14.6,   8.94,
0880200219, 120597, 050632,   25.3,   6.23,
0880200218, 120597, 050524,   33.2,   6.34,
0880200217, 120597, 050412,   43.6,   6.45,
0880200216, 120597, 050305,   59.4,   5.88,
0880200215, 120597, 050152,   73.8,   6.72,
0880200214, 120597, 050045,   84.5,   6.13,
0880200213, 120597, 045942,   95.3,   6.47,
0880200212, 120597, 045828,  106.7,   6.47,
0880200211, 120597, 045717,  115.2,   6.63,
0880200210, 120597, 045609,  124.5,   5.55,
0880200209, 120597, 045507,  134.0,   5.39,
0880200208, 120597, 045353,  148.7,   5.60,
0890200622, 011198, 070203,    4.6,   5.20,
0890200621, 011198, 070037,   14.7,   5.55,
0890200619, 011198, 065903,   24.6,   6.23,
0890200618, 011198, 065743,   34.6,   5.87,
0890200617, 011198, 065623,   43.6,   6.10,
0890200616, 011198, 065443,   59.1,   6.45,
0890200615, 011198, 065317,   75.3,   5.78,
0890200614, 011198, 065203,   84.9,   5.62,
0890200613, 011198, 065053,   94.8,   6.22,
0890200612, 011198, 064953,  104.3,   6.18,
0890200611, 011198, 064843,  114.7,   5.76,
0890200610, 011198, 064733,  124.4,   6.02,
0890200609, 011198, 064627,  134.7,   5.13,
0890200608, 011198, 064517,  149.4,   5.34,
0900200522, 021998, 060516,    5.1,   6.43,
0900200521, 021998, 060402,   13.8,   5.78,
0900200519, 021998, 060222,   24.5,   6.01,
0900200518, 021998, 060042,   34.9,   6.71,
0900200517, 021998, 055926,   44.6,   6.15,
0900200516, 021998, 055752,   59.5,   6.14,
0900200515, 021998, 055616,   74.0,   5.73,
0900200514, 021998, 055502,   84.6,   5.52,
0900200513, 021998, 055348,   94.5,   5.74,
0900200512, 021998, 055232,  105.2,   5.92,
0900200511, 021998, 055116,  116.1,   5.24,
0900200510, 021998, 054952,  125.8,   5.13,
0900200509, 021998, 054832,  135.0,   4.96,
0900200508, 021998, 054712,  149.0,   4.37,
0910200622, 031898, 070348,    4.1,   6.62,
0910200621, 031898, 070238,   14.8,   5.54,
0910200619, 031898, 070122,   25.7,   5.72,
0910200618, 031898, 070002,   34.9,   6.05,
0910200617, 031898, 065852,   44.9,   6.60,
0910200616, 031898, 065732,   59.7,   7.37,
0910200615, 031898, 065612,   74.6,   6.04,
0910200614, 031898, 065502,   85.0,   5.83,
0910200613, 031898, 065358,   94.5,   6.24,
0910200612, 031898, 065252,  105.1,   6.39,
0910200611, 031898, 065138,  114.7,   6.30,
0910200610, 031898, 065032,  124.6,   5.60,
0910200609, 031898, 064922,  134.1,   6.47,
0910200608, 031898, 064808,  149.3,   5.47,
0920200622, 041598, 070718,    5.1,   5.87,
0920200621, 041598, 070618,   14.1,   5.50,
0920200619, 041598, 070502,   25.1,   5.34,
0920200618, 041598, 070404,   34.1,   5.42,
0920200617, 041598, 070304,   45.5,   6.03,
0920200616, 041598, 070148,   60.3,   7.15,
0920200615, 041598, 070034,   74.3,   7.48,
0920200614, 041598, 065920,   84.6,   5.48,
0920200613, 041598, 065818,   94.1,   5.97,
0920200612, 041598, 065718,  104.3,   5.36,
0920200611, 041598, 065618,  114.2,   4.97,
0920200610, 041598, 065518,  124.9,   5.22,
0920200608, 041598, 065318,  148.8,   5.43,
0930200622, 051398, 070747,    4.4,   4.98,
0930200621, 051398, 070623,   14.8,   5.13,
0930200619, 051398, 070453,   24.9,   5.33,
0930200618, 051398, 070348,   35.1,   5.98,
0930200617, 051398, 070242,   44.7,   5.93,
0930200616, 051398, 070122,   59.8,   5.69,
0930200615, 051398, 070007,   74.6,   5.72,
0930200614, 051398, 065852,   85.8,   5.82,
0930200613, 051398, 065746,   94.7,   6.04,
0930200612, 051398, 065634,  104.8,   5.24,
0930200611, 051398, 065527,  115.4,   5.80,
0930200610, 051398, 065422,  125.2,   5.41,
0930200609, 051398, 065312,  134.1,   4.97,
0940200322, 061798, 081229,    5.6,   5.87,
0940200321, 061798, 081124,   14.9,   5.81,
0940200319, 061798, 080949,   25.3,   7.08,
0940200318, 061798, 080829,   35.7,   6.12,
0940200317, 061798, 080724,   45.9,   5.99,
0940200316, 061798, 080609,   60.4,   6.62,
0940200315, 061798, 080449,   74.7,   6.08,
0940200314, 061798, 080329,   84.9,   5.87,
0940200313, 061798, 080219,   95.1,   6.13,
0940200312, 061798, 080109,  105.4,   5.99,
0940200311, 061798, 075959,  115.9,   9.03,
0940200310, 061798, 075849,  125.8,   5.33,
0940200309, 061798, 075739,  135.5,   5.77,
0950200322, 071598, 080955,    5.6,   5.75,
0950200321, 071598, 080831,   14.5,   5.92,
0950200319, 071598, 080700,   25.3,   5.59,
0950200318, 071598, 080543,   36.0,   5.83,
0950200317, 071598, 080427,   45.2,   8.85,
0950200316, 071598, 080304,   61.1,   5.72,
0950200315, 071598, 080131,   75.6,   6.09,
0950200314, 071598, 080002,   84.8,   5.45,
0950200313, 071598, 075850,   95.7,   6.17,
0950200312, 071598, 075728,  105.4,   5.47,
0950200311, 071598, 075600,  114.9,   5.38,
0950200310, 071598, 075436,  125.4,   5.95,
0950200309, 071598, 075310,  135.6,   5.17,
0960200322, 081098, 070726,    5.3,   6.18,
0960200321, 081098, 070615,   15.1,   6.29,
0960200319, 081098, 070450,   25.8,   5.67,
0960200318, 081098, 070335,   35.5,   6.30,
