Hawaii Ocean Time-series : 05-Sep-2023 22:50:56
https://hahana.soest.hawaii.edu/hot/hot-dogs/bextraction.html

botid, date, time, press, don, 
#, mmddyy, hhmmss, dbar, umol/kg, 
0960200317, 081098, 070222,   46.1,   7.95,
0960200316, 081098, 070050,   60.6,   5.31,
0960200315, 081098, 065930,   75.1,   6.06,
0960200314, 081098, 065820,   85.3,   5.31,
0960200313, 081098, 065701,   95.2,   5.59,
0960200312, 081098, 065550,  105.6,   5.32,
0960200311, 081098, 065440,  114.7,   5.55,
0960200310, 081098, 065330,  125.4,   5.59,
0960200309, 081098, 065151,  136.3,   5.13,
0970200322, 092898, 080422,    5.0,   5.62,
0970200321, 092898, 080312,   15.8,   5.21,
0970200319, 092898, 080157,   25.9,   6.33,
0970200318, 092898, 080047,   35.8,   5.78,
0970200317, 092898, 075937,   45.7,   5.93,
0970200316, 092898, 075817,   59.8,   6.49,
0970200315, 092898, 075707,   75.0,   5.77,
0970200314, 092898, 075557,   85.8,   6.43,
0970200313, 092898, 075452,   94.8,   5.84,
0970200312, 092898, 075342,  105.5,   5.58,
0970200311, 092898, 075237,  115.5,   8.33,
0970200310, 092898, 075132,  125.7,   8.68,
0970200309, 092898, 075022,  135.3,   5.35,
0970200308, 092898, 074912,  149.9,   4.77,
0980200622, 101998, 080414,    4.8,   6.09,
0980200621, 101998, 080310,   14.9,   6.33,
0980200619, 101998, 080152,   25.4,   5.68,
0980200618, 101998, 080055,   35.0,   6.09,
0980200617, 101998, 075950,   45.1,   5.62,
0980200616, 101998, 075850,   60.1,   6.68,
0980200615, 101998, 075741,   74.8,   5.73,
0980200614, 101998, 075640,   85.8,   5.80,
0980200613, 101998, 075545,   95.4,   5.50,
0980200612, 101998, 075440,  105.2,   6.13,
0980200611, 101998, 075330,  115.0,   5.13,
0980200610, 101998, 075220,  125.7,   5.19,
0980200609, 101998, 075120,  134.9,   4.72,
0980200608, 101998, 075020,  149.9,   4.49,
0990200622, 111198, 070340,    5.5,   6.93,
0990200621, 111198, 070233,   15.6,   6.48,
0990200619, 111198, 070118,   25.7,   6.82,
0990200618, 111198, 070011,   35.6,   6.96,
0990200617, 111198, 065903,   45.7,   6.41,
0990200616, 111198, 065742,   60.4,   7.56,
0990200615, 111198, 065622,   75.7,   7.22,
0990200614, 111198, 065507,   85.6,   6.32,
0990200613, 111198, 065358,   95.5,   6.16,
0990200612, 111198, 065246,  105.3,   5.67,
0990200611, 111198, 065136,  115.5,   5.49,
0990200610, 111198, 065025,  125.5,   4.78,
0990200609, 111198, 064916,  135.4,   5.05,
1000200623, 120998, 090212,    5.9,   5.68,
1000200621, 120998, 090051,   15.7,   5.04,
1000200619, 120998, 085942,   25.7,   5.54,
1000200618, 120998, 085842,   30.2,   6.21,
1000200617, 120998, 085727,   45.8,   7.57,
1000200616, 120998, 085616,   60.0,   6.26,
1000200615, 120998, 085456,   75.6,   5.87,
1000200614, 120998, 085336,   85.6,   6.63,
1000200613, 120998, 085232,   95.8,   6.02,
1000200612, 120998, 085126,  105.6,   5.77,
1000200611, 120998, 085022,  115.0,   5.26,
1000200610, 120998, 084917,  126.3,   5.29,
1000200609, 120998, 084807,  136.7,   5.31,
1010200622, 011399, 095757,    5.2,   7.62,
1010200621, 011399, 095657,   15.0,   5.58,
1010200619, 011399, 095552,   24.9,   6.16,
1010200618, 011399, 095452,   35.8,   5.00,
1010200617, 011399, 095352,   44.9,   4.94,
1010200616, 011399, 095252,   59.5,   5.14,
1010200615, 011399, 095132,   74.6,   5.52,
1010200614, 011399, 095033,   84.8,   5.58,
1010200613, 011399, 094932,   94.9,   5.82,
1010200612, 011399, 094832,  105.4,   5.72,
1010200611, 011399, 094732,  114.4,   5.60,
1010200610, 011399, 094633,  125.6,   5.60,
1010200609, 011399, 094532,  133.6,   5.42,
1010200608, 011399, 094432,  150.0,   5.09,
1020200422, 021899, 092754,    5.1,   7.05,
1020200421, 021899, 092649,   16.1,   6.30,
1020200419, 021899, 092538,   26.1,   6.00,
1020200418, 021899, 092434,   35.2,   5.22,
1020200417, 021899, 092334,   45.5,   5.34,
1020200416, 021899, 092229,   60.9,   5.89,
1020200415, 021899, 092129,   76.1,   5.50,
1020200414, 021899, 092029,   85.9,   5.95,
1020200413, 021899, 091929,   96.7,   5.68,
1020200412, 021899, 091828,  105.6,   5.67,
1020200411, 021899, 091729,  115.9,   6.31,
1020200410, 021899, 091630,  126.0,   5.98,
1020200409, 021899, 091529,  135.5,   5.53,
1030200622, 031799, 080014,    5.3,   5.69,
1030200621, 031799, 075904,   15.7,   5.40,
1030200619, 031799, 075742,   25.7,   5.77,
1030200618, 031799, 075643,   33.8,   5.61,
1030200617, 031799, 075535,   45.4,   5.10,
1030200616, 031799, 075418,   60.7,   5.21,
1030200615, 031799, 075303,   75.3,   5.47,
1030200614, 031799, 075153,   85.8,   5.70,
1030200613, 031799, 075046,   94.1,   5.79,
1030200612, 031799, 074937,  105.5,   5.62,
1030200611, 031799, 074837,  115.1,   5.45,
1030200610, 031799, 074733,  125.6,   5.41,
1030200609, 031799, 074624,  135.8,   5.96,
1040200712, 041499, 070218,    5.3,   6.37,
1040200823, 041499, 095713,    4.7,   5.76,
1040200822, 041499, 095614,   14.9,   8.62,
1040200820, 041499, 095503,   25.1,   5.67,
1040200819, 041499, 095404,   35.4,   6.16,
1040200818, 041499, 095309,   45.3,   5.65,
1040200817, 041499, 095205,   59.0,   5.85,
1040200816, 041499, 095058,   75.1,   5.88,
1040200815, 041499, 094959,   85.0,   5.44,
1040200814, 041499, 094854,   95.4,   5.58,
1040200813, 041499, 094749,  104.2,   5.68,
1040200812, 041499, 094704,  114.2,   5.70,
1040200811, 041499, 094613,  124.0,   5.69,
1040200810, 041499, 094518,  135.6,   5.23,
1040200809, 041499, 094418,  149.4,   5.00,
1050200622, 051099, 080152,    5.3,   5.95,
1050200621, 051099, 080052,   15.1,   5.69,
1050200619, 051099, 075947,   24.6,   5.40,
1050200618, 051099, 075847,   34.9,   5.42,
1050200617, 051099, 075746,   44.8,   5.45,
1050200616, 051099, 075646,   59.7,   5.15,
1050200615, 051099, 075546,   75.7,   5.54,
1050200614, 051099, 075446,   85.8,   6.07,
1050200613, 051099, 075347,   95.3,   5.79,
1050200612, 051099, 075247,  104.6,   6.08,
1050200611, 051099, 075146,  114.7,   5.25,
1050200610, 051099, 075047,  124.9,   5.09,
1050200609, 051099, 074946,  135.2,   5.15,
1060200622, 071499, 080210,    4.3,   6.96,
1060200621, 071499, 080045,   14.6,   6.35,
1060200619, 071499, 075921,   24.7,   6.31,
1060200618, 071499, 075810,   33.8,   6.49,
1060200617, 071499, 075640,   44.4,   6.64,
1060200616, 071499, 075530,   59.4,   7.68,
1060200615, 071499, 075415,   73.9,   5.93,
1060200614, 071499, 075310,   84.0,   6.34,
1060200613, 071499, 075151,   95.0,   5.86,
1060200612, 071499, 075030,  104.6,   5.78,
1060200611, 071499, 074920,  113.8,   5.92,
1060200610, 071499, 074820,  124.2,   5.48,
1060200609, 071499, 074730,  134.3,   5.50,
1060200608, 071499, 074620,  149.5,   5.81,
1070200922, 081499, 075717,    4.6,   5.65,
1070200921, 081499, 075613,   14.0,   5.40,
1070200919, 081499, 075501,   25.0,   5.55,
1070200918, 081499, 075358,   34.6,   5.63,
1070200917, 081499, 075257,   44.4,   5.19,
1070200916, 081499, 075142,   60.0,   5.65,
1070200915, 081499, 075021,   75.0,   5.40,
1070200914, 081499, 074925,   84.2,   5.49,
1070200913, 081499, 074824,   94.7,   5.13,
1070200912, 081499, 074720,  104.7,   4.85,
1070200911, 081499, 074621,  114.6,   4.95,
1070200910, 081499, 074523,  124.5,   4.75,
1070200909, 081499, 074423,  134.6,   4.78,
1070200908, 081499, 074313,  149.7,   4.44,
1080200622, 101599, 085501,    5.0,   5.48,
1080200621, 101599, 085356,   15.1,   6.54,
1080200619, 101599, 085241,   24.6,   5.12,
1080200618, 101599, 085141,   34.9,   5.00,
1080200617, 101599, 085041,   44.2,   5.46,
1080200616, 101599, 084931,   59.4,   5.69,
1080200615, 101599, 084832,   74.1,   5.30,
1080200614, 101599, 084727,   84.5,   5.90,
1080200613, 101599, 084632,   94.5,   5.99,
1080200612, 101599, 084527,  105.3,   5.35,
1080200611, 101599, 084427,  114.5,   5.91,
1080200610, 101599, 084321,  123.8,   6.18,
1080200609, 101599, 084227,  134.2,   5.60,
1080200608, 101599, 084126,  149.7,   5.26,
1090200622, 110999, 065637,    5.3,   5.85,
1090200621, 110999, 065541,   14.9,   5.48,
1090200619, 110999, 065436,   25.3,   5.94,
1090200618, 110999, 065341,   35.0,   6.14,
1090200617, 110999, 065246,   45.1,   5.71,
1090200616, 110999, 065146,   60.1,   7.17,
1090200615, 110999, 065047,   74.9,   5.31,
1090200613, 110999, 064852,   94.5,   6.43,
1090200612, 110999, 064752,  104.1,   5.48,
1090200611, 110999, 064651,  114.5,   5.02,
1090200610, 110999, 064551,  124.4,   4.98,
1090200609, 110999, 064456,  135.0,   5.21,
1100200623, 121599, 075536,    4.6,   5.18,
1100200621, 121599, 075436,   14.9,   5.20,
1100200619, 121599, 075335,   24.3,   5.24,
1100200618, 121599, 075241,   34.5,   5.02,
1100200617, 121599, 075146,   44.8,   5.10,
1100200616, 121599, 075046,   59.6,   5.34,
1100200615, 121599, 074945,   74.5,   5.37,
1100200614, 121599, 074851,   84.3,   5.39,
1100200613, 121599, 074801,   93.8,   5.33,
1100200612, 121599, 074705,  104.6,   5.62,
1100200611, 121599, 074616,  114.3,   5.37,
1100200610, 121599, 074516,  124.8,   5.37,
1100200609, 121599, 074421,  135.3,   6.09,
1100200608, 121599, 074316,  149.6,   5.45,
1110200517, 020300, 040025,    4.2,   5.39,
1110200516, 020300, 035823,   59.0,   5.40,
1110200622, 020300, 070624,    4.4,   4.94,
1110200621, 020300, 070456,   14.3,   5.74,
1110200619, 020300, 070322,   24.6,   4.78,
1110200618, 020300, 070159,   34.7,   4.70,
1110200617, 020300, 070044,   44.7,   5.14,
1110200616, 020300, 065913,   59.7,   5.38,
1110200615, 020300, 065732,   74.7,   5.11,
1110200612, 020300, 065325,  104.5,   4.99,
1110200610, 020300, 065035,  124.3,   4.81,
1120200722, 030100, 065558,    4.5,   5.61,
1120200721, 030100, 065459,   15.3,   5.35,
1120200719, 030100, 065349,   25.1,   5.61,
1120200718, 030100, 065243,   34.3,   5.58,
1120200717, 030100, 065139,   45.7,   5.43,
1120200716, 030100, 065039,   59.4,   5.67,
1120200715, 030100, 064934,   75.6,   5.79,
1120200714, 030100, 064834,   83.3,   5.39,
1120200713, 030100, 064734,   95.3,   5.32,
1120200712, 030100, 064629,  105.5,   5.16,
1120200711, 030100, 064534,  113.8,   5.60,
1120200710, 030100, 064434,  124.0,   5.43,
1120200709, 030100, 064334,  135.0,   4.87,
1120200708, 030100, 064234,  148.6,   4.79,
1130200522, 032900, 045650,    4.2,   5.59,
1130200521, 032900, 045400,  100.2,   4.93,
1130200622, 032900, 075439,    4.6,   5.85,
1130200621, 032900, 075340,   14.3,   5.83,
1130200619, 032900, 075231,   23.5,   5.82,
1130200618, 032900, 075130,   33.8,   5.49,
1130200617, 032900, 075031,   44.7,   6.37,
1130200616, 032900, 074929,   59.7,   6.40,
1130200615, 032900, 074821,   74.2,   6.10,
1130200614, 032900, 074723,   84.3,   5.81,
1130200613, 032900, 074625,   93.5,   6.18,
1130200611, 032900, 074423,  115.1,   5.32,
1130200610, 032900, 074321,  125.2,   5.56,
1130200609, 032900, 074223,  134.0,   5.14,
1130200608, 032900, 074121,  149.3,   4.76,
1140200622, 042600, 075937,    4.9,   5.39,
1140200621, 042600, 075829,   14.9,   5.37,
1140200619, 042600, 075709,   25.0,   5.20,
1140200618, 042600, 075603,   35.5,   5.87,
1140200617, 042600, 075502,   44.7,   5.41,
1140200616, 042600, 075347,   60.7,   6.13,
1140200615, 042600, 075153,   75.0,   5.69,
1140200614, 042600, 075049,   83.9,   5.54,
1140200613, 042600, 074944,   94.8,   5.58,
1140200612, 042600, 074843,  104.0,   5.62,
1140200611, 042600, 074739,  114.2,   5.49,
1140200610, 042600, 074633,  124.6,   5.32,
1140200609, 042600, 074532,  134.7,   5.26,
1140200608, 042600, 074423,  149.3,   5.10,
1150200624, 052400, 075836,    4.9,   5.54,
1150200622, 052400, 075717,   15.1,   5.63,
1150200620, 052400, 075555,   25.1,   5.45,
1150200619, 052400, 075449,   35.0,   8.01,
1150200617, 052400, 075335,   45.3,   6.03,
1150200616, 052400, 075224,   59.8,   6.08,
1150200615, 052400, 075120,   74.1,   6.19,
1150200614, 052400, 075018,   84.9,   5.79,
1150200613, 052400, 074918,   94.8,   5.66,
1150200612, 052400, 074814,  104.2,   5.43,
1150200611, 052400, 074713,  114.0,   5.58,
1150200610, 052400, 074605,  124.2,   5.24,
1150200609, 052400, 074506,  134.3,   6.92,
1160200722, 062100, 080017,    4.6,   5.69,
1160200721, 062100, 075852,   14.4,   6.14,
1160200719, 062100, 075731,   24.7,   6.67,
1160200718, 062100, 075628,   34.3,   5.59,
1160200717, 062100, 075526,   44.4,   6.08,
1160200715, 062100, 075255,   74.8,   5.28,
1160200714, 062100, 075137,   84.8,   5.97,
1160200713, 062100, 075032,   94.4,   5.55,
1160200712, 062100, 074927,  104.1,   5.90,
1160200711, 062100, 074822,  115.0,   5.29,
1160200710, 062100, 074717,  124.9,   5.08,
1160200709, 062100, 074612,  134.4,   5.16,
1160200708, 062100, 074507,  149.8,   5.82,
1170200522, 072600, 080738,    4.5,   6.03,
1170200521, 072600, 080604,   14.4,   6.45,
1170200519, 072600, 080434,   23.4,   6.06,
1170200518, 072600, 080320,   34.3,   5.77,
1170200517, 072600, 080206,   45.0,   5.48,
1170200516, 072600, 080040,   59.1,   5.57,
1170200515, 072600, 075924,   75.1,   6.35,
1170200514, 072600, 075804,   85.3,   7.62,
1170200513, 072600, 075650,   94.7,   5.45,
1170200512, 072600, 075532,  106.0,   5.42,
1170200511, 072600, 075242,  114.1,   5.57,
1170200510, 072600, 075132,  124.4,   5.21,
1170200509, 072600, 075024,  134.0,   4.85,
1180200617, 082300, 041450,    5.1,   5.18,
1180200616, 082300, 041157,   91.4,   5.49,
1180200722, 082300, 065625,    5.0,   4.69,
1180200721, 082300, 065521,   15.2,   5.41,
1180200719, 082300, 065409,   24.9,   6.39,
1180200718, 082300, 065312,   34.7,   5.46,
1180200717, 082300, 065214,   44.9,   6.38,
1180200716, 082300, 065114,   60.0,   6.00,
1180200715, 082300, 065010,   73.9,   5.62,
1180200714, 082300, 064905,   85.1,   5.51,
1180200713, 082300, 064758,   94.7,   5.29,
1180200712, 082300, 064652,  105.3,   4.86,
1180200711, 082300, 064548,  114.8,   4.98,
1180200710, 082300, 064447,  126.0,   5.23,
1180200709, 082300, 064347,  134.9,   6.04,
1180200708, 082300, 064238,  149.0,   4.56,
1190200720, 101800, 100516,    4.9,   5.43,
1190200717, 101800, 100235,   24.9,   5.46,
1190200715, 101800, 100010,   44.7,   5.58,
1190200713, 101800, 095723,   75.0,   5.76,
1190200711, 101800, 095449,   99.7,   4.65,
1190200709, 101800, 095203,  126.0,   4.22,
1200200622, 113000, 065955,    4.6,   4.92,
1200200620, 113000, 065832,   14.8,   6.48,
1200200619, 113000, 065718,   25.2,   5.28,
1200200617, 113000, 065551,   35.0,   5.38,
1200200616, 113000, 065443,   44.8,   5.58,
1200200615, 113000, 065329,   60.1,   5.67,
1200200614, 113000, 065213,   74.5,   5.64,
1200200612, 113000, 064949,   99.6,   5.70,
1200200610, 113000, 064717,  125.1,   5.70,
1210200818, 122000, 095546,    4.6,   5.78,
1210200817, 122000, 095443,   15.1,   5.70,
1210200815, 122000, 095324,   23.9,   5.75,
1210200814, 122000, 095219,   34.5,   6.31,
1210200813, 122000, 095118,   45.3,   6.17,
1210200812, 122000, 095013,   58.9,   4.93,
1210200811, 122000, 094904,   72.8,   5.67,
1210200809, 122000, 094637,   99.3,   5.54,
1210200807, 122000, 094412,  122.2,   6.10,
1220200618, 011701, 064943,    4.2,   6.54,
1220200617, 011701, 064842,   13.6,   5.79,
1220200615, 011701, 064734,   23.3,   6.24,
1220200614, 011701, 064641,   33.7,   6.17,
1220200613, 011701, 064552,   43.2,   6.03,
1220200612, 011701, 064456,   58.1,   6.02,
1220200611, 011701, 064400,   74.1,   6.32,
1220200609, 011701, 064212,   98.4,   7.65,
1220200607, 011701, 064020,  124.1,   6.26,
1220200606, 011701, 063909,  148.5,   5.59,
1230200319, 021501, 031618,    4.2,   5.55,
1230200318, 021501, 031510,   13.9,   5.22,
1230200316, 021501, 031356,   25.0,   5.12,
1230200315, 021501, 031300,   33.8,   5.14,
1230200314, 021501, 031205,   43.9,   4.97,
1230200313, 021501, 031110,   59.5,   5.67,
1230200312, 021501, 031005,   73.8,   5.78,
1230200310, 021501, 030705,   99.1,   5.42,
1230200308, 021501, 030440,  123.2,   4.99,
2380200621, 122011, 061159,   15.1,   4.57,
2380200619, 122011, 060907,   24.6,   4.47,
2380200618, 122011, 060753,   34.8,   4.28,
2380200617, 122011, 060638,   43.8,   4.37,
2380200616, 122011, 060512,   59.4,   4.08,
2380200615, 122011, 060347,   73.9,   5.05,
2380200612, 122011, 060003,   99.5,   4.24,
2380200609, 122011, 055612,  123.6,   3.73,
2380200607, 122011, 055307,  149.5,   3.35,
2390200722, 011912, 065446,    5.5,   4.87,
2390200721, 011912, 065356,   14.9,   4.96,
2390200719, 011912, 065255,   25.1,   4.67,
2390200718, 011912, 065214,   33.8,   4.38,
2390200717, 011912, 065121,   44.6,   4.47,
2390200716, 011912, 065026,   61.1,   4.18,
2390200715, 011912, 064926,   76.1,   4.47,
2390200712, 011912, 064706,  101.5,   4.27,
2390200709, 011912, 064451,  126.5,   4.29,
2410201223, 050312, 215925,    5.9,   4.87,
2410201222, 050312, 215820,   14.4,   4.38,
2410201219, 050312, 215638,   23.9,   4.20,
2410201218, 050312, 215529,   34.5,   4.68,
2410201217, 050312, 215435,   43.9,   4.68,
2410201215, 050312, 215216,   73.1,   4.48,
2410201209, 050312, 214554,  124.2,   5.00,
2420201322, 060112, 041458,    4.9,   4.78,
2420201321, 060112, 041349,   14.8,   4.59,
2420201319, 060112, 041239,   24.4,   4.78,
2420201318, 060112, 041134,   36.1,   4.59,
2420201317, 060112, 041034,   45.5,   4.28,
2420201316, 060112, 040929,   59.5,   4.37,
2420201315, 060112, 040824,   74.9,   4.38,
2420201312, 060112, 040524,   99.7,   4.58,
2420201309, 060112, 040224,  126.1,   4.28,
2420201307, 060112, 040001,  148.5,   3.77,
2430200821, 062712, 162314,   14.5,   4.47,
2430200819, 062712, 162214,   25.6,   4.97,
2430200818, 062712, 162117,   34.8,   4.19,
2430200817, 062712, 162019,   45.2,   4.19,
2430200816, 062712, 161924,   59.8,   4.17,
2430200812, 062712, 161549,   99.8,   4.58,
2430200809, 062712, 161319,  124.0,   4.35,
2440200721, 080112, 065752,   16.1,   4.38,
2440200719, 080112, 065632,   25.8,   4.28,
2440200718, 080112, 065512,   35.1,   4.18,
2440200717, 080112, 065357,   45.4,   4.28,
2440200716, 080112, 065242,   60.4,   4.96,
2440200715, 080112, 065132,   75.1,   4.09,
2440200712, 080112, 064817,  100.4,   4.27,
2450200621, 081812, 065620,   15.3,   4.67,
2450200619, 081812, 065500,   25.4,   4.77,
2450200618, 081812, 065407,   35.5,   4.28,
2450200617, 081812, 065310,   45.3,   4.48,
2450200616, 081812, 065211,   60.3,   4.28,
2450200615, 081812, 065109,   75.0,   4.38,
2450200612, 081812, 064926,  100.0,   4.87,
2450200609, 081812, 064609,  125.3,   4.19,
2460200622, 091512, 070559,    5.7,   4.58,
2460200621, 091512, 070454,   15.9,   4.78,
2460200619, 091512, 070340,   25.5,   4.39,
2460200618, 091512, 070302,   35.3,   4.67,
2460200617, 091512, 070210,   44.7,   4.39,
2460200616, 091512, 070121,   60.4,   4.29,
2460200615, 091512, 070020,   75.4,   5.06,
2460200612, 091512, 065809,  100.2,   4.38,
2460200609, 091512, 065559,  125.1,   4.16,
2470200622, 100812, 074841,    4.5,   4.46,
2470200621, 100812, 074741,   15.5,   4.38,
2470200619, 100812, 074631,   25.5,   4.39,
2470200618, 100812, 074536,   35.2,   4.87,
2470200617, 100812, 074441,   45.5,   3.98,
2470200616, 100812, 074331,   60.7,   4.48,
2470200615, 100812, 074231,   75.3,   4.97,
2470200612, 100812, 073951,  100.2,   4.18,
2470200609, 100812, 073702,  125.3,   4.16,
2470200607, 100812, 073511,  149.9,   4.47,
2480200622, 120412, 083046,    7.0,   4.38,
2480200621, 120412, 082927,   16.9,   4.00,
2480200619, 120412, 082722,   26.5,   4.39,
2480200618, 120412, 082612,   37.4,   3.60,
2480200617, 120412, 082502,   46.9,   4.28,
2480200616, 120412, 082347,   60.3,   4.19,
2480200615, 120412, 082232,   75.9,   4.58,
2480200612, 120412, 081921,  101.1,   3.99,
2480200609, 120412, 081557,  125.1,   3.78,
2490200622, 021313, 071338,    7.3,   4.75,
2490200619, 021313, 070849,   25.5,   4.47,
2490200618, 021313, 070738,   35.2,   4.44,
2490200617, 021313, 070627,   45.7,   4.07,
2490200616, 021313, 070507,   61.0,   4.37,
2490200615, 021313, 070327,   75.9,   4.27,
2490200612, 021313, 070007,  100.3,   3.10,
2490200609, 021313, 065647,  125.6,   4.75,
2500200722, 030713, 071737,    8.7,   5.05,
2500200721, 030713, 071608,   18.4,   4.57,
2500200719, 030713, 071427,   23.8,   3.97,
2500200718, 030713, 071327,   34.7,   4.66,
2500200717, 030713, 071237,   45.2,   4.27,
2500200716, 030713, 071137,   59.9,   4.28,
2500200715, 030713, 071037,   75.2,   3.98,
2500200712, 030713, 070757,   99.9,   4.37,
2500200709, 030713, 070507,  125.8,   4.75,
2500200707, 030713, 070308,  149.7,   3.53,
2510200622, 040613, 071006,    5.3,   4.67,
2510200621, 040613, 070847,   15.1,   4.96,
2510200619, 040613, 070716,   25.3,   4.36,
2510200618, 040613, 070557,   35.6,   4.37,
2510200617, 040613, 070436,   45.5,   4.95,
2510200616, 040613, 070306,   60.5,   4.48,
2510200615, 040613, 070126,   75.5,   4.08,
2510200612, 040613, 065735,  100.1,   4.35,
2510200609, 040613, 065406,  126.3,   4.56,
2520200722, 051813, 071938,    8.8,   4.77,
2520200721, 051813, 071819,   18.8,   4.77,
2520200719, 051813, 071629,   25.7,   4.57,
2520200718, 051813, 071528,   35.3,   4.28,
2520200717, 051813, 071428,   44.4,   4.97,
2520200716, 051813, 071328,   59.2,   4.19,
2520200715, 051813, 071219,   74.6,   4.08,
2520200712, 051813, 070948,  100.1,   4.04,
2520200709, 051813, 070658,  125.9,   4.48,
2530200722, 062613, 071750,    7.2,   4.48,
2530200721, 062613, 071629,   17.0,   4.95,
2530200719, 062613, 071449,   24.9,   4.87,
2530200718, 062613, 071339,   35.5,   4.38,
2530200717, 062613, 071239,   45.2,   4.57,
2530200716, 062613, 071119,   60.6,   4.08,
2530200715, 062613, 070959,   75.5,   4.66,
2530200712, 062613, 070709,  100.0,   4.46,
2530200709, 062613, 070359,  125.3,   4.33,
2550200320, 100113, 222207,  149.0,   2.95,
2550200622, 100213, 070152,    7.5,   4.48,
2550200621, 100213, 070043,   17.5,   4.77,
2550200619, 100213, 065853,   26.2,   4.78,
2550200618, 100213, 065803,   34.6,   4.68,
2550200617, 100213, 065712,   45.4,   4.78,
2550200616, 100213, 065612,   59.8,   4.58,
2550200612, 100213, 065223,  101.5,   4.07,
2550200609, 100213, 065002,  125.9,   3.85,
2560200622, 102813, 070946,    6.5,   4.57,
2560200621, 102813, 070826,   16.2,   5.25,
2560200619, 102813, 070656,   25.4,   4.57,
2560200618, 102813, 070546,   35.5,   4.37,
2560200617, 102813, 070445,   45.0,   5.34,
2560200616, 102813, 070336,   60.9,   4.56,
2560200615, 102813, 070236,   75.0,   3.97,
2560200612, 102813, 065945,  100.2,   4.37,
2560200609, 102813, 065646,  126.0,   4.41,
2570200623, 112713, 072318,    6.0,   4.56,
2570200622, 112713, 072148,   15.8,   4.86,
2570200619, 112713, 071928,   24.2,   4.86,
2570200618, 112713, 071808,   34.6,   4.66,
2570200617, 112713, 071648,   45.0,   4.96,
2570200616, 112713, 071508,   60.2,   5.06,
2570200615, 112713, 071338,   74.8,   4.56,
2570200612, 112713, 070908,  100.1,   4.21,
2570200609, 112713, 070518,  125.4,   4.00,
2570200607, 112713, 070238,  149.9,   4.79,
2580200623, 122113, 071840,    6.7,   3.97,
2580200622, 122113, 071651,   17.1,   4.46,
2580200619, 122113, 071441,   25.2,   3.86,
2580200618, 122113, 071341,   35.4,   4.14,
2580200617, 122113, 071245,   45.6,   3.73,
2580200616, 122113, 071129,   61.6,   4.12,
2580200615, 122113, 071017,   75.2,   3.04,
2580200612, 122113, 070725,  100.6,   3.83,
2580200609, 122113, 070420,  124.9,   3.67,
2580200607, 122113, 070205,  149.3,   4.19,
2590200623, 011614, 073433,    6.5,   4.29,
2590200622, 011614, 073314,   15.4,   4.49,
2590200619, 011614, 073133,   25.2,   4.29,
2590200618, 011614, 073013,   35.0,   4.48,
2590200617, 011614, 072854,   45.8,   4.68,
2590200616, 011614, 072713,   60.8,   4.78,
2590200615, 011614, 072543,   75.3,   4.29,
2590200612, 011614, 072213,  100.9,   4.28,
2590200609, 011614, 071844,  125.2,   4.43,
2600200623, 021514, 091648,    6.2,   4.58,
2600200622, 021514, 091458,   16.0,   4.48,
2600200619, 021514, 091248,   25.0,   4.67,
2600200618, 021514, 091128,   34.9,   3.89,
2600200616, 021514, 090817,   60.6,   4.49,
2600200615, 021514, 090638,   75.8,   4.20,
2600200612, 021514, 090306,  100.4,   4.02,
2600200609, 021514, 085908,  125.6,   4.11,
2610200623, 030614, 071457,    7.5,   4.19,
2610200622, 030614, 071347,   16.0,   4.38,
2610200618, 030614, 071100,   35.7,   4.77,
2610200617, 030614, 070957,   45.6,   3.80,
2610200616, 030614, 070853,   60.5,   4.00,
2610200615, 030614, 070743,   75.5,   4.68,
2610200612, 030614, 070453,  100.6,   4.28,
2610200609, 030614, 070152,  125.5,   4.13,
2640200623, 070114, 071958,    5.3,   5.06,
2640200622, 070114, 071837,   15.0,   4.58,
2640200619, 070114, 071708,   24.8,   4.09,
2640200618, 070114, 071552,   35.1,   4.48,
2640200617, 070114, 071443,   45.3,   3.99,
2640200616, 070114, 071327,   59.6,   4.48,
2640200615, 070114, 071208,   75.5,   4.09,
2640200612, 070114, 070903,   99.6,   4.27,
2640200609, 070114, 070553,  124.8,   3.78,
2640200607, 070114, 070332,  148.9,   3.76,
2650200623, 091514, 071751,    5.3,   4.86,
2650200622, 091514, 071643,   15.2,   4.86,
2650200619, 091514, 071512,   24.7,   4.75,
2650200618, 091514, 071409,   35.5,   4.27,
2650200617, 091514, 071307,   44.5,   4.37,
2650200616, 091514, 071205,   60.8,   4.56,
2650200615, 091514, 071045,   75.5,   4.17,
2650200612, 091514, 070746,  100.4,   4.43,
2650200609, 091514, 070449,  124.8,   4.14,
2650200607, 091514, 070232,  150.0,   4.19,
2660200623, 101414, 071924,    5.6,   4.46,
2660200622, 101414, 071824,   14.8,   4.67,
2660200619, 101414, 071714,   24.4,   4.47,
2660200618, 101414, 071614,   34.9,   4.47,
2660200617, 101414, 071514,   44.6,   4.47,
2660200616, 101414, 071359,   59.9,   4.57,
2660200615, 101414, 071254,   75.2,   4.57,
2660200612, 101414, 071004,  100.1,   4.66,
2660200609, 101414, 070704,  124.7,   4.41,
2670200623, 112214, 071138,    5.0,   4.67,
2670200622, 112214, 071033,   15.1,   4.58,
2670200619, 112214, 070908,   25.4,   4.58,
2670200618, 112214, 070808,   35.4,   4.58,
2670200616, 112214, 070543,   60.3,   4.38,
2670200615, 112214, 070418,   75.2,   4.96,
